"","N","LEN","SIGMA","PHI","Pcap","Pstay","sigma_lower","sigma_med","sigma_upper","R_hat_sigma","MCMCiter","Burn_in","N_thin","N_sample"
"1",100,500,50,0.4,0.41,0.95,38.7245,49.53575,62.4855,0.999814238503803,15000,5000,20,500
"2",100,500,50,0.4,0.42,0.89,41.1274,52.39075,65.5691,1.00128504845241,15000,5000,20,500
"3",100,500,50,0.4,0.4,0.89,38.7104,48.9178,62.309,1.00063439904883,15000,5000,20,500
"4",100,500,50,0.4,0.38,0.93,42.4751,54.5717,68.5359,1.00009046261945,15000,5000,20,500
"5",100,500,50,0.4,0.43,0.9,45.8143,57.21695,72.5606,1.00374085895257,15000,5000,20,500
"6",100,500,50,0.4,0.39,0.94,38.5559,49.2495,61.9876,1.00127163395578,15000,5000,20,500
"7",100,500,50,0.4,0.39,0.94,43.6792,56.67285,72.1013,1.00457584797006,15000,5000,20,500
"8",100,500,50,0.4,0.42,0.94,36.2512,46.0563,58.7935,0.999626714069079,15000,5000,20,500
"9",100,500,50,0.4,0.36,0.92,42.5469,54.931,71.6227,1.00106413772934,15000,5000,20,500
"10",100,500,50,0.4,0.44,0.94,43.4072,54.76795,69.2464,1.00333892953618,15000,5000,20,500
"11",100,500,50,0.4,0.32,0.94,43.1973,56.81565,75.0508,1.00006519069369,15000,5000,20,500
"12",100,500,50,0.4,0.38,0.92,41.0651,53.70795,66.8701,0.999633424920964,15000,5000,20,500
"13",100,500,50,0.4,0.35,0.9,33.0371,44.9916,57.4637,1.00049185401327,15000,5000,20,500
"14",100,500,50,0.4,0.43,0.97,40.9973,50.97805,64.9023,0.999954106611382,15000,5000,20,500
"15",100,500,50,0.4,0.43,0.95,43.4326,55.20805,68.9795,0.999765008202239,15000,5000,20,500
"16",100,500,50,0.4,0.39,0.97,32.6492,41.0367,51.7845,1.00093126754104,15000,5000,20,500
"17",100,500,50,0.4,0.39,0.94,39.8534,52.03455,65.941,1.00304257129276,15000,5000,20,500
"18",100,500,50,0.4,0.41,0.94,39.068,50.9492,64.1511,1.0028032317677,15000,5000,20,500
"19",100,500,50,0.4,0.31,0.89,34.0436,43.8391,57.3956,1.00043330654286,15000,5000,20,500
"20",100,500,50,0.4,0.4,0.94,44.7954,55.65965,70.7906,0.999743941887795,15000,5000,20,500
"21",100,500,50,0.4,0.41,0.96,50.6216,66.20815,83.3655,0.99965649619884,15000,5000,20,500
"22",100,500,50,0.4,0.35,0.91,35.411,45.4067,59.5021,1.00307096119466,15000,5000,20,500
"23",100,500,50,0.4,0.37,0.93,43.0759,54.67095,70.9861,1.00034267562368,15000,5000,20,500
"24",100,500,50,0.4,0.34,0.97,52.6646,69.1509,89.1398,0.99994711163486,15000,5000,20,500
"25",100,500,50,0.4,0.36,0.93,47.1384,61.5582,78.9932,1.00161000825022,15000,5000,20,500
"26",100,500,50,0.4,0.42,0.93,29.2719,36.6386,46.6591,1.00181259561691,15000,5000,20,500
"27",100,500,50,0.4,0.39,0.94,42.8332,54.98415,69.9067,0.999448898860625,15000,5000,20,500
"28",100,500,50,0.4,0.3,0.94,32.481,43.8852,58.2991,1.00034067594313,15000,5000,20,500
"29",100,500,50,0.4,0.41,0.92,34.3485,44.16005,56.0318,0.999590840050918,15000,5000,20,500
"30",100,500,50,0.4,0.39,0.94,41.6333,53.9595,70.4734,0.999696445834089,15000,5000,20,500
"31",100,500,50,0.4,0.35,0.88,38.3997,50.41315,64.1441,1.00148085778027,15000,5000,20,500
"32",100,500,50,0.4,0.34,0.95,36.4209,47.35105,61.6852,1.00378289423707,15000,5000,20,500
"33",100,500,50,0.4,0.37,0.96,39.4909,51.5575,65.2356,1.00024099311198,15000,5000,20,500
"34",100,500,50,0.4,0.4,0.93,36.8018,46.6723,61.111,1.00097307476404,15000,5000,20,500
"35",100,500,50,0.4,0.28,0.89,35.4255,46.9869,62.17,1.00179403944247,15000,5000,20,500
"36",100,500,50,0.4,0.39,0.9,47.0368,59.71325,76.4617,0.999073134749413,15000,5000,20,500
"37",100,500,50,0.4,0.44,0.96,45.0324,56.8906,71.4908,1.00398006998309,15000,5000,20,500
"38",100,500,50,0.4,0.34,0.88,38.1814,50.0055,63.8818,0.999404395326878,15000,5000,20,500
"39",100,500,50,0.4,0.29,0.92,39.2838,54.2408,71.7387,1.00555692072494,15000,5000,20,500
"40",100,500,50,0.4,0.35,0.91,36.448,48.36825,62.2585,1.00064955500399,15000,5000,20,500
"41",100,500,50,0.4,0.35,0.94,33.6772,43.2593,55.5599,1.00468327099514,15000,5000,20,500
"42",100,500,50,0.4,0.31,0.89,41.6537,54.9429,72.2361,1.00087493986128,15000,5000,20,500
"43",100,500,50,0.4,0.35,0.92,43.9502,57.47865,75.5457,1.00236819802705,15000,5000,20,500
"44",100,500,50,0.4,0.4,0.92,46.894,60.86215,76.4157,0.999723581621526,15000,5000,20,500
"45",100,500,50,0.4,0.32,0.92,33.8339,44.7782,58.4565,1.00043437859658,15000,5000,20,500
"46",100,500,50,0.4,0.39,0.91,36.4797,45.8911,58.7328,1.00055113830021,15000,5000,20,500
"47",100,500,50,0.4,0.39,0.94,37.2345,47.1254,59.8763,0.999693801459642,15000,5000,20,500
"48",100,500,50,0.4,0.37,0.92,28.3125,36.02035,45.6135,1.00257040385113,15000,5000,20,500
"49",100,500,50,0.4,0.33,0.93,27.0565,36.09365,46.2679,1.00253008212855,15000,5000,20,500
"50",100,500,50,0.4,0.37,0.89,37.4659,47.97205,62.3087,1.00321461651305,15000,5000,20,500
"51",500,500,50,0.4,0.354,0.918,49.3421,55.3954,61.5573,1.00526407189866,15000,5000,20,500
"52",500,500,50,0.4,0.376,0.908,42.8895,47.9744,53.1884,1.00286332002109,15000,5000,20,500
"53",500,500,50,0.4,0.39,0.894,44.5107,49.6085,54.9565,1.00050558719025,15000,5000,20,500
"54",500,500,50,0.4,0.36,0.932,44.6766,49.9211,55.7271,0.999897529681625,15000,5000,20,500
"55",500,500,50,0.4,0.382,0.918,46.4181,51.40515,56.9329,0.99984509555457,15000,5000,20,500
"56",500,500,50,0.4,0.37,0.914,43.998,49.4478,54.8324,1.00042056751848,15000,5000,20,500
"57",500,500,50,0.4,0.346,0.924,43.451,48.64205,53.9056,0.999265922253846,15000,5000,20,500
"58",500,500,50,0.4,0.356,0.906,43.399,47.97175,53.9324,1.00223285809606,15000,5000,20,500
"59",500,500,50,0.4,0.36,0.92,48.8755,55.472,61.5613,1.00075270620734,15000,5000,20,500
"60",500,500,50,0.4,0.344,0.924,45.6535,51.15205,57.2863,1.00003810599451,15000,5000,20,500
"61",500,500,50,0.4,0.37,0.926,41.9874,47.18125,52.5231,1.00138911381821,15000,5000,20,500
"62",500,500,50,0.4,0.358,0.926,44.7075,49.67475,55.7468,1.00231487926306,15000,5000,20,500
"63",500,500,50,0.4,0.374,0.926,45.782,50.5517,56.5299,1.00178499838618,15000,5000,20,500
"64",500,500,50,0.4,0.392,0.93,45.1603,50.24325,55.4388,0.999348221981691,15000,5000,20,500
"65",500,500,50,0.4,0.37,0.926,47.7261,53.2914,59.4584,1.00112990717322,15000,5000,20,500
"66",500,500,50,0.4,0.364,0.916,50.2374,55.46435,62.2532,1.00179489291372,15000,5000,20,500
"67",500,500,50,0.4,0.374,0.9,48.8051,54.1624,60.3577,1.00470579851825,15000,5000,20,500
"68",500,500,50,0.4,0.364,0.926,44.6593,50.12655,55.8252,1.00013199169901,15000,5000,20,500
"69",500,500,50,0.4,0.382,0.924,46.0276,51.317,56.8912,1.0014025615868,15000,5000,20,500
"70",500,500,50,0.4,0.39,0.93,44.2533,49.59525,55.007,1.00085285873662,15000,5000,20,500
"71",500,500,50,0.4,0.368,0.926,46.7933,52.3781,58.1462,1.00258689199359,15000,5000,20,500
"72",500,500,50,0.4,0.346,0.914,44.2242,49.13235,55.2744,0.999947238604785,15000,5000,20,500
"73",500,500,50,0.4,0.382,0.942,47.0126,52.5872,58.4435,1.00011163932303,15000,5000,20,500
"74",500,500,50,0.4,0.372,0.906,44.3331,49.7173,55.1862,1.00338371039026,15000,5000,20,500
"75",500,500,50,0.4,0.394,0.926,43.4201,48.7323,54.0749,0.999456146440889,15000,5000,20,500
"76",500,500,50,0.4,0.39,0.932,46.2451,51.74515,57.3032,1.00184456146099,15000,5000,20,500
"77",500,500,50,0.4,0.39,0.922,43.0645,48.2315,53.0996,1.00056093387048,15000,5000,20,500
"78",500,500,50,0.4,0.374,0.906,47.2172,52.6948,58.771,1.00338018206403,15000,5000,20,500
"79",500,500,50,0.4,0.402,0.912,45.0943,50.50645,55.7604,1.0010132062801,15000,5000,20,500
"80",500,500,50,0.4,0.39,0.906,44.5583,49.18525,55.0056,1.00327013034803,15000,5000,20,500
"81",500,500,50,0.4,0.314,0.904,42.6534,48.65175,54.3887,0.999729138707592,15000,5000,20,500
"82",500,500,50,0.4,0.398,0.924,46.6689,51.29515,57.6478,1.00237410240772,15000,5000,20,500
"83",500,500,50,0.4,0.358,0.928,44.0789,49.36815,55.2425,1.00084530187068,15000,5000,20,500
"84",500,500,50,0.4,0.372,0.918,44.3242,49.36425,55.1111,1.00018724938404,15000,5000,20,500
"85",500,500,50,0.4,0.376,0.92,45.5346,51.53315,56.7342,1.00102220736156,15000,5000,20,500
"86",500,500,50,0.4,0.386,0.952,42.7887,47.46725,53.0259,1.00019094733907,15000,5000,20,500
"87",500,500,50,0.4,0.362,0.922,43.1051,48.66265,54.5643,1.00003929484534,15000,5000,20,500
"88",500,500,50,0.4,0.398,0.922,48.9095,54.53905,60.7077,1.00297155835319,15000,5000,20,500
"89",500,500,50,0.4,0.342,0.91,42.6502,47.8095,52.9166,1.00026841254355,15000,5000,20,500
"90",500,500,50,0.4,0.39,0.92,42.9197,47.33425,52.7731,1.00348126350851,15000,5000,20,500
"91",500,500,50,0.4,0.384,0.918,45.375,50.3998,56.3406,1.00100160891599,15000,5000,20,500
"92",500,500,50,0.4,0.386,0.926,44.7362,50.1111,55.1886,1.00191185815759,15000,5000,20,500
"93",500,500,50,0.4,0.368,0.916,44.2307,49.51535,55.383,0.999881254525355,15000,5000,20,500
"94",500,500,50,0.4,0.374,0.936,43.8899,48.4809,54.3034,0.999209925499268,15000,5000,20,500
"95",500,500,50,0.4,0.348,0.94,41.9134,46.6951,52.4316,0.999109260111526,15000,5000,20,500
"96",500,500,50,0.4,0.358,0.922,45.4649,51.37885,57.335,1.00337846964763,15000,5000,20,500
"97",500,500,50,0.4,0.352,0.914,48.2952,54.56975,60.864,1.00038179202159,15000,5000,20,500
"98",500,500,50,0.4,0.39,0.914,43.5436,48.59395,53.7734,1.00402579993236,15000,5000,20,500
"99",500,500,50,0.4,0.376,0.91,42.301,47.58255,52.3621,0.999240894429967,15000,5000,20,500
"100",500,500,50,0.4,0.364,0.922,45.3967,50.78915,56.7328,0.999876197187673,15000,5000,20,500
"101",1000,500,50,0.4,0.375,0.94,48.6654,52.86555,56.7342,1.00057189808665,15000,5000,20,500
"102",1000,500,50,0.4,0.367,0.911,43.9878,47.728,51.3072,1.00210405805034,15000,5000,20,500
"103",1000,500,50,0.4,0.357,0.927,46.3401,49.9521,54.0331,1.00031642725426,15000,5000,20,500
"104",1000,500,50,0.4,0.372,0.939,48.3759,52.1655,56.3358,1.00080647140132,15000,5000,20,500
"105",1000,500,50,0.4,0.358,0.925,46.4791,50.09935,54.1428,1.00440610450487,15000,5000,20,500
"106",1000,500,50,0.4,0.371,0.924,46.3457,49.7296,54.1189,1.00196066495847,15000,5000,20,500
"107",1000,500,50,0.4,0.356,0.912,43.6825,47.16315,51.0557,1.00262794398635,15000,5000,20,500
"108",1000,500,50,0.4,0.362,0.91,46.3111,50.0537,54.0048,1.00245969577225,15000,5000,20,500
"109",1000,500,50,0.4,0.377,0.921,47.3032,51.47105,55.3005,1.00078744917331,15000,5000,20,500
"110",1000,500,50,0.4,0.344,0.935,44.6252,48.14225,52.1914,1.00319992000885,15000,5000,20,500
"111",1000,500,50,0.4,0.377,0.922,46.9767,50.61325,54.7298,0.999996727922714,15000,5000,20,500
"112",1000,500,50,0.4,0.351,0.923,49.1243,52.87565,57.6017,1.00013517226804,15000,5000,20,500
"113",1000,500,50,0.4,0.361,0.919,42.8992,46.32195,49.9221,1.00287327394262,15000,5000,20,500
"114",1000,500,50,0.4,0.387,0.923,48.7465,52.5919,56.7207,0.999781153713413,15000,5000,20,500
"115",1000,500,50,0.4,0.377,0.905,44.844,48.55635,52.3413,0.999187231624227,15000,5000,20,500
"116",1000,500,50,0.4,0.376,0.923,48.9095,52.64295,56.5946,0.999654967312293,15000,5000,20,500
"117",1000,500,50,0.4,0.342,0.924,45.4345,49.60115,53.4328,1.00262157579706,15000,5000,20,500
"118",1000,500,50,0.4,0.354,0.916,46.8557,50.52925,54.842,0.999294912860595,15000,5000,20,500
"119",1000,500,50,0.4,0.383,0.913,47.1996,51.34145,55.0501,1.00446125000545,15000,5000,20,500
"120",1000,500,50,0.4,0.357,0.91,46.0004,50.34285,54.1307,0.999500942175269,15000,5000,20,500
"121",1000,500,50,0.4,0.362,0.92,45.7347,49.7074,53.5384,1.00070349680171,15000,5000,20,500
"122",1000,500,50,0.4,0.364,0.921,48.0859,52.2508,56.3642,1.00021743063157,15000,5000,20,500
"123",1000,500,50,0.4,0.363,0.926,44.9511,48.5275,52.5794,1.00005085393659,15000,5000,20,500
"124",1000,500,50,0.4,0.374,0.909,44.5309,48.1628,51.9271,1.00262368570918,15000,5000,20,500
"125",1000,500,50,0.4,0.343,0.913,48.5766,52.46675,56.9943,1.00006065330527,15000,5000,20,500
"126",1000,500,50,0.4,0.374,0.918,45.9477,49.52155,53.4817,1.00444051619744,15000,5000,20,500
"127",1000,500,50,0.4,0.365,0.931,42.4685,45.6484,49.6212,1.0038706081455,15000,5000,20,500
"128",1000,500,50,0.4,0.356,0.922,45.8397,49.6847,53.702,1.00079599553493,15000,5000,20,500
"129",1000,500,50,0.4,0.393,0.923,46.3522,49.8133,53.9503,1.00324500667473,15000,5000,20,500
"130",1000,500,50,0.4,0.376,0.917,47.6335,51.16705,55.065,0.999931725857149,15000,5000,20,500
"131",1000,500,50,0.4,0.404,0.92,47.6301,51.39505,55.2538,1.00158739030371,15000,5000,20,500
"132",1000,500,50,0.4,0.384,0.909,44.6282,47.7053,51.7034,0.999108501991847,15000,5000,20,500
"133",1000,500,50,0.4,0.36,0.932,46.0857,49.74635,53.7349,0.999143462918629,15000,5000,20,500
"134",1000,500,50,0.4,0.352,0.918,45.9854,49.7679,53.7332,1.0034812308225,15000,5000,20,500
"135",1000,500,50,0.4,0.375,0.926,48.5878,52.56145,56.7102,1.00040630077619,15000,5000,20,500
"136",1000,500,50,0.4,0.373,0.937,46.2094,50.27145,54.0792,0.999327667871753,15000,5000,20,500
"137",1000,500,50,0.4,0.355,0.916,46.185,50.2887,54.2084,1.00119552663324,15000,5000,20,500
"138",1000,500,50,0.4,0.364,0.903,43.8676,47.49425,51.1521,0.99964627132992,15000,5000,20,500
"139",1000,500,50,0.4,0.365,0.916,47.6939,51.7196,55.8655,0.999829815069904,15000,5000,20,500
"140",1000,500,50,0.4,0.365,0.91,43.7971,47.5539,51.244,1.00137794913417,15000,5000,20,500
"141",1000,500,50,0.4,0.357,0.931,43.765,47.5433,51.3504,1.0035042492712,15000,5000,20,500
"142",1000,500,50,0.4,0.358,0.919,43.8542,47.635,51.3964,1.00001086325262,15000,5000,20,500
"143",1000,500,50,0.4,0.362,0.921,46.8165,50.4994,54.73,1.00088537109896,15000,5000,20,500
"144",1000,500,50,0.4,0.37,0.927,44.3229,47.7995,51.5834,0.999840976842237,15000,5000,20,500
"145",1000,500,50,0.4,0.355,0.919,45.4448,49.04855,53.1452,1.00109197208793,15000,5000,20,500
"146",1000,500,50,0.4,0.364,0.918,44.2629,47.99365,51.6034,1.00734028774977,15000,5000,20,500
"147",1000,500,50,0.4,0.386,0.916,47.0332,50.28475,54.4325,1.00019822873289,15000,5000,20,500
"148",1000,500,50,0.4,0.36,0.926,46.8675,50.7323,54.9989,1.00037709611221,15000,5000,20,500
"149",1000,500,50,0.4,0.373,0.922,47.0536,50.74715,54.7828,1.00015133595632,15000,5000,20,500
"150",1000,500,50,0.4,0.396,0.927,47.0126,51.0297,54.5043,1.00123392061574,15000,5000,20,500
"151",100,1000,50,0.4,0.42,0.95,38.3065,47.4097,59.8674,1.00524872415024,15000,5000,20,500
"152",100,1000,50,0.4,0.38,0.98,35.6377,45.5183,57.7437,0.999620921803193,15000,5000,20,500
"153",100,1000,50,0.4,0.48,0.97,45.2162,56.3675,70.6259,0.99979086690199,15000,5000,20,500
"154",100,1000,50,0.4,0.38,0.95,45.36,58.9121,75.0653,0.999174472953543,15000,5000,20,500
"155",100,1000,50,0.4,0.32,0.99,54.8239,72.4825,94.0214,1.00069581332862,15000,5000,20,500
"156",100,1000,50,0.4,0.42,0.99,38.8764,50.0951,61.7498,1.00056183318314,15000,5000,20,500
"157",100,1000,50,0.4,0.4,0.97,38.4245,49.35005,60.9237,1.0000305749205,15000,5000,20,500
"158",100,1000,50,0.4,0.42,0.96,47.9603,60.2129,76.0881,1.00143228464899,15000,5000,20,500
"159",100,1000,50,0.4,0.32,0.96,47.186,62.7983,79.8449,1.00059753004363,15000,5000,20,500
"160",100,1000,50,0.4,0.36,0.91,41.8086,53.74875,67.7324,0.999695761764329,15000,5000,20,500
"161",100,1000,50,0.4,0.34,0.95,34.2303,45.14285,56.9667,1.00507360858397,15000,5000,20,500
"162",100,1000,50,0.4,0.37,0.94,38.2699,47.20975,60.1658,1.00372289492334,15000,5000,20,500
"163",100,1000,50,0.4,0.36,0.94,40.0994,51.4733,65.2205,1.00427258564633,15000,5000,20,500
"164",100,1000,50,0.4,0.4,0.97,38.5691,48.08285,60.3863,0.999330550873672,15000,5000,20,500
"165",100,1000,50,0.4,0.36,0.95,38.2535,48.24585,62.0957,1.00048555459101,15000,5000,20,500
"166",100,1000,50,0.4,0.43,0.97,35.444,44.15175,55.0843,1.00079085798891,15000,5000,20,500
"167",100,1000,50,0.4,0.37,0.98,41.1247,53.383,67.5815,1.00116183971159,15000,5000,20,500
"168",100,1000,50,0.4,0.43,0.97,40.7583,51.3568,64.4752,1.00041970797739,15000,5000,20,500
"169",100,1000,50,0.4,0.39,0.96,45.6318,57.767,74.1878,1.00207444749967,15000,5000,20,500
"170",100,1000,50,0.4,0.42,0.95,47.1177,58.91275,74.2824,1.00082702585397,15000,5000,20,500
"171",100,1000,50,0.4,0.42,0.96,35.4739,45.20755,54.8252,0.999564263845867,15000,5000,20,500
"172",100,1000,50,0.4,0.34,0.95,35.534,46.7125,59.3175,1.00072682479655,15000,5000,20,500
"173",100,1000,50,0.4,0.45,0.93,45.6818,57.34245,70.9584,1.00069009633884,15000,5000,20,500
"174",100,1000,50,0.4,0.35,0.92,40.6675,54.19775,68.7377,1.00129755047916,15000,5000,20,500
"175",100,1000,50,0.4,0.4,0.95,35.0383,43.9604,55.1632,0.999375830068798,15000,5000,20,500
"176",100,1000,50,0.4,0.38,0.98,33.7815,44.1002,55.1699,1.00042292444203,15000,5000,20,500
"177",100,1000,50,0.4,0.32,0.93,45.0618,58.2588,76.4259,0.999968949590598,15000,5000,20,500
"178",100,1000,50,0.4,0.35,0.98,34.3361,44.21375,56.4907,1.00081437053244,15000,5000,20,500
"179",100,1000,50,0.4,0.42,0.96,42.688,54.6218,69.2712,0.999344745974731,15000,5000,20,500
"180",100,1000,50,0.4,0.41,0.97,39.7628,49.7314,61.2738,0.999747503108457,15000,5000,20,500
"181",100,1000,50,0.4,0.42,0.98,42.9753,53.84445,67.5135,1.0032836491388,15000,5000,20,500
"182",100,1000,50,0.4,0.35,0.96,37.8495,49.3127,62.7881,1.00164063457148,15000,5000,20,500
"183",100,1000,50,0.4,0.4,0.97,48.8868,61.55345,78.3779,1.00354767220098,15000,5000,20,500
"184",100,1000,50,0.4,0.45,0.97,37.0744,46.03145,57.7319,1.00105242878135,15000,5000,20,500
"185",100,1000,50,0.4,0.38,0.93,34.5289,43.1339,54.2379,1.00218187285591,15000,5000,20,500
"186",100,1000,50,0.4,0.34,0.95,45.3607,57.0206,74.3797,1.00048378268508,15000,5000,20,500
"187",100,1000,50,0.4,0.39,0.97,46.5035,57.88125,74.1295,1.0017700592141,15000,5000,20,500
"188",100,1000,50,0.4,0.41,0.92,35.5654,44.1747,55.0029,1.00022899654016,15000,5000,20,500
"189",100,1000,50,0.4,0.38,0.95,38.7051,49.3763,62.784,1.00070735915487,15000,5000,20,500
"190",100,1000,50,0.4,0.34,0.94,37.5453,48.91535,62.6385,1.00266808596566,15000,5000,20,500
"191",100,1000,50,0.4,0.39,0.97,36.5053,47.2661,59.5352,0.999570241480112,15000,5000,20,500
"192",100,1000,50,0.4,0.34,0.91,36.0936,45.83205,58.7607,0.99951690501465,15000,5000,20,500
"193",100,1000,50,0.4,0.4,0.96,38.8579,49.7386,61.9178,1.00031020505883,15000,5000,20,500
"194",100,1000,50,0.4,0.36,0.95,36.4694,46.6273,59.4737,1.00032874611241,15000,5000,20,500
"195",100,1000,50,0.4,0.41,0.99,39.1681,49.0258,62.409,1.00137121506435,15000,5000,20,500
"196",100,1000,50,0.4,0.37,0.98,45.7846,58.0511,73.0568,0.99972687505668,15000,5000,20,500
"197",100,1000,50,0.4,0.37,0.97,30.7296,39.27075,49.8721,0.999339105968456,15000,5000,20,500
"198",100,1000,50,0.4,0.37,0.96,38.2873,48.2614,61.3851,1.00063036155713,15000,5000,20,500
"199",100,1000,50,0.4,0.28,0.94,45.2523,58.6632,77.5891,0.999327695564485,15000,5000,20,500
"200",100,1000,50,0.4,0.42,0.95,42.7415,53.2161,67.2069,0.999400909615466,15000,5000,20,500
"201",500,1000,50,0.4,0.404,0.968,47.6209,52.3231,57.7884,1.0006000943696,15000,5000,20,500
"202",500,1000,50,0.4,0.4,0.964,48.1949,52.62985,58.7532,1.00361219692134,15000,5000,20,500
"203",500,1000,50,0.4,0.398,0.958,43.2929,47.62765,52.6817,1.00124527784568,15000,5000,20,500
"204",500,1000,50,0.4,0.382,0.96,44.9979,49.6421,54.7367,0.999766410430449,15000,5000,20,500
"205",500,1000,50,0.4,0.376,0.948,43.5539,48.3001,53.7848,1.00481296255843,15000,5000,20,500
"206",500,1000,50,0.4,0.376,0.962,44.4875,49.5053,54.4845,1.00414285457703,15000,5000,20,500
"207",500,1000,50,0.4,0.386,0.964,44.3,48.6418,54.4386,1.00088748845879,15000,5000,20,500
"208",500,1000,50,0.4,0.372,0.96,45.8144,51.6803,57.1407,1.00385299795596,15000,5000,20,500
"209",500,1000,50,0.4,0.354,0.958,41.3117,45.61535,50.5876,1.00075590285004,15000,5000,20,500
"210",500,1000,50,0.4,0.398,0.964,45.9516,50.7114,56.1006,0.999680957767839,15000,5000,20,500
"211",500,1000,50,0.4,0.382,0.968,45.6659,50.46075,56.0754,1.00172892531741,15000,5000,20,500
"212",500,1000,50,0.4,0.444,0.944,45.6642,50.19545,55.6201,1.00199504224862,15000,5000,20,500
"213",500,1000,50,0.4,0.374,0.964,49.4424,55.575,61.3775,1.00429396069491,15000,5000,20,500
"214",500,1000,50,0.4,0.394,0.95,44.8117,49.2835,54.5308,1.00230201550784,15000,5000,20,500
"215",500,1000,50,0.4,0.384,0.978,42.8412,47.5193,52.453,1.00057655032906,15000,5000,20,500
"216",500,1000,50,0.4,0.394,0.96,53.5475,58.56355,65.0506,0.999237732900326,15000,5000,20,500
"217",500,1000,50,0.4,0.364,0.954,46.003,50.746,56.6853,1.00059507441254,15000,5000,20,500
"218",500,1000,50,0.4,0.372,0.956,46.6227,51.7,57.425,1.00700835913338,15000,5000,20,500
"219",500,1000,50,0.4,0.384,0.97,46.942,52.09845,58.1162,0.999594210497914,15000,5000,20,500
"220",500,1000,50,0.4,0.336,0.964,45.8332,51.3225,57.2214,1.00090702198249,15000,5000,20,500
"221",500,1000,50,0.4,0.398,0.966,44.5767,49.6834,54.7578,0.999181393298166,15000,5000,20,500
"222",500,1000,50,0.4,0.388,0.964,43.2997,48.0854,53.2157,0.99981134842058,15000,5000,20,500
"223",500,1000,50,0.4,0.378,0.942,43.6143,48.94395,54.1226,1.0013676278602,15000,5000,20,500
"224",500,1000,50,0.4,0.416,0.962,43.8136,48.50395,53.4848,1.00066242606259,15000,5000,20,500
"225",500,1000,50,0.4,0.362,0.964,39.4982,43.8388,48.6034,1.00133453498455,15000,5000,20,500
"226",500,1000,50,0.4,0.406,0.954,44.4654,49.36495,54.3931,1.00007855935764,15000,5000,20,500
"227",500,1000,50,0.4,0.412,0.97,45.5648,50.1589,54.9939,0.999306877344219,15000,5000,20,500
"228",500,1000,50,0.4,0.36,0.968,46.6531,51.78065,58.1829,1.00117897775783,15000,5000,20,500
"229",500,1000,50,0.4,0.39,0.958,42.3612,46.9235,52.2821,1.00322375334605,15000,5000,20,500
"230",500,1000,50,0.4,0.406,0.96,44.4237,49.2036,53.759,1.00000358062459,15000,5000,20,500
"231",500,1000,50,0.4,0.402,0.962,43.9948,48.35545,53.6001,1.00486272652562,15000,5000,20,500
"232",500,1000,50,0.4,0.408,0.96,47.5291,52.5135,57.9086,0.999683283484773,15000,5000,20,500
"233",500,1000,50,0.4,0.368,0.97,47.5808,53.02985,58.8007,1.00188526065602,15000,5000,20,500
"234",500,1000,50,0.4,0.332,0.948,49.1554,55.0764,61.4908,1.0026843995419,15000,5000,20,500
"235",500,1000,50,0.4,0.38,0.96,43.7501,49.2452,53.9564,0.999743741727878,15000,5000,20,500
"236",500,1000,50,0.4,0.396,0.96,46.7938,51.47555,57.042,1.00120326371849,15000,5000,20,500
"237",500,1000,50,0.4,0.386,0.966,45.6107,49.8315,55.6351,0.99962230736408,15000,5000,20,500
"238",500,1000,50,0.4,0.376,0.956,44.2685,48.69035,54.2682,1.00008813326701,15000,5000,20,500
"239",500,1000,50,0.4,0.368,0.938,45.7114,50.2834,55.7539,0.999183574942483,15000,5000,20,500
"240",500,1000,50,0.4,0.356,0.962,47.1468,52.6925,58.4472,1.00271469359875,15000,5000,20,500
"241",500,1000,50,0.4,0.356,0.964,41.8229,46.74925,51.7685,1.00502573374268,15000,5000,20,500
"242",500,1000,50,0.4,0.366,0.962,47.3563,52.4122,58.3717,0.999360182980588,15000,5000,20,500
"243",500,1000,50,0.4,0.394,0.944,49.2118,54.4406,60.443,1.00058360131323,15000,5000,20,500
"244",500,1000,50,0.4,0.396,0.95,46.8266,51.85935,57.1696,1.00091760030852,15000,5000,20,500
"245",500,1000,50,0.4,0.39,0.954,45.105,49.7945,54.9981,0.99949338093663,15000,5000,20,500
"246",500,1000,50,0.4,0.354,0.966,48.3277,53.8559,60.1532,1.00139896073643,15000,5000,20,500
"247",500,1000,50,0.4,0.398,0.942,42.9583,47.43745,52.7562,0.999918027019965,15000,5000,20,500
"248",500,1000,50,0.4,0.342,0.968,45.5594,51.16415,56.6837,1.00409161489494,15000,5000,20,500
"249",500,1000,50,0.4,0.382,0.948,44.5139,49.56535,55.0676,1.00420690315027,15000,5000,20,500
"250",500,1000,50,0.4,0.368,0.958,54.9971,61.11945,68.0325,1.00635758754975,15000,5000,20,500
"251",1000,1000,50,0.4,0.383,0.949,45.4422,48.71915,52.4636,1.00255342263857,15000,5000,20,500
"252",1000,1000,50,0.4,0.377,0.963,46.3747,49.95195,53.5332,1.00468147836,15000,5000,20,500
"253",1000,1000,50,0.4,0.371,0.956,46.6073,50.2909,54.1918,0.999688695445391,15000,5000,20,500
"254",1000,1000,50,0.4,0.368,0.952,46.1637,49.8168,53.5929,1.00041216165751,15000,5000,20,500
"255",1000,1000,50,0.4,0.391,0.967,47.6682,51.26355,55.0909,1.0027185094119,15000,5000,20,500
