"","N","LEN","SIGMA","PHI","Pcap","Pstay","sigma_lower","sigma_med","sigma_upper","R_hat_sigma","MCMCiter","Burn_in","N_thin","N_sample"
"1685",100,1000,300,0.4,0.29,0.73,176.747,255.8,391.996,1.00358491283456,15000,5000,20,500
"1686",100,1000,300,0.4,0.45,0.84,204.709,284.6755,401.362,1.0008157441132,15000,5000,20,500
"1687",100,1000,300,0.4,0.27,0.76,243.977,518.135,4155.37,1.00381195284183,15000,5000,20,500
"1688",100,1000,300,0.4,0.29,0.83,201.308,327.712,598.551,1.01030953348485,15000,5000,20,500
"1689",100,1000,300,0.4,0.33,0.82,202.749,278.3015,388.314,1.00033701645343,15000,5000,20,500
"1690",100,1000,300,0.4,0.31,0.8,221.611,333.585,571.796,1.02182208101835,15000,5000,20,500
"1691",100,1000,300,0.4,0.17,0.75,122.57,190.0235,299.295,1.00229248948521,15000,5000,20,500
"1692",100,1000,300,0.4,0.21,0.68,193.918,353.024,1753.95,1.00276109805585,15000,5000,20,500
"1693",100,1000,300,0.4,0.28,0.78,221.02,455.755,2937.35,1.00306189805004,15000,5000,20,500
"1694",100,1000,300,0.4,0.22,0.75,181.1,361.1295,2045.14,1.0068219427421,15000,5000,20,500
"1695",100,1000,300,0.4,0.3,0.8,209.997,444.9925,4166.49,1.00920416212414,15000,5000,20,500
"1696",100,1000,300,0.4,0.35,0.82,167.094,225.818,309.913,1.00088708592315,15000,5000,20,500
"1697",100,1000,300,0.4,0.18,0.76,158.71,285.498,645.13,1.01237953933635,15000,5000,20,500
"1698",100,1000,300,0.4,0.33,0.78,265.962,501.0905,2551.75,1.01319572356464,15000,5000,20,500
"1699",100,1000,300,0.4,0.25,0.67,192.296,415.404,2177.9,1.00329914143265,15000,5000,20,500
"1700",100,1000,300,0.4,0.29,0.76,210.929,371.2625,1073.81,1.01642722873515,15000,5000,20,500
"1701",500,1000,300,0.4,0.344,0.762,278.732,331.4415,388.125,1.00169681778292,15000,5000,20,500
"1702",500,1000,300,0.4,0.342,0.772,231.434,263.6265,306.423,1.00156298395346,15000,5000,20,500
"1703",500,1000,300,0.4,0.296,0.712,252.204,296.3385,349.767,0.999898978688725,15000,5000,20,500
"1704",500,1000,300,0.4,0.336,0.76,284.157,338.0585,401.515,1.00008350242758,15000,5000,20,500
"1705",500,1000,300,0.4,0.274,0.74,216.756,249.37,295.329,1.00439259015589,15000,5000,20,500
"1706",500,1000,300,0.4,0.326,0.75,221.268,253.588,291.747,1.00153231288229,15000,5000,20,500
"1707",500,1000,300,0.4,0.3,0.77,238.241,280.1015,331.807,1.00251710972989,15000,5000,20,500
"1708",500,1000,300,0.4,0.338,0.776,246.728,288.625,334.03,0.999712085337768,15000,5000,20,500
"1709",500,1000,300,0.4,0.302,0.79,253.919,301.756,354.854,0.999305050928857,15000,5000,20,500
"1710",500,1000,300,0.4,0.31,0.772,270.915,319.787,381.637,0.999963971118133,15000,5000,20,500
"1711",500,1000,300,0.4,0.282,0.762,255.59,309.0865,362.781,1.00228620560079,15000,5000,20,500
"1712",500,1000,300,0.4,0.316,0.764,240.373,279.0585,325.081,1.00314725250938,15000,5000,20,500
"1713",500,1000,300,0.4,0.294,0.784,260.274,309.329,366.522,1.00031967406683,15000,5000,20,500
"1714",500,1000,300,0.4,0.326,0.782,258.134,302.4155,351.907,1.00037706469355,15000,5000,20,500
"1715",500,1000,300,0.4,0.31,0.768,244.318,284.867,332.932,1.00071054430059,15000,5000,20,500
"1716",500,1000,300,0.4,0.296,0.764,253.245,301.4705,359.323,1.00348281306646,15000,5000,20,500
"1717",500,1000,300,0.4,0.336,0.77,258.073,303.485,353.489,1.00013821589367,15000,5000,20,500
"1718",500,1000,300,0.4,0.312,0.746,267.224,318.6605,372.881,1.00086365110232,15000,5000,20,500
"1719",500,1000,300,0.4,0.278,0.73,284.13,342.7505,409.266,1.00366478435391,15000,5000,20,500
"1720",500,1000,300,0.4,0.332,0.784,246.235,285.272,335.373,0.999114979042643,15000,5000,20,500
"1721",500,1000,300,0.4,0.3,0.758,212.294,246.591,283.355,1.00042981550706,15000,5000,20,500
"1722",500,1000,300,0.4,0.298,0.718,246.524,294.542,346.847,1.00316911386404,15000,5000,20,500
"1723",500,1000,300,0.4,0.248,0.746,241.604,293.8675,349.65,1.00097009825298,15000,5000,20,500
"1724",500,1000,300,0.4,0.294,0.768,242.35,285.444,332.889,1.00070872427027,15000,5000,20,500
"1725",500,1000,300,0.4,0.304,0.764,276.702,331.8485,399.146,1.00010891688604,15000,5000,20,500
"1726",500,1000,300,0.4,0.284,0.752,225.923,262.015,309.912,1.0088673132818,15000,5000,20,500
"1727",500,1000,300,0.4,0.286,0.766,234.974,274.907,322.336,1.00044332778028,15000,5000,20,500
"1728",500,1000,300,0.4,0.264,0.706,264.9,322.419,389.489,1.001367394529,15000,5000,20,500
"1729",500,1000,300,0.4,0.322,0.782,273.353,325.0545,386.512,0.999615232488841,15000,5000,20,500
"1730",500,1000,300,0.4,0.322,0.788,248.663,290.9645,341.896,0.999874190001576,15000,5000,20,500
"1731",500,1000,300,0.4,0.288,0.788,265.657,314.209,383.179,1.00626510041931,15000,5000,20,500
"1732",500,1000,300,0.4,0.282,0.726,253.591,296.3915,347.324,0.999437961470246,15000,5000,20,500
"1733",500,1000,300,0.4,0.304,0.762,257.542,303.271,361.613,0.999884035661785,15000,5000,20,500
"1734",500,1000,300,0.4,0.27,0.748,253.318,304.9815,364.148,1.00216812729231,15000,5000,20,500
"1735",500,1000,300,0.4,0.308,0.748,286.652,337.8085,410.818,1.00054223138583,15000,5000,20,500
"1736",500,1000,300,0.4,0.296,0.738,268.474,320.683,387.947,0.999837426508283,15000,5000,20,500
"1737",500,1000,300,0.4,0.318,0.766,254.052,292.636,349.547,1.00010046900702,15000,5000,20,500
"1738",500,1000,300,0.4,0.336,0.792,280.5,331.771,395.639,1.00077040797429,15000,5000,20,500
"1739",500,1000,300,0.4,0.308,0.746,255.77,301.094,359.084,1.00036441192488,15000,5000,20,500
"1740",500,1000,300,0.4,0.288,0.76,257.993,304.559,361.602,0.999486535094798,15000,5000,20,500
"1741",500,1000,300,0.4,0.306,0.758,254.682,299.242,350.457,1.00028607579111,15000,5000,20,500
"1742",500,1000,300,0.4,0.34,0.776,262.364,301.8485,357.352,1.00107321170175,15000,5000,20,500
"1743",500,1000,300,0.4,0.31,0.756,265.907,310.9385,369.945,1.00236882379673,15000,5000,20,500
"1744",500,1000,300,0.4,0.286,0.774,222.528,259.5075,301.739,1.00207588202232,15000,5000,20,500
"1745",500,1000,300,0.4,0.322,0.738,243.197,282.046,331.405,1.00078077629758,15000,5000,20,500
"1746",500,1000,300,0.4,0.282,0.742,265.144,317.764,381.421,0.999286482329486,15000,5000,20,500
"1747",500,1000,300,0.4,0.324,0.736,255.558,295.8035,348.372,1.00046924491123,15000,5000,20,500
"1748",500,1000,300,0.4,0.306,0.786,317.077,403.9895,504.175,1.00130130179039,15000,5000,20,500
"1749",500,1000,300,0.4,0.298,0.738,233.837,278.8005,325.4,1.00182115763218,15000,5000,20,500
"1750",500,1000,300,0.4,0.3,0.734,283.59,333.8635,402.996,1.00055359888979,15000,5000,20,500
"1751",1000,1000,300,0.4,0.328,0.772,268.375,303.083,338.174,1.00468489190628,15000,5000,20,500
"1752",1000,1000,300,0.4,0.297,0.762,261.982,294.9595,329.278,1.00043761017251,15000,5000,20,500
"1753",1000,1000,300,0.4,0.315,0.778,282.521,315.186,356.17,1.00221073947679,15000,5000,20,500
"1754",1000,1000,300,0.4,0.274,0.748,252.166,284.0725,319.086,1.00016776700149,15000,5000,20,500
"1755",1000,1000,300,0.4,0.308,0.75,251.213,283.101,316.737,0.999737403551025,15000,5000,20,500
"1756",1000,1000,300,0.4,0.325,0.758,280.351,316.548,354.918,1.00063094784685,15000,5000,20,500
"1757",1000,1000,300,0.4,0.293,0.752,242.726,273.127,303.184,1.00163978519457,15000,5000,20,500
"1758",1000,1000,300,0.4,0.308,0.761,264.266,296.282,330.105,1.00071086668069,15000,5000,20,500
"1759",1000,1000,300,0.4,0.285,0.768,245.791,273.9335,309.484,1.00097041425151,15000,5000,20,500
"1760",1000,1000,300,0.4,0.297,0.76,277.335,310.798,353.072,1.0001679354887,15000,5000,20,500
"1761",1000,1000,300,0.4,0.295,0.754,261.034,291.695,328.478,1.00099720925349,15000,5000,20,500
"1762",1000,1000,300,0.4,0.296,0.751,317.802,365.2575,416.081,1.00118960959868,15000,5000,20,500
"1763",1000,1000,300,0.4,0.301,0.753,261.508,296.324,330.095,1.00217471128087,15000,5000,20,500
"1764",1000,1000,300,0.4,0.281,0.764,265.463,295.9035,332.861,1.00127004267909,15000,5000,20,500
"1765",1000,1000,300,0.4,0.279,0.748,308.757,357.1015,410.047,1.00046285515521,15000,5000,20,500
"1766",1000,1000,300,0.4,0.31,0.762,270.884,300.7615,340.64,1.00173909159305,15000,5000,20,500
"1767",1000,1000,300,0.4,0.308,0.776,275.031,306.6145,344.785,1.00116960597596,15000,5000,20,500
"1768",1000,1000,300,0.4,0.308,0.767,262.292,289.602,323.669,1.0001435213529,15000,5000,20,500
"1769",1000,1000,300,0.4,0.297,0.759,264.925,297.8005,332.545,1.00294111311463,15000,5000,20,500
"1770",1000,1000,300,0.4,0.309,0.782,256.756,287.9325,317.3,1.00506883246869,15000,5000,20,500
"1771",1000,1000,300,0.4,0.282,0.743,270.203,308.6585,346.331,1.00114442341496,15000,5000,20,500
"1772",1000,1000,300,0.4,0.309,0.762,250.367,280.644,314.69,1.00497830938226,15000,5000,20,500
"1773",1000,1000,300,0.4,0.305,0.74,282.277,318.425,357.718,1.00123733647448,15000,5000,20,500
"1774",1000,1000,300,0.4,0.308,0.755,245.152,274.2775,304.114,0.999483365987336,15000,5000,20,500
"1775",1000,1000,300,0.4,0.311,0.778,250.954,283.454,313.784,1.00143545106258,15000,5000,20,500
"1776",1000,1000,300,0.4,0.322,0.77,263.926,293.3405,328.07,0.999943529595385,15000,5000,20,500
"1777",1000,1000,300,0.4,0.322,0.778,276.358,308.6055,347.731,1.00119311040571,15000,5000,20,500
"1778",1000,1000,300,0.4,0.311,0.769,304.307,346.9965,397.104,1.00263154953681,15000,5000,20,500
"1779",1000,1000,300,0.4,0.31,0.756,260.057,290.0605,323.626,0.999645740607184,15000,5000,20,500
"1780",1000,1000,300,0.4,0.315,0.747,272.712,307.848,344.713,1.00020975243066,15000,5000,20,500
"1781",1000,1000,300,0.4,0.303,0.766,292.612,335.592,381.066,1.00104245907385,15000,5000,20,500
"1782",1000,1000,300,0.4,0.301,0.736,282.287,319.0365,359.521,1.00091583258809,15000,5000,20,500
"1783",1000,1000,300,0.4,0.295,0.757,274.45,307.6095,346.387,1.00083145862231,15000,5000,20,500
"1784",1000,1000,300,0.4,0.303,0.749,296.827,336.721,381.819,0.999735255873305,15000,5000,20,500
"1785",1000,1000,300,0.4,0.291,0.747,286.288,326.169,370.408,1.00117348129314,15000,5000,20,500
"1786",1000,1000,300,0.4,0.347,0.757,293.485,325.991,369.87,1.00263826388372,15000,5000,20,500
"1787",1000,1000,300,0.4,0.311,0.753,281.035,315.825,353.507,1.00081233507725,15000,5000,20,500
"1788",1000,1000,300,0.4,0.289,0.773,242.334,270.039,300.041,1.00249450431153,15000,5000,20,500
"1789",1000,1000,300,0.4,0.314,0.761,250.33,277.918,308.765,0.999255252023607,15000,5000,20,500
"1790",1000,1000,300,0.4,0.286,0.741,263.739,293.211,330.962,0.999594994360129,15000,5000,20,500
"1791",1000,1000,300,0.4,0.297,0.762,272.15,307.9715,347.435,1.00113124315246,15000,5000,20,500
"1792",1000,1000,300,0.4,0.303,0.77,260.036,291.189,325.536,1.00232884259958,15000,5000,20,500
"1793",1000,1000,300,0.4,0.288,0.76,260.953,292.954,329.634,1.00303534178259,15000,5000,20,500
"1794",1000,1000,300,0.4,0.32,0.762,260.182,294.3465,324.404,1.0004466056728,15000,5000,20,500
"1795",1000,1000,300,0.4,0.297,0.753,250.032,282.7175,314.09,0.999322265652893,15000,5000,20,500
"1796",1000,1000,300,0.4,0.288,0.765,256.692,287.5275,320.077,1.00278222223825,15000,5000,20,500
"1797",1000,1000,300,0.4,0.306,0.793,254.579,283.7495,316.904,0.99952353752222,15000,5000,20,500
"1798",1000,1000,300,0.4,0.329,0.765,254.732,280.7625,312.832,1.00001199087445,15000,5000,20,500
"1799",1000,1000,300,0.4,0.308,0.772,290.28,327.363,368.343,1.00149860159664,15000,5000,20,500
"1800",1000,1000,300,0.4,0.295,0.761,254.917,288.041,320.821,1.00254127918554,15000,5000,20,500
"1801",100,500,50,0.8,0.73,0.92,39.0173,46.2039,54.9285,1.00058886665027,15000,5000,20,500
"1802",100,500,50,0.8,0.68,0.91,43.2455,51.93025,62.6191,1.00164021850127,15000,5000,20,500
"1803",100,500,50,0.8,0.68,0.96,49.2957,59.033,72.0972,1.00291232505387,15000,5000,20,500
"1804",100,500,50,0.8,0.74,0.95,47.3918,56.95,67.2112,1.00115975787288,15000,5000,20,500
"1805",100,500,50,0.8,0.72,0.9,46.089,55.8011,65.4048,0.999493888074308,15000,5000,20,500
"1806",100,500,50,0.8,0.7,0.89,38.7075,46.74145,55.7307,1.00070946293414,15000,5000,20,500
"1807",100,500,50,0.8,0.75,0.96,42.5944,50.2309,59.9967,1.00052019715078,15000,5000,20,500
"1808",100,500,50,0.8,0.79,0.95,39.6388,48.01125,56.0683,0.999453570898988,15000,5000,20,500
"1809",100,500,50,0.8,0.76,0.93,44.6657,54.34155,64.7533,1.00331300247532,15000,5000,20,500
"1810",100,500,50,0.8,0.68,0.91,38.7568,46.22105,55.293,1.00236327920745,15000,5000,20,500
"1811",100,500,50,0.8,0.79,0.92,44.6955,53.0701,63.7463,1.00314354706508,15000,5000,20,500
"1812",100,500,50,0.8,0.73,0.91,43.8921,52.23825,61.8476,1.00272717034166,15000,5000,20,500
"1813",100,500,50,0.8,0.75,0.89,46.3625,55.12235,65.0742,0.999748619306944,15000,5000,20,500
"1814",100,500,50,0.8,0.73,0.94,40.1761,48.2259,57.0149,1.00538271401029,15000,5000,20,500
"1815",100,500,50,0.8,0.77,0.95,36.4626,43.1911,51.3035,1.00190706250933,15000,5000,20,500
"1816",100,500,50,0.8,0.7,0.92,36.1397,43.3748,51.8084,1.00194429449312,15000,5000,20,500
"1817",100,500,50,0.8,0.8,0.96,37.6081,43.709,52.6357,1.00145220158748,15000,5000,20,500
"1818",100,500,50,0.8,0.76,0.96,40.4687,48.28295,57.3403,1.00014497905274,15000,5000,20,500
"1819",100,500,50,0.8,0.79,0.92,42.1759,50.0495,59.5208,1.00181343787689,15000,5000,20,500
"1820",100,500,50,0.8,0.78,0.97,39.048,46.4818,54.4382,1.00416512945245,15000,5000,20,500
"1821",100,500,50,0.8,0.78,0.93,45.6766,54.0798,63.8194,1.0004323683969,15000,5000,20,500
"1822",100,500,50,0.8,0.69,0.88,42.6945,50.98195,61.2534,0.999582265877356,15000,5000,20,500
"1823",100,500,50,0.8,0.66,0.86,39.2539,46.9533,56.3235,1.00070866259794,15000,5000,20,500
"1824",100,500,50,0.8,0.72,0.91,37.097,45.3835,52.9839,0.999894824502729,15000,5000,20,500
"1825",100,500,50,0.8,0.7,0.9,38.689,46.40355,54.7314,1.0027261590526,15000,5000,20,500
"1826",100,500,50,0.8,0.71,0.93,38.6613,47.5242,56.0059,1.00080987560546,15000,5000,20,500
"1827",100,500,50,0.8,0.8,0.94,41.4345,48.5957,57.8778,1.00271368021565,15000,5000,20,500
"1828",100,500,50,0.8,0.76,0.95,40.1318,48.09715,56.7486,1.00367141235586,15000,5000,20,500
"1829",100,500,50,0.8,0.75,0.92,35.4342,41.926,49.5745,1.00361670541397,15000,5000,20,500
"1830",100,500,50,0.8,0.64,0.87,37.1031,44.08875,53.5489,1.00128465480543,15000,5000,20,500
"1831",100,500,50,0.8,0.75,0.9,41.6474,50.10485,58.3859,1.00213779881411,15000,5000,20,500
"1832",100,500,50,0.8,0.72,0.85,45.2386,54.81345,64.9679,1.00120923795515,15000,5000,20,500
"1833",100,500,50,0.8,0.69,0.93,38.0671,45.9552,55.0541,1.00124079491765,15000,5000,20,500
"1834",100,500,50,0.8,0.76,0.92,42.6452,50.3584,59.7138,1.00008688399086,15000,5000,20,500
"1835",100,500,50,0.8,0.68,0.95,38.1289,46.5773,55.3165,0.99945162661431,15000,5000,20,500
"1836",100,500,50,0.8,0.63,0.91,38.9659,46.7413,55.7767,1.00098062792351,15000,5000,20,500
"1837",100,500,50,0.8,0.73,0.9,45.4848,54.6468,64.311,1.00539420092419,15000,5000,20,500
"1838",100,500,50,0.8,0.68,0.91,40.1982,48.36175,57.2122,1.00195591833524,15000,5000,20,500
"1839",100,500,50,0.8,0.74,0.94,42.6659,50.37915,60.5388,0.99938840218421,15000,5000,20,500
"1840",100,500,50,0.8,0.78,0.95,41.3632,49.22015,58.0445,1.00282279393429,15000,5000,20,500
"1841",100,500,50,0.8,0.8,0.91,38.9118,45.7799,53.997,0.999853158683305,15000,5000,20,500
"1842",100,500,50,0.8,0.72,0.95,39.6373,48.24625,57.0996,1.00452947397369,15000,5000,20,500
"1843",100,500,50,0.8,0.7,0.94,48.3284,58.28835,69.2252,0.999934807918806,15000,5000,20,500
"1844",100,500,50,0.8,0.71,0.96,41.181,49.80835,58.404,0.999966649727385,15000,5000,20,500
"1845",100,500,50,0.8,0.79,0.91,39.6296,46.83545,55.1075,1.00074185490581,15000,5000,20,500
"1846",100,500,50,0.8,0.65,0.88,40.0151,48.4585,58.0162,0.9999678043606,15000,5000,20,500
"1847",100,500,50,0.8,0.72,0.95,40.2603,48.5938,57.7715,1.00013476112517,15000,5000,20,500
"1848",100,500,50,0.8,0.7,0.91,42.1756,50.5861,60.2079,1.00056355906197,15000,5000,20,500
"1849",100,500,50,0.8,0.77,0.92,43.7319,51.9259,61.4776,1.00215492032692,15000,5000,20,500
"1850",100,500,50,0.8,0.7,0.9,36.1072,42.76835,51.6568,1.00341968608917,15000,5000,20,500
"1851",500,500,50,0.8,0.702,0.922,47.0953,50.8312,55.2527,0.999836706168462,15000,5000,20,500
"1852",500,500,50,0.8,0.762,0.934,44.9548,48.5087,52.1792,0.999183653488175,15000,5000,20,500
"1853",500,500,50,0.8,0.718,0.91,47.5902,51.1687,55.3747,1.0021349637228,15000,5000,20,500
"1854",500,500,50,0.8,0.746,0.944,44.3681,48.28355,51.9085,1.00237255027583,15000,5000,20,500
"1855",500,500,50,0.8,0.728,0.922,45.9021,49.6626,53.6092,1.00130159294637,15000,5000,20,500
"1856",500,500,50,0.8,0.73,0.924,46.1466,49.8883,53.7274,1.0042012032728,15000,5000,20,500
"1857",500,500,50,0.8,0.714,0.912,47.1831,51.5099,55.439,1.00122663367573,15000,5000,20,500
"1858",500,500,50,0.8,0.72,0.92,45.1284,48.7913,52.7672,0.999261101866547,15000,5000,20,500
"1859",500,500,50,0.8,0.712,0.912,46.3958,50.1061,54.3263,0.999570158461135,15000,5000,20,500
"1860",500,500,50,0.8,0.734,0.906,47.6257,51.46925,55.8057,0.999586529605828,15000,5000,20,500
"1861",500,500,50,0.8,0.742,0.924,45.5811,49.3375,53.0659,0.999907373715399,15000,5000,20,500
"1862",500,500,50,0.8,0.734,0.926,48.7024,52.6752,56.8171,0.999783344502422,15000,5000,20,500
"1863",500,500,50,0.8,0.712,0.914,46.7537,50.81935,54.9172,1.00244932850222,15000,5000,20,500
"1864",500,500,50,0.8,0.754,0.936,49.2924,53.5088,57.3154,0.999269079439798,15000,5000,20,500
"1865",500,500,50,0.8,0.754,0.92,46.0424,49.5248,53.5688,1.00281724836222,15000,5000,20,500
"1866",500,500,50,0.8,0.71,0.894,44.2294,47.7148,51.3876,0.999846830026149,15000,5000,20,500
"1867",500,500,50,0.8,0.748,0.918,47.2679,50.8165,55.118,1.00321040538447,15000,5000,20,500
"1868",500,500,50,0.8,0.708,0.912,50.3464,54.90245,59.1416,1.00260209706713,15000,5000,20,500
"1869",500,500,50,0.8,0.742,0.92,45.2678,48.7723,52.9473,1.00231567851085,15000,5000,20,500
"1870",500,500,50,0.8,0.724,0.928,46.6849,50.09705,54.2981,0.999396743416185,15000,5000,20,500
"1871",500,500,50,0.8,0.744,0.926,44.9279,48.3879,52.2696,0.999636906787305,15000,5000,20,500
"1872",500,500,50,0.8,0.704,0.902,46.1998,49.93965,53.8645,1.00239791419628,15000,5000,20,500
"1873",500,500,50,0.8,0.742,0.94,44.1309,47.3282,51.2827,1.00068676553939,15000,5000,20,500
"1874",500,500,50,0.8,0.746,0.908,46.8347,50.5723,54.9998,1.00099396175895,15000,5000,20,500
"1875",500,500,50,0.8,0.728,0.928,43.7141,47.3631,50.9391,1.00090722466925,15000,5000,20,500
"1876",500,500,50,0.8,0.736,0.926,46.4863,50.05995,54.0736,1.00006149296406,15000,5000,20,500
"1877",500,500,50,0.8,0.76,0.934,44.8337,48.4237,52.2911,0.99957135806587,15000,5000,20,500
"1878",500,500,50,0.8,0.77,0.912,47.498,51.2069,55.2037,1.00024732199953,15000,5000,20,500
"1879",500,500,50,0.8,0.716,0.91,46.8216,50.8382,54.7797,0.999627924827515,15000,5000,20,500
"1880",500,500,50,0.8,0.778,0.944,46.2104,50.038,53.7314,0.99929285177662,15000,5000,20,500
"1881",500,500,50,0.8,0.748,0.912,46.0014,49.7769,53.5489,0.999590450145781,15000,5000,20,500
"1882",500,500,50,0.8,0.726,0.926,46.5499,50.36025,54.2832,1.00062933904291,15000,5000,20,500
"1883",500,500,50,0.8,0.726,0.904,42.5413,46.01425,49.5149,0.999893905066602,15000,5000,20,500
"1884",500,500,50,0.8,0.708,0.928,44.3521,47.9205,51.9627,1.0011007694735,15000,5000,20,500
"1885",500,500,50,0.8,0.73,0.932,44.1371,47.5561,51.5499,1.00213383863536,15000,5000,20,500
"1886",500,500,50,0.8,0.738,0.936,43.0257,46.5196,50.2715,0.999821672607555,15000,5000,20,500
"1887",500,500,50,0.8,0.72,0.916,46.4982,50.488,54.709,0.999984958457646,15000,5000,20,500
"1888",500,500,50,0.8,0.75,0.926,47.7728,51.5058,55.5424,0.999812797494771,15000,5000,20,500
"1889",500,500,50,0.8,0.752,0.934,43.1197,46.7989,50.0094,1.0007467951603,15000,5000,20,500
"1890",500,500,50,0.8,0.708,0.914,46.8482,50.4883,55.1498,1.00100650350789,15000,5000,20,500
"1891",500,500,50,0.8,0.726,0.922,45.4275,49.07965,53.0528,1.00193680781587,15000,5000,20,500
"1892",500,500,50,0.8,0.73,0.93,48.0731,51.8612,56.2653,1.00070789335595,15000,5000,20,500
"1893",500,500,50,0.8,0.752,0.92,45.9073,49.3777,53.2135,0.999702146944483,15000,5000,20,500
"1894",500,500,50,0.8,0.76,0.912,46.083,49.3461,53.3227,1.00746059192209,15000,5000,20,500
"1895",500,500,50,0.8,0.774,0.912,48.671,52.30185,56.7669,1.00133944112054,15000,5000,20,500
"1896",500,500,50,0.8,0.754,0.92,45.3165,49.0997,52.4897,1.00114754463109,15000,5000,20,500
"1897",500,500,50,0.8,0.746,0.906,43.5928,47.0791,50.4532,1.00415382225516,15000,5000,20,500
"1898",500,500,50,0.8,0.722,0.918,45.3953,49.3033,53.3407,1.00012328631488,15000,5000,20,500
"1899",500,500,50,0.8,0.758,0.93,47.8305,51.67255,56.0325,1.00047353902502,15000,5000,20,500
"1900",500,500,50,0.8,0.726,0.914,46.5461,50.69395,54.6163,1.00205499490037,15000,5000,20,500
"1901",1000,500,50,0.8,0.729,0.926,49.6265,52.3481,55.3295,1.00080586021633,15000,5000,20,500
"1902",1000,500,50,0.8,0.726,0.918,49.7401,52.54785,55.4192,0.99964817141594,15000,5000,20,500
"1903",1000,500,50,0.8,0.728,0.925,45.8225,48.70045,51.2202,0.999374182724986,15000,5000,20,500
"1904",1000,500,50,0.8,0.72,0.908,47.5643,50.36315,52.9249,1.00278467839576,15000,5000,20,500
"1905",1000,500,50,0.8,0.725,0.916,48.5364,51.2434,54.2244,1.00142320808466,15000,5000,20,500
"1906",1000,500,50,0.8,0.752,0.93,49.7849,52.4156,55.599,0.999473036373002,15000,5000,20,500
"1907",1000,500,50,0.8,0.742,0.924,46.8092,49.6094,52.1535,0.999053240312807,15000,5000,20,500
"1908",1000,500,50,0.8,0.744,0.915,47.9998,50.5562,53.4848,0.999531737011296,15000,5000,20,500
"1909",1000,500,50,0.8,0.707,0.905,45.9504,48.69855,51.4398,1.00055140467874,15000,5000,20,500
"1910",1000,500,50,0.8,0.741,0.917,48.6905,51.1204,53.8703,1.0023064364665,15000,5000,20,500
"1911",1000,500,50,0.8,0.773,0.937,48.6036,51.3966,54.1161,1.00571935651506,15000,5000,20,500
"1912",1000,500,50,0.8,0.735,0.914,47.0242,49.7148,52.4702,1.00148135635286,15000,5000,20,500
"1913",1000,500,50,0.8,0.75,0.92,43.0258,45.4673,47.7859,1.00201606076541,15000,5000,20,500
"1914",1000,500,50,0.8,0.746,0.927,45.743,48.53245,51.0453,1.0008410153204,15000,5000,20,500
"1915",1000,500,50,0.8,0.718,0.916,49.1709,52.10225,55.0874,1.00248556589143,15000,5000,20,500
"1916",1000,500,50,0.8,0.724,0.913,50.5398,53.45515,56.4886,1.00118371725925,15000,5000,20,500
"1917",1000,500,50,0.8,0.752,0.932,48.8605,51.38635,54.2669,1.00280402023658,15000,5000,20,500
"1918",1000,500,50,0.8,0.765,0.936,48.6134,51.47415,54.1744,0.999563129053978,15000,5000,20,500
"1919",1000,500,50,0.8,0.741,0.938,47.6152,50.40685,53.4023,1.00047334801295,15000,5000,20,500
"1920",1000,500,50,0.8,0.737,0.93,47.5156,50.2537,52.8539,1.00077359451673,15000,5000,20,500
"1921",1000,500,50,0.8,0.75,0.917,45.3942,47.87875,50.6579,0.999235215543334,15000,5000,20,500
"1922",1000,500,50,0.8,0.736,0.917,46.9796,49.7205,52.405,1.00265250656445,15000,5000,20,500
"1923",1000,500,50,0.8,0.738,0.917,47.1564,49.902,52.7461,1.00008872973166,15000,5000,20,500
"1924",1000,500,50,0.8,0.752,0.934,47.964,50.64325,53.5703,1.0008313625162,15000,5000,20,500
"1925",1000,500,50,0.8,0.742,0.917,47.3141,50.01855,52.8194,0.999722613209067,15000,5000,20,500
"1926",1000,500,50,0.8,0.741,0.923,46.4768,49.03285,51.7955,1.00049224280072,15000,5000,20,500
"1927",1000,500,50,0.8,0.702,0.912,46.6252,49.19015,52.1089,1.00194144033797,15000,5000,20,500
"1928",1000,500,50,0.8,0.732,0.921,47.7243,50.4365,53.1824,0.999258490108685,15000,5000,20,500
"1929",1000,500,50,0.8,0.741,0.923,48.1639,50.88095,53.6157,0.999931178685256,15000,5000,20,500
"1930",1000,500,50,0.8,0.733,0.92,49.7185,52.43585,55.5105,1.00202107345261,15000,5000,20,500
"1931",1000,500,50,0.8,0.737,0.929,46.8947,49.4979,52.0587,1.00246769292894,15000,5000,20,500
"1932",1000,500,50,0.8,0.717,0.916,46.2973,48.68765,51.4353,1.00076113208104,15000,5000,20,500
"1933",1000,500,50,0.8,0.748,0.922,46.1094,48.6517,51.1939,1.00470932350883,15000,5000,20,500
"1934",1000,500,50,0.8,0.733,0.914,48.3388,51.0336,53.9049,1.00232002268851,15000,5000,20,500
"1935",1000,500,50,0.8,0.704,0.912,49.8749,52.81395,55.742,0.999315882553719,15000,5000,20,500
"1936",1000,500,50,0.8,0.748,0.921,47.8048,50.43175,53.2269,0.999613911291348,15000,5000,20,500
"1937",1000,500,50,0.8,0.723,0.922,44.7765,47.54445,49.8996,1.00032778302366,15000,5000,20,500
"1938",1000,500,50,0.8,0.736,0.915,49.3622,52.0268,54.7577,1.00004728046947,15000,5000,20,500
"1939",1000,500,50,0.8,0.719,0.916,49.0079,51.689,54.811,1.00231358873755,15000,5000,20,500
