"","N","LEN","DELTA","PHI","SIGMA.PHI","Pcap","Pstay","delta_lower","delta_med","delta_upper","R_hat_delta","MCMCiter","Burn_in","N_thin","N_sample"
"1",100,500,50,0.4,1,0.36,0.92,26.6905,38.3149,52.8426,1.00483399050288,15000,5000,20,500
"2",100,500,50,0.4,1,0.31,0.88,30.0922,43.39075,60.8571,1.00178207553852,15000,5000,20,500
"3",100,500,50,0.4,1,0.4,0.9,28.9177,41.72325,55.0674,0.999261520491717,15000,5000,20,500
"4",100,500,50,0.4,1,0.38,0.91,35.5286,50.00065,68.2841,1.0031807700218,15000,5000,20,500
"5",100,500,50,0.4,1,0.45,0.92,27.0921,37.3361,49.1137,1.00186693337262,15000,5000,20,500
"6",100,500,50,0.4,1,0.39,0.86,28.7989,40.7535,54.0476,1.00092587348001,15000,5000,20,500
"7",100,500,50,0.4,1,0.44,0.91,34.0976,47.87385,63.8823,1.00002602390682,15000,5000,20,500
"8",100,500,50,0.4,1,0.3,0.88,26.989,41.5561,56.882,1.00266317044978,15000,5000,20,500
"9",100,500,50,0.4,1,0.29,0.83,38.9604,56.9489,81.5101,1.00176880991723,15000,5000,20,500
"10",100,500,50,0.4,1,0.41,0.9,26.7353,37.91335,50.657,0.999294139814145,15000,5000,20,500
"11",100,500,50,0.4,1,0.32,0.86,23.0426,32.4535,45.3118,1.00439131988585,15000,5000,20,500
"12",100,500,50,0.4,1,0.37,0.93,38.1298,55.14265,75.2695,1.00132407831858,15000,5000,20,500
"13",100,500,50,0.4,1,0.37,0.9,28.2156,39.01805,53.6871,1.00337109613162,15000,5000,20,500
"14",100,500,50,0.4,1,0.34,0.9,28.5544,40.5505,55.1505,1.00009747352058,15000,5000,20,500
"15",100,500,50,0.4,1,0.31,0.93,36.8441,55.6697,76.9625,1.00042593277186,15000,5000,20,500
"16",100,500,50,0.4,1,0.43,0.92,31.6792,42.5583,57.7043,1.0009777427779,15000,5000,20,500
"17",100,500,50,0.4,1,0.34,0.92,36.3938,51.08955,70.3908,1.00328864664946,15000,5000,20,500
"18",100,500,50,0.4,1,0.39,0.84,30.2659,42.3156,57.1439,1.00061348950579,15000,5000,20,500
"19",100,500,50,0.4,1,0.36,0.95,31.5066,44.43455,61.1524,1.0057028471553,15000,5000,20,500
"20",100,500,50,0.4,1,0.3,0.91,29.355,43.17015,60.5501,1.00094112063759,15000,5000,20,500
"21",100,500,50,0.4,1,0.33,0.93,28.9433,42.6363,58.6421,1.00040259757297,15000,5000,20,500
"22",100,500,50,0.4,1,0.41,0.88,33.1867,44.80165,61.0178,1.00001225800986,15000,5000,20,500
"23",100,500,50,0.4,1,0.44,0.91,26.7787,37.53725,49.5682,1.00630260667992,15000,5000,20,500
"24",100,500,50,0.4,1,0.25,0.85,31.8193,50.39785,71.8118,0.999775554564198,15000,5000,20,500
"25",100,500,50,0.4,1,0.21,0.87,34.6356,52.72135,82.8785,0.999785608713631,15000,5000,20,500
"26",100,500,50,0.4,1,0.4,0.92,31.9091,42.9787,58.6377,1.00104165328507,15000,5000,20,500
"27",100,500,50,0.4,1,0.39,0.91,28.1281,38.5607,53.0893,1.00027452648858,15000,5000,20,500
"28",100,500,50,0.4,1,0.43,0.93,34.1561,47.4081,63.3001,0.999943911350854,15000,5000,20,500
"29",100,500,50,0.4,1,0.35,0.89,41.3063,58.6037,79.5418,1.00172080534284,15000,5000,20,500
"30",100,500,50,0.4,1,0.33,0.89,31.3301,44.96405,61.6245,0.999355136767235,15000,5000,20,500
"31",100,500,50,0.4,1,0.5,0.94,40.9643,55.8911,73.0506,1.00188755302003,15000,5000,20,500
"32",100,500,50,0.4,1,0.35,0.89,35.5573,49.6806,67.8751,0.999898018472592,15000,5000,20,500
"33",100,500,50,0.4,1,0.36,0.94,28.1931,41.2519,55.6119,1.00132094619584,15000,5000,20,500
"34",100,500,50,0.4,1,0.36,0.92,29.8465,42.7759,57.8437,1.00238748836441,15000,5000,20,500
"35",100,500,50,0.4,1,0.41,0.95,32.108,43.95585,59.8286,1.00119468578039,15000,5000,20,500
"36",100,500,50,0.4,1,0.38,0.93,39.1737,53.45785,73.1865,1.00176690035478,15000,5000,20,500
"37",100,500,50,0.4,1,0.38,0.93,31.2788,44.4489,59.6821,0.999804567287084,15000,5000,20,500
"38",100,500,50,0.4,1,0.38,0.85,34.5639,50.3756,67.4728,1.00067317280214,15000,5000,20,500
"39",100,500,50,0.4,1,0.38,0.91,27.0366,37.97265,51.1388,1.00082242012215,15000,5000,20,500
"40",100,500,50,0.4,1,0.38,0.9,32.9911,46.14615,62.7179,1.00034877287211,15000,5000,20,500
"41",100,500,50,0.4,1,0.3,0.88,31.184,46.02765,63.912,1.00082413274086,15000,5000,20,500
"42",100,500,50,0.4,1,0.47,0.93,34.0386,46.4336,60.6379,1.00184983539542,15000,5000,20,500
"43",100,500,50,0.4,1,0.37,0.88,33.0749,46.2983,62.3225,1.00178287399102,15000,5000,20,500
"44",100,500,50,0.4,1,0.4,0.97,40.5123,58.05905,77.6623,1.00262637306268,15000,5000,20,500
"45",100,500,50,0.4,1,0.43,0.9,25.2826,35.0449,46.393,0.999960414813563,15000,5000,20,500
"46",100,500,50,0.4,1,0.39,0.91,35.7639,50.51645,67.5472,0.999576762649508,15000,5000,20,500
"47",100,500,50,0.4,1,0.36,0.86,24.6957,35.08955,48.4366,1.00079851463043,15000,5000,20,500
"48",100,500,50,0.4,1,0.41,0.92,43.2103,58.7783,79.9492,0.999786169599784,15000,5000,20,500
"49",100,500,50,0.4,1,0.38,0.84,29.4344,42.8551,56.9771,1.00188259507558,15000,5000,20,500
"50",100,500,50,0.4,1,0.33,0.83,33.2262,49.68635,67.628,0.999942766350826,15000,5000,20,500
"51",500,500,50,0.4,1,0.366,0.92,42.9797,49.2988,57.4089,1.00036096062566,15000,5000,20,500
"52",500,500,50,0.4,1,0.392,0.896,38.2265,43.81465,50.1567,1.00135439736356,15000,5000,20,500
"53",500,500,50,0.4,1,0.368,0.906,37.8127,44.1877,49.9389,1.00058471994044,15000,5000,20,500
"54",500,500,50,0.4,1,0.384,0.9,41.7536,47.84225,55.0493,1.00004084842474,15000,5000,20,500
"55",500,500,50,0.4,1,0.358,0.892,39.4672,45.4559,52.783,1.00250349751411,15000,5000,20,500
"56",500,500,50,0.4,1,0.406,0.888,37.9819,43.63725,49.9269,1.0000476000721,15000,5000,20,500
"57",500,500,50,0.4,1,0.384,0.898,38.8278,44.56495,51.3305,1.00037560429312,15000,5000,20,500
"58",500,500,50,0.4,1,0.374,0.902,36.5687,42.24465,48.8156,0.999722716864209,15000,5000,20,500
"59",500,500,50,0.4,1,0.37,0.904,35.339,41.00325,47.0678,1.00276515153986,15000,5000,20,500
"60",500,500,50,0.4,1,0.382,0.92,35.1549,40.83845,46.5591,1.00197707614356,15000,5000,20,500
"61",500,500,50,0.4,1,0.352,0.906,35.4968,41.4666,47.7917,1.00120341034522,15000,5000,20,500
"62",500,500,50,0.4,1,0.378,0.916,39.6465,45.33175,52.6816,0.999873159494877,15000,5000,20,500
"63",500,500,50,0.4,1,0.348,0.896,42.4642,49.7688,57.3032,0.999116412505566,15000,5000,20,500
"64",500,500,50,0.4,1,0.38,0.888,39.7988,45.72715,52.4737,1.00330955720593,15000,5000,20,500
"65",500,500,50,0.4,1,0.378,0.894,39.9074,45.9451,52.748,1.00193328878372,15000,5000,20,500
"66",500,500,50,0.4,1,0.36,0.878,32.8266,38.31785,43.778,1.00087464677446,15000,5000,20,500
"67",500,500,50,0.4,1,0.388,0.916,41.3524,48.00965,54.4431,1.00486564619164,15000,5000,20,500
"68",500,500,50,0.4,1,0.344,0.89,43.4359,50.57685,58.8771,1.00173511445824,15000,5000,20,500
"69",500,500,50,0.4,1,0.366,0.918,37.0246,42.5557,49.2641,1.00010449078208,15000,5000,20,500
"70",500,500,50,0.4,1,0.39,0.906,38.5158,44.59015,50.8745,0.999482922168445,15000,5000,20,500
"71",500,500,50,0.4,1,0.376,0.892,37.868,43.69355,50.1258,1.00215659530775,15000,5000,20,500
"72",500,500,50,0.4,1,0.346,0.878,40.3787,47.0296,54.2523,1.00065612415614,15000,5000,20,500
"73",500,500,50,0.4,1,0.372,0.902,33.2559,38.602,44.5113,1.00035992764862,15000,5000,20,500
"74",500,500,50,0.4,1,0.354,0.902,39.9808,46.5014,53.4756,1.0002600777699,15000,5000,20,500
"75",500,500,50,0.4,1,0.354,0.916,37.9102,43.92265,50.6292,1.00042150329578,15000,5000,20,500
"76",500,500,50,0.4,1,0.388,0.904,39.3344,45.05015,51.8869,1.00354004770454,15000,5000,20,500
"77",500,500,50,0.4,1,0.364,0.884,37.4552,43.33725,49.9366,1.00204696102932,15000,5000,20,500
"78",500,500,50,0.4,1,0.432,0.896,36.9563,41.9311,48.0549,0.999767099413888,15000,5000,20,500
"79",500,500,50,0.4,1,0.388,0.902,38.8248,44.3523,51.1026,1.00120868977603,15000,5000,20,500
"80",500,500,50,0.4,1,0.382,0.878,38.5979,44.38045,51.2024,1.0010965403955,15000,5000,20,500
"81",500,500,50,0.4,1,0.374,0.9,42.4961,48.9961,56.4782,1.00030543446794,15000,5000,20,500
"82",500,500,50,0.4,1,0.38,0.908,40.0911,46.1225,52.7446,1.00215258581704,15000,5000,20,500
"83",500,500,50,0.4,1,0.394,0.89,39.6364,45.3598,51.7991,1.00249594967458,15000,5000,20,500
"84",500,500,50,0.4,1,0.402,0.896,38.4719,44.33965,50.8134,1.00089990202992,15000,5000,20,500
"85",500,500,50,0.4,1,0.378,0.888,35.1582,40.6729,46.7248,0.999518856560393,15000,5000,20,500
"86",500,500,50,0.4,1,0.386,0.888,39.4554,46.29475,53.3379,1.00027394936261,15000,5000,20,500
"87",500,500,50,0.4,1,0.356,0.868,37.6265,43.81945,50.6318,1.00110525058593,15000,5000,20,500
"88",500,500,50,0.4,1,0.372,0.896,32.9207,37.98115,43.7377,1.00028028888003,15000,5000,20,500
"89",500,500,50,0.4,1,0.414,0.92,36.2494,41.72345,47.6219,1.00140437923825,15000,5000,20,500
"90",500,500,50,0.4,1,0.34,0.898,45.7041,53.62885,61.5661,1.00035883315933,15000,5000,20,500
"91",500,500,50,0.4,1,0.378,0.88,39.9999,46.41065,53.2396,1.00542577715832,15000,5000,20,500
"92",500,500,50,0.4,1,0.402,0.914,41.2499,47.54465,54.5504,1.00020820900772,15000,5000,20,500
"93",500,500,50,0.4,1,0.382,0.902,41.4808,48.501,55.4094,1.00043557793315,15000,5000,20,500
"94",500,500,50,0.4,1,0.37,0.904,42.2458,48.68795,56.0219,1.00474045765067,15000,5000,20,500
"95",500,500,50,0.4,1,0.378,0.904,31.5733,36.92605,42.5504,0.999500687191213,15000,5000,20,500
"96",500,500,50,0.4,1,0.386,0.898,38.7683,44.89135,51.1555,1.00079146326127,15000,5000,20,500
"97",500,500,50,0.4,1,0.37,0.894,36.9982,42.95,49.6241,0.999753022799935,15000,5000,20,500
"98",500,500,50,0.4,1,0.336,0.89,43.3856,50.84895,58.6927,1.0011691481151,15000,5000,20,500
"99",500,500,50,0.4,1,0.374,0.908,34.291,39.573,45.2848,1.00032561819645,15000,5000,20,500
"100",500,500,50,0.4,1,0.362,0.892,36.8367,42.4038,49.1681,1.00114495728426,15000,5000,20,500
"101",1000,500,50,0.4,1,0.374,0.904,43.7207,48.34915,53.7981,1.00157182425049,15000,5000,20,500
"102",1000,500,50,0.4,1,0.358,0.876,45.594,50.9785,56.1053,1.0023365826153,15000,5000,20,500
"103",1000,500,50,0.4,1,0.38,0.918,40.5835,44.63135,49.3261,1.00391125596313,15000,5000,20,500
"104",1000,500,50,0.4,1,0.377,0.911,39.5678,43.56325,48.0476,1.00380190348408,15000,5000,20,500
"105",1000,500,50,0.4,1,0.383,0.911,40.4367,45.27975,49.5532,1.00096797934729,15000,5000,20,500
"106",1000,500,50,0.4,1,0.378,0.896,38.5931,42.58105,46.9876,1.00147238278013,15000,5000,20,500
"107",1000,500,50,0.4,1,0.347,0.884,42.5894,47.08515,52.6039,1.00279231740058,15000,5000,20,500
"108",1000,500,50,0.4,1,0.406,0.905,43.9022,49.14585,53.5302,1.00404674219469,15000,5000,20,500
"109",1000,500,50,0.4,1,0.396,0.902,38.5201,42.3875,46.8284,1.00049152510961,15000,5000,20,500
"110",1000,500,50,0.4,1,0.385,0.899,39.6082,43.3254,48.0554,1.00054915086404,15000,5000,20,500
"111",1000,500,50,0.4,1,0.405,0.878,40.3054,44.37465,49.1054,1.00183705756864,15000,5000,20,500
"112",1000,500,50,0.4,1,0.375,0.909,40.0388,44.16055,48.6451,1.00177966502077,15000,5000,20,500
"113",1000,500,50,0.4,1,0.362,0.886,40.4499,44.7327,49.8038,1.00126955999155,15000,5000,20,500
"114",1000,500,50,0.4,1,0.393,0.915,38.8686,43.29385,47.2389,1.00062040913868,15000,5000,20,500
"115",1000,500,50,0.4,1,0.368,0.898,41.9029,46.94295,51.4288,1.00154572529493,15000,5000,20,500
"116",1000,500,50,0.4,1,0.378,0.891,43.6676,48.4219,53.4681,1.00169577659423,15000,5000,20,500
"117",1000,500,50,0.4,1,0.371,0.892,41.9783,46.6976,51.6051,1.00018223214745,15000,5000,20,500
"118",1000,500,50,0.4,1,0.365,0.908,44.227,49.2475,54.7745,1.00091054260591,15000,5000,20,500
"119",1000,500,50,0.4,1,0.349,0.896,40.576,44.84035,50.48,1.00162989997986,15000,5000,20,500
"120",1000,500,50,0.4,1,0.382,0.915,40.7277,45.65735,49.8144,1.00209556501991,15000,5000,20,500
"121",1000,500,50,0.4,1,0.367,0.9,39.1987,43.9566,48.3709,0.999394926066814,15000,5000,20,500
"122",1000,500,50,0.4,1,0.377,0.902,39.9777,44.33715,49.0155,1.00158978799862,15000,5000,20,500
"123",1000,500,50,0.4,1,0.356,0.891,40.4944,45.14335,50.0651,1.0002016987168,15000,5000,20,500
"124",1000,500,50,0.4,1,0.367,0.9,40.3394,44.89375,49.3098,1.00146321122694,15000,5000,20,500
"125",1000,500,50,0.4,1,0.399,0.899,41.2111,45.62555,50.1553,0.999525428339057,15000,5000,20,500
"126",1000,500,50,0.4,1,0.349,0.89,38.3552,42.8831,47.5181,0.999689152256643,15000,5000,20,500
"127",1000,500,50,0.4,1,0.367,0.883,41.7746,46.2248,51.165,0.999969802745792,15000,5000,20,500
"128",1000,500,50,0.4,1,0.369,0.894,41.2447,45.66445,50.4517,1.00182194762497,15000,5000,20,500
"129",1000,500,50,0.4,1,0.4,0.898,42.0671,46.7064,51.2756,1.00645789188082,15000,5000,20,500
"130",1000,500,50,0.4,1,0.371,0.903,42.0324,47.0368,51.6846,1.0005214745108,15000,5000,20,500
"131",1000,500,50,0.4,1,0.387,0.886,42.6343,46.9535,52.1281,1.00592518202188,15000,5000,20,500
"132",1000,500,50,0.4,1,0.408,0.914,43.4406,47.82385,52.3997,1.00306429045873,15000,5000,20,500
"133",1000,500,50,0.4,1,0.382,0.898,42.5865,46.51855,51.3738,0.999458735594963,15000,5000,20,500
"134",1000,500,50,0.4,1,0.367,0.901,36.8012,40.9172,44.9262,1.00045881429321,15000,5000,20,500
"135",1000,500,50,0.4,1,0.359,0.903,45.5192,50.2359,55.8905,1.00004798670745,15000,5000,20,500
"136",1000,500,50,0.4,1,0.368,0.893,43.4249,47.67665,52.7957,1.00237930976635,15000,5000,20,500
"137",1000,500,50,0.4,1,0.409,0.895,39.6628,43.72035,47.9122,1.00152150580978,15000,5000,20,500
"138",1000,500,50,0.4,1,0.382,0.887,38.2445,43.00275,47.0996,0.999405757861303,15000,5000,20,500
"139",1000,500,50,0.4,1,0.354,0.895,39.3133,43.08415,47.6595,0.999826670543345,15000,5000,20,500
"140",1000,500,50,0.4,1,0.384,0.896,42.6684,46.8693,51.8545,1.00064576762101,15000,5000,20,500
"141",1000,500,50,0.4,1,0.41,0.916,37.8752,41.7808,46.0661,1.00193192090151,15000,5000,20,500
"142",1000,500,50,0.4,1,0.367,0.913,40.2277,44.5791,49.6751,0.999532767109763,15000,5000,20,500
"143",1000,500,50,0.4,1,0.391,0.903,40.0214,44.06925,48.5997,1.0000662088701,15000,5000,20,500
"144",1000,500,50,0.4,1,0.379,0.888,42.3052,46.5086,51.341,1.00005875533157,15000,5000,20,500
"145",1000,500,50,0.4,1,0.395,0.916,39.3697,43.4513,47.5074,1.0009596180458,15000,5000,20,500
"146",1000,500,50,0.4,1,0.398,0.908,35.0849,38.7409,42.5796,1.0059088999594,15000,5000,20,500
"147",1000,500,50,0.4,1,0.382,0.896,38.4204,42.4785,46.7275,0.999553224267321,15000,5000,20,500
"148",1000,500,50,0.4,1,0.372,0.897,39.3269,43.64785,48.2716,1.00326353222242,15000,5000,20,500
"149",1000,500,50,0.4,1,0.357,0.892,38.7919,43.3194,47.8336,0.999355245071434,15000,5000,20,500
"150",1000,500,50,0.4,1,0.385,0.922,41.2204,45.3708,49.9476,1.00079560387221,15000,5000,20,500
"151",100,1000,50,0.4,1,0.36,0.95,34.9504,51.3132,69.0553,1.00066708999437,15000,5000,20,500
"152",100,1000,50,0.4,1,0.37,0.97,34.5673,48.47185,65.7085,0.999504771760719,15000,5000,20,500
"153",100,1000,50,0.4,1,0.49,0.95,24.2915,33.2255,43.5414,1.00113819469335,15000,5000,20,500
"154",100,1000,50,0.4,1,0.42,0.98,33.1991,44.6185,59.2728,1.0002324158586,15000,5000,20,500
"155",100,1000,50,0.4,1,0.27,0.97,20.2989,30.15655,43.2565,0.999675582288442,15000,5000,20,500
"156",100,1000,50,0.4,1,0.44,0.9,34.1258,46.8917,61.1693,1.00013364357072,15000,5000,20,500
"157",100,1000,50,0.4,1,0.34,0.95,36.0051,50.59585,71.4307,1.00105052333444,15000,5000,20,500
"158",100,1000,50,0.4,1,0.38,0.98,33.7601,46.5713,62.9799,1.00054679561612,15000,5000,20,500
"159",100,1000,50,0.4,1,0.39,0.92,31.1483,43.31365,58.5874,1.00011293724534,15000,5000,20,500
"160",100,1000,50,0.4,1,0.3,0.94,30.0131,43.41205,60.3954,0.99906954232594,15000,5000,20,500
"161",100,1000,50,0.4,1,0.36,0.93,28.3475,40.37375,53.8643,1.00019247586688,15000,5000,20,500
"162",100,1000,50,0.4,1,0.41,0.93,43.9697,59.49585,80.1152,0.999708819562829,15000,5000,20,500
"163",100,1000,50,0.4,1,0.38,0.96,35.8993,48.894,66.4828,1.001479191223,15000,5000,20,500
"164",100,1000,50,0.4,1,0.44,0.95,39.9234,55.25075,72.9168,1.00017779470172,15000,5000,20,500
"165",100,1000,50,0.4,1,0.41,0.93,36.1985,50.60785,67.3111,1.00071487424388,15000,5000,20,500
"166",100,1000,50,0.4,1,0.4,0.95,41.6249,56.57215,75.3631,1.00341892352064,15000,5000,20,500
"167",100,1000,50,0.4,1,0.45,0.94,26.1322,35.5172,46.3593,1.00140243771743,15000,5000,20,500
"168",100,1000,50,0.4,1,0.39,0.95,37.3724,51.2445,68.8797,1.0035600567827,15000,5000,20,500
"169",100,1000,50,0.4,1,0.37,0.96,39.6055,53.8141,74.709,1.00300821879724,15000,5000,20,500
"170",100,1000,50,0.4,1,0.44,0.94,41.3467,57.71945,75.6737,0.999364034796544,15000,5000,20,500
"171",100,1000,50,0.4,1,0.33,0.92,31.7573,45.632,62.4677,1.0032835603315,15000,5000,20,500
"172",100,1000,50,0.4,1,0.36,0.94,24.126,33.8171,46.7448,1.00216480116883,15000,5000,20,500
"173",100,1000,50,0.4,1,0.38,0.95,30.9401,42.8463,58.4639,1.00190141312489,15000,5000,20,500
"174",100,1000,50,0.4,1,0.4,0.93,31.0704,43.0582,57.8259,0.999304849686857,15000,5000,20,500
"175",100,1000,50,0.4,1,0.34,0.96,27.9331,40.46535,55.2928,1.00180844234423,15000,5000,20,500
"176",100,1000,50,0.4,1,0.4,0.94,28.8538,40.05165,52.8857,0.999530189199102,15000,5000,20,500
"177",100,1000,50,0.4,1,0.42,0.97,33.6021,46.37685,62.5246,1.00047420651298,15000,5000,20,500
"178",100,1000,50,0.4,1,0.35,0.96,36.5009,52.8948,71.573,0.999747733962085,15000,5000,20,500
"179",100,1000,50,0.4,1,0.32,0.95,33.1467,47.0918,66.4132,1.00650767299605,15000,5000,20,500
"180",100,1000,50,0.4,1,0.43,0.97,43.0027,57.67675,77.671,1.00072385206992,15000,5000,20,500
"181",100,1000,50,0.4,1,0.42,0.97,33.308,46.7078,62.1918,1.00178161684205,15000,5000,20,500
"182",100,1000,50,0.4,1,0.41,0.95,41.5438,56.2793,75.8421,1.0006348346011,15000,5000,20,500
"183",100,1000,50,0.4,1,0.38,0.97,37.175,53.0118,69.7933,1.00200101661371,15000,5000,20,500
"184",100,1000,50,0.4,1,0.38,0.94,40.5838,54.5338,75.7234,1.00039164744571,15000,5000,20,500
"185",100,1000,50,0.4,1,0.37,0.96,32.2222,43.94495,60.9248,0.999926762893468,15000,5000,20,500
"186",100,1000,50,0.4,1,0.48,0.95,36.2408,49.9146,63.6067,1.00018783273009,15000,5000,20,500
"187",100,1000,50,0.4,1,0.39,0.96,29.0632,39.8645,53.9839,1.00202698945864,15000,5000,20,500
"188",100,1000,50,0.4,1,0.38,0.97,37.6445,53.6076,70.9664,1.00477568813625,15000,5000,20,500
"189",100,1000,50,0.4,1,0.41,0.96,31.8377,44.78325,58.8774,1.00208911558258,15000,5000,20,500
"190",100,1000,50,0.4,1,0.32,0.9,35.8758,52.3578,72.8637,1.00188090721862,15000,5000,20,500
"191",100,1000,50,0.4,1,0.41,1,32.7175,45.1469,60.3533,1.00227754853628,15000,5000,20,500
"192",100,1000,50,0.4,1,0.4,0.97,33.3757,45.2724,61.5522,1.00125016032507,15000,5000,20,500
"193",100,1000,50,0.4,1,0.38,0.97,33.5672,46.13315,62.5276,1.0001059070672,15000,5000,20,500
"194",100,1000,50,0.4,1,0.51,0.98,39.7487,51.44835,67.6825,1.00051589783101,15000,5000,20,500
"195",100,1000,50,0.4,1,0.33,0.94,27.0378,37.8377,52.3182,0.999569851004864,15000,5000,20,500
"196",100,1000,50,0.4,1,0.34,0.98,28.3583,39.2644,54.0422,1.00063472611052,15000,5000,20,500
"197",100,1000,50,0.4,1,0.38,0.95,30.206,40.55715,55.3377,1.00299466523768,15000,5000,20,500
"198",100,1000,50,0.4,1,0.39,0.98,39.6328,55.4641,73.9826,1.00220535620957,15000,5000,20,500
"199",100,1000,50,0.4,1,0.46,0.94,44.7535,60.4106,80.4622,0.999830247807817,15000,5000,20,500
"200",100,1000,50,0.4,1,0.38,0.97,32.9233,46.76735,63.0704,0.999880078520334,15000,5000,20,500
"201",500,1000,50,0.4,1,0.394,0.96,42.2578,48.83235,56.0054,0.999532761679075,15000,5000,20,500
"202",500,1000,50,0.4,1,0.418,0.948,37.7495,43.58585,49.8197,1.00072339343958,15000,5000,20,500
"203",500,1000,50,0.4,1,0.4,0.942,36.3027,41.83195,47.7399,1.00043160535483,15000,5000,20,500
"204",500,1000,50,0.4,1,0.384,0.95,43.1338,49.3494,56.9251,1.00220394718968,15000,5000,20,500
"205",500,1000,50,0.4,1,0.404,0.944,38.2894,44.49515,50.5658,1.00112805841039,15000,5000,20,500
"206",500,1000,50,0.4,1,0.404,0.952,41.331,48.37915,54.8456,1.0020107700506,15000,5000,20,500
"207",500,1000,50,0.4,1,0.392,0.95,45.793,52.09695,59.5043,1.00042415978292,15000,5000,20,500
"208",500,1000,50,0.4,1,0.412,0.956,39.1685,45.0898,51.3068,1.00174415967633,15000,5000,20,500
"209",500,1000,50,0.4,1,0.394,0.948,42.211,49.03535,55.5025,0.999485840214097,15000,5000,20,500
"210",500,1000,50,0.4,1,0.39,0.956,44.0766,50.8303,58.6408,0.999599063397101,15000,5000,20,500
"211",500,1000,50,0.4,1,0.416,0.972,38.4078,43.7091,50.6102,0.999807707063052,15000,5000,20,500
"212",500,1000,50,0.4,1,0.4,0.948,39.2985,45.62515,52.1407,0.999157708613471,15000,5000,20,500
"213",500,1000,50,0.4,1,0.388,0.938,40.1176,46.2241,53.1206,1.00088260990752,15000,5000,20,500
"214",500,1000,50,0.4,1,0.394,0.946,39.477,45.19345,52.1801,1.00055301228597,15000,5000,20,500
"215",500,1000,50,0.4,1,0.414,0.938,45.0584,52.0316,59.1534,1.001804137592,15000,5000,20,500
"216",500,1000,50,0.4,1,0.4,0.94,41.0997,47.2591,54.1861,1.00300223512278,15000,5000,20,500
"217",500,1000,50,0.4,1,0.414,0.954,40.8082,47.71905,53.9955,1.00085071256368,15000,5000,20,500
"218",500,1000,50,0.4,1,0.398,0.936,39.1921,44.7121,51.0286,0.999733458235638,15000,5000,20,500
"219",500,1000,50,0.4,1,0.418,0.948,41.4471,47.48735,54.0652,1.0011042625084,15000,5000,20,500
"220",500,1000,50,0.4,1,0.37,0.95,36.9927,42.63205,49.5788,1.00305705484435,15000,5000,20,500
"221",500,1000,50,0.4,1,0.376,0.948,40.1858,46.51475,53.4584,1.00219490885567,15000,5000,20,500
"222",500,1000,50,0.4,1,0.388,0.954,44.5847,51.67035,59.5157,0.999535336683396,15000,5000,20,500
"223",500,1000,50,0.4,1,0.432,0.956,39.8274,45.48055,51.5846,1.00100309754266,15000,5000,20,500
"224",500,1000,50,0.4,1,0.384,0.96,40.3859,46.614,53.8113,1.00206242217859,15000,5000,20,500
"225",500,1000,50,0.4,1,0.394,0.962,38.2787,44.23035,50.9271,1.00050759664683,15000,5000,20,500
"226",500,1000,50,0.4,1,0.404,0.948,38.8318,44.816,50.9,0.999152702810012,15000,5000,20,500
"227",500,1000,50,0.4,1,0.386,0.936,41.4214,47.9234,55.1775,1.000927193397,15000,5000,20,500
"228",500,1000,50,0.4,1,0.416,0.958,40.8236,46.531,53.5483,1.00253044284947,15000,5000,20,500
"229",500,1000,50,0.4,1,0.39,0.952,34.0021,39.2109,44.411,1.00010195881138,15000,5000,20,500
"230",500,1000,50,0.4,1,0.388,0.942,40.0034,45.90875,52.9221,0.999979922871967,15000,5000,20,500
"231",500,1000,50,0.4,1,0.356,0.952,35.1866,40.32625,46.732,1.00089556630824,15000,5000,20,500
"232",500,1000,50,0.4,1,0.398,0.95,44.0124,50.4822,57.4625,1.00577764694581,15000,5000,20,500
"233",500,1000,50,0.4,1,0.398,0.942,43.7587,50.3257,57.3761,1.00230159260211,15000,5000,20,500
"234",500,1000,50,0.4,1,0.4,0.952,45.5843,52.22995,59.9478,1.00061448678898,15000,5000,20,500
"235",500,1000,50,0.4,1,0.388,0.936,45.0952,52.49495,59.7672,1.00053833537039,15000,5000,20,500
"236",500,1000,50,0.4,1,0.396,0.942,41.8657,47.8519,54.984,1.00221549231258,15000,5000,20,500
"237",500,1000,50,0.4,1,0.42,0.952,38.0204,43.70295,49.6506,1.00118046999377,15000,5000,20,500
"238",500,1000,50,0.4,1,0.366,0.942,43.5073,50.2611,57.7978,0.999673871555694,15000,5000,20,500
"239",500,1000,50,0.4,1,0.394,0.944,42.5175,48.65355,55.5675,0.999845335108934,15000,5000,20,500
"240",500,1000,50,0.4,1,0.374,0.954,42.3309,48.45305,56.3464,1.0016388339889,15000,5000,20,500
"241",500,1000,50,0.4,1,0.374,0.948,43.3011,50.0917,57.6447,1.00227208400142,15000,5000,20,500
"242",500,1000,50,0.4,1,0.4,0.952,40.3833,46.49725,53.4869,0.999802609222349,15000,5000,20,500
"243",500,1000,50,0.4,1,0.436,0.95,41.4056,47.06515,53.5694,0.999116132304318,15000,5000,20,500
"244",500,1000,50,0.4,1,0.378,0.94,38.6518,44.36115,50.7686,1.00159493697444,15000,5000,20,500
"245",500,1000,50,0.4,1,0.356,0.946,41.4031,48.2209,56.0352,0.999328452172279,15000,5000,20,500
"246",500,1000,50,0.4,1,0.412,0.952,41.788,48.1309,55.1016,0.999681101758031,15000,5000,20,500
