"","N","LEN","SIGMA","PHI","SIGMA.PHI","Pcap","Pstay","sigma_lower","sigma_med","sigma_upper","phi_lower","phi_med","phi_upper","R_hat_sigma","R_hat_phi","MCMCiter","Burn_in","N_thin","N_sample"
"846",500,1000,150,0.4,1,0.394,0.87,129.843,144.937,160.795,0.398863,0.4475625,0.495319,0.999204335213535,0.999555960909055,15000,5000,20,500
"847",500,1000,150,0.4,1,0.362,0.9,113.356,125.9405,141.628,0.350241,0.3948075,0.442566,1.00062798554626,1.00616920128946,15000,5000,20,500
"848",500,1000,150,0.4,1,0.35,0.87,138.448,155.1815,174.97,0.354901,0.4016295,0.44909,1.00139012371292,1.00600859723058,15000,5000,20,500
"849",500,1000,150,0.4,1,0.362,0.874,154.433,172.1705,196.721,0.37204,0.4189965,0.468212,1.00000514549192,1.00024621333706,15000,5000,20,500
"850",500,1000,150,0.4,1,0.378,0.88,131.07,147.8755,164.083,0.383159,0.429872,0.478882,1.00065881806795,1.00185829756343,15000,5000,20,500
"851",1000,1000,150,0.4,1,0.373,0.874,136.282,147.5225,159.794,0.389212,0.422331,0.455516,1.00210667828395,0.999246899638015,15000,5000,20,500
"852",1000,1000,150,0.4,1,0.354,0.85,143.276,155.4015,168.984,0.377179,0.4119355,0.447888,1.00312766682773,0.999654690073191,15000,5000,20,500
"853",1000,1000,150,0.4,1,0.374,0.885,142.065,153.5715,167.514,0.391279,0.4258285,0.459992,1.00141472109835,0.999639510866211,15000,5000,20,500
"854",1000,1000,150,0.4,1,0.361,0.885,138.831,150.6555,163.321,0.378256,0.4122905,0.445025,1.00230349811757,1.00234875924906,15000,5000,20,500
"855",1000,1000,150,0.4,1,0.357,0.867,144.33,156.7415,170.013,0.372766,0.4062925,0.440674,1.00561410173783,1.00082401619835,15000,5000,20,500
"856",1000,1000,150,0.4,1,0.363,0.866,142.13,155.0425,166.826,0.386044,0.4189445,0.453738,1.00087039540859,0.999072778964503,15000,5000,20,500
"857",1000,1000,150,0.4,1,0.375,0.878,133.756,143.9265,157.304,0.388515,0.422918,0.456532,1.00122311062944,1.00048051018612,15000,5000,20,500
"858",1000,1000,150,0.4,1,0.356,0.874,140.041,152.646,165.47,0.371772,0.4039945,0.435621,1.00459833920918,1.00027995556201,15000,5000,20,500
"859",1000,1000,150,0.4,1,0.37,0.874,149.079,160.9245,174.852,0.390359,0.4224515,0.456886,1.00032009718925,1.00113367811218,15000,5000,20,500
"860",1000,1000,150,0.4,1,0.361,0.871,139.119,152.03,163.856,0.385216,0.416938,0.451949,1.00061405091698,1.00257231205624,15000,5000,20,500
"861",1000,1000,150,0.4,1,0.384,0.903,148.667,160.2985,173.703,0.405117,0.4386135,0.472267,1.00037824501687,0.999965972159164,15000,5000,20,500
"862",1000,1000,150,0.4,1,0.335,0.877,133.867,145.963,158.607,0.350595,0.382123,0.417108,1.00388436844785,1.0016648216731,15000,5000,20,500
"863",1000,1000,150,0.4,1,0.354,0.886,135.88,148.3065,159.957,0.367607,0.3998035,0.43382,0.999462695212746,0.999703305670079,15000,5000,20,500
"864",1000,1000,150,0.4,1,0.357,0.882,139.931,153.003,165.039,0.371879,0.4054315,0.438123,1.00168287315772,0.999339820003255,15000,5000,20,500
"865",1000,1000,150,0.4,1,0.357,0.859,138.958,151.135,163.995,0.37459,0.406166,0.441278,1.00073065441438,1.00014817729845,15000,5000,20,500
"866",1000,1000,150,0.4,1,0.364,0.873,150.178,162.858,176.532,0.386888,0.4205765,0.455761,1.00028847879043,1.00057907278985,15000,5000,20,500
"867",1000,1000,150,0.4,1,0.357,0.892,123.992,134.6365,145.3,0.366895,0.4005325,0.431462,1.00039922120738,1.00042340315271,15000,5000,20,500
"868",1000,1000,150,0.4,1,0.358,0.868,132.824,144.6415,156.667,0.372724,0.405939,0.440433,1.0016971988134,1.00226657221585,15000,5000,20,500
"869",1000,1000,150,0.4,1,0.349,0.871,138.871,150.265,164.244,0.368029,0.3978855,0.434127,1.00163473658998,1.00008836762082,15000,5000,20,500
"870",1000,1000,150,0.4,1,0.377,0.899,140.228,151.879,164.14,0.393701,0.427581,0.463619,1.00253292477435,1.00070831919347,15000,5000,20,500
"871",1000,1000,150,0.4,1,0.397,0.886,146.563,157.132,170.504,0.420016,0.45374,0.485199,1.00067741323328,0.999722552203376,15000,5000,20,500
"872",1000,1000,150,0.4,1,0.365,0.884,131.8,142.666,154.532,0.375789,0.408801,0.442387,1.00201572826996,0.999049032940351,15000,5000,20,500
"873",1000,1000,150,0.4,1,0.374,0.882,139.179,151.1505,164.642,0.390014,0.4235515,0.458301,1.00513230958968,1.00302156845378,15000,5000,20,500
"874",1000,1000,150,0.4,1,0.381,0.88,141.216,152.4165,164.78,0.400622,0.4342675,0.470366,1.00083706304092,1.00042020436942,15000,5000,20,500
"875",1000,1000,150,0.4,1,0.357,0.869,137.53,149.7245,161.774,0.37344,0.406402,0.440117,1.00021163777292,0.999538668802304,15000,5000,20,500
"876",1000,1000,150,0.4,1,0.385,0.883,139.153,150.3135,163.062,0.399045,0.4302405,0.46446,1.00106240250181,0.999681143902996,15000,5000,20,500
"877",1000,1000,150,0.4,1,0.375,0.891,135.492,147.3235,158.764,0.390238,0.4222665,0.457776,0.999763910245354,1.00003156984182,15000,5000,20,500
"878",1000,1000,150,0.4,1,0.373,0.863,138.783,149.8005,162.266,0.392328,0.4270585,0.457012,1.00025157473126,1.00187400062559,15000,5000,20,500
"879",1000,1000,150,0.4,1,0.36,0.884,142.55,154.7655,167.989,0.377044,0.411252,0.44128,0.999707756152715,1.00466600083455,15000,5000,20,500
"880",1000,1000,150,0.4,1,0.377,0.9,135.626,146.527,158.231,0.393151,0.424646,0.455496,1.00224845761525,1.00799464998977,15000,5000,20,500
"881",1000,1000,150,0.4,1,0.375,0.88,136.245,147.78,159.782,0.391564,0.42371,0.459733,1.00341448473425,0.999909467356031,15000,5000,20,500
"882",1000,1000,150,0.4,1,0.373,0.886,137.661,149.3115,161.162,0.392363,0.4208485,0.457806,1.00013977749005,1.00261829935414,15000,5000,20,500
"883",1000,1000,150,0.4,1,0.375,0.886,132.831,144.4575,155.48,0.391521,0.423116,0.458189,0.999949598769212,1.00042108448535,15000,5000,20,500
"884",1000,1000,150,0.4,1,0.355,0.895,142.768,155.1725,168.031,0.370148,0.40351,0.435994,0.999933508659792,1.00069993585937,15000,5000,20,500
"885",1000,1000,150,0.4,1,0.367,0.883,145.238,157.167,171.029,0.381212,0.41707,0.448223,0.999810200682294,1.00317733637485,15000,5000,20,500
"886",1000,1000,150,0.4,1,0.379,0.892,128.478,138.5265,150.585,0.391556,0.4259675,0.458992,1.00132706690308,1.00058611578398,15000,5000,20,500
"887",1000,1000,150,0.4,1,0.377,0.885,131.822,141.639,153.497,0.389182,0.4266225,0.456917,0.999786683178222,1.00344565018311,15000,5000,20,500
"888",1000,1000,150,0.4,1,0.38,0.886,147.059,159.5005,173.111,0.401174,0.4347015,0.468195,1.00256786743474,1.00210074881882,15000,5000,20,500
"889",1000,1000,150,0.4,1,0.341,0.872,132.141,142.8955,156.061,0.353907,0.3850105,0.41744,0.999941066088766,1.00056753590289,15000,5000,20,500
"890",1000,1000,150,0.4,1,0.372,0.896,147.921,159.2825,173.262,0.39092,0.424322,0.457747,0.999720268713612,1.00459139109033,15000,5000,20,500
"891",1000,1000,150,0.4,1,0.343,0.87,137.148,148.0935,162.088,0.356207,0.3878035,0.423595,0.999386696008851,1.00615351315363,15000,5000,20,500
"892",1000,1000,150,0.4,1,0.377,0.887,148.318,160.052,174.529,0.395915,0.431615,0.46421,1.00019130977693,0.999838732653198,15000,5000,20,500
"893",1000,1000,150,0.4,1,0.352,0.884,139.748,151.5115,165.411,0.366816,0.4010185,0.432715,1.00035435333061,1.00109383036159,15000,5000,20,500
"894",1000,1000,150,0.4,1,0.364,0.891,142.937,155.9735,168.498,0.383927,0.415541,0.450724,1.00282459269678,0.999827646451401,15000,5000,20,500
"895",1000,1000,150,0.4,1,0.365,0.882,131.535,143.5775,156.112,0.381906,0.4136555,0.450539,1.00279667499898,1.00057281647068,15000,5000,20,500
"896",1000,1000,150,0.4,1,0.37,0.858,133.79,145.562,157.301,0.388855,0.422076,0.458163,1.00012704063817,0.999638699273636,15000,5000,20,500
"897",1000,1000,150,0.4,1,0.372,0.88,130.055,141.708,152.669,0.384249,0.419383,0.451138,0.999797004822284,1.0017702544405,15000,5000,20,500
"898",1000,1000,150,0.4,1,0.354,0.854,143.793,157.1595,170.259,0.37519,0.4074765,0.440336,1.00122941437224,0.999181823502893,15000,5000,20,500
"899",1000,1000,150,0.4,1,0.366,0.874,138.978,151.567,163.189,0.380487,0.4143695,0.448793,1.0014843970775,1.00075927521024,15000,5000,20,500
"900",1000,1000,150,0.4,1,0.375,0.884,138.582,150.8445,163.201,0.392863,0.428369,0.459479,1.00429431412776,1.00314068159718,15000,5000,20,500
"901",100,500,200,0.4,1,0.29,0.75,117.247,203.891,459.112,0.250797,0.445324,0.742192,1.08903443679418,1.07934750928334,15000,5000,20,500
"902",100,500,200,0.4,1,0.23,0.59,138.978,412.725,838.416,0.279477,0.5447655,0.965003,1.06179780403896,1.06069281550641,25000,5000,20,1000
"903",100,500,200,0.4,1,0.27,0.66,165.104,403.187,769.47,0.352684,0.608988,0.999927,1.0144085132483,1.01596821224212,25000,5000,20,1000
"904",100,500,200,0.4,1,0.29,0.68,152.727,355.617,672.588,0.337233,0.5915995,0.971801,1.08029708107982,1.06316978937459,25000,5000,20,1000
"905",100,500,200,0.4,1,0.32,0.69,133.68,227.412,483.305,0.325922,0.5168575,0.88578,1.06726478783221,1.06203150898343,15000,5000,20,500
"906",100,500,200,0.4,1,0.28,0.68,84.7636,127.1145,194.373,0.238534,0.349697,0.465693,1.01373280700686,1.00214663854029,15000,5000,20,500
"907",100,500,200,0.4,1,0.35,0.75,146.788,254.6915,514.574,0.401581,0.596558,0.945522,1.01595705313713,1.01698828400776,25000,5000,20,1000
"908",100,500,200,0.4,1,0.27,0.73,112.516,215.904,588.136,0.244224,0.4244805,0.864108,1.04989313509699,1.04653051181073,25000,5000,20,1000
"909",100,500,200,0.4,1,0.3,0.67,141.13,262.066,521.702,0.330422,0.525709,0.897559,1.02160288878061,1.02436392845417,15000,5000,20,500
"910",100,500,200,0.4,1,0.27,0.68,110.447,226.89,654.625,0.265561,0.437068,0.928715,1.0239575248343,1.03529149110737,15000,5000,20,500
"911",100,500,200,0.4,1,0.29,0.69,168.405,374.624,725.144,0.392058,0.618205,0.996919,1.07315750013821,1.05797178289829,15000,5000,20,500
"912",100,500,200,0.4,1,0.26,0.7,140.595,302.0235,701.694,0.284716,0.497043,0.934756,1.01253549823038,1.01243136014492,15000,5000,20,500
"913",100,500,200,0.4,1,0.34,0.72,160.662,308.9265,536.347,0.423335,0.640238,0.97112,1.00644742411684,1.0014534453573,15000,5000,20,500
"914",100,500,200,0.4,1,0.31,0.66,138.021,242.074,496.708,0.335586,0.5223495,0.869333,1.03404332854883,1.03166596849743,15000,5000,20,500
"915",100,500,200,0.4,1,0.19,0.63,179.679,624.107,1356.46,0.289458,0.624364,0.999894,1.07942400175732,1.04452986542158,35000,5000,20,1500
"916",100,500,200,0.4,1,0.35,0.71,113.049,175.0325,298.53,0.331477,0.489153,0.694154,1.06365136083342,1.05993903889673,15000,5000,20,500
"917",100,500,200,0.4,1,0.29,0.6,122.25,215.196,497.924,0.267642,0.4563015,0.798571,1.0396330798806,1.04494736830948,25000,5000,20,1000
"918",100,500,200,0.4,1,0.33,0.66,162.432,318.3785,599.064,0.40769,0.6379245,0.984777,1.00112293145578,0.999881376417363,15000,5000,20,500
"919",100,500,200,0.4,1,0.25,0.64,128.735,250.7025,623.571,0.250786,0.4349335,0.842107,1.0707567034019,1.08335089863026,15000,5000,20,500
"920",100,500,200,0.4,1,0.32,0.77,221.112,427.7005,691.35,0.487147,0.755922,0.999695,1.03221340878657,1.0239560159739,15000,5000,20,500
"921",100,500,200,0.4,1,0.31,0.77,105.137,167.8825,288.602,0.279019,0.4285385,0.602173,1.07002613082943,1.08193534595886,15000,5000,20,500
"922",100,500,200,0.4,1,0.35,0.74,126.876,202.061,350.167,0.367035,0.5415345,0.775141,1.04337607362439,1.03857317208356,15000,5000,20,500
"923",100,500,200,0.4,1,0.27,0.65,112.106,210.221,650.565,0.24409,0.4180805,0.895597,1.04085414306897,1.04545520564112,35000,5000,20,1500
"924",100,500,200,0.4,1,0.18,0.66,165.085,535.6865,1016.03,0.228798,0.5200985,0.939012,1.04215373293209,1.02153369675412,25000,5000,20,1000
"925",100,500,200,0.4,1,0.3,0.69,143.76,271.063,586.436,0.321305,0.5367105,0.920484,1.08012907632954,1.07851542098352,35000,5000,20,1500
"926",100,500,200,0.4,1,0.29,0.7,130.164,266.588,538.376,0.295299,0.508233,0.896939,1.00079550460112,1.00097458389449,15000,5000,20,500
"927",100,500,200,0.4,1,0.3,0.74,138.878,272.1575,621.845,0.324364,0.532054,0.958465,1.05979868838328,1.0596123459179,15000,5000,20,500
"928",100,500,200,0.4,1,0.33,0.71,140.169,254.4105,511.42,0.359679,0.557941,0.917436,1.00643185276048,1.00579162481058,25000,5000,20,1000
"929",100,500,200,0.4,1,0.15,0.68,87.3263,175.528,567.966,0.0971246,0.228188,0.476763,1.07177358306625,1.08747234216388,35000,5000,20,1500
"930",100,500,200,0.4,1,0.25,0.71,145.339,297.525,730.754,0.259543,0.4644965,0.924762,1.07851268610474,1.07237455406953,15000,5000,20,500
"931",100,500,200,0.4,1,0.23,0.7,197.344,522.741,940.304,0.347607,0.649764,0.998509,1.08029034551453,1.05746590532135,15000,5000,20,500
"932",100,500,200,0.4,1,0.3,0.74,166.784,355.5455,656.586,0.396183,0.6245485,0.998975,1.05820446745425,1.04718475457064,35000,5000,20,1500
"933",100,500,200,0.4,1,0.24,0.71,206.834,577.1265,939.762,0.380158,0.7267875,0.998689,1.03071527069161,1.00950941120385,25000,5000,20,1000
"934",100,500,200,0.4,1,0.32,0.71,116.476,185.3165,349.439,0.303683,0.4589525,0.680603,1.02328654069824,1.01657524987004,15000,5000,20,500
"935",100,500,200,0.4,1,0.24,0.68,108.268,230.3605,739.305,0.198172,0.383091,0.867977,1.05991537887328,1.05345600668953,25000,5000,20,1000
"936",100,500,200,0.4,1,0.28,0.69,173.233,393.8345,723.071,0.371423,0.6309925,0.998333,1.04453345315012,1.03092968875176,25000,5000,20,1000
"937",100,500,200,0.4,1,0.33,0.74,106.884,174.628,320.055,0.300482,0.462873,0.68209,1.08756202127651,1.08542896202379,35000,5000,20,1500
"938",100,500,200,0.4,1,0.22,0.67,162.08,498.655,988.426,0.296966,0.5911535,0.996437,1.08873331071422,1.0748994038086,35000,5000,20,1500
"939",100,500,200,0.4,1,0.29,0.64,129.396,234.131,483.295,0.292736,0.467858,0.81478,1.02174662941476,1.02645868637297,25000,5000,20,1000
"940",100,500,200,0.4,1,0.28,0.68,152.477,300.012,605.994,0.305351,0.521521,0.912906,1.02061045605846,1.01312074489794,15000,5000,20,500
"941",100,500,200,0.4,1,0.3,0.7,130.217,239.9845,567.864,0.325392,0.503287,0.903876,1.05424023891371,1.04973212426461,15000,5000,20,500
"942",100,500,200,0.4,1,0.25,0.63,168.035,396.3995,805.014,0.331033,0.5766185,0.979908,1.01799253798052,1.01251288858435,25000,5000,20,1000
"943",100,500,200,0.4,1,0.35,0.75,128.34,196.781,318.123,0.361042,0.5277135,0.727795,1.09451604305389,1.0639432177909,15000,5000,20,500
"944",100,500,200,0.4,1,0.31,0.77,156.607,307.6195,606.166,0.375944,0.5887635,0.959117,1.00818263751526,1.00655586764507,15000,5000,20,500
"945",100,500,200,0.4,1,0.31,0.73,128.586,226.224,466.39,0.305067,0.5041415,0.816106,1.02720625065241,1.03350053628168,15000,5000,20,500
"946",100,500,200,0.4,1,0.32,0.76,165.451,314.224,581.154,0.399358,0.6165735,0.980536,1.03811608845852,1.03714933394367,15000,5000,20,500
"947",100,500,200,0.4,1,0.26,0.7,102.808,171.716,318.008,0.230368,0.367784,0.556871,1.04351281001007,1.03478878825285,15000,5000,20,500
"948",100,500,200,0.4,1,0.25,0.63,135.614,381.5045,823.488,0.314805,0.5515495,0.999893,1.08263953432408,1.07491521741175,25000,5000,20,1000
"949",100,500,200,0.4,1,0.29,0.7,155.093,355.283,687.334,0.392202,0.611322,0.998834,1.01333954128073,1.00623655689705,25000,5000,20,1000
"950",100,500,200,0.4,1,0.34,0.7,212.433,373.4405,586.612,0.48993,0.7243145,0.992256,1.01619195970248,1.01365177413784,15000,5000,20,500
"951",500,500,200,0.4,1,0.288,0.686,175.749,221.6345,295.252,0.364538,0.4474185,0.544198,1.01123509394477,1.00369600201175,15000,5000,20,500
"952",500,500,200,0.4,1,0.284,0.652,142.96,173.56,210.246,0.337583,0.3904535,0.459382,1.00358545578501,1.00096486703582,15000,5000,20,500
"953",500,500,200,0.4,1,0.262,0.664,147.288,176.9135,217.374,0.30533,0.366738,0.426957,0.999642902893705,0.999263616390842,15000,5000,20,500
"954",500,500,200,0.4,1,0.308,0.694,204.665,284.7225,505.722,0.403904,0.5492595,0.840695,1.04385470722637,1.05538088371964,35000,5000,20,1500
"955",500,500,200,0.4,1,0.238,0.644,153.633,194.4295,248.98,0.288742,0.353279,0.421954,1.01482605758086,1.00241954201689,15000,5000,20,500
"956",500,500,200,0.4,1,0.294,0.678,194.458,275.319,406.617,0.40468,0.5206115,0.692878,1.08268379172644,1.06486867174214,15000,5000,20,500
"957",500,500,200,0.4,1,0.274,0.718,168.253,213.9395,284.841,0.342752,0.4189315,0.512295,1.03810876216328,1.02210984221812,15000,5000,20,500
"958",500,500,200,0.4,1,0.282,0.688,165.265,214.8145,290.122,0.355517,0.432265,0.536391,1.01174503470667,1.01430057872722,15000,5000,20,500
"959",500,500,200,0.4,1,0.296,0.686,175.789,230.5865,314.077,0.386488,0.4680935,0.583951,1.03169929803898,1.03896288335107,15000,5000,20,500
"960",500,500,200,0.4,1,0.274,0.654,157.677,199.0855,254.33,0.329398,0.3999975,0.474887,1.04490532229429,1.02556432651681,15000,5000,20,500
"961",500,500,200,0.4,1,0.306,0.696,167.853,207.521,258.089,0.387254,0.4572955,0.548728,1.01021489576996,1.00509756415447,15000,5000,20,500
"962",500,500,200,0.4,1,0.284,0.676,167.095,207.529,266.974,0.362493,0.4276625,0.510955,1.00896817865902,1.00396328079984,15000,5000,20,500
"963",500,500,200,0.4,1,0.272,0.674,163.608,201.9405,266.572,0.328346,0.3995755,0.479648,1.00179098647115,1.00076742488346,15000,5000,20,500
"964",500,500,200,0.4,1,0.272,0.67,164.999,214.372,280.391,0.345753,0.417334,0.511587,1.04013383044802,1.02800975842565,15000,5000,20,500
"965",500,500,200,0.4,1,0.282,0.706,188.461,248.899,339.914,0.372998,0.4658275,0.595113,1.02606818588285,1.03653195758564,15000,5000,20,500
"966",500,500,200,0.4,1,0.276,0.662,178.908,241.557,323.29,0.366603,0.4510575,0.564848,1.05246346829647,1.05066580662497,25000,5000,20,1000
"967",500,500,200,0.4,1,0.25,0.644,159.45,196.0945,253.701,0.297707,0.3662925,0.43694,1.00268596755573,1.00286293471327,15000,5000,20,500
"968",500,500,200,0.4,1,0.252,0.67,159.303,200.88,254.18,0.306188,0.374756,0.446435,1.00971457733564,1.00459171004806,15000,5000,20,500
"969",500,500,200,0.4,1,0.26,0.702,154.642,190.8315,237.081,0.320829,0.3736835,0.447552,1.02940752963185,1.01162499188542,15000,5000,20,500
"970",500,500,200,0.4,1,0.304,0.686,153.844,189.0875,234.201,0.357654,0.430007,0.499335,1.00176293840955,0.999151872415017,15000,5000,20,500
"971",500,500,200,0.4,1,0.278,0.664,157.326,198.654,251.276,0.338088,0.408364,0.487337,1.0001172399665,1.00006957483804,15000,5000,20,500
"972",500,500,200,0.4,1,0.292,0.7,167.616,209.666,270.561,0.366008,0.4394105,0.533953,1.01266842682133,1.00560419221364,15000,5000,20,500
"973",500,500,200,0.4,1,0.27,0.69,181.184,243.6435,317.981,0.350653,0.441544,0.548119,1.06398900851612,1.06303470090416,15000,5000,20,500
"974",500,500,200,0.4,1,0.282,0.69,197.311,260.393,377.345,0.388308,0.477549,0.63363,1.08843236651534,1.06282733178837,15000,5000,20,500
"975",500,500,200,0.4,1,0.294,0.68,157.941,201.619,258.561,0.363666,0.4358315,0.52101,1.00057850149138,0.999777959860197,15000,5000,20,500
"976",500,500,200,0.4,1,0.314,0.672,171.967,211.3705,268.938,0.395252,0.472113,0.553766,1.02945783890152,1.03482180788717,15000,5000,20,500
"977",500,500,200,0.4,1,0.294,0.698,162.119,194.79,245.019,0.365012,0.4280005,0.512122,1.00475494649146,1.00378505495293,15000,5000,20,500
"978",500,500,200,0.4,1,0.282,0.672,157.722,195.2455,245.42,0.352985,0.4153305,0.496332,1.00457685113969,1.00295149509806,15000,5000,20,500
"979",500,500,200,0.4,1,0.322,0.694,168.119,211.3635,266.943,0.41138,0.4855175,0.581683,1.00326364932653,1.00068016385723,15000,5000,20,500
"980",500,500,200,0.4,1,0.322,0.694,175.8,229.013,299.393,0.412254,0.507617,0.617711,1.05935160889425,1.04914991806276,15000,5000,20,500
"981",500,500,200,0.4,1,0.298,0.7,151.374,181.9555,224.679,0.355506,0.417242,0.486264,1.00607137889381,1.00475742844672,15000,5000,20,500
"982",500,500,200,0.4,1,0.34,0.694,144.44,171.5245,200.79,0.413869,0.474445,0.54586,1.00640479058058,1.00382567332738,15000,5000,20,500
"983",500,500,200,0.4,1,0.266,0.658,150.247,187.0415,232.661,0.318113,0.381962,0.453609,1.00799877634807,1.00433689521932,15000,5000,20,500
"984",500,500,200,0.4,1,0.286,0.686,150.267,182.0785,219.805,0.34397,0.4090205,0.474505,1.00666086431295,1.00050260399626,15000,5000,20,500
"985",500,500,200,0.4,1,0.266,0.638,151.309,187.985,232.074,0.314761,0.3831,0.451895,1.01490418279301,1.00292336523288,15000,5000,20,500
"986",500,500,200,0.4,1,0.256,0.678,205.295,288.982,495.379,0.33966,0.463468,0.691938,1.02591909609655,1.04808597604027,35000,5000,20,1500
"987",500,500,200,0.4,1,0.33,0.722,151.939,187.213,228.088,0.400231,0.4701715,0.542349,1.00944960460961,1.00478162348759,15000,5000,20,500
"988",500,500,200,0.4,1,0.264,0.692,183.797,227.384,298.003,0.344452,0.418995,0.504899,1.00472267660888,1.00123733795695,15000,5000,20,500
"989",500,500,200,0.4,1,0.29,0.704,176.698,235.1075,311.256,0.384366,0.4664365,0.575045,1.06423838885419,1.04133125406648,15000,5000,20,500
"990",500,500,200,0.4,1,0.276,0.672,171.183,221.0365,298.718,0.342033,0.4264205,0.525551,1.01056459844792,1.00852218456056,15000,5000,20,500
"991",500,500,200,0.4,1,0.278,0.676,136.727,167.423,203.971,0.319287,0.3821025,0.440737,1.00463910175057,1.00672685801464,15000,5000,20,500
"992",500,500,200,0.4,1,0.258,0.662,145.318,180.722,215.985,0.307459,0.3660685,0.431602,1.00213232819562,1.0010666006628,15000,5000,20,500
"993",500,500,200,0.4,1,0.284,0.688,176.602,227.635,308.621,0.362578,0.4442185,0.549797,1.01883472798116,1.0195321061631,15000,5000,20,500
"994",500,500,200,0.4,1,0.256,0.67,168.157,220.6265,298.548,0.320134,0.3964175,0.490656,1.02321032633938,1.01686712691904,15000,5000,20,500
"995",500,500,200,0.4,1,0.284,0.694,186.761,260.213,377.781,0.365218,0.4799895,0.634063,1.06407934773733,1.09547182265364,75000,5000,20,3500
"996",500,500,200,0.4,1,0.256,0.644,147.22,178.1285,223.549,0.299583,0.35962,0.417117,1.00754058082623,1.00111024263755,15000,5000,20,500
"997",500,500,200,0.4,1,0.296,0.694,188.371,247.156,334.593,0.39907,0.486591,0.611962,1.03948814802445,1.03870916981828,15000,5000,20,500
"998",500,500,200,0.4,1,0.29,0.682,164.537,214.4465,283.622,0.355042,0.4432645,0.541156,1.04791075217657,1.04633853243975,15000,5000,20,500
"999",500,500,200,0.4,1,0.286,0.674,162.75,197.924,246.188,0.353827,0.4207075,0.49769,1.00652148754648,1.00276845396385,15000,5000,20,500
"1000",500,500,200,0.4,1,0.298,0.734,152.176,185.333,226.902,0.358227,0.420232,0.495256,1.00864894460954,1.00557428786097,15000,5000,20,500
"1001",1000,500,200,0.4,1,0.271,0.677,192.731,225.346,278.184,0.369915,0.4249485,0.489591,1.00284594118169,1.00322897384151,15000,5000,20,500
"1002",1000,500,200,0.4,1,0.303,0.704,166.785,189.79,221.346,0.387849,0.4353895,0.486838,1.00836391819773,1.00352760239854,15000,5000,20,500
"1003",1000,500,200,0.4,1,0.293,0.707,176.678,206.6885,243.726,0.389243,0.438296,0.495389,1.000959179173,1.00191144499585,15000,5000,20,500
"1004",1000,500,200,0.4,1,0.291,0.677,199.44,238.057,289.585,0.408483,0.468879,0.542178,1.05965815301516,1.02578731936602,15000,5000,20,500
"1005",1000,500,200,0.4,1,0.289,0.679,175.272,211.6865,248.717,0.376747,0.4352855,0.49145,1.01158644648657,1.00245504835524,15000,5000,20,500
"1006",1000,500,200,0.4,1,0.282,0.684,165.055,190.552,223.094,0.362593,0.407226,0.45748,1.00214580845098,1.0005695171593,15000,5000,20,500
"1007",1000,500,200,0.4,1,0.289,0.689,166.777,194.379,224.68,0.368544,0.4167955,0.467211,1.00583354426501,1.00581498646575,15000,5000,20,500
"1008",1000,500,200,0.4,1,0.283,0.7,180.963,213.161,254.06,0.372201,0.4291045,0.489276,1.02907173562908,1.01073659006135,15000,5000,20,500
"1009",1000,500,200,0.4,1,0.281,0.67,186.471,219.7525,262.33,0.376111,0.433075,0.490941,1.00312215594043,1.00144948344164,15000,5000,20,500
"1010",1000,500,200,0.4,1,0.288,0.689,150.245,169.865,194.554,0.357729,0.3997495,0.441617,0.999837253071203,0.999533516557465,15000,5000,20,500
"1011",1000,500,200,0.4,1,0.268,0.682,155.819,178.3035,210.939,0.333519,0.374963,0.426635,1.00264459855496,0.999353450792034,15000,5000,20,500
"1012",1000,500,200,0.4,1,0.302,0.709,158.38,181.398,208.809,0.382478,0.4238065,0.471758,1.01654093701409,1.00920984056454,15000,5000,20,500
"1013",1000,500,200,0.4,1,0.285,0.698,172.985,201.844,235.468,0.37385,0.424042,0.474234,1.01919905778018,1.007359632644,15000,5000,20,500
"1014",1000,500,200,0.4,1,0.27,0.697,170.079,200.3165,231.437,0.351002,0.3985815,0.450686,1.00698769717475,1.00027083692452,15000,5000,20,500
"1015",1000,500,200,0.4,1,0.269,0.661,149.628,171.8955,197.461,0.329124,0.369202,0.41142,1.00011270618548,1.00214333125206,15000,5000,20,500
"1016",1000,500,200,0.4,1,0.279,0.665,162.939,187.7955,219.451,0.354271,0.4002005,0.453764,1.00204152311357,1.00068177289185,15000,5000,20,500
"1017",1000,500,200,0.4,1,0.309,0.71,168.598,193.982,224.385,0.396479,0.4481775,0.502887,1.00701503343196,1.00447475803607,15000,5000,20,500
"1018",1000,500,200,0.4,1,0.308,0.72,169.558,196.863,226.735,0.398072,0.4468385,0.498849,1.00571671115071,1.0020177005829,15000,5000,20,500
"1019",1000,500,200,0.4,1,0.305,0.693,152.311,178.423,204.052,0.379572,0.4253925,0.473003,1.00225163059608,1.00101741538707,15000,5000,20,500
"1020",1000,500,200,0.4,1,0.294,0.676,171.996,200.763,234.5,0.383437,0.4335025,0.486009,1.00803970838814,1.00265899226672,15000,5000,20,500
"1021",1000,500,200,0.4,1,0.278,0.673,161.96,187.747,216.723,0.353846,0.3982555,0.44696,1.01197202708867,1.00384190303989,15000,5000,20,500
"1022",1000,500,200,0.4,1,0.282,0.68,158.83,184.544,211.334,0.35732,0.40155,0.44566,1.0028425777218,1.00521864302593,15000,5000,20,500
