"","N","LEN","SIGMA","PHI","SIGMA.PHI","Pcap","Pstay","sigma_lower","sigma_med","sigma_upper","phi_lower","phi_med","phi_upper","R_hat_sigma","R_hat_phi","MCMCiter","Burn_in","N_thin","N_sample"
"2028",500,1000,50,0.8,1,0.72,0.96,46.0058,49.6309,53.614,0.711856,0.7523615,0.790339,0.999497962257741,0.999652785413039,15000,5000,20,500
"2029",500,1000,50,0.8,1,0.68,0.958,45.5682,49.0303,53.3252,0.668885,0.710546,0.752348,0.99972999128332,1.00168703622073,15000,5000,20,500
"2030",500,1000,50,0.8,1,0.756,0.968,51.2767,55.43345,59.2382,0.74058,0.783042,0.817666,0.999569946014458,1.00023521612755,15000,5000,20,500
"2031",500,1000,50,0.8,1,0.77,0.968,42.7615,45.9481,49.2021,0.766675,0.805788,0.837874,1.00518236340574,1.00077208691214,15000,5000,20,500
"2032",500,1000,50,0.8,1,0.726,0.958,43.2846,46.617,50.0451,0.716356,0.7554925,0.793687,0.9995962289375,1.00044637367332,15000,5000,20,500
"2033",500,1000,50,0.8,1,0.736,0.966,47.2026,50.62085,54.7625,0.726908,0.764729,0.806214,1.0014755005746,1.00410069289795,15000,5000,20,500
"2034",500,1000,50,0.8,1,0.732,0.946,45.7332,49.2029,53.0521,0.731666,0.7656565,0.808826,1.00469992766063,1.00007811429118,15000,5000,20,500
"2035",500,1000,50,0.8,1,0.708,0.96,45.3069,48.4987,52.6033,0.694482,0.736361,0.774558,1.00478506303729,1.00337009806309,15000,5000,20,500
"2036",500,1000,50,0.8,1,0.74,0.966,44.8442,48.1645,51.8682,0.721813,0.7631195,0.798669,1.00155858596704,1.00008294196345,15000,5000,20,500
"2037",500,1000,50,0.8,1,0.7,0.942,47.0925,50.98945,54.8513,0.701907,0.7404605,0.783548,1.00006827682691,1.00165554415116,15000,5000,20,500
"2038",500,1000,50,0.8,1,0.738,0.966,45.9715,49.16245,52.9008,0.72586,0.765375,0.802522,1.00104758493276,1.000694871982,15000,5000,20,500
"2039",500,1000,50,0.8,1,0.758,0.968,45.5855,48.89185,52.7324,0.746536,0.7886305,0.823059,1.00027773437354,0.99978282803499,15000,5000,20,500
"2040",500,1000,50,0.8,1,0.708,0.972,44.5561,47.7994,51.7184,0.688541,0.7300825,0.767681,1.00189992267738,1.00199448119523,15000,5000,20,500
"2041",500,1000,50,0.8,1,0.746,0.966,43.6802,47.2143,50.5647,0.73552,0.771809,0.809589,1.00107250767648,1.00056932781989,15000,5000,20,500
"2042",500,1000,50,0.8,1,0.754,0.964,49.8791,53.5155,57.6096,0.745892,0.78316,0.820572,0.999635972320452,1.00109048053586,15000,5000,20,500
"2043",500,1000,50,0.8,1,0.726,0.974,46.1951,49.7633,53.3394,0.716288,0.755599,0.790611,1.0009361324379,1.00030806546019,15000,5000,20,500
"2044",500,1000,50,0.8,1,0.72,0.976,45.342,48.75805,52.5932,0.710842,0.7505015,0.789546,1.00280962158855,0.99974731556005,15000,5000,20,500
"2045",500,1000,50,0.8,1,0.742,0.964,46.0841,49.43295,53.3826,0.728135,0.767597,0.804954,1.00401770013892,1.00169375594164,15000,5000,20,500
"2046",500,1000,50,0.8,1,0.728,0.97,49.0505,52.5465,57.072,0.720986,0.7617545,0.799801,1.00067270619218,1.00001461074414,15000,5000,20,500
"2047",500,1000,50,0.8,1,0.74,0.954,42.5198,45.52465,49.2188,0.728047,0.7652385,0.805794,1.00085541942166,1.00093702627316,15000,5000,20,500
"2048",500,1000,50,0.8,1,0.726,0.96,48.3635,51.8925,56.4032,0.714835,0.754375,0.790792,0.999896400749635,1.00082196791409,15000,5000,20,500
"2049",500,1000,50,0.8,1,0.754,0.97,47.0126,50.8019,54.3613,0.744152,0.7842725,0.820132,1.00238569651364,1.00090573279449,15000,5000,20,500
"2050",500,1000,50,0.8,1,0.742,0.964,45.069,48.40155,52.1023,0.73237,0.7698045,0.809033,0.99994546502986,1.00839170900506,15000,5000,20,500
"2051",1000,1000,50,0.8,1,0.725,0.964,46.6665,49.19505,51.879,0.728841,0.755952,0.783024,1.00150938081944,1.00226350200799,15000,5000,20,500
"2052",1000,1000,50,0.8,1,0.737,0.957,46.0745,48.5196,51.2352,0.738457,0.767689,0.794302,1.00094309367408,0.999644795948122,15000,5000,20,500
"2053",1000,1000,50,0.8,1,0.738,0.965,48.019,50.53675,53.3521,0.738261,0.7669405,0.793007,0.999914388141092,1.0019941021868,15000,5000,20,500
"2054",1000,1000,50,0.8,1,0.733,0.96,45.3999,47.8824,50.4418,0.736847,0.765115,0.790469,1.00015038519169,0.99962663097842,15000,5000,20,500
"2055",1000,1000,50,0.8,1,0.718,0.95,46.3151,48.95825,51.4478,0.724276,0.753353,0.779356,1.00295907124486,1.00070473672274,15000,5000,20,500
"2056",1000,1000,50,0.8,1,0.734,0.954,46.8136,49.3236,51.9242,0.736788,0.766901,0.792647,1.0004988709607,1.00390809259972,15000,5000,20,500
"2057",1000,1000,50,0.8,1,0.713,0.958,48.3915,50.88015,53.948,0.71593,0.742579,0.770012,1.00604616414333,0.999393752172159,15000,5000,20,500
"2058",1000,1000,50,0.8,1,0.729,0.959,47.341,49.72445,52.4971,0.734244,0.7606545,0.789954,1.00121809834496,1.00066029327155,15000,5000,20,500
"2059",1000,1000,50,0.8,1,0.751,0.967,48.078,50.60305,53.1792,0.752986,0.775354,0.803018,1.00266125425695,1.00115531196395,15000,5000,20,500
"2060",1000,1000,50,0.8,1,0.72,0.958,46.9153,49.78285,52.5259,0.72407,0.753578,0.780752,0.999910864429047,0.999602977073528,15000,5000,20,500
"2061",1000,1000,50,0.8,1,0.721,0.966,46.0788,48.9122,51.29,0.72566,0.751533,0.781183,1.00077409682493,1.00013100001709,15000,5000,20,500
"2062",1000,1000,50,0.8,1,0.709,0.949,49.4545,52.1882,54.912,0.71854,0.746722,0.775035,1.00045856235551,1.00171723549917,15000,5000,20,500
"2063",1000,1000,50,0.8,1,0.721,0.967,46.0384,48.23245,50.8845,0.715626,0.743044,0.773152,1.00088393483326,1.0004908051724,15000,5000,20,500
"2064",1000,1000,50,0.8,1,0.74,0.962,47.4847,50.17065,52.5206,0.738919,0.76479,0.791795,0.99908406186993,1.00069262004233,15000,5000,20,500
"2065",1000,1000,50,0.8,1,0.741,0.965,49.9815,52.8852,55.3948,0.744467,0.771108,0.797995,1.00060343985725,0.999708860521084,15000,5000,20,500
"2066",1000,1000,50,0.8,1,0.743,0.967,49.5514,52.2453,55.0955,0.743683,0.771286,0.796354,1.00030477472335,0.999408019356882,15000,5000,20,500
"2067",1000,1000,50,0.8,1,0.735,0.964,44.0381,46.0887,48.8843,0.733428,0.7620035,0.786423,1.00262352635395,1.00154075868582,15000,5000,20,500
"2068",1000,1000,50,0.8,1,0.73,0.97,46.2316,48.7276,51.3602,0.727719,0.755095,0.782266,1.00005911745046,1.00194528733245,15000,5000,20,500
"2069",1000,1000,50,0.8,1,0.763,0.969,47.7207,50.25,52.9277,0.761535,0.789571,0.814018,1.00081373882206,0.999523207700819,15000,5000,20,500
"2070",1000,1000,50,0.8,1,0.73,0.961,47.4398,50.0091,52.7988,0.729057,0.756873,0.785976,1.00093062718545,1.00080384195719,15000,5000,20,500
"2071",1000,1000,50,0.8,1,0.717,0.956,48.0917,50.94265,53.5869,0.719914,0.7471595,0.774498,1.00384493545211,0.999785534625867,15000,5000,20,500
"2072",1000,1000,50,0.8,1,0.764,0.963,47.1042,49.69685,51.9646,0.773696,0.798814,0.824621,1.00058264259116,1.00149719588018,15000,5000,20,500
"2073",1000,1000,50,0.8,1,0.73,0.957,47.0268,49.46295,52.0856,0.730502,0.7591535,0.78384,1.0001712272829,1.00120778487305,15000,5000,20,500
"2074",1000,1000,50,0.8,1,0.749,0.959,47.9789,50.61995,53.1655,0.752405,0.7790395,0.805633,1.00061816819393,1.00041653322613,15000,5000,20,500
"2075",1000,1000,50,0.8,1,0.726,0.954,48.0877,50.823,53.5082,0.731749,0.758859,0.788225,1.00030349750568,0.999660982127977,15000,5000,20,500
"2076",1000,1000,50,0.8,1,0.738,0.958,48.3571,50.915,53.6635,0.74573,0.771799,0.797961,1.00140621245761,1.00060405601634,15000,5000,20,500
"2077",1000,1000,50,0.8,1,0.736,0.965,47.7699,50.3419,52.851,0.730459,0.7583455,0.784943,1.00221986163944,1.00318872726806,15000,5000,20,500
"2078",1000,1000,50,0.8,1,0.729,0.968,46.6824,49.20815,51.8777,0.730413,0.756107,0.783265,1.0002137243146,1.00107829482601,15000,5000,20,500
"2079",1000,1000,50,0.8,1,0.726,0.956,46.7611,49.30635,51.8408,0.729969,0.7566295,0.785008,0.999136001565302,0.999627592538485,15000,5000,20,500
"2080",1000,1000,50,0.8,1,0.712,0.953,46.243,48.8591,51.5724,0.717101,0.746518,0.774133,1.00083387625462,0.999974875346558,15000,5000,20,500
"2081",1000,1000,50,0.8,1,0.734,0.966,46.8207,49.5143,52.0662,0.736021,0.761689,0.788872,1.00035000625417,1.00091950377887,15000,5000,20,500
"2082",1000,1000,50,0.8,1,0.725,0.962,46.7961,48.98075,51.9285,0.727417,0.754784,0.78203,1.00052742429044,1.00301244147543,15000,5000,20,500
"2083",1000,1000,50,0.8,1,0.744,0.967,47.8235,50.36415,53.275,0.74512,0.7740235,0.800202,1.00197106051558,0.999429598389476,15000,5000,20,500
"2084",1000,1000,50,0.8,1,0.731,0.955,47.931,50.5022,53.1389,0.731087,0.7611825,0.785263,1.00043346492431,1.00021580455008,15000,5000,20,500
"2085",1000,1000,50,0.8,1,0.75,0.965,49.938,52.95985,55.6427,0.756214,0.782726,0.807557,1.00083398838971,1.00052864173976,15000,5000,20,500
"2086",1000,1000,50,0.8,1,0.724,0.96,48.1778,50.71515,53.4174,0.726086,0.754421,0.779191,0.999440220989975,1.0002149594001,15000,5000,20,500
"2087",1000,1000,50,0.8,1,0.717,0.962,47.2339,49.8539,52.5281,0.715427,0.743411,0.770575,1.00158479067354,1.0017136684852,15000,5000,20,500
"2088",1000,1000,50,0.8,1,0.73,0.968,45.6624,48.12855,50.7571,0.7262,0.756277,0.780904,0.999823066732379,1.00362872441767,15000,5000,20,500
"2089",1000,1000,50,0.8,1,0.722,0.957,46.9577,49.6269,52.2709,0.726572,0.754218,0.782541,1.00047953814411,1.00122065315321,15000,5000,20,500
"2090",1000,1000,50,0.8,1,0.746,0.966,48.5257,51.1764,53.7161,0.74718,0.77497,0.799541,0.999586234005351,1.00261042133082,15000,5000,20,500
"2091",1000,1000,50,0.8,1,0.722,0.957,49.3797,52.1257,54.8613,0.724867,0.749939,0.779306,1.00113632549827,1.00086348585258,15000,5000,20,500
"2092",1000,1000,50,0.8,1,0.742,0.96,48.0759,50.7442,53.3926,0.741694,0.769105,0.792614,1.00214036499376,0.99951055573789,15000,5000,20,500
"2093",1000,1000,50,0.8,1,0.708,0.956,45.3532,47.6568,50.4181,0.710108,0.7400325,0.770227,1.00029912231046,0.999500520582785,15000,5000,20,500
"2094",1000,1000,50,0.8,1,0.728,0.952,46.262,48.5173,51.2192,0.730993,0.757238,0.784947,1.00087449765417,0.99910542225332,15000,5000,20,500
"2095",1000,1000,50,0.8,1,0.717,0.953,47.1238,49.7144,52.1761,0.718018,0.745332,0.776295,1.00030625766681,0.999272699122632,15000,5000,20,500
"2096",1000,1000,50,0.8,1,0.735,0.948,48.9346,51.75585,54.3924,0.739328,0.7672945,0.795745,1.00178488465454,0.999665207259299,15000,5000,20,500
"2097",1000,1000,50,0.8,1,0.726,0.955,48.2809,50.78235,53.4357,0.732443,0.7598915,0.788382,1.00015054407366,0.999518270344528,15000,5000,20,500
"2098",1000,1000,50,0.8,1,0.729,0.96,48.189,50.9719,53.5258,0.725689,0.7569125,0.781835,0.999940123722013,1.00011076626306,15000,5000,20,500
"2099",1000,1000,50,0.8,1,0.751,0.96,48.4814,51.10595,53.8058,0.756198,0.7820595,0.808282,0.999743703349083,1.00114365349757,15000,5000,20,500
"2100",1000,1000,50,0.8,1,0.719,0.96,47.7356,50.72145,53.008,0.718544,0.7477915,0.77376,1.00254469654353,1.00159415184024,15000,5000,20,500
"2101",100,500,100,0.8,1,0.61,0.8,74.1607,92.27475,112.6,0.594282,0.705855,0.81397,1.00225173958134,1.00248474217201,15000,5000,20,500
"2102",100,500,100,0.8,1,0.63,0.83,85.0791,104.0735,128.628,0.658362,0.7713605,0.887518,1.00215894552571,0.99952687793087,15000,5000,20,500
"2103",100,500,100,0.8,1,0.6,0.83,90.8733,114.231,145.885,0.606703,0.723622,0.834523,1.00248402298353,1.0006261444055,15000,5000,20,500
"2104",100,500,100,0.8,1,0.69,0.85,97.4577,117.8355,148.524,0.748195,0.854105,0.952682,1.00291445756341,1.00250709850901,15000,5000,20,500
"2105",100,500,100,0.8,1,0.64,0.92,77.9001,97.77515,120.604,0.635603,0.736068,0.842259,1.00126253335629,1.00142818816814,15000,5000,20,500
"2106",100,500,100,0.8,1,0.63,0.82,76.3713,95.0949,116.985,0.633387,0.7512215,0.851552,1.00401526886376,1.00098858418854,15000,5000,20,500
"2107",100,500,100,0.8,1,0.64,0.81,72.1698,89.71545,110.348,0.620969,0.7264295,0.833085,0.999231148946479,0.999865569000637,15000,5000,20,500
"2108",100,500,100,0.8,1,0.72,0.85,73.3171,90.96025,109.314,0.749991,0.8440445,0.937843,1.00033303047472,1.00257728444396,15000,5000,20,500
"2109",100,500,100,0.8,1,0.59,0.78,79.1215,98.7196,122.158,0.605995,0.7264345,0.834104,0.999637229471109,0.999296154646115,15000,5000,20,500
"2110",100,500,100,0.8,1,0.59,0.76,87.3451,110.719,137.752,0.590105,0.719786,0.84202,1.00691603766551,1.00758321197278,15000,5000,20,500
"2111",100,500,100,0.8,1,0.69,0.89,89.9895,110.3825,136.683,0.752996,0.8510955,0.962147,1.00083177877854,1.00112888157428,15000,5000,20,500
"2112",100,500,100,0.8,1,0.67,0.82,82.2458,99.1144,122.785,0.704428,0.819355,0.915424,1.00335140434473,1.00124702139153,15000,5000,20,500
"2113",100,500,100,0.8,1,0.67,0.85,97.8653,122.1985,151.521,0.724739,0.8376675,0.953147,1.00259523760157,0.999483889471697,15000,5000,20,500
"2114",100,500,100,0.8,1,0.7,0.9,82.8509,101.385,126.011,0.727906,0.8282735,0.923785,1.00044746817653,1.00068024408541,15000,5000,20,500
"2115",100,500,100,0.8,1,0.64,0.9,84.0181,105.012,129.647,0.648815,0.74933,0.860523,0.999903984022124,1.00195887574897,15000,5000,20,500
"2116",100,500,100,0.8,1,0.63,0.86,89.6462,112.0415,139.036,0.658413,0.7667685,0.879226,1.00037773583449,1.00482476733401,15000,5000,20,500
"2117",100,500,100,0.8,1,0.59,0.85,78.8399,99.2565,124.639,0.590483,0.703174,0.815328,1.00142653388935,1.00083397546103,15000,5000,20,500
"2118",100,500,100,0.8,1,0.7,0.89,76.4216,94.5256,116.526,0.681815,0.7778855,0.873773,1.00307730786012,0.999814740250906,15000,5000,20,500
"2119",100,500,100,0.8,1,0.66,0.86,83.4747,99.9288,124.764,0.667602,0.7699805,0.872804,0.999426107010886,1.00116990901518,15000,5000,20,500
"2120",100,500,100,0.8,1,0.63,0.81,80.5034,101.305,125.009,0.644437,0.7560995,0.85887,1.00151757984465,0.999628774647832,15000,5000,20,500
"2121",100,500,100,0.8,1,0.66,0.87,73.674,91.55005,110.31,0.653437,0.774088,0.86873,1.00025830982,0.999931727859866,15000,5000,20,500
"2122",100,500,100,0.8,1,0.63,0.83,81.9121,103.5595,128.523,0.634583,0.7410575,0.859859,1.0000057708956,1.00066241383544,15000,5000,20,500
"2123",100,500,100,0.8,1,0.64,0.83,92.1744,112.8895,142.431,0.676065,0.785908,0.909902,1.00181851539759,0.999828113727079,15000,5000,20,500
"2124",100,500,100,0.8,1,0.66,0.83,77.4387,95.7431,116.091,0.690809,0.798781,0.895714,1.00155918519568,0.999871178644925,15000,5000,20,500
"2125",100,500,100,0.8,1,0.67,0.81,78.0245,96.4287,118.435,0.717473,0.8317415,0.931857,1.00018540605253,1.00342721490136,15000,5000,20,500
"2126",100,500,100,0.8,1,0.71,0.87,85.5817,104.964,130.07,0.700654,0.8023665,0.905125,1.0021324472731,1.00196645697427,15000,5000,20,500
"2127",100,500,100,0.8,1,0.63,0.84,89.9377,115.852,148.914,0.638628,0.7590105,0.87084,0.999319581483114,1.00301314149216,15000,5000,20,500
"2128",100,500,100,0.8,1,0.64,0.87,70.6346,85.4596,105.61,0.621121,0.718285,0.826477,1.00061576510694,0.999724112241461,15000,5000,20,500
"2129",100,500,100,0.8,1,0.63,0.79,75.2046,93.9265,113.81,0.671558,0.7837175,0.886928,1.00160568041659,1.00233405347097,15000,5000,20,500
"2130",100,500,100,0.8,1,0.65,0.81,78.3454,95.79945,119.567,0.659461,0.7605345,0.859301,1.00154333379524,1.00168916894317,15000,5000,20,500
"2131",100,500,100,0.8,1,0.7,0.88,91.7488,115.893,144.44,0.697842,0.803041,0.907595,0.999892637500135,1.00037371781749,15000,5000,20,500
"2132",100,500,100,0.8,1,0.62,0.83,89.0969,113.6205,141.308,0.626559,0.742346,0.85653,1.00077846838624,1.00071647512829,15000,5000,20,500
"2133",100,500,100,0.8,1,0.73,0.89,74.629,89.0615,107.961,0.719161,0.81642,0.907114,1.00119943823505,1.00181011419189,15000,5000,20,500
"2134",100,500,100,0.8,1,0.71,0.85,72.7691,87.5333,106.409,0.724325,0.816139,0.909244,0.999956119673957,0.999715312318762,15000,5000,20,500
"2135",100,500,100,0.8,1,0.65,0.83,84.9224,106.7855,129.986,0.664453,0.7644485,0.882885,0.99991500413732,1.00397356852997,15000,5000,20,500
"2136",100,500,100,0.8,1,0.59,0.78,91.7607,119.626,151.742,0.6197,0.7252595,0.854803,1.00085003402232,1.0002272181611,15000,5000,20,500
"2137",100,500,100,0.8,1,0.7,0.85,77.5276,95.8263,116.312,0.717278,0.8159075,0.922841,1.00765505656965,1.00018555017619,15000,5000,20,500
"2138",100,500,100,0.8,1,0.66,0.83,87.761,106.92,134.341,0.679898,0.7842835,0.896353,1.00154642001586,1.00183859675975,15000,5000,20,500
"2139",100,500,100,0.8,1,0.65,0.79,89.2091,113.687,141.521,0.664975,0.7714815,0.88761,0.999352950561608,0.999541501759818,15000,5000,20,500
"2140",100,500,100,0.8,1,0.64,0.86,70.8904,86.51665,106.687,0.625578,0.724447,0.833479,0.99982905831747,1.0012216396478,15000,5000,20,500
"2141",100,500,100,0.8,1,0.58,0.79,74.4271,92.18425,115.885,0.594644,0.7126985,0.822061,1.00172030998163,1.00116266353269,15000,5000,20,500
"2142",100,500,100,0.8,1,0.65,0.81,100.735,125.2105,157.611,0.708809,0.828769,0.946847,1.00402523418951,1.00583620830961,15000,5000,20,500
"2143",100,500,100,0.8,1,0.67,0.85,82.4821,101.8245,126.99,0.676893,0.791836,0.893599,1.0013318055317,1.00045461264099,15000,5000,20,500
"2144",100,500,100,0.8,1,0.53,0.81,69.7133,88.8123,109.769,0.52533,0.632011,0.74649,1.00198982913258,1.00586755174396,15000,5000,20,500
"2145",100,500,100,0.8,1,0.61,0.79,84.4489,104.274,128.96,0.658089,0.7780745,0.883379,0.999695041300287,1.00037562397876,15000,5000,20,500
"2146",100,500,100,0.8,1,0.67,0.87,81.445,98.4705,121.436,0.68535,0.797841,0.901498,1.0032583662576,1.00097934589824,15000,5000,20,500
"2147",100,500,100,0.8,1,0.55,0.77,81.6352,104.009,132.312,0.562557,0.6666335,0.794087,1.00164039546175,1.00296510318662,15000,5000,20,500
"2148",100,500,100,0.8,1,0.69,0.87,67.365,82.12825,99.2668,0.669137,0.769962,0.858917,0.999329223074406,1.00020423616148,15000,5000,20,500
"2149",100,500,100,0.8,1,0.59,0.81,75.2743,92.2184,115.02,0.621004,0.72567,0.835779,1.00147653606441,0.999325768294738,15000,5000,20,500
"2150",100,500,100,0.8,1,0.59,0.82,81.9834,104.596,131.39,0.559132,0.6826815,0.784314,1.00203978098576,0.999846218907927,15000,5000,20,500
"2151",500,500,100,0.8,1,0.654,0.832,93.5929,103.001,112.364,0.746009,0.7942525,0.840875,0.999638037285038,0.999246208299684,15000,5000,20,500
"2152",500,500,100,0.8,1,0.644,0.838,91.2586,99.2683,109.404,0.713474,0.761359,0.809162,0.999628718048561,1.00055720626458,15000,5000,20,500
"2153",500,500,100,0.8,1,0.622,0.854,89.1411,97.77025,106.949,0.696342,0.740812,0.789568,1.00106179654804,0.999937138920212,15000,5000,20,500
"2154",500,500,100,0.8,1,0.668,0.836,86.8988,96.285,104.722,0.742002,0.7890025,0.837087,1.00045976173969,1.00163852223461,15000,5000,20,500
"2155",500,500,100,0.8,1,0.684,0.882,92.1676,100.931,110.887,0.743395,0.789199,0.832425,0.999430162173921,1.00033735494301,15000,5000,20,500
"2156",500,500,100,0.8,1,0.636,0.848,97.6439,107.938,118.038,0.716068,0.7666355,0.815694,1.0008913774878,1.00319715372514,15000,5000,20,500
"2157",500,500,100,0.8,1,0.624,0.822,101.255,111.2745,122.722,0.723635,0.772125,0.825686,0.999862165755625,1.00035254670124,15000,5000,20,500
"2158",500,500,100,0.8,1,0.624,0.822,90.8309,99.75275,109.98,0.691295,0.741515,0.791588,0.999827679995545,1.00191623072331,15000,5000,20,500
"2159",500,500,100,0.8,1,0.67,0.866,85.5732,94.92345,102.582,0.743485,0.7881665,0.837047,1.00048249499,1.00160291466381,15000,5000,20,500
"2160",500,500,100,0.8,1,0.646,0.84,92.9461,101.643,111.504,0.711876,0.7663115,0.811284,0.999357294095795,1.00050335426132,15000,5000,20,500
"2161",500,500,100,0.8,1,0.662,0.852,98.7521,108.282,118.578,0.75415,0.804094,0.850915,1.00540427019591,1.00212346065884,15000,5000,20,500
"2162",500,500,100,0.8,1,0.67,0.836,90.2702,97.77275,107.19,0.748675,0.7902755,0.836907,1.00079055670105,1.00503321156435,15000,5000,20,500
"2163",500,500,100,0.8,1,0.606,0.808,86.6511,96.41105,105.657,0.668586,0.7187165,0.772196,0.999908871582963,1.00576197174413,15000,5000,20,500
"2164",500,500,100,0.8,1,0.674,0.844,96.3955,105.526,115.761,0.751818,0.7980075,0.842109,0.999978249448325,1.00175147011303,15000,5000,20,500
"2165",500,500,100,0.8,1,0.62,0.804,88.6036,96.9025,106.198,0.70233,0.7497185,0.800531,0.999847797071089,0.999298257919417,15000,5000,20,500
"2166",500,500,100,0.8,1,0.668,0.848,82.2642,89.8769,98.1431,0.721086,0.767935,0.814724,1.00128615298096,1.00024954555212,15000,5000,20,500
"2167",500,500,100,0.8,1,0.602,0.8,88.5369,97.50805,107.203,0.672934,0.7224975,0.773396,1.00150477514158,0.999770463658084,15000,5000,20,500
"2168",500,500,100,0.8,1,0.654,0.864,97.0677,105.7935,115.523,0.724912,0.7699725,0.818324,1.00009918440582,1.00004010237178,15000,5000,20,500
"2169",500,500,100,0.8,1,0.65,0.832,89.6202,98.4482,107.565,0.728376,0.775504,0.821706,1.00098995555983,1.00220023471963,15000,5000,20,500
"2170",500,500,100,0.8,1,0.67,0.86,95.7051,104.614,114.898,0.744978,0.7904885,0.836176,1.00622101736873,1.00064563559731,15000,5000,20,500
"2171",500,500,100,0.8,1,0.644,0.83,88.3376,96.65785,105.936,0.709665,0.7583185,0.803164,0.999760649663606,0.999937838545623,15000,5000,20,500
"2172",500,500,100,0.8,1,0.59,0.808,91.0517,100.1995,110.207,0.659662,0.713395,0.761519,1.00381592146724,1.0021426066397,15000,5000,20,500
"2173",500,500,100,0.8,1,0.68,0.854,92.9939,102.237,110.85,0.764144,0.814106,0.85514,1.00184185313143,1.00539583213771,15000,5000,20,500
"2174",500,500,100,0.8,1,0.648,0.878,89.4931,97.9676,107.239,0.701542,0.753937,0.798987,1.00058034235451,1.00322480200467,15000,5000,20,500
"2175",500,500,100,0.8,1,0.642,0.872,88.802,97.37495,106.979,0.710283,0.759185,0.807991,0.999895167883236,1.00040874685135,15000,5000,20,500
"2176",500,500,100,0.8,1,0.664,0.846,96.4026,105.2435,115.427,0.753416,0.801375,0.848279,0.99990392543968,1.00093934048175,15000,5000,20,500
"2177",500,500,100,0.8,1,0.656,0.854,88.6803,97.61575,106.368,0.727688,0.7786225,0.8232,1.00193460138672,1.00074790830297,15000,5000,20,500
"2178",500,500,100,0.8,1,0.636,0.83,93.2439,102.537,112.413,0.712662,0.76321,0.809692,1.00063595669558,1.00161766693972,15000,5000,20,500
"2179",500,500,100,0.8,1,0.646,0.868,86.8902,96.19185,104.509,0.707788,0.758111,0.799852,1.0012086523766,1.00339742636161,15000,5000,20,500
"2180",500,500,100,0.8,1,0.606,0.818,90.5196,101.2745,110.664,0.682856,0.732376,0.784286,1.00524417025016,1.00166188395095,15000,5000,20,500
"2181",500,500,100,0.8,1,0.65,0.84,90.3427,99.11245,108.036,0.726513,0.774054,0.81894,1.00036135616052,1.00504779650452,15000,5000,20,500
"2182",500,500,100,0.8,1,0.622,0.836,92.743,102.3855,112.422,0.697256,0.7473655,0.796226,1.00300770057658,1.00148145185471,15000,5000,20,500
"2183",500,500,100,0.8,1,0.64,0.878,96.0833,105.3435,116.857,0.702784,0.7482425,0.798171,1.00048221735902,1.00745813526184,15000,5000,20,500
"2184",500,500,100,0.8,1,0.628,0.82,99.0622,108.776,119.29,0.721336,0.766818,0.820097,1.00367677166254,1.00074620409488,15000,5000,20,500
"2185",500,500,100,0.8,1,0.618,0.828,87.4346,96.29475,105.549,0.691221,0.738515,0.78797,1.00403778828057,1.00219312514799,15000,5000,20,500
"2186",500,500,100,0.8,1,0.68,0.82,88.8263,97.08305,105.898,0.769131,0.8158075,0.86114,1.00309070189975,1.00065208688253,15000,5000,20,500
"2187",500,500,100,0.8,1,0.614,0.832,91.648,101.4105,110.258,0.687562,0.730898,0.7828,1.00218315029344,1.00178582101783,15000,5000,20,500
"2188",500,500,100,0.8,1,0.646,0.852,85.0898,92.58275,101.507,0.704732,0.74801,0.796075,1.00781860193353,0.999656984685999,15000,5000,20,500
"2189",500,500,100,0.8,1,0.694,0.862,88.6426,96.5714,105.335,0.759345,0.8042015,0.848821,0.999914297891113,1.00159793384965,15000,5000,20,500
"2190",500,500,100,0.8,1,0.634,0.84,99.1784,108.8075,120.139,0.725559,0.780942,0.826738,1.00103357773523,1.00038377650745,15000,5000,20,500
"2191",500,500,100,0.8,1,0.658,0.87,88.8062,97.64315,106.376,0.724058,0.775162,0.815977,1.00060200900105,1.00021669417723,15000,5000,20,500
"2192",500,500,100,0.8,1,0.634,0.85,86.364,94.76055,103.688,0.690082,0.7419585,0.787654,1.00079258273989,0.999817872815485,15000,5000,20,500
"2193",500,500,100,0.8,1,0.608,0.806,100.041,111.258,121.852,0.684957,0.7423825,0.791022,0.999417980470508,1.00165901495841,15000,5000,20,500
"2194",500,500,100,0.8,1,0.668,0.866,88.8385,97.0272,105.902,0.731005,0.7782235,0.823296,1.0028852335506,1.0018504581931,15000,5000,20,500
"2195",500,500,100,0.8,1,0.656,0.85,101.146,111.581,121.287,0.750638,0.801057,0.845735,1.00026314355053,1.00235962871907,15000,5000,20,500
"2196",500,500,100,0.8,1,0.644,0.828,99.308,108.565,120.28,0.735446,0.7852285,0.834772,1.00270108517954,1.00222885099351,15000,5000,20,500
"2197",500,500,100,0.8,1,0.638,0.834,89.5836,97.59705,107.512,0.712631,0.7608205,0.80907,0.999157773561482,1.00486636043915,15000,5000,20,500
"2198",500,500,100,0.8,1,0.634,0.816,90.7062,99.08425,108.454,0.732449,0.7773965,0.827722,0.999389200750455,1.00462505716054,15000,5000,20,500
"2199",500,500,100,0.8,1,0.626,0.826,89.7865,98.3198,108.105,0.702603,0.751069,0.802373,0.999721829625977,1.00118594553303,15000,5000,20,500
"2200",500,500,100,0.8,1,0.62,0.818,97.5971,107.0025,118.285,0.704245,0.7585785,0.808128,1.00058926248955,1.00207915786935,15000,5000,20,500
