"","N","LEN","DELTA","PHI","SIGMA.PHI","Pcap","Pstay","delta_lower","delta_med","delta_upper","phi_lower","phi_med","phi_upper","R_hat_delta","R_hat_phi","MCMCiter","Burn_in","N_thin","N_sample"
"328",100,500,100,0.4,1,0.39,0.8,50.0329,73.4954,106.752,0.354391,0.4650655,0.583107,1.00999111116755,1.00216273584059,15000,5000,20,500
"329",100,500,100,0.4,1,0.33,0.8,59.0989,112.682,213.137,0.298629,0.4331485,0.609932,1.03118735674095,1.03163835033634,25000,5000,20,1000
"330",100,500,100,0.4,1,0.32,0.83,63.9446,115.821,254.958,0.275579,0.413256,0.597976,1.01858442102415,1.01376643976514,15000,5000,20,500
"331",100,500,100,0.4,1,0.4,0.8,46.4038,68.72045,104.368,0.36596,0.4759735,0.591286,1.00016114773498,1.00038210061325,15000,5000,20,500
"332",100,500,100,0.4,1,0.3,0.76,44.7948,72.8257,115.908,0.248624,0.358746,0.466252,1.00504661122327,1.00063212910933,15000,5000,20,500
"333",100,500,100,0.4,1,0.24,0.73,50.2652,98.82295,192.129,0.196138,0.3135905,0.441813,1.04856717171312,1.02832541164026,15000,5000,20,500
"334",100,500,100,0.4,1,0.35,0.75,49.6753,81.1934,122.611,0.319098,0.43097,0.561725,1.00626459432941,1.00179212834079,15000,5000,20,500
"335",100,500,100,0.4,1,0.35,0.86,62.2004,97.0305,155.786,0.318153,0.437453,0.566679,1.00569209017372,1.00042239015998,15000,5000,20,500
"336",100,500,100,0.4,1,0.37,0.79,49.0058,83.54005,128.55,0.345909,0.459264,0.591283,1.04424538996107,1.05679118439046,15000,5000,20,500
"337",100,500,100,0.4,1,0.38,0.8,67.7387,132.1555,257.729,0.354657,0.5217795,0.729657,1.08030472689051,1.07763611791509,15000,5000,20,500
"338",100,500,100,0.4,1,0.36,0.83,56.4213,98.9728,166.049,0.330185,0.454871,0.602962,1.00171226190466,1.00230100801413,15000,5000,20,500
"339",100,500,100,0.4,1,0.4,0.8,57.4901,90.8704,140.762,0.383428,0.497267,0.625538,0.999582786300181,1.00236883007333,15000,5000,20,500
"340",100,500,100,0.4,1,0.33,0.72,79.2744,162.856,338.902,0.317005,0.489958,0.754036,1.05904934467298,1.06595858680327,15000,5000,20,500
"341",100,500,100,0.4,1,0.29,0.78,75.2034,147.443,340.835,0.274046,0.424986,0.662633,1.0558990225896,1.05513958746763,25000,5000,20,1000
"342",100,500,100,0.4,1,0.43,0.8,69.2234,109.682,171.043,0.397106,0.546519,0.699077,1.01482119782914,1.00999409781042,15000,5000,20,500
"343",100,500,100,0.4,1,0.34,0.86,63.4987,118.019,214.226,0.302501,0.451765,0.603539,1.09928479422904,1.05361972922686,15000,5000,20,500
"344",100,500,100,0.4,1,0.35,0.76,42.6736,65.62415,97.1723,0.321209,0.4185225,0.54852,1.00691353491287,1.00012882355146,15000,5000,20,500
"345",100,500,100,0.4,1,0.32,0.78,46.6938,80.63135,125.918,0.283957,0.393526,0.512539,1.02164954113461,1.00978283992382,15000,5000,20,500
"346",100,500,100,0.4,1,0.26,0.88,78.4142,180.5385,443.656,0.23429,0.3988635,0.69011,1.03903835807866,1.04066206897863,15000,5000,20,500
"347",100,500,100,0.4,1,0.36,0.75,44.9261,70.83365,105.277,0.315479,0.4318435,0.537842,1.00754934610247,1.00108421915062,15000,5000,20,500
"348",100,500,100,0.4,1,0.35,0.81,76.6041,149.9535,295.635,0.334383,0.5077975,0.735117,1.01407219710935,1.01343983016817,15000,5000,20,500
"349",100,500,100,0.4,1,0.42,0.82,58.8788,95.8963,143.567,0.397279,0.521238,0.64998,1.01833990055199,1.00213113958907,15000,5000,20,500
"350",100,500,100,0.4,1,0.32,0.83,65.0125,114.4965,195.391,0.275504,0.41331,0.562317,1.01916493153742,1.00532748721376,15000,5000,20,500
"351",500,500,100,0.4,1,0.304,0.794,76.8301,95.38725,120.875,0.317832,0.3758565,0.422724,1.00884236749268,1.00182743170711,15000,5000,20,500
"352",500,500,100,0.4,1,0.348,0.812,84.8267,106.928,132.186,0.377297,0.4375665,0.492205,1.01872661764676,1.00505785296639,15000,5000,20,500
"353",500,500,100,0.4,1,0.342,0.804,86.0203,106.1335,129.892,0.371762,0.4341715,0.488656,1.01119623171685,1.00383902462944,15000,5000,20,500
"354",500,500,100,0.4,1,0.36,0.81,86.2804,109.6415,134.611,0.391435,0.4571335,0.510623,1.01838802996111,1.01107835160123,15000,5000,20,500
"355",500,500,100,0.4,1,0.334,0.824,76.8817,95.07795,115.784,0.360496,0.415053,0.465657,1.00939988249914,1.00168662182887,15000,5000,20,500
"356",500,500,100,0.4,1,0.328,0.814,81.1675,104.1355,132.727,0.358283,0.416044,0.475996,1.00622766778714,1.00139944863006,15000,5000,20,500
"357",500,500,100,0.4,1,0.362,0.778,76.1149,92.133,111.688,0.398527,0.4502625,0.506445,1.00415265122288,1.00070338076043,15000,5000,20,500
"358",500,500,100,0.4,1,0.324,0.792,80.8371,102.2225,125.035,0.358149,0.409316,0.463763,1.00248670035469,0.999586326950111,15000,5000,20,500
"359",500,500,100,0.4,1,0.35,0.764,77.8038,94.2968,115.297,0.374202,0.4308795,0.484087,0.999434301832111,0.999495771499683,15000,5000,20,500
"360",500,500,100,0.4,1,0.336,0.806,86.5308,107.6715,135.927,0.374433,0.4365835,0.492371,1.0271598886771,1.00026419317534,15000,5000,20,500
"361",500,500,100,0.4,1,0.344,0.832,74.8621,95.1406,114.574,0.37077,0.427496,0.479992,1.00315253795558,1.00276191728588,15000,5000,20,500
"362",500,500,100,0.4,1,0.332,0.774,86.1727,111.1145,138.18,0.365467,0.426732,0.48246,1.00448719716973,1.00284360252661,15000,5000,20,500
"363",500,500,100,0.4,1,0.368,0.812,83.0493,103.2835,124.421,0.407763,0.463474,0.519991,1.00747305989157,1.00144893448381,15000,5000,20,500
"364",500,500,100,0.4,1,0.312,0.79,88.6083,109.7045,140.647,0.347022,0.3985105,0.461098,1.01528620732155,1.00325282519577,15000,5000,20,500
"365",500,500,100,0.4,1,0.334,0.822,83.5868,101.8905,128.742,0.366757,0.419708,0.478491,1.01163322393233,1.00347019816014,15000,5000,20,500
"366",500,500,100,0.4,1,0.302,0.786,84.3044,107.7735,138.509,0.332794,0.3859635,0.443622,1.05202025007474,1.00951422383438,15000,5000,20,500
"367",500,500,100,0.4,1,0.32,0.804,72.6784,90.41635,112.404,0.344139,0.395275,0.445899,1.00083125584561,1.00312643356876,15000,5000,20,500
"368",500,500,100,0.4,1,0.32,0.81,78.9559,97.16605,118.697,0.349264,0.3987205,0.454764,1.00083136301159,1.00169157437067,15000,5000,20,500
"369",500,500,100,0.4,1,0.38,0.824,79.29,97.12115,121.095,0.406682,0.465357,0.522639,1.0175944506036,1.00848134463139,15000,5000,20,500
"370",500,500,100,0.4,1,0.326,0.782,73.6259,92.22015,112.393,0.348254,0.4000195,0.454049,1.00698228303688,1.00407225613344,15000,5000,20,500
"371",500,500,100,0.4,1,0.342,0.822,86.3621,106.7805,132.606,0.37305,0.4355455,0.487128,1.00733649549228,1.00175491355157,15000,5000,20,500
"372",500,500,100,0.4,1,0.33,0.778,81.4996,99.5313,126.098,0.362338,0.4200405,0.473293,1.00694244350392,1.00018725608602,15000,5000,20,500
"373",500,500,100,0.4,1,0.302,0.81,72.8355,91.51125,113.626,0.317392,0.368082,0.421936,0.999948658711776,0.999975038600071,15000,5000,20,500
"374",500,500,100,0.4,1,0.352,0.79,80.0686,101.3975,121.728,0.384001,0.442128,0.502133,1.01225998300581,1.00108044752153,15000,5000,20,500
"375",500,500,100,0.4,1,0.336,0.796,82.3282,101.731,124.474,0.367318,0.422864,0.480203,1.00197046446422,1.00276603389707,15000,5000,20,500
"376",500,500,100,0.4,1,0.322,0.806,79.397,97.83955,119.646,0.348736,0.399744,0.457532,1.01125708677232,1.00206385037366,15000,5000,20,500
"377",500,500,100,0.4,1,0.334,0.834,78.708,99.9864,126.746,0.365232,0.4185755,0.479979,1.00112368382758,1.00319709865211,15000,5000,20,500
"378",500,500,100,0.4,1,0.37,0.816,90.6795,111.3695,137.209,0.415843,0.4740405,0.534236,0.999684512595274,1.00107806825612,15000,5000,20,500
"379",500,500,100,0.4,1,0.338,0.78,79.5222,101.0405,124.193,0.368125,0.42433,0.476279,1.004705051525,0.99974202451503,15000,5000,20,500
"380",500,500,100,0.4,1,0.296,0.786,100.679,130.433,171.079,0.339353,0.399476,0.471794,1.02298728026055,1.00801890178733,15000,5000,20,500
"381",500,500,100,0.4,1,0.32,0.762,92.3253,116.9685,148.95,0.361123,0.4215175,0.482004,1.00347094777531,0.999345932837966,15000,5000,20,500
"382",500,500,100,0.4,1,0.324,0.8,92.2717,117.7235,151.812,0.367985,0.4219595,0.491474,1.00123603787913,1.00006276067503,15000,5000,20,500
"383",500,500,100,0.4,1,0.366,0.818,82.1917,102.8665,126.423,0.402934,0.4613235,0.519256,1.00987157784612,1.00513086611814,15000,5000,20,500
"384",500,500,100,0.4,1,0.298,0.824,97.8853,125.5325,161.086,0.343638,0.397067,0.459194,1.03641762612235,1.01265366457747,15000,5000,20,500
"385",500,500,100,0.4,1,0.362,0.804,89.7956,113.362,141.605,0.396294,0.463703,0.52631,1.02034507735092,1.00338397352869,15000,5000,20,500
"386",500,500,100,0.4,1,0.35,0.792,77.562,94.70605,116.014,0.383207,0.4317,0.491846,1.01152730980316,1.00206179387785,15000,5000,20,500
"387",500,500,100,0.4,1,0.304,0.828,86.9535,116.288,156.3,0.337998,0.3968575,0.464756,1.01065821077002,1.0057873709017,15000,5000,20,500
"388",500,500,100,0.4,1,0.33,0.812,67.1458,84.82285,101.326,0.34607,0.398396,0.448051,1.00416999218569,1.00220826692438,15000,5000,20,500
"389",500,500,100,0.4,1,0.31,0.812,90.5511,116.337,143.895,0.346163,0.406611,0.46548,1.04025363324036,1.01225457581214,15000,5000,20,500
"390",500,500,100,0.4,1,0.324,0.828,80.3909,99.33255,122.155,0.354976,0.4050655,0.464185,1.01008979329253,1.00019774770312,15000,5000,20,500
"391",500,500,100,0.4,1,0.392,0.802,76.5685,92.2791,111.827,0.421975,0.4799725,0.532385,1.01080740716386,0.999824384465501,15000,5000,20,500
"392",500,500,100,0.4,1,0.352,0.784,86.8723,109.384,134.577,0.393329,0.449787,0.50743,1.00553929211258,1.0014011491198,15000,5000,20,500
"393",500,500,100,0.4,1,0.328,0.8,67.888,82.45155,102.317,0.346211,0.39284,0.445041,1.00002315471949,0.999950607218581,15000,5000,20,500
"394",500,500,100,0.4,1,0.346,0.768,97.792,123.016,151.704,0.394784,0.4560825,0.519567,1.0108449371438,1.00186294924826,15000,5000,20,500
"395",500,500,100,0.4,1,0.35,0.81,82.5242,103.8085,127.74,0.38421,0.4420175,0.501766,1.00407736453479,1.00240625940585,15000,5000,20,500
"396",500,500,100,0.4,1,0.332,0.806,108.376,135.9645,177.586,0.38883,0.4554845,0.525465,1.01422476426738,1.01394479179685,15000,5000,20,500
"397",500,500,100,0.4,1,0.356,0.81,72.2345,89.53555,107.743,0.382245,0.4310755,0.487559,1.00892574639043,1.00394217313214,15000,5000,20,500
"398",500,500,100,0.4,1,0.324,0.792,84.2188,105.217,128.876,0.356976,0.4127145,0.470173,1.00353564869853,1.00104565295806,15000,5000,20,500
"399",500,500,100,0.4,1,0.356,0.79,70.8121,86.3602,104.259,0.379365,0.4327295,0.487739,1.01050069844029,1.00302019726564,15000,5000,20,500
"400",500,500,100,0.4,1,0.344,0.822,97.0058,125.255,157.619,0.397664,0.4559635,0.524162,1.01856502640425,1.00509999459514,15000,5000,20,500
"401",1000,500,100,0.4,1,0.322,0.781,74.8491,86.73975,101.726,0.354614,0.390804,0.42824,1.01192924807811,1.00120140721488,15000,5000,20,500
"402",1000,500,100,0.4,1,0.356,0.79,94.5709,107.8705,125.346,0.408446,0.4483795,0.490507,1.01308827034767,1.00604071652857,15000,5000,20,500
"403",1000,500,100,0.4,1,0.34,0.785,77.7065,89.512,103.678,0.37923,0.417048,0.453758,1.00203477215051,1.00230178062206,15000,5000,20,500
"404",1000,500,100,0.4,1,0.353,0.807,95.7142,110.4665,128.323,0.416388,0.455559,0.49907,1.02374809674472,1.00628547015413,15000,5000,20,500
"405",1000,500,100,0.4,1,0.321,0.788,93.6768,108.86,127.235,0.371722,0.4141375,0.453988,1.01285491962576,1.00372999489288,15000,5000,20,500
"406",1000,500,100,0.4,1,0.3,0.798,84.4779,97.8192,114.654,0.329244,0.367744,0.40462,1.01118762232548,1.00048992633696,15000,5000,20,500
"407",1000,500,100,0.4,1,0.309,0.801,84.9451,100.584,115.943,0.352921,0.3903795,0.429748,1.02478155033099,1.00944439949278,15000,5000,20,500
"408",1000,500,100,0.4,1,0.332,0.802,92.6366,108.1325,126.349,0.383717,0.4227415,0.466778,1.00898797067302,1.00505657211587,15000,5000,20,500
"409",1000,500,100,0.4,1,0.352,0.835,80.2367,93.30305,106.537,0.391792,0.427907,0.463134,1.00797038262836,1.00521756468414,15000,5000,20,500
"410",1000,500,100,0.4,1,0.36,0.799,97.0918,112.5085,131.259,0.419194,0.463686,0.501615,1.00680075428761,1.00030553856002,15000,5000,20,500
"411",1000,500,100,0.4,1,0.33,0.811,89.2541,104.4805,121.332,0.375405,0.4122,0.451874,1.0138622688097,0.999890761331346,15000,5000,20,500
"412",1000,500,100,0.4,1,0.348,0.817,83.2296,97.245,111.009,0.39488,0.429454,0.476497,1.00846332422705,1.00427632809425,15000,5000,20,500
"413",1000,500,100,0.4,1,0.336,0.791,80.8166,94.1555,109.719,0.380783,0.4147155,0.457336,1.00614314444042,0.999484634359213,15000,5000,20,500
"414",1000,500,100,0.4,1,0.315,0.768,97.3582,114.017,133.639,0.365159,0.4056075,0.445463,1.01024672059651,1.00684485986175,15000,5000,20,500
"415",1000,500,100,0.4,1,0.32,0.798,85.9751,100.393,115.397,0.367421,0.4028315,0.44291,1.0065592302217,1.00210945642746,15000,5000,20,500
"416",1000,500,100,0.4,1,0.353,0.797,85.5354,98.59695,114.038,0.400161,0.4384475,0.480458,1.00349641697684,1.00416191031243,15000,5000,20,500
"417",1000,500,100,0.4,1,0.329,0.791,87.7498,103.166,120.372,0.376621,0.4159955,0.456542,1.00235533863797,1.00081888526635,15000,5000,20,500
"418",1000,500,100,0.4,1,0.346,0.797,80.3007,91.7032,106.736,0.384949,0.4223765,0.462651,1.00653542635561,1.00071263783808,15000,5000,20,500
"419",1000,500,100,0.4,1,0.333,0.804,82.4861,96.95365,111.978,0.374412,0.413437,0.452198,1.00513991359642,1.00123694974749,15000,5000,20,500
"420",1000,500,100,0.4,1,0.298,0.775,93.1023,109.974,130.705,0.345323,0.3838135,0.427426,1.02269483706021,1.008059868467,15000,5000,20,500
"421",1000,500,100,0.4,1,0.338,0.801,81.9234,95.10625,109.676,0.381056,0.4173395,0.457166,1.00178421209075,1.00262492380032,15000,5000,20,500
"422",1000,500,100,0.4,1,0.35,0.805,81.0515,94.0518,107.461,0.390505,0.427623,0.467195,1.00470746004508,1.00052190171726,15000,5000,20,500
"423",1000,500,100,0.4,1,0.348,0.816,95.9012,112.7405,130.438,0.40934,0.444351,0.491265,1.00219292773711,1.005494001118,15000,5000,20,500
"424",1000,500,100,0.4,1,0.347,0.788,79.9132,94.5949,108.808,0.391476,0.4280245,0.467826,1.00829330581948,1.00200563832068,15000,5000,20,500
"425",1000,500,100,0.4,1,0.332,0.809,93.4063,107.922,124.638,0.38711,0.423751,0.46793,1.00306953390913,1.00422649133367,15000,5000,20,500
"426",1000,500,100,0.4,1,0.337,0.813,81.847,94.4276,109.473,0.377634,0.4119605,0.453033,1.01736031803169,1.00397937279836,15000,5000,20,500
"427",1000,500,100,0.4,1,0.324,0.818,100.806,118.347,139.001,0.379666,0.4212675,0.467355,1.02272995814336,1.00671857208784,15000,5000,20,500
"428",1000,500,100,0.4,1,0.324,0.783,79.5179,91.1856,105.806,0.360314,0.3986315,0.435386,1.00771378320001,0.999479467133956,15000,5000,20,500
"429",1000,500,100,0.4,1,0.332,0.813,87.0957,101.813,117.013,0.37792,0.417439,0.456188,1.01534214515612,1.00237226976708,15000,5000,20,500
"430",1000,500,100,0.4,1,0.336,0.799,84.2533,97.8741,114.456,0.378282,0.4169775,0.457245,1.00481608967806,1.00078110430848,15000,5000,20,500
"431",1000,500,100,0.4,1,0.358,0.79,91.7479,106.6705,122.653,0.419071,0.457025,0.498514,1.01085071976395,1.00096840439399,15000,5000,20,500
"432",1000,500,100,0.4,1,0.337,0.811,77.6004,89.6313,103.257,0.37335,0.409989,0.447658,1.00389472776667,1.00040108631701,15000,5000,20,500
"433",1000,500,100,0.4,1,0.333,0.811,90.6505,105.627,123.289,0.382173,0.420189,0.461853,1.0045429842599,1.00108648641709,15000,5000,20,500
"434",1000,500,100,0.4,1,0.34,0.813,80.44,92.40805,106.875,0.379135,0.4153355,0.452598,1.00232011355834,1.00048620797484,15000,5000,20,500
"435",1000,500,100,0.4,1,0.332,0.788,85.3791,99.9127,116.076,0.37669,0.414841,0.454305,1.01343315655644,1.00498883126338,15000,5000,20,500
"436",1000,500,100,0.4,1,0.349,0.795,85.0428,99.40745,114.661,0.39808,0.4355205,0.476352,1.07692576429594,1.01613093120233,15000,5000,20,500
"437",1000,500,100,0.4,1,0.338,0.801,82.1905,95.0555,109.957,0.379656,0.4185755,0.457088,1.00303598641805,1.00324688968979,15000,5000,20,500
"438",1000,500,100,0.4,1,0.353,0.802,88.4592,101.1395,116.207,0.406793,0.445294,0.482178,1.01409983500473,1.00254074707257,15000,5000,20,500
"439",1000,500,100,0.4,1,0.315,0.828,91.6083,108.7595,128.095,0.35791,0.3981055,0.437742,1.00386661227413,1.00409817726595,15000,5000,20,500
"440",1000,500,100,0.4,1,0.352,0.82,83.6399,97.134,110.846,0.401705,0.438843,0.475215,1.01145171668,1.00408418092062,15000,5000,20,500
"441",1000,500,100,0.4,1,0.326,0.795,85.0244,98.8428,115.09,0.369491,0.4070625,0.445155,0.999808234191425,1.0008736457949,15000,5000,20,500
"442",1000,500,100,0.4,1,0.352,0.82,83.0325,95.3529,111.113,0.395439,0.432525,0.471857,1.00957149166225,1.00056181302871,15000,5000,20,500
"443",1000,500,100,0.4,1,0.344,0.798,83.6787,96.48305,109.832,0.387228,0.42568,0.464775,1.00488096439464,0.999389295610498,15000,5000,20,500
"444",1000,500,100,0.4,1,0.35,0.818,80.0536,92.6156,105.705,0.394707,0.4309865,0.469744,1.00572939057042,1.00316603259049,15000,5000,20,500
"445",1000,500,100,0.4,1,0.331,0.787,83.0655,97.26325,110.96,0.377917,0.411957,0.453295,1.0018262298353,0.999746394054302,15000,5000,20,500
"446",1000,500,100,0.4,1,0.349,0.807,81.1295,93.89445,108.393,0.389433,0.4290235,0.463849,0.999929328458458,1.00126005416558,15000,5000,20,500
"447",1000,500,100,0.4,1,0.349,0.827,82.2752,95.3037,110.668,0.387931,0.429617,0.46669,1.0129410710021,1.00563034113455,15000,5000,20,500
"448",1000,500,100,0.4,1,0.286,0.762,87.1936,102.447,119.589,0.3225,0.3591305,0.396426,1.02549434046503,1.00754301121741,15000,5000,20,500
"449",1000,500,100,0.4,1,0.338,0.796,77.1952,88.7923,102.87,0.377846,0.412893,0.453351,1.00517476190577,1.00057275366763,15000,5000,20,500
"450",1000,500,100,0.4,1,0.347,0.809,85.6338,97.83715,112.661,0.394581,0.43215,0.471887,1.01049415850333,1.00292434385593,15000,5000,20,500
"451",100,1000,100,0.4,1,0.35,0.9,71.7925,104.3305,156.383,0.304815,0.400307,0.504103,0.999961538198373,1.00249583974278,15000,5000,20,500
"452",100,1000,100,0.4,1,0.39,0.93,49.2499,68.8054,96.1726,0.326311,0.4255675,0.525486,1.00582111045868,0.999660153395272,15000,5000,20,500
"453",100,1000,100,0.4,1,0.34,0.89,66.0554,99.24145,143.187,0.280714,0.3814065,0.488965,1.00307733784453,0.999592891400859,15000,5000,20,500
"454",100,1000,100,0.4,1,0.38,0.92,58.5293,84.029,118.999,0.319591,0.4143785,0.521686,1.00318080091054,1.00104141398239,15000,5000,20,500
"455",100,1000,100,0.4,1,0.4,0.88,84.6381,132.3435,198.004,0.368351,0.4810935,0.59913,1.0083775840882,1.00347679817029,15000,5000,20,500
"456",100,1000,100,0.4,1,0.44,0.89,81.0019,115.0835,155.379,0.387806,0.5015185,0.609144,1.00211882925526,1.00099364633829,15000,5000,20,500
"457",100,1000,100,0.4,1,0.44,0.9,64.9729,94.4135,127.363,0.395685,0.503167,0.608773,1.00583106558637,0.999775499059947,15000,5000,20,500
"458",100,1000,100,0.4,1,0.4,0.89,64.8688,91.90275,127.215,0.349743,0.4500495,0.56366,1.00505461023163,1.00233713904044,15000,5000,20,500
"459",100,1000,100,0.4,1,0.33,0.87,55.5393,81.18695,119.054,0.257849,0.3644215,0.46122,1.00710636536482,1.00298638250473,15000,5000,20,500
"460",100,1000,100,0.4,1,0.33,0.87,47.3115,69.57835,100.068,0.277875,0.3595595,0.472028,1.01740990824975,1.00029505501671,15000,5000,20,500
"461",100,1000,100,0.4,1,0.3,0.9,61.0357,91.377,143.625,0.239355,0.3328135,0.43642,1.01731011955133,0.999778659505541,15000,5000,20,500
"462",100,1000,100,0.4,1,0.43,0.91,73.0345,104.114,144.929,0.388236,0.4877555,0.596471,1.00995933836337,1.00247167065071,15000,5000,20,500
"463",100,1000,100,0.4,1,0.36,0.94,59.9854,89.1679,121.947,0.299168,0.391002,0.505627,1.00965718287929,1.00075837022527,15000,5000,20,500
"464",100,1000,100,0.4,1,0.44,0.92,65.3208,90.768,125.84,0.37653,0.4750475,0.581205,1.00323002761841,1.00017273901325,15000,5000,20,500
"465",100,1000,100,0.4,1,0.34,0.92,81.0994,132.624,211.231,0.277219,0.387012,0.49464,1.00565149396052,1.00337333150275,15000,5000,20,500
"466",100,1000,100,0.4,1,0.32,0.87,60.8592,91.58685,130.183,0.257873,0.359708,0.464275,1.000205896019,1.00224187881582,15000,5000,20,500
"467",100,1000,100,0.4,1,0.29,0.88,52.5087,81.2992,123.035,0.238029,0.3228615,0.431715,1.00967375946816,1.00402366398723,15000,5000,20,500
"468",100,1000,100,0.4,1,0.36,0.89,54.9274,81.24515,115.23,0.303969,0.3988045,0.513312,1.00575768683924,1.00188992625568,15000,5000,20,500
"469",100,1000,100,0.4,1,0.32,0.86,55.9304,86.39655,125.908,0.256294,0.3578025,0.459999,1.005352503439,1.00213290292985,15000,5000,20,500
"470",100,1000,100,0.4,1,0.4,0.88,59.6766,86.9351,119.228,0.340103,0.4481755,0.547365,1.00277783839702,1.00163434665186,15000,5000,20,500
"471",100,1000,100,0.4,1,0.39,0.85,65.2686,96.13545,134.122,0.330041,0.4351055,0.536923,1.00031252308177,1.0013742428142,15000,5000,20,500
"472",100,1000,100,0.4,1,0.34,0.91,41.8074,61.0804,86.2167,0.276446,0.3671175,0.469234,1.00511128694748,1.00189636411436,15000,5000,20,500
"473",100,1000,100,0.4,1,0.34,0.94,68.3631,106.8615,157.835,0.283436,0.3706965,0.487058,1.00292320827217,0.999503842357997,15000,5000,20,500
"474",100,1000,100,0.4,1,0.35,0.85,61.0148,94.8154,140.315,0.302642,0.400246,0.504913,1.00110476562589,1.00721962255133,15000,5000,20,500
"475",100,1000,100,0.4,1,0.34,0.91,64.4575,101.0685,150.164,0.286549,0.392826,0.498789,1.00824731254006,1.00219955946456,15000,5000,20,500
"476",100,1000,100,0.4,1,0.43,0.89,83.3319,117.1185,168.03,0.382524,0.491601,0.601623,0.999773274137326,0.999229742323611,15000,5000,20,500
"477",100,1000,100,0.4,1,0.34,0.91,41.0907,62.6707,86.4164,0.275591,0.361892,0.474285,0.999676354778654,0.999678404871139,15000,5000,20,500
"478",100,1000,100,0.4,1,0.4,0.87,65.6873,96.859,138.379,0.345366,0.4476075,0.550975,1.00140790244368,1.00106041820773,15000,5000,20,500
"479",100,1000,100,0.4,1,0.36,0.9,67.7227,104.504,152.64,0.29427,0.399736,0.503097,1.03875821964885,0.999677636013961,15000,5000,20,500
"480",100,1000,100,0.4,1,0.36,0.93,50.4287,72.31845,100.621,0.289055,0.3878345,0.482346,0.999930819342941,0.999891860780631,15000,5000,20,500
"481",100,1000,100,0.4,1,0.36,0.87,69.2074,106.6505,150.62,0.301412,0.4094695,0.511756,1.00169010099285,1.00497169221406,15000,5000,20,500
"482",100,1000,100,0.4,1,0.38,0.91,60.1135,87.28665,123.81,0.31264,0.423234,0.519246,1.00261246528096,1.00094721560753,15000,5000,20,500
"483",100,1000,100,0.4,1,0.31,0.91,65.1212,95.06065,138.432,0.240504,0.3367805,0.438207,1.00166826473953,1.00072657105586,15000,5000,20,500
"484",100,1000,100,0.4,1,0.38,0.89,69.9864,102.8875,148.378,0.332476,0.427102,0.53399,1.0039015728593,1.0002604765746,15000,5000,20,500
"485",100,1000,100,0.4,1,0.46,0.92,68.7458,92.92285,134.499,0.387804,0.4960785,0.589685,1.00434194314776,1.00064511670997,15000,5000,20,500
"486",100,1000,100,0.4,1,0.39,0.89,95.4532,139.3745,206.735,0.336582,0.4598875,0.568427,0.999615842024605,1.00894457858857,15000,5000,20,500
"487",100,1000,100,0.4,1,0.4,0.93,118.699,189.1615,290.984,0.369846,0.5075975,0.639325,1.04250930917329,1.02409382142907,15000,5000,20,500
"488",100,1000,100,0.4,1,0.31,0.85,78.3852,122.3925,185.396,0.26683,0.3612485,0.473311,1.02283014523084,1.00491513801353,15000,5000,20,500
"489",100,1000,100,0.4,1,0.37,0.87,50.2187,70.8393,102.849,0.308905,0.399612,0.510138,1.00122935524511,0.999502105573197,15000,5000,20,500
"490",100,1000,100,0.4,1,0.37,0.93,71.5265,114.052,168.874,0.318843,0.4141375,0.535614,1.02044360480127,0.99998600468872,15000,5000,20,500
"491",100,1000,100,0.4,1,0.44,0.89,69.46,100.4795,137.72,0.386401,0.4831325,0.595732,1.00355734527687,1.00036206540424,15000,5000,20,500
"492",100,1000,100,0.4,1,0.45,0.88,68.0576,97.28775,133.626,0.401423,0.493941,0.60732,1.00313322783916,1.00067267342249,15000,5000,20,500
"493",100,1000,100,0.4,1,0.36,0.87,70.2381,109.9195,159.032,0.296962,0.4110585,0.509627,1.00442101906745,1.00240988316519,15000,5000,20,500
"494",100,1000,100,0.4,1,0.3,0.91,57.1632,84.9423,121.541,0.244294,0.3435385,0.438629,1.00018873091708,1.00212869792873,15000,5000,20,500
"495",100,1000,100,0.4,1,0.38,0.88,77.9762,116.884,172.17,0.326471,0.438055,0.547885,1.00599679697915,1.00146174021143,15000,5000,20,500
"496",100,1000,100,0.4,1,0.37,0.89,50.0446,70.69015,100.336,0.309622,0.4052535,0.516826,1.00040387265897,1.00146674817226,15000,5000,20,500
"497",100,1000,100,0.4,1,0.35,0.94,56.3603,83.54045,117.872,0.291636,0.3865815,0.501508,0.999605301050556,0.99965495306842,15000,5000,20,500
"498",100,1000,100,0.4,1,0.41,0.9,80.1792,116.207,164.888,0.362441,0.474348,0.589088,1.00010479551467,1.00022707384631,15000,5000,20,500
"499",100,1000,100,0.4,1,0.47,0.89,58.4055,83.22005,113.772,0.403788,0.5144995,0.605814,1.00877085582303,1.00282303815176,15000,5000,20,500
"500",100,1000,100,0.4,1,0.43,0.88,73.5684,100.8155,139.127,0.381326,0.484827,0.584963,1.00195825373549,0.99926055667957,15000,5000,20,500
"501",500,1000,100,0.4,1,0.356,0.896,82.2604,97.3169,114.663,0.351187,0.393375,0.440214,1.00925370226896,0.99932692356865,15000,5000,20,500
"502",500,1000,100,0.4,1,0.436,0.916,90.4396,104.5615,122.993,0.440721,0.483851,0.534851,1.00653852631226,1.0014623019092,15000,5000,20,500
"503",500,1000,100,0.4,1,0.382,0.908,75.3014,87.9415,103.843,0.374094,0.4206,0.464736,1.0060013747205,1.00091300282551,15000,5000,20,500
