"","N","LEN","SIGMA","PHI","SIGMA.PHI","Pcap","Pstay","sigma_lower","sigma_med","sigma_upper","R_hat_sigma","MCMCiter","Burn_in","N_thin","N_sample"
"226",500,1000,50,0.4,1,0.438,0.95,46.2079,50.92905,55.7915,1.00173308400904,15000,5000,20,500
"227",500,1000,50,0.4,1,0.422,0.958,47.7923,52.5298,58.3692,1.00016183543965,15000,5000,20,500
"228",500,1000,50,0.4,1,0.398,0.966,45.9783,50.38555,55.8481,1.00110737792368,15000,5000,20,500
"229",500,1000,50,0.4,1,0.376,0.956,50.0362,55.4083,61.5102,1.00237999694388,15000,5000,20,500
"230",500,1000,50,0.4,1,0.4,0.962,41.9103,46.37695,51.4265,1.00212949695747,15000,5000,20,500
"231",500,1000,50,0.4,1,0.424,0.956,44.9856,49.46725,54.517,0.999853558098667,15000,5000,20,500
"232",500,1000,50,0.4,1,0.37,0.948,48.6447,53.9359,59.7729,1.00131206990129,15000,5000,20,500
"233",500,1000,50,0.4,1,0.392,0.948,42.3862,47.31485,51.9364,0.999134566959904,15000,5000,20,500
"234",500,1000,50,0.4,1,0.382,0.956,41.2724,45.7832,50.4552,1.00451098335285,15000,5000,20,500
"235",500,1000,50,0.4,1,0.396,0.948,49.7414,55.02355,60.7332,1.00032614616026,15000,5000,20,500
"236",500,1000,50,0.4,1,0.402,0.956,42.8015,47.59525,52.2562,0.999321152090274,15000,5000,20,500
"237",500,1000,50,0.4,1,0.396,0.962,48.7102,53.803,59.4017,0.999556718734201,15000,5000,20,500
"238",500,1000,50,0.4,1,0.42,0.972,45.0161,49.32,54.6667,1.00033739057479,15000,5000,20,500
"239",500,1000,50,0.4,1,0.392,0.952,42.2399,47.1515,51.7571,0.999134567433359,15000,5000,20,500
"240",500,1000,50,0.4,1,0.44,0.964,42.2255,46.84695,51.5266,1.00401737433806,15000,5000,20,500
