"","N","LEN","DELTA","PHI","Pcap","Pstay","delta_lower","delta_med","delta_upper","R_hat_delta","MCMCiter","Burn_in","N_thin","N_sample"
"556",1000,1000,100,0.4,0.336,0.891,93.0583,105.204,119.295,1.00191899240386,15000,5000,20,500
"557",1000,1000,100,0.4,0.353,0.889,88.7625,99.66645,112.207,0.999375601639442,15000,5000,20,500
"558",1000,1000,100,0.4,0.373,0.905,90.0613,101.918,113.739,0.999979546259636,15000,5000,20,500
"559",1000,1000,100,0.4,0.356,0.884,76.3568,86.6674,96.6031,1.00189839895322,15000,5000,20,500
"560",1000,1000,100,0.4,0.371,0.893,87.4271,98.2377,109.392,0.999493518137829,15000,5000,20,500
"561",1000,1000,100,0.4,0.384,0.899,87.9961,99.3073,110.892,1.00057199134717,15000,5000,20,500
"562",1000,1000,100,0.4,0.378,0.892,90.2917,101.002,113.998,1.00523189838963,15000,5000,20,500
"563",1000,1000,100,0.4,0.364,0.901,92.7618,106.155,118.519,1.00107945102789,15000,5000,20,500
"564",1000,1000,100,0.4,0.367,0.876,88.2561,99.4519,111.752,0.999777140494397,15000,5000,20,500
"565",1000,1000,100,0.4,0.379,0.904,84.7676,95.1389,106.171,1.00285793158478,15000,5000,20,500
"566",1000,1000,100,0.4,0.334,0.899,86.5816,98.0319,109.914,1.002246597099,15000,5000,20,500
"567",1000,1000,100,0.4,0.355,0.915,91.8673,103.552,116.803,1.00005520762704,15000,5000,20,500
"568",1000,1000,100,0.4,0.344,0.905,85.6043,97.122,109.009,0.999265891358538,15000,5000,20,500
"569",1000,1000,100,0.4,0.347,0.924,83.5394,93.29965,105.846,1.00167974148512,15000,5000,20,500
"570",1000,1000,100,0.4,0.36,0.899,89.1104,99.92155,111.78,0.999982765326531,15000,5000,20,500
"571",1000,1000,100,0.4,0.368,0.893,80.9534,90.91035,102.329,1.00044884692203,15000,5000,20,500
"572",1000,1000,100,0.4,0.374,0.911,91.9742,102.624,115.644,1.00052319610618,15000,5000,20,500
"573",1000,1000,100,0.4,0.366,0.917,86.9788,97.8719,109.423,0.999340537994773,15000,5000,20,500
"574",1000,1000,100,0.4,0.339,0.884,90.5902,102.1495,114.862,1.00316225615156,15000,5000,20,500
"575",1000,1000,100,0.4,0.393,0.918,101.033,112.8055,127.548,1.00348430882163,15000,5000,20,500
"576",1000,1000,100,0.4,0.372,0.918,89.5392,101.422,112.317,0.999672906742762,15000,5000,20,500
"577",1000,1000,100,0.4,0.34,0.906,89.4353,100.72,113.237,1.00066102166039,15000,5000,20,500
"578",1000,1000,100,0.4,0.362,0.902,87.9511,98.66415,110.256,0.999858654047554,15000,5000,20,500
"579",1000,1000,100,0.4,0.389,0.886,97.1023,109.5145,122.435,1.00315103729353,15000,5000,20,500
"580",1000,1000,100,0.4,0.373,0.912,87.1564,99.0324,110.663,0.999851805272468,15000,5000,20,500
"581",1000,1000,100,0.4,0.357,0.897,99.163,111.536,126.023,0.99934295643472,15000,5000,20,500
"582",1000,1000,100,0.4,0.341,0.898,87.7284,98.2919,111.489,1.00070130668211,15000,5000,20,500
"583",1000,1000,100,0.4,0.351,0.904,80.9297,90.69745,102.001,1.00046112934086,15000,5000,20,500
"584",1000,1000,100,0.4,0.377,0.891,94.0639,106.6685,118.902,1.00044156247254,15000,5000,20,500
"585",1000,1000,100,0.4,0.374,0.902,89.2213,99.77695,111.345,1.0027657704906,15000,5000,20,500
"586",1000,1000,100,0.4,0.373,0.893,89.1067,101.126,113.808,1.0013185715309,15000,5000,20,500
"587",1000,1000,100,0.4,0.331,0.877,94.6982,107.2795,121.405,1.00276167992921,15000,5000,20,500
"588",1000,1000,100,0.4,0.347,0.906,93.7937,106.314,119.543,1.00157557197965,15000,5000,20,500
"589",1000,1000,100,0.4,0.346,0.912,82.6244,94.00305,105.67,1.00358156160071,15000,5000,20,500
"590",1000,1000,100,0.4,0.382,0.918,91.4983,101.857,114.555,1.0009419960669,15000,5000,20,500
"591",1000,1000,100,0.4,0.353,0.903,91.2461,101.982,114.271,0.999510282115561,15000,5000,20,500
"592",1000,1000,100,0.4,0.377,0.915,82.0447,92.43795,103.614,1.00274442149124,15000,5000,20,500
"593",1000,1000,100,0.4,0.396,0.902,86.5335,97.0705,108.027,0.99987093661717,15000,5000,20,500
"594",1000,1000,100,0.4,0.36,0.9,91.4593,103.399,116.484,1.00126919531046,15000,5000,20,500
"595",1000,1000,100,0.4,0.355,0.914,81.5877,92.84065,104.301,1.00048283410824,15000,5000,20,500
"596",1000,1000,100,0.4,0.372,0.899,94.02,104.6385,118.504,0.999761655219227,15000,5000,20,500
"597",1000,1000,100,0.4,0.349,0.886,85.0294,95.10155,107.387,1.00292223605587,15000,5000,20,500
"598",1000,1000,100,0.4,0.359,0.892,84.8795,95.8234,107.377,1.00057934437205,15000,5000,20,500
"599",1000,1000,100,0.4,0.371,0.891,93.0433,104.712,118.082,1.00100730075231,15000,5000,20,500
"600",1000,1000,100,0.4,0.341,0.892,84.8054,96.4149,108.347,0.999704381562641,15000,5000,20,500
"601",100,500,150,0.4,0.25,0.64,63.5764,130.125,286.65,1.00321186366731,15000,5000,20,500
"602",100,500,150,0.4,0.2,0.65,52.1846,109.661,285.958,1.01622128575358,15000,5000,20,500
"603",100,500,150,0.4,0.29,0.73,76.5031,171.4805,535.443,1.01425669912289,15000,5000,20,500
"604",100,500,150,0.4,0.23,0.64,110.367,765.8015,13810.8,1.00051456432149,15000,5000,20,500
"605",100,500,150,0.4,0.35,0.75,76.8916,148.4265,279.459,1.00131590445401,15000,5000,20,500
"606",100,500,150,0.4,0.35,0.81,99.346,185.313,423.355,1.00131321784884,15000,5000,20,500
"607",100,500,150,0.4,0.26,0.72,64.5166,123.445,245.152,1.00133293755426,15000,5000,20,500
"608",100,500,150,0.4,0.24,0.72,65.4064,144.8085,368.162,1.0062082745019,15000,5000,20,500
"609",100,500,150,0.4,0.3,0.69,68.2812,153.8755,373.54,1.00449367670609,15000,5000,20,500
"610",100,500,150,0.4,0.37,0.75,100.965,329.6995,5217.19,1.00881297607648,15000,5000,20,500
"611",100,500,150,0.4,0.25,0.66,56.6426,108.1165,213.513,1.00082178230732,15000,5000,20,500
"612",100,500,150,0.4,0.22,0.73,34.3654,59.74395,100.153,1.0035165257486,15000,5000,20,500
"613",100,500,150,0.4,0.24,0.7,69.6623,207.9945,1786.88,0.999571182425045,15000,5000,20,500
"614",100,500,150,0.4,0.22,0.72,57.9115,126.982,269.07,1.00121653249735,15000,5000,20,500
"615",100,500,150,0.4,0.31,0.7,105.946,339.7825,5336.43,1.00047956115229,15000,5000,20,500
"616",100,500,150,0.4,0.27,0.74,66.0807,157.642,402.538,1.00396629246562,15000,5000,20,500
"617",100,500,150,0.4,0.27,0.74,81.0445,242.026,2144.08,1.00393026453146,15000,5000,20,500
"618",100,500,150,0.4,0.3,0.73,73.4467,150.785,314.254,1.00667865238114,15000,5000,20,500
"619",100,500,150,0.4,0.27,0.71,99.6752,581.258,12197.4,1.0019761281434,15000,5000,20,500
"620",100,500,150,0.4,0.23,0.64,52.682,110.3625,237.846,1.03492536625053,15000,5000,20,500
"621",100,500,150,0.4,0.34,0.69,85.9114,153.981,322.222,1.00116390330977,15000,5000,20,500
"622",100,500,150,0.4,0.33,0.72,78.3377,173.6585,403.359,1.00300109683953,15000,5000,20,500
"623",100,500,150,0.4,0.27,0.71,67.8193,182.0185,726.602,0.99992158891687,15000,5000,20,500
"624",100,500,150,0.4,0.22,0.7,52.551,105.609,215.167,1.00431538440562,15000,5000,20,500
"625",100,500,150,0.4,0.33,0.76,108.888,473.0215,10866.6,1.00083445513052,15000,5000,20,500
"626",100,500,150,0.4,0.27,0.7,71.3986,167.978,490.059,1.002977505433,15000,5000,20,500
"627",100,500,150,0.4,0.28,0.72,67.8009,150.9415,356.02,1.00765758892167,15000,5000,20,500
"628",100,500,150,0.4,0.23,0.64,50.2629,102.864,200.468,1.0028287407749,15000,5000,20,500
"629",100,500,150,0.4,0.22,0.74,57.707,246.363,6436.16,0.999463892831731,15000,5000,20,500
"630",100,500,150,0.4,0.23,0.7,57.3975,159.779,665.744,1.00561701849981,15000,5000,20,500
"631",100,500,150,0.4,0.32,0.72,72.9718,143.107,285.041,1.00577429130937,15000,5000,20,500
"632",100,500,150,0.4,0.21,0.72,93.6101,606.12,12847.6,1.00096688948026,15000,5000,20,500
"633",100,500,150,0.4,0.34,0.7,68.0087,120.9475,211.925,1.00015112854987,15000,5000,20,500
"634",100,500,150,0.4,0.34,0.7,80.0369,152.76,302.334,1.00055682964408,15000,5000,20,500
"635",100,500,150,0.4,0.25,0.73,54.7068,100.8395,186.018,1.0029079020049,15000,5000,20,500
"636",100,500,150,0.4,0.23,0.71,51.6192,99.94015,202.234,1.00521799216708,15000,5000,20,500
"637",100,500,150,0.4,0.25,0.65,68.9822,143.7855,330.553,1.00479856896937,15000,5000,20,500
"638",100,500,150,0.4,0.24,0.67,51.8817,98.54695,184.186,1.00118949739968,15000,5000,20,500
"639",100,500,150,0.4,0.22,0.69,89.1957,406.1885,12046.4,1.00060385017858,15000,5000,20,500
"640",100,500,150,0.4,0.32,0.68,78.8571,161.6825,411.916,1.00108737204073,15000,5000,20,500
"641",100,500,150,0.4,0.19,0.67,62.5332,143.8835,632.829,0.999277830291766,15000,5000,20,500
"642",100,500,150,0.4,0.19,0.7,53.9008,189.1745,1913.52,1.01002452176909,15000,5000,20,500
"643",100,500,150,0.4,0.27,0.71,61.3032,110.6,226.489,1.02046564303877,15000,5000,20,500
"644",100,500,150,0.4,0.31,0.78,83.868,252.4155,3228.68,1.00747316522172,15000,5000,20,500
"645",100,500,150,0.4,0.3,0.66,76.5706,245.941,2476.19,0.999219123538246,15000,5000,20,500
"646",100,500,150,0.4,0.26,0.68,77.4683,227.905,1738.27,0.999715766512183,15000,5000,20,500
"647",100,500,150,0.4,0.37,0.68,81.7215,181.4335,423.677,1.00597188935818,15000,5000,20,500
"648",100,500,150,0.4,0.33,0.73,96.5972,298.781,4367.13,0.999360128649761,15000,5000,20,500
"649",100,500,150,0.4,0.22,0.69,109.977,621.485,11703.9,1.00292664206625,15000,5000,20,500
"650",100,500,150,0.4,0.36,0.73,76.7602,143.398,270.989,1.00601497200569,15000,5000,20,500
"651",500,500,150,0.4,0.306,0.72,160.218,238.396,363.345,1.0021617539908,15000,5000,20,500
"652",500,500,150,0.4,0.296,0.738,108.399,141.375,189.595,1.00062718976651,15000,5000,20,500
"653",500,500,150,0.4,0.314,0.692,119.878,161.935,219.209,1.00017806760453,15000,5000,20,500
"654",500,500,150,0.4,0.274,0.734,128.619,176.364,247.5,1.00079344691656,15000,5000,20,500
"655",500,500,150,0.4,0.304,0.734,101.846,135.6435,175.624,1.00168867074373,15000,5000,20,500
"656",500,500,150,0.4,0.288,0.718,102.296,130.4325,173.334,1.00078674261155,15000,5000,20,500
"657",500,500,150,0.4,0.274,0.71,99.4015,130.8955,169.607,0.999459317260702,15000,5000,20,500
"658",500,500,150,0.4,0.276,0.66,140.32,201.0735,308.119,0.999401959713244,15000,5000,20,500
"659",500,500,150,0.4,0.288,0.73,107.849,144.538,192.322,1.00183534536785,15000,5000,20,500
"660",500,500,150,0.4,0.304,0.678,127.831,172.476,240.983,1.00025031320782,15000,5000,20,500
"661",500,500,150,0.4,0.26,0.698,110.706,150.252,205.138,1.00024559610451,15000,5000,20,500
"662",500,500,150,0.4,0.288,0.718,127.503,173.186,242.665,1.00185364930824,15000,5000,20,500
"663",500,500,150,0.4,0.312,0.75,113.337,149.267,196.138,1.00477816027015,15000,5000,20,500
"664",500,500,150,0.4,0.286,0.742,106.053,141.4845,190.269,0.999221949183138,15000,5000,20,500
"665",500,500,150,0.4,0.27,0.698,105.728,145.648,198.294,1.00052991214716,15000,5000,20,500
"666",500,500,150,0.4,0.298,0.758,99.1427,127.893,166.105,1.00012100789855,15000,5000,20,500
"667",500,500,150,0.4,0.302,0.708,106.475,142.0665,182.822,1.00180753954218,15000,5000,20,500
"668",500,500,150,0.4,0.282,0.7,102.114,137.218,177.708,1.00234933512099,15000,5000,20,500
"669",500,500,150,0.4,0.298,0.7,113.795,150.6755,202.695,1.0014593986714,15000,5000,20,500
"670",500,500,150,0.4,0.276,0.698,128.264,177.4795,253.853,1.00160899777412,15000,5000,20,500
"671",500,500,150,0.4,0.302,0.678,109.706,142.447,188.351,0.99998851972501,15000,5000,20,500
"672",500,500,150,0.4,0.292,0.73,98.2389,128.725,168.755,1.00034088681736,15000,5000,20,500
"673",500,500,150,0.4,0.286,0.702,122.34,174.661,246.944,1.00078975630127,15000,5000,20,500
"674",500,500,150,0.4,0.27,0.708,104.084,138.903,182.657,1.00018025741017,15000,5000,20,500
"675",500,500,150,0.4,0.312,0.738,127.344,174.611,241.954,1.00256171777466,15000,5000,20,500
"676",500,500,150,0.4,0.294,0.698,113.472,149.9965,198.292,1.00130908195447,15000,5000,20,500
"677",500,500,150,0.4,0.29,0.716,111.171,150.133,197.519,1.00158308555493,15000,5000,20,500
"678",500,500,150,0.4,0.28,0.746,105.541,139.639,186.484,1.00105786822985,15000,5000,20,500
"679",500,500,150,0.4,0.3,0.736,105.215,139.122,185.75,1.00040574669015,15000,5000,20,500
"680",500,500,150,0.4,0.304,0.736,101.565,132.222,171.76,1.00012080971606,15000,5000,20,500
"681",500,500,150,0.4,0.26,0.646,98.9316,140.78,186.268,1.00303730126059,15000,5000,20,500
"682",500,500,150,0.4,0.298,0.694,141.409,225.6535,332.518,1.00694785800345,15000,5000,20,500
"683",500,500,150,0.4,0.304,0.702,101.88,131.5245,168.366,1.00177782173001,15000,5000,20,500
"684",500,500,150,0.4,0.248,0.706,123.585,172.9165,251.394,1.00486979619595,15000,5000,20,500
"685",500,500,150,0.4,0.284,0.714,123.508,171.946,233.08,0.999928625235433,15000,5000,20,500
"686",500,500,150,0.4,0.302,0.75,119.315,157.1525,216.058,0.999031538658525,15000,5000,20,500
"687",500,500,150,0.4,0.296,0.688,114.478,150.3245,199.898,0.999523027007687,15000,5000,20,500
"688",500,500,150,0.4,0.276,0.71,109.259,143.775,194.278,1.00180846114682,15000,5000,20,500
"689",500,500,150,0.4,0.248,0.688,114.693,167.061,235.004,1.00267846158813,15000,5000,20,500
"690",500,500,150,0.4,0.304,0.732,118.156,169.6725,233.514,1.00271788155729,15000,5000,20,500
"691",500,500,150,0.4,0.278,0.71,122.818,164.534,227.845,0.999649895182306,15000,5000,20,500
"692",500,500,150,0.4,0.31,0.736,110.607,148.627,195.368,0.999927041932885,15000,5000,20,500
"693",500,500,150,0.4,0.32,0.714,142.348,205.5795,290.199,1.00238860997763,15000,5000,20,500
"694",500,500,150,0.4,0.252,0.692,112,151.37,207.113,1.00301761227608,15000,5000,20,500
"695",500,500,150,0.4,0.31,0.7,115.916,153.7995,203.236,1.00009982236366,15000,5000,20,500
"696",500,500,150,0.4,0.3,0.698,118.236,166.331,221.625,1.00035792492178,15000,5000,20,500
"697",500,500,150,0.4,0.298,0.692,149.6,229.519,343.789,1.00274951541765,15000,5000,20,500
"698",500,500,150,0.4,0.33,0.732,105.925,138.6385,177.771,1.00276197768665,15000,5000,20,500
"699",500,500,150,0.4,0.274,0.726,110.134,146.597,198.697,1.00111116730658,15000,5000,20,500
"700",500,500,150,0.4,0.266,0.704,116.778,164.695,230.151,1.00047480091115,15000,5000,20,500
"701",1000,500,150,0.4,0.302,0.743,123.924,152.846,183.849,1.00081455678106,15000,5000,20,500
"702",1000,500,150,0.4,0.28,0.726,136.301,172.962,214.233,0.999659091523123,15000,5000,20,500
"703",1000,500,150,0.4,0.302,0.714,115.471,140.594,168.567,1.00151610027722,15000,5000,20,500
"704",1000,500,150,0.4,0.263,0.707,118.939,143.2315,179.227,1.00059450907377,15000,5000,20,500
"705",1000,500,150,0.4,0.293,0.723,142.098,174.6605,219.604,0.999772181208823,15000,5000,20,500
"706",1000,500,150,0.4,0.276,0.711,109.425,133.5485,161.087,1.00625342254176,15000,5000,20,500
"707",1000,500,150,0.4,0.294,0.709,110.375,132.698,160.805,1.00081578545104,15000,5000,20,500
"708",1000,500,150,0.4,0.289,0.715,126.705,159.7075,196.5,1.00094803046271,15000,5000,20,500
"709",1000,500,150,0.4,0.263,0.701,137.085,175.118,216.019,1.0015583987269,15000,5000,20,500
"710",1000,500,150,0.4,0.262,0.703,121.635,146.903,181.143,1.00208088864722,15000,5000,20,500
"711",1000,500,150,0.4,0.284,0.69,108.489,129.121,156.548,1.00086839981083,15000,5000,20,500
"712",1000,500,150,0.4,0.28,0.707,113.624,137.471,167.843,1.00000048565829,15000,5000,20,500
"713",1000,500,150,0.4,0.301,0.707,155.049,199.6915,254.633,0.999708872528475,15000,5000,20,500
"714",1000,500,150,0.4,0.301,0.72,127.357,160.501,193.809,1.00101321361999,15000,5000,20,500
"715",1000,500,150,0.4,0.285,0.695,111.812,135.465,162.808,0.999767017645684,15000,5000,20,500
"716",1000,500,150,0.4,0.265,0.695,122.184,152.478,187.933,1.00261025238022,15000,5000,20,500
"717",1000,500,150,0.4,0.283,0.691,117.557,141.0495,175.089,0.999992861218298,15000,5000,20,500
"718",1000,500,150,0.4,0.27,0.703,111.553,136.097,165.702,0.999080027698766,15000,5000,20,500
"719",1000,500,150,0.4,0.274,0.694,114.673,139.3945,166.513,0.999799202256335,15000,5000,20,500
"720",1000,500,150,0.4,0.283,0.71,123.792,148.947,182.09,0.999550728201861,15000,5000,20,500
"721",1000,500,150,0.4,0.242,0.674,127.011,166.162,207.982,1.00159958542782,15000,5000,20,500
"722",1000,500,150,0.4,0.276,0.699,139.651,177.6635,224.313,0.999960769203129,15000,5000,20,500
"723",1000,500,150,0.4,0.315,0.72,118.932,143.276,173.243,0.999724316813718,15000,5000,20,500
"724",1000,500,150,0.4,0.267,0.689,124.542,152.367,190.422,1.00497266480686,15000,5000,20,500
"725",1000,500,150,0.4,0.267,0.685,108.64,133.954,161.616,1.0037096804396,15000,5000,20,500
"726",1000,500,150,0.4,0.27,0.688,138.516,175.458,223.15,1.00533031844657,15000,5000,20,500
"727",1000,500,150,0.4,0.3,0.717,111.154,136.748,162.444,1.00007941904464,15000,5000,20,500
"728",1000,500,150,0.4,0.272,0.706,126.316,159.9385,198.168,0.999435309313737,15000,5000,20,500
"729",1000,500,150,0.4,0.315,0.73,122.633,146.816,179.999,1.00184934243564,15000,5000,20,500
"730",1000,500,150,0.4,0.285,0.704,115.845,142.2275,172.425,1.00254504662037,15000,5000,20,500
"731",1000,500,150,0.4,0.285,0.703,127.324,160.4375,200.909,1.00145900685913,15000,5000,20,500
"732",1000,500,150,0.4,0.267,0.713,119.559,146.607,181.491,0.999176111490056,15000,5000,20,500
"733",1000,500,150,0.4,0.301,0.681,131.272,163.8605,198.748,1.00059027895355,15000,5000,20,500
"734",1000,500,150,0.4,0.282,0.717,143.858,183.228,231.514,1.00415565829809,15000,5000,20,500
"735",1000,500,150,0.4,0.272,0.712,126.085,153.1755,190.621,1.00146284433849,15000,5000,20,500
"736",1000,500,150,0.4,0.288,0.735,131.896,160.1225,199.507,0.999694505285121,15000,5000,20,500
"737",1000,500,150,0.4,0.26,0.689,148.21,189.58,247.481,0.999607309975968,15000,5000,20,500
"738",1000,500,150,0.4,0.279,0.705,128.969,155.865,194.835,1.00248622195815,15000,5000,20,500
"739",1000,500,150,0.4,0.27,0.703,146.811,193.685,245.55,0.999447414970789,15000,5000,20,500
"740",1000,500,150,0.4,0.271,0.69,131.179,162.307,198.978,1.00001601081088,15000,5000,20,500
"741",1000,500,150,0.4,0.273,0.698,133.975,165.1975,210.197,1.00034106900004,15000,5000,20,500
"742",1000,500,150,0.4,0.262,0.711,121.65,148.5695,187.292,1.00062166725554,15000,5000,20,500
"743",1000,500,150,0.4,0.292,0.721,119.262,145.7485,177.214,1.0015985127398,15000,5000,20,500
"744",1000,500,150,0.4,0.282,0.732,120.438,147.611,181.951,1.00359933644068,15000,5000,20,500
"745",1000,500,150,0.4,0.261,0.697,117.439,142.1085,175.923,0.999303763210163,15000,5000,20,500
"746",1000,500,150,0.4,0.282,0.709,117.996,145.3175,175.13,1.00162539268034,15000,5000,20,500
"747",1000,500,150,0.4,0.288,0.711,118.976,143.4895,178.043,1.00036606075488,15000,5000,20,500
"748",1000,500,150,0.4,0.287,0.726,122.019,152.3105,187.181,1.00103578621505,15000,5000,20,500
"749",1000,500,150,0.4,0.283,0.714,117.875,147.1005,177.195,1.00147274545777,15000,5000,20,500
"750",1000,500,150,0.4,0.282,0.684,127.191,153.4385,192.465,1.00147403425286,15000,5000,20,500
"751",100,1000,150,0.4,0.3,0.83,112.972,202.4775,343.271,1.00052307105508,15000,5000,20,500
"752",100,1000,150,0.4,0.35,0.9,107.054,170.701,264.865,0.999624691892784,15000,5000,20,500
"753",100,1000,150,0.4,0.33,0.85,97.6442,168.695,252.942,1.00030254767527,15000,5000,20,500
"754",100,1000,150,0.4,0.27,0.81,69.144,117.732,182.449,1.00000549752199,15000,5000,20,500
"755",100,1000,150,0.4,0.26,0.75,83.0592,142.606,231.169,1.00364465559974,15000,5000,20,500
"756",100,1000,150,0.4,0.31,0.83,107,170.859,291.333,1.00394078875483,15000,5000,20,500
"757",100,1000,150,0.4,0.28,0.84,78.914,127.8915,196.543,0.999316415912568,15000,5000,20,500
"758",100,1000,150,0.4,0.38,0.85,103.839,159.412,247.41,1.00616467222404,15000,5000,20,500
"759",100,1000,150,0.4,0.36,0.88,105.654,165.5175,253.044,1.00011426851803,15000,5000,20,500
"760",100,1000,150,0.4,0.35,0.85,85.1574,133.4075,197.795,1.00339498740804,15000,5000,20,500
"761",100,1000,150,0.4,0.43,0.86,93.6117,135.676,200.152,1.00054721525137,15000,5000,20,500
"762",100,1000,150,0.4,0.33,0.86,90.9118,149.901,227.974,1.00026614885852,15000,5000,20,500
"763",100,1000,150,0.4,0.35,0.85,105.021,172.789,278.709,1.00143340458589,15000,5000,20,500
"764",100,1000,150,0.4,0.34,0.79,73.4095,111.552,167.069,0.999945914569555,15000,5000,20,500
"765",100,1000,150,0.4,0.36,0.83,109.154,169.019,259.917,1.0003772487133,15000,5000,20,500
"766",100,1000,150,0.4,0.34,0.81,87.2353,139.3705,209.302,1.00497736873186,15000,5000,20,500
"767",100,1000,150,0.4,0.43,0.84,107.806,162.3005,242.808,1.0020334888786,15000,5000,20,500
"768",100,1000,150,0.4,0.34,0.87,105.385,179.708,284.03,1.00345974080589,15000,5000,20,500
"769",100,1000,150,0.4,0.33,0.81,96.9689,149.73,237.738,1.00196763701597,15000,5000,20,500
"770",100,1000,150,0.4,0.4,0.86,126.817,191.4255,295.309,1.00431542465087,15000,5000,20,500
"771",100,1000,150,0.4,0.26,0.84,91.5192,153.9955,258.022,1.00523299576833,15000,5000,20,500
"772",100,1000,150,0.4,0.27,0.85,107.237,193.489,334.315,1.00480414340557,15000,5000,20,500
"773",100,1000,150,0.4,0.29,0.85,96.4587,168.858,284.006,1.00007882376601,15000,5000,20,500
"774",100,1000,150,0.4,0.37,0.9,107.87,178.492,269.748,1.00011792570752,15000,5000,20,500
"775",100,1000,150,0.4,0.37,0.85,107.713,169.601,263.524,1.00181724034775,15000,5000,20,500
"776",100,1000,150,0.4,0.29,0.83,111.097,194.2065,331.614,1.00111589738193,15000,5000,20,500
"777",100,1000,150,0.4,0.28,0.84,113.584,200.0445,347.755,1.00203506295103,15000,5000,20,500
"778",100,1000,150,0.4,0.33,0.81,97.1865,146.877,226.254,1.00284508534572,15000,5000,20,500
"779",100,1000,150,0.4,0.44,0.91,103.734,159.1675,228.034,1.00232702342875,15000,5000,20,500
"780",100,1000,150,0.4,0.33,0.85,94.4666,149.718,235.401,1.00603536624278,15000,5000,20,500
"781",100,1000,150,0.4,0.39,0.85,85.6406,127.904,186.063,1.00093538523358,15000,5000,20,500
"782",100,1000,150,0.4,0.38,0.87,99.7147,156.4365,231.685,1.00009648239799,15000,5000,20,500
"783",100,1000,150,0.4,0.4,0.91,111.406,175.19,263.223,1.00237176330269,15000,5000,20,500
"784",100,1000,150,0.4,0.47,0.83,102.035,153.4605,219.936,0.999965016465713,15000,5000,20,500
"785",100,1000,150,0.4,0.26,0.84,98.6137,174.258,306.617,1.00446012911594,15000,5000,20,500
"786",100,1000,150,0.4,0.37,0.89,113.934,185.6875,293.042,0.999121785961521,15000,5000,20,500
"787",100,1000,150,0.4,0.33,0.79,93.2558,152.6475,237.423,1.00035828470829,15000,5000,20,500
"788",100,1000,150,0.4,0.33,0.85,119.455,213.407,346.429,0.999929706848554,15000,5000,20,500
"789",100,1000,150,0.4,0.33,0.86,72.1585,113.544,169.015,1.00000182178944,15000,5000,20,500
"790",100,1000,150,0.4,0.3,0.89,89.2325,147.301,234.287,1.00380395591148,15000,5000,20,500
"791",100,1000,150,0.4,0.38,0.87,82.2286,118.977,170.241,1.00260831158042,15000,5000,20,500
"792",100,1000,150,0.4,0.29,0.85,109.935,191.6355,335.256,1.00009533266338,15000,5000,20,500
"793",100,1000,150,0.4,0.33,0.83,85.3942,144.594,219.506,0.99917228290122,15000,5000,20,500
"794",100,1000,150,0.4,0.34,0.89,80.3921,122.021,176.138,0.999416836595835,15000,5000,20,500
"795",100,1000,150,0.4,0.37,0.84,87.7336,130.9185,190.737,1.00749723782237,15000,5000,20,500
"796",100,1000,150,0.4,0.38,0.88,94.2592,137.1525,208.286,1.00063536630626,15000,5000,20,500
"797",100,1000,150,0.4,0.38,0.87,79.6108,113.61,166.735,1.00327267380179,15000,5000,20,500
"798",100,1000,150,0.4,0.35,0.9,109.132,169.829,267.35,1.00105294708424,15000,5000,20,500
"799",100,1000,150,0.4,0.22,0.84,103.998,223.86,503.892,1.01258139641515,15000,5000,20,500
"800",100,1000,150,0.4,0.31,0.85,82.815,131.3525,197.506,1.00286905350219,15000,5000,20,500
"801",500,1000,150,0.4,0.364,0.854,139.983,171.8985,208.846,1.00105764033486,15000,5000,20,500
"802",500,1000,150,0.4,0.336,0.85,121.562,148.002,177.525,0.99921714360634,15000,5000,20,500
"803",500,1000,150,0.4,0.358,0.854,114.634,137.275,163.631,0.999512213375038,15000,5000,20,500
"804",500,1000,150,0.4,0.356,0.864,117.459,141.843,166.443,1.00142514068748,15000,5000,20,500
"805",500,1000,150,0.4,0.292,0.822,134.443,164.339,202.822,1.00228928240676,15000,5000,20,500
"806",500,1000,150,0.4,0.344,0.86,109.669,135.7085,161.845,1.00314813926129,15000,5000,20,500
"807",500,1000,150,0.4,0.306,0.832,136.83,169.031,210.005,1.00179940489617,15000,5000,20,500
"808",500,1000,150,0.4,0.332,0.836,114.15,137.5955,164.387,0.99958636144995,15000,5000,20,500
"809",500,1000,150,0.4,0.354,0.86,109.608,128.932,154.833,1.00219120398297,15000,5000,20,500
"810",500,1000,150,0.4,0.342,0.862,126.049,151.8615,183.149,1.0035792643286,15000,5000,20,500
"811",500,1000,150,0.4,0.328,0.844,149.859,186.1085,230.129,1.00198964288432,15000,5000,20,500
"812",500,1000,150,0.4,0.364,0.838,148.21,177.8695,219.163,1.0002325169069,15000,5000,20,500
"813",500,1000,150,0.4,0.352,0.868,131.293,161.165,190.005,1.00122154718347,15000,5000,20,500
"814",500,1000,150,0.4,0.34,0.852,138.099,171.2665,207.886,1.00163180076863,15000,5000,20,500
"815",500,1000,150,0.4,0.374,0.874,117.599,138.352,164.918,0.999766988658899,15000,5000,20,500
"816",500,1000,150,0.4,0.336,0.852,123.133,153.09,181.595,1.00115805674383,15000,5000,20,500
"817",500,1000,150,0.4,0.34,0.866,114.577,138.709,166.876,1.00435793598308,15000,5000,20,500
"818",500,1000,150,0.4,0.362,0.868,134.69,163.203,196.972,1.00003426065185,15000,5000,20,500
"819",500,1000,150,0.4,0.38,0.842,128.373,153.9045,182.493,1.00008727366553,15000,5000,20,500
