"","N","LEN","SIGMA","PHI","Pcap","Pstay","sigma_lower","sigma_med","sigma_upper","R_hat_sigma","MCMCiter","Burn_in","N_thin","N_sample"
"2820",1000,500,200,0.8,0.55,0.689,135.7,143.6835,152.536,1.00073515942255,15000,5000,20,500
"2821",1000,500,200,0.8,0.536,0.663,132.59,141.6785,149.879,1.00021860440044,15000,5000,20,500
"2822",1000,500,200,0.8,0.545,0.678,135.775,143.2175,152.418,1.00043293389263,15000,5000,20,500
"2823",1000,500,200,0.8,0.554,0.704,146.368,155.4125,165.211,1.00000488301003,15000,5000,20,500
"2824",1000,500,200,0.8,0.559,0.689,136.089,144.606,153.116,1.00060934765327,15000,5000,20,500
"2825",1000,500,200,0.8,0.538,0.684,141.1,150.033,159.384,0.999694603399918,15000,5000,20,500
"2826",1000,500,200,0.8,0.561,0.713,146.464,155.2385,164.628,0.999552458116509,15000,5000,20,500
"2827",1000,500,200,0.8,0.547,0.682,138.993,147.229,156.664,0.999409171760381,15000,5000,20,500
"2828",1000,500,200,0.8,0.558,0.678,146.28,155.097,164.157,1.00432165893312,15000,5000,20,500
"2829",1000,500,200,0.8,0.53,0.662,147.849,158.0355,167.738,1.00307360311616,15000,5000,20,500
"2830",1000,500,200,0.8,0.529,0.671,137.139,145.6485,154.557,1.00170698786649,15000,5000,20,500
"2831",1000,500,200,0.8,0.568,0.679,143.824,152.033,160.907,1.00110059672372,15000,5000,20,500
"2832",1000,500,200,0.8,0.546,0.687,141.951,150.3705,160.017,0.999408977307941,15000,5000,20,500
"2833",1000,500,200,0.8,0.523,0.653,133.716,141.9095,151.123,1.00147413472346,15000,5000,20,500
"2834",1000,500,200,0.8,0.578,0.705,144.278,152.8375,161.216,1.00098861057281,15000,5000,20,500
"2835",1000,500,200,0.8,0.563,0.703,141.31,149.6625,158.798,1.0009424498091,15000,5000,20,500
"2836",1000,500,200,0.8,0.544,0.668,138.781,146.3945,155.809,1.00043281359839,15000,5000,20,500
"2837",1000,500,200,0.8,0.567,0.696,138.833,146.3535,155.932,0.999292642298377,15000,5000,20,500
"2838",1000,500,200,0.8,0.577,0.69,143.676,153.2175,161.449,1.0037182828223,15000,5000,20,500
"2839",1000,500,200,0.8,0.548,0.667,137.365,145.466,154.974,0.999188471870226,15000,5000,20,500
"2840",1000,500,200,0.8,0.549,0.685,137.536,146.0965,154.653,1.00194894810179,15000,5000,20,500
"2841",1000,500,200,0.8,0.561,0.689,137.763,146.0445,154.552,1.00432213028358,15000,5000,20,500
"2842",1000,500,200,0.8,0.552,0.68,141.956,150.962,160.329,1.00651966365457,15000,5000,20,500
"2843",1000,500,200,0.8,0.529,0.669,137.804,146.4895,155.419,1.00189843449201,15000,5000,20,500
"2844",1000,500,200,0.8,0.553,0.677,147.484,156.27,165.977,1.00141058488001,15000,5000,20,500
"2845",1000,500,200,0.8,0.536,0.676,135.852,144.2815,154.093,1.00214292886457,15000,5000,20,500
"2846",1000,500,200,0.8,0.564,0.702,140.298,148.7835,157.509,1.00227175008804,15000,5000,20,500
"2847",1000,500,200,0.8,0.553,0.688,147.666,156.463,166.182,1.00141074079,15000,5000,20,500
"2848",1000,500,200,0.8,0.55,0.683,140.533,148.7495,158.156,1.00052011452226,15000,5000,20,500
"2849",1000,500,200,0.8,0.559,0.7,129.983,137.4445,146.292,1.0023539936342,15000,5000,20,500
"2850",1000,500,200,0.8,0.577,0.692,143.899,152.32,161.54,1.0015210589473,15000,5000,20,500
"2851",100,1000,200,0.8,0.7,0.88,149.982,180.426,210.832,0.99953639729769,15000,5000,20,500
"2852",100,1000,200,0.8,0.76,0.9,148.941,173.3375,205.699,0.999652839474645,15000,5000,20,500
"2853",100,1000,200,0.8,0.7,0.86,157.867,187.8265,221.445,1.00023161206485,15000,5000,20,500
"2854",100,1000,200,0.8,0.68,0.85,165.289,195.751,231.597,1.00055747028555,15000,5000,20,500
"2855",100,1000,200,0.8,0.58,0.76,147.322,178.051,214.603,1.0001204445286,15000,5000,20,500
"2856",100,1000,200,0.8,0.64,0.81,145.801,173.1135,205.49,1.00133729388886,15000,5000,20,500
"2857",100,1000,200,0.8,0.64,0.84,142.919,168.3855,203.064,1.00282732833005,15000,5000,20,500
"2858",100,1000,200,0.8,0.78,0.89,156.932,186.4395,216.896,0.999179399781099,15000,5000,20,500
"2859",100,1000,200,0.8,0.73,0.86,142.913,171.7465,201.339,1.0015281967851,15000,5000,20,500
"2860",100,1000,200,0.8,0.64,0.86,158.075,190.0085,225.503,1.00274830169761,15000,5000,20,500
"2861",100,1000,200,0.8,0.67,0.91,165.735,198.7085,233.746,1.00097406522572,15000,5000,20,500
"2862",100,1000,200,0.8,0.73,0.88,151.414,181.458,214.147,1.00001066219971,15000,5000,20,500
"2863",100,1000,200,0.8,0.69,0.82,150.157,176.365,207.984,1.00284636611228,15000,5000,20,500
"2864",100,1000,200,0.8,0.72,0.87,154.489,182.783,212.75,1.0004610586284,15000,5000,20,500
"2865",100,1000,200,0.8,0.77,0.88,146.043,171.8985,202.159,1.00227048760366,15000,5000,20,500
"2866",100,1000,200,0.8,0.66,0.8,163.469,193.4755,230.293,1.00027726490422,15000,5000,20,500
"2867",100,1000,200,0.8,0.65,0.83,149.881,179.0565,211.555,1.00318306325535,15000,5000,20,500
"2868",100,1000,200,0.8,0.65,0.83,171.585,202.9925,239.462,0.999907882307301,15000,5000,20,500
"2869",100,1000,200,0.8,0.63,0.83,148.175,177.537,209.857,0.999767229922043,15000,5000,20,500
"2870",100,1000,200,0.8,0.64,0.81,147.762,176.418,206.597,0.999335278139745,15000,5000,20,500
"2871",100,1000,200,0.8,0.73,0.84,141.021,165.946,195.953,1.00324378545792,15000,5000,20,500
"2872",100,1000,200,0.8,0.59,0.83,137.651,163.94,197.522,1.0062407562923,15000,5000,20,500
"2873",100,1000,200,0.8,0.66,0.85,171.246,203.13,241.4,0.999570248197447,15000,5000,20,500
"2874",100,1000,200,0.8,0.73,0.85,162.419,188.767,224.478,1.00076023007625,15000,5000,20,500
"2875",100,1000,200,0.8,0.68,0.83,145.655,173.921,204.697,0.999691154044772,15000,5000,20,500
"2876",100,1000,200,0.8,0.71,0.86,152.687,178.6135,213.016,0.999911448943474,15000,5000,20,500
"2877",100,1000,200,0.8,0.6,0.82,147.904,177.5375,211.598,1.00013777767827,15000,5000,20,500
"2878",100,1000,200,0.8,0.73,0.89,145.554,171.9255,200.863,1.00707594653782,15000,5000,20,500
"2879",100,1000,200,0.8,0.68,0.89,145.117,172.6705,203.573,1.0031267450842,15000,5000,20,500
"2880",100,1000,200,0.8,0.75,0.9,162.675,190.9245,222.623,1.00147101151308,15000,5000,20,500
"2881",100,1000,200,0.8,0.71,0.81,139.65,163.991,194.28,1.00100888387676,15000,5000,20,500
"2882",100,1000,200,0.8,0.69,0.82,169.994,201.153,238.18,0.999140858629966,15000,5000,20,500
"2883",100,1000,200,0.8,0.65,0.86,193.02,230.439,275.072,1.00125432930003,15000,5000,20,500
"2884",100,1000,200,0.8,0.62,0.76,176.066,210.012,252.937,1.00060227526309,15000,5000,20,500
"2885",100,1000,200,0.8,0.69,0.87,147.105,175.189,204.851,1.003060736682,15000,5000,20,500
"2886",100,1000,200,0.8,0.66,0.82,148.731,175.854,208.409,0.999826375140781,15000,5000,20,500
"2887",100,1000,200,0.8,0.68,0.84,155.131,180.8415,218.02,1.00183681884972,15000,5000,20,500
"2888",100,1000,200,0.8,0.67,0.8,147.711,174.3605,205.935,1.00188942560784,15000,5000,20,500
"2889",100,1000,200,0.8,0.71,0.85,177.525,208.5135,245.848,1.00320734352471,15000,5000,20,500
"2890",100,1000,200,0.8,0.65,0.78,122.506,145.316,172.35,1.00076865718739,15000,5000,20,500
"2891",100,1000,200,0.8,0.66,0.81,153.523,184.4715,216.328,1.00071018684517,15000,5000,20,500
"2892",100,1000,200,0.8,0.67,0.89,172.802,205.2465,241.405,0.999048027524779,15000,5000,20,500
"2893",100,1000,200,0.8,0.74,0.84,161.908,191.6055,224.75,1.00377695620193,15000,5000,20,500
"2894",100,1000,200,0.8,0.73,0.9,150.374,177.354,207.743,1.00058551305023,15000,5000,20,500
"2895",100,1000,200,0.8,0.69,0.84,161.69,191.1445,226.131,1.00052736925845,15000,5000,20,500
"2896",100,1000,200,0.8,0.68,0.85,163.839,194.5265,232.016,1.00024634305851,15000,5000,20,500
"2897",100,1000,200,0.8,0.62,0.84,162.953,189.3395,229.142,1.00331581986845,15000,5000,20,500
"2898",100,1000,200,0.8,0.66,0.83,147.961,176.9045,209.43,0.999729689128589,15000,5000,20,500
"2899",100,1000,200,0.8,0.71,0.87,154.633,179.972,215.17,0.999597694495206,15000,5000,20,500
"2900",100,1000,200,0.8,0.66,0.81,141.342,166.804,196.79,1.00245753107917,15000,5000,20,500
"2901",500,1000,200,0.8,0.682,0.832,166.371,179.427,194.229,0.999803935562953,15000,5000,20,500
"2902",500,1000,200,0.8,0.674,0.836,178.834,194.128,208.69,1.00213511982429,15000,5000,20,500
"2903",500,1000,200,0.8,0.67,0.832,165.895,180.048,192.871,1.00512696649619,15000,5000,20,500
"2904",500,1000,200,0.8,0.636,0.834,175.989,190.36,206.405,1.00332200071382,15000,5000,20,500
"2905",500,1000,200,0.8,0.714,0.848,162.571,175.496,187.617,1.00056700859314,15000,5000,20,500
"2906",500,1000,200,0.8,0.646,0.836,167.933,181.7165,195.152,1.00296683651977,15000,5000,20,500
"2907",500,1000,200,0.8,0.626,0.822,156.055,167.9575,183.154,1.00014274200227,15000,5000,20,500
"2908",500,1000,200,0.8,0.684,0.848,161.203,174.047,188.227,1.00180318750699,15000,5000,20,500
"2909",500,1000,200,0.8,0.696,0.852,164.654,177.985,191.614,1.00012060345243,15000,5000,20,500
"2910",500,1000,200,0.8,0.698,0.848,162.537,175.26,189.282,1.00068802861947,15000,5000,20,500
"2911",500,1000,200,0.8,0.65,0.826,168.677,181.7685,196.6,1.00221235080123,15000,5000,20,500
"2912",500,1000,200,0.8,0.654,0.83,175.565,188.8295,203.917,0.999250554933002,15000,5000,20,500
"2913",500,1000,200,0.8,0.67,0.838,165.131,178.289,191.293,1.00646737558673,15000,5000,20,500
"2914",500,1000,200,0.8,0.684,0.834,166.449,179.5875,193.471,1.001311382005,15000,5000,20,500
"2915",500,1000,200,0.8,0.646,0.83,168.74,182.5885,196.088,1.00335804876257,15000,5000,20,500
"2916",500,1000,200,0.8,0.682,0.838,174.685,188.909,202.438,1.0003716868351,15000,5000,20,500
"2917",500,1000,200,0.8,0.674,0.826,157.13,169.613,181.945,1.00646801264854,15000,5000,20,500
"2918",500,1000,200,0.8,0.672,0.85,174.221,187.951,202.197,0.999305523060485,15000,5000,20,500
"2919",500,1000,200,0.8,0.67,0.832,165.126,178.7345,191.746,1.00657720101551,15000,5000,20,500
"2920",500,1000,200,0.8,0.69,0.862,173.236,185.8575,200.133,1.00274714495784,15000,5000,20,500
"2921",500,1000,200,0.8,0.686,0.846,169.252,181.451,195.951,1.00143258838292,15000,5000,20,500
"2922",500,1000,200,0.8,0.692,0.86,166.655,179.891,193.434,1.00144733929113,15000,5000,20,500
"2923",500,1000,200,0.8,0.678,0.872,164.098,177.792,191.021,1.00000193050368,15000,5000,20,500
"2924",500,1000,200,0.8,0.658,0.81,166.196,179.193,194.058,1.00138016226283,15000,5000,20,500
"2925",500,1000,200,0.8,0.698,0.84,160.647,173.634,186.91,1.00010111505918,15000,5000,20,500
"2926",500,1000,200,0.8,0.676,0.872,166.969,179.592,193.122,1.00064421220082,15000,5000,20,500
"2927",500,1000,200,0.8,0.696,0.87,163.294,175.4355,188.858,1.00405888683846,15000,5000,20,500
"2928",500,1000,200,0.8,0.672,0.85,150.056,162.901,174.584,1.00112710985552,15000,5000,20,500
"2929",500,1000,200,0.8,0.652,0.842,160.75,172.762,186.565,1.00151328935122,15000,5000,20,500
"2930",500,1000,200,0.8,0.69,0.838,167.361,180.166,194.369,1.00052146692794,15000,5000,20,500
"2931",500,1000,200,0.8,0.648,0.792,153.197,167.3695,180.468,1.00024026484976,15000,5000,20,500
"2932",500,1000,200,0.8,0.688,0.866,166.332,178.5,193.386,0.99918243402369,15000,5000,20,500
"2933",500,1000,200,0.8,0.676,0.84,173.301,186.3805,200.854,1.001694551734,15000,5000,20,500
"2934",500,1000,200,0.8,0.678,0.828,170.563,184.331,198.562,0.999589496873717,15000,5000,20,500
"2935",500,1000,200,0.8,0.65,0.832,158.727,172.2555,184.658,1.00247433801546,15000,5000,20,500
"2936",500,1000,200,0.8,0.642,0.814,158.467,172.04,185.441,1.00229923151743,15000,5000,20,500
"2937",500,1000,200,0.8,0.654,0.83,160.398,173.0345,187.387,1.00164436786438,15000,5000,20,500
"2938",500,1000,200,0.8,0.672,0.822,166.516,179.373,193.429,1.00033747152287,15000,5000,20,500
"2939",500,1000,200,0.8,0.66,0.85,177.45,191.962,207.849,1.00664930119005,15000,5000,20,500
"2940",500,1000,200,0.8,0.648,0.842,167.46,181.0025,194.736,1.00333364936472,15000,5000,20,500
"2941",500,1000,200,0.8,0.692,0.86,164.861,177.08,190.687,1.00003717794073,15000,5000,20,500
"2942",500,1000,200,0.8,0.662,0.844,167.881,182.449,195.925,1.00291353993857,15000,5000,20,500
"2943",500,1000,200,0.8,0.688,0.846,164.036,177.5,190.102,1.00130107508059,15000,5000,20,500
"2944",500,1000,200,0.8,0.642,0.824,146.868,160.026,171.495,0.99993252530285,15000,5000,20,500
"2945",500,1000,200,0.8,0.664,0.832,158.61,171.579,185.203,1.00809635746415,15000,5000,20,500
"2946",500,1000,200,0.8,0.692,0.856,164.081,176.603,190.264,1.00096128226755,15000,5000,20,500
"2947",500,1000,200,0.8,0.646,0.808,170.649,185.9705,199.456,1.00097937674772,15000,5000,20,500
"2948",500,1000,200,0.8,0.686,0.85,165.27,177.5335,191.382,1.00261058657386,15000,5000,20,500
"2949",500,1000,200,0.8,0.642,0.852,160.034,173.8035,186.758,0.999637873035458,15000,5000,20,500
"2950",500,1000,200,0.8,0.686,0.838,174.134,187.871,202.318,1.00129884087481,15000,5000,20,500
"2951",1000,1000,200,0.8,0.678,0.852,165.384,174.6245,184.349,1.00261681054829,15000,5000,20,500
"2952",1000,1000,200,0.8,0.677,0.84,168.583,177.763,188.199,1.00236593872476,15000,5000,20,500
"2953",1000,1000,200,0.8,0.662,0.834,170.065,179.6445,189.543,1.00008138501982,15000,5000,20,500
"2954",1000,1000,200,0.8,0.656,0.834,175.422,185.0765,195.806,1.00012430741319,15000,5000,20,500
"2955",1000,1000,200,0.8,0.681,0.826,160.387,169.0945,178.991,1.00236566863832,15000,5000,20,500
"2956",1000,1000,200,0.8,0.666,0.832,158.731,168.065,176.988,0.999866467840951,15000,5000,20,500
"2957",1000,1000,200,0.8,0.67,0.835,166.053,174.1985,184.611,1.00176737018975,15000,5000,20,500
"2958",1000,1000,200,0.8,0.682,0.863,175.64,184.9295,194.405,0.99970143390446,15000,5000,20,500
"2959",1000,1000,200,0.8,0.68,0.84,169.877,178.5755,188.563,1.00340768743972,15000,5000,20,500
"2960",1000,1000,200,0.8,0.673,0.827,177.246,187.077,197.637,1.00175953814869,15000,5000,20,500
"2961",1000,1000,200,0.8,0.669,0.834,164.815,173.4115,182.897,0.999459493081136,15000,5000,20,500
"2962",1000,1000,200,0.8,0.661,0.834,179.991,189.3625,200.063,1.00030061355609,15000,5000,20,500
"2963",1000,1000,200,0.8,0.674,0.855,172.835,181.727,192.343,1.00279304000604,15000,5000,20,500
"2964",1000,1000,200,0.8,0.684,0.847,171.926,181.614,191.177,0.999451907801989,15000,5000,20,500
"2965",1000,1000,200,0.8,0.674,0.841,164.653,172.675,182.904,1.00168958164591,15000,5000,20,500
"2966",1000,1000,200,0.8,0.664,0.844,170.563,180.479,189.68,1.00185425728107,15000,5000,20,500
"2967",1000,1000,200,0.8,0.672,0.845,176.99,187.025,197.462,1.00210082394292,15000,5000,20,500
"2968",1000,1000,200,0.8,0.694,0.861,166.715,176.519,185.187,0.999901699904658,15000,5000,20,500
"2969",1000,1000,200,0.8,0.686,0.856,171.245,181.861,190.593,1.00121926925636,15000,5000,20,500
"2970",1000,1000,200,0.8,0.672,0.847,174.603,183.9245,194.923,1.00156389736272,15000,5000,20,500
"2971",1000,1000,200,0.8,0.699,0.863,174.411,183.149,193.244,1.00193675660966,15000,5000,20,500
"2972",1000,1000,200,0.8,0.661,0.831,172.243,181.853,191.91,1.00012385788981,15000,5000,20,500
"2973",1000,1000,200,0.8,0.689,0.844,163.578,172.5705,181.218,0.999658136851225,15000,5000,20,500
"2974",1000,1000,200,0.8,0.682,0.847,169.652,179.1435,188.732,1.00033737864292,15000,5000,20,500
"2975",1000,1000,200,0.8,0.664,0.816,179.028,189.2805,199.865,1.00059559805668,15000,5000,20,500
"2976",1000,1000,200,0.8,0.669,0.838,178.41,188.319,198.837,1.00452896746828,15000,5000,20,500
"2977",1000,1000,200,0.8,0.664,0.827,170.296,180.1965,189.383,1.00185457733051,15000,5000,20,500
"2978",1000,1000,200,0.8,0.657,0.821,173.53,183.0725,193.678,1.00012417635431,15000,5000,20,500
"2979",1000,1000,200,0.8,0.644,0.835,171.883,181.3865,191.123,1.00171509557595,15000,5000,20,500
"2980",1000,1000,200,0.8,0.684,0.848,169.606,178.718,187.946,0.999966622114108,15000,5000,20,500
"2981",1000,1000,200,0.8,0.653,0.844,161.873,170.4215,180.291,1.00031134338229,15000,5000,20,500
"2982",1000,1000,200,0.8,0.662,0.837,173.181,183.5455,192.628,1.00087449996243,15000,5000,20,500
"2983",1000,1000,200,0.8,0.666,0.827,169.816,178.469,188.427,1.00118453147139,15000,5000,20,500
"2984",1000,1000,200,0.8,0.667,0.832,172.532,181.015,191.86,1.0017672679069,15000,5000,20,500
"2985",1000,1000,200,0.8,0.667,0.841,173.005,181.511,192.404,1.00162913976185,15000,5000,20,500
"2986",1000,1000,200,0.8,0.674,0.849,170.812,179.9175,190.659,1.00156357950195,15000,5000,20,500
"2987",1000,1000,200,0.8,0.696,0.849,166.276,175.6285,184.986,1.00319022527143,15000,5000,20,500
"2988",1000,1000,200,0.8,0.685,0.85,171.059,180.0185,189.829,1.0005160463186,15000,5000,20,500
"2989",1000,1000,200,0.8,0.672,0.845,169.643,177.897,188.348,1.00016916233328,15000,5000,20,500
"2990",1000,1000,200,0.8,0.651,0.824,171.791,181.361,191.345,1.00316564618128,15000,5000,20,500
"2991",1000,1000,200,0.8,0.662,0.825,166.826,176.666,186.075,0.999838599755411,15000,5000,20,500
"2992",1000,1000,200,0.8,0.673,0.837,170.008,179.206,188.544,1.00092511504049,15000,5000,20,500
"2993",1000,1000,200,0.8,0.65,0.828,171.468,181.174,191.324,1.00144569330007,15000,5000,20,500
"2994",1000,1000,200,0.8,0.674,0.827,164.369,172.129,182.555,1.00100904449935,15000,5000,20,500
"2995",1000,1000,200,0.8,0.668,0.828,170.873,179.677,190.368,1.00065656322436,15000,5000,20,500
"2996",1000,1000,200,0.8,0.679,0.835,171.986,180.799,190.919,1.00340797469959,15000,5000,20,500
"2997",1000,1000,200,0.8,0.631,0.818,177.418,186.7985,197.172,0.999677896373721,15000,5000,20,500
"2998",1000,1000,200,0.8,0.681,0.846,163.39,172.292,181.258,1.00102429907437,15000,5000,20,500
"2999",1000,1000,200,0.8,0.641,0.83,169.972,179.3365,189.652,1.00088142837194,15000,5000,20,500
"3000",1000,1000,200,0.8,0.684,0.851,169.916,178.9555,188.11,0.999620361727449,15000,5000,20,500
"3001",100,500,250,0.8,0.4,0.58,120.696,152.5415,188.857,0.999569158588003,15000,5000,20,500
"3002",100,500,250,0.8,0.51,0.62,152.904,186.8055,227.159,1.00084850012326,15000,5000,20,500
"3003",100,500,250,0.8,0.47,0.56,142.397,178.724,219.515,1.00147536980498,15000,5000,20,500
"3004",100,500,250,0.8,0.43,0.53,113.177,140.3765,174.414,1.00227282511181,15000,5000,20,500
"3005",100,500,250,0.8,0.44,0.59,99.8538,125.1005,155.536,1.00082337814226,15000,5000,20,500
"3006",100,500,250,0.8,0.46,0.65,144.317,178.563,213.745,1.00084706952087,15000,5000,20,500
"3007",100,500,250,0.8,0.43,0.58,135.365,168.281,206.126,0.999575246211396,15000,5000,20,500
"3008",100,500,250,0.8,0.6,0.72,158.271,189.839,228.093,1.00199412221773,15000,5000,20,500
"3009",100,500,250,0.8,0.55,0.67,128.948,158.7455,187.495,1.00014135226161,15000,5000,20,500
"3010",100,500,250,0.8,0.51,0.59,143.437,174.2935,212.488,1.00003031733744,15000,5000,20,500
"3011",100,500,250,0.8,0.57,0.65,164.996,199.8845,240.285,1.00103084119404,15000,5000,20,500
"3012",100,500,250,0.8,0.53,0.65,118.747,143.2745,172.184,0.999776538702068,15000,5000,20,500
"3013",100,500,250,0.8,0.53,0.61,121.643,149.58,180.775,1.00180203244503,15000,5000,20,500
"3014",100,500,250,0.8,0.51,0.59,143.164,174.251,211.966,1.00050312813119,15000,5000,20,500
"3015",100,500,250,0.8,0.49,0.57,142.457,175.8555,213.426,1.00161037568045,15000,5000,20,500
"3016",100,500,250,0.8,0.53,0.64,119.264,144.2285,174.539,1.00149424105928,15000,5000,20,500
"3017",100,500,250,0.8,0.5,0.65,157.914,192.0405,233.386,0.99974268414338,15000,5000,20,500
"3018",100,500,250,0.8,0.47,0.62,157.151,191.4825,233.941,0.999732622492884,15000,5000,20,500
"3019",100,500,250,0.8,0.54,0.63,132.641,162.3745,196.382,1.00113829764673,15000,5000,20,500
"3020",100,500,250,0.8,0.43,0.55,142.744,175.7075,216.703,1.00489896382346,15000,5000,20,500
"3021",100,500,250,0.8,0.55,0.62,131.835,160.6795,190.562,1.00115766660394,15000,5000,20,500
"3022",100,500,250,0.8,0.43,0.6,117.791,146.1005,183.447,1.00050516131568,15000,5000,20,500
"3023",100,500,250,0.8,0.47,0.56,141.119,174.274,213.193,1.00158439360252,15000,5000,20,500
"3024",100,500,250,0.8,0.45,0.56,151.095,188.5525,234.33,1.00087087796347,15000,5000,20,500
"3025",100,500,250,0.8,0.44,0.56,124.205,154.233,188.426,1.00010519387135,15000,5000,20,500
"3026",100,500,250,0.8,0.48,0.59,106.015,129.224,158.385,1.00014605261044,15000,5000,20,500
"3027",100,500,250,0.8,0.44,0.59,116.436,146.459,177.716,1.00003598572275,15000,5000,20,500
"3028",100,500,250,0.8,0.46,0.6,122.94,153.5145,189.893,0.999526140465089,15000,5000,20,500
"3029",100,500,250,0.8,0.49,0.6,131.121,161.3415,198.136,1.00410210061991,15000,5000,20,500
"3030",100,500,250,0.8,0.49,0.64,146.989,180.271,219.205,1.00269241799114,15000,5000,20,500
"3031",100,500,250,0.8,0.4,0.54,150.739,189.773,237.482,1.00130571281904,15000,5000,20,500
"3032",100,500,250,0.8,0.56,0.62,139.213,171.0385,202.031,0.999171147855838,15000,5000,20,500
"3033",100,500,250,0.8,0.46,0.59,139.952,173.8945,213.073,1.00345966519887,15000,5000,20,500
"3034",100,500,250,0.8,0.58,0.68,122.937,148.687,176.827,1.00015327119269,15000,5000,20,500
"3035",100,500,250,0.8,0.46,0.59,123.927,152.0705,189.328,0.999130092753185,15000,5000,20,500
"3036",100,500,250,0.8,0.47,0.63,127.446,155.335,190.665,0.99997619209533,15000,5000,20,500
"3037",100,500,250,0.8,0.44,0.54,145.857,179.134,221.891,0.999538168898556,15000,5000,20,500
"3038",100,500,250,0.8,0.51,0.63,133.52,161.2705,197.285,0.99993243677025,15000,5000,20,500
"3039",100,500,250,0.8,0.48,0.61,129.847,162.614,197.498,1.00115924180055,15000,5000,20,500
"3040",100,500,250,0.8,0.41,0.6,128.857,160.9065,198.89,1.00073370248939,15000,5000,20,500
"3041",100,500,250,0.8,0.49,0.65,114.5,138.17,171.304,1.00169046919928,15000,5000,20,500
"3042",100,500,250,0.8,0.53,0.64,134.134,163.5565,198.366,1.00163420429203,15000,5000,20,500
"3043",100,500,250,0.8,0.42,0.52,149.593,186.59,233.691,1.00076804520447,15000,5000,20,500
"3044",100,500,250,0.8,0.51,0.64,170.888,207.9235,255.149,1.00094391201838,15000,5000,20,500
"3045",100,500,250,0.8,0.55,0.67,123.794,149.962,180.351,1.00167005075989,15000,5000,20,500
"3046",100,500,250,0.8,0.47,0.61,136.719,166.461,202.392,1.00280017576379,15000,5000,20,500
"3047",100,500,250,0.8,0.48,0.66,138.567,170.1575,210.021,0.999951661669994,15000,5000,20,500
"3048",100,500,250,0.8,0.49,0.57,159.443,196.1105,236.897,1.00168501194105,15000,5000,20,500
"3049",100,500,250,0.8,0.46,0.54,140.227,172.7065,213.908,1.00183023060773,15000,5000,20,500
"3050",100,500,250,0.8,0.44,0.59,148.728,186.746,227.61,1.0001417469755,15000,5000,20,500
"3051",500,500,250,0.8,0.5,0.616,145.107,157.7945,172.109,1.00237779154861,15000,5000,20,500
"3052",500,500,250,0.8,0.476,0.598,146.681,159.8125,175.492,0.999922889677365,15000,5000,20,500
"3053",500,500,250,0.8,0.516,0.628,151.747,165.09,179.488,1.00061740687149,15000,5000,20,500
"3054",500,500,250,0.8,0.528,0.632,160.66,174.0055,191.366,1.00050533196051,15000,5000,20,500
"3055",500,500,250,0.8,0.524,0.638,145.28,159.0095,173.725,1.00024849259226,15000,5000,20,500
"3056",500,500,250,0.8,0.508,0.604,160.343,175.062,190.743,1.00256845871464,15000,5000,20,500
"3057",500,500,250,0.8,0.466,0.588,160.878,174.802,192.286,1.00098601819805,15000,5000,20,500
"3058",500,500,250,0.8,0.518,0.606,153.353,166.762,181.362,1.00528358210416,15000,5000,20,500
"3059",500,500,250,0.8,0.456,0.578,150.563,165.551,182.37,1.00377131914903,15000,5000,20,500
"3060",500,500,250,0.8,0.5,0.636,150.898,164.495,179.938,1.0031353768556,15000,5000,20,500
"3061",500,500,250,0.8,0.488,0.6,149.822,163.3275,178.273,1.00158518782692,15000,5000,20,500
"3062",500,500,250,0.8,0.486,0.61,164.155,180.3895,197.334,1.00004157772725,15000,5000,20,500
"3063",500,500,250,0.8,0.466,0.576,150.095,163.9035,179.698,0.999260000412611,15000,5000,20,500
"3064",500,500,250,0.8,0.502,0.61,152.568,167.2,181.442,0.999884398275491,15000,5000,20,500
"3065",500,500,250,0.8,0.534,0.654,148.378,162.771,176.359,1.00391185211717,15000,5000,20,500
"3066",500,500,250,0.8,0.502,0.608,153.401,168.3745,182.488,1.00201096668708,15000,5000,20,500
"3067",500,500,250,0.8,0.476,0.62,147.578,160.3425,176.07,1.00006273611205,15000,5000,20,500
"3068",500,500,250,0.8,0.504,0.642,145.33,158.273,173.278,1.00075257273014,15000,5000,20,500
"3069",500,500,250,0.8,0.52,0.628,149.569,163.283,177.166,1.00238035679233,15000,5000,20,500
"3070",500,500,250,0.8,0.466,0.596,148.459,162.0155,178.237,1.00157399754475,15000,5000,20,500
"3071",500,500,250,0.8,0.488,0.626,149.89,164.2175,179.155,0.999187215652815,15000,5000,20,500
"3072",500,500,250,0.8,0.508,0.63,149.436,162.862,177.019,1.00085188163943,15000,5000,20,500
"3073",500,500,250,0.8,0.51,0.632,151.681,165.98,181.131,1.00561709043055,15000,5000,20,500
"3074",500,500,250,0.8,0.462,0.584,139.555,152.219,167.261,1.00187942533537,15000,5000,20,500
"3075",500,500,250,0.8,0.5,0.614,166.598,182.2405,198.222,1.00341103675989,15000,5000,20,500
"3076",500,500,250,0.8,0.482,0.62,144.898,157.8285,173.317,1.00244148473056,15000,5000,20,500
"3077",500,500,250,0.8,0.482,0.576,149.079,163.5625,179.239,1.00044170538168,15000,5000,20,500
"3078",500,500,250,0.8,0.502,0.606,146.636,159.727,174.795,1.0002805700961,15000,5000,20,500
"3079",500,500,250,0.8,0.5,0.62,150.798,164.386,179.819,1.00314932864394,15000,5000,20,500
