"","N","LEN","SIGMA","PHI","Pcap","Pstay","sigma_lower","sigma_med","sigma_upper","R_hat_sigma","MCMCiter","Burn_in","N_thin","N_sample"
"857",1000,1000,150,0.4,0.384,0.87,143.222,153.9475,164.706,1.00163471682257,15000,5000,20,500
"858",1000,1000,150,0.4,0.346,0.899,133.399,143.4485,154.449,0.9994375559784,15000,5000,20,500
"859",1000,1000,150,0.4,0.364,0.879,129.016,138.1295,148.381,1.00197055484385,15000,5000,20,500
"860",1000,1000,150,0.4,0.347,0.891,131.396,141.8935,152.787,1.00273204645644,15000,5000,20,500
"861",1000,1000,150,0.4,0.365,0.881,134.57,144.3565,155.032,1.00136276642885,15000,5000,20,500
"862",1000,1000,150,0.4,0.372,0.873,129.291,137.4515,149.04,1.00185167081409,15000,5000,20,500
"863",1000,1000,150,0.4,0.354,0.877,131.141,140.7485,151.433,1.00004173786311,15000,5000,20,500
"864",1000,1000,150,0.4,0.357,0.879,135.352,146.6955,157.323,1.00041918428118,15000,5000,20,500
"865",1000,1000,150,0.4,0.349,0.883,129.078,140.2045,150.639,1.00054440576782,15000,5000,20,500
"866",1000,1000,150,0.4,0.329,0.892,135.748,147.7355,159.896,1.00113350064652,15000,5000,20,500
"867",1000,1000,150,0.4,0.35,0.9,126.21,134.892,146.725,1.00132337147942,15000,5000,20,500
"868",1000,1000,150,0.4,0.334,0.885,126.38,137.951,147.481,1.00525644294815,15000,5000,20,500
"869",1000,1000,150,0.4,0.38,0.885,124.518,134.449,144.025,1.00113281701101,15000,5000,20,500
"870",1000,1000,150,0.4,0.362,0.89,132.072,142.049,152.678,1.0011496895085,15000,5000,20,500
"871",1000,1000,150,0.4,0.339,0.881,128.079,138.5335,149.722,1.00228209730225,15000,5000,20,500
"872",1000,1000,150,0.4,0.349,0.887,132.09,142.333,153.933,0.999834888352702,15000,5000,20,500
"873",1000,1000,150,0.4,0.357,0.89,135.561,144.8005,155.925,0.999962633593557,15000,5000,20,500
"874",1000,1000,150,0.4,0.352,0.879,130,140.6905,151.19,1.00126302977998,15000,5000,20,500
"875",1000,1000,150,0.4,0.344,0.869,135.551,146.1255,156.994,0.999716610987756,15000,5000,20,500
"876",1000,1000,150,0.4,0.337,0.875,128.13,137.721,149.143,0.999812404056785,15000,5000,20,500
"877",1000,1000,150,0.4,0.3,0.863,131.118,142.324,153.69,1.0025256853761,15000,5000,20,500
"878",1000,1000,150,0.4,0.362,0.878,130.231,140.199,150.659,1.00004996826207,15000,5000,20,500
"879",1000,1000,150,0.4,0.35,0.86,127.776,137.2865,148.62,1.00153469550546,15000,5000,20,500
"880",1000,1000,150,0.4,0.311,0.875,127.409,138.835,149.048,1.00163958217537,15000,5000,20,500
"881",1000,1000,150,0.4,0.339,0.878,123.574,133.364,143.971,1.00147190860364,15000,5000,20,500
"882",1000,1000,150,0.4,0.354,0.891,131.281,140.899,151.595,1.00004170585357,15000,5000,20,500
"883",1000,1000,150,0.4,0.362,0.886,134.072,143.304,155.393,0.999525318197759,15000,5000,20,500
"884",1000,1000,150,0.4,0.35,0.883,130.354,140.3525,151.363,1.00166422594415,15000,5000,20,500
"885",1000,1000,150,0.4,0.359,0.88,128.666,138.23,148.599,1.00058826288833,15000,5000,20,500
"886",1000,1000,150,0.4,0.327,0.883,131.257,143.147,153.363,1.00064961160984,15000,5000,20,500
"887",1000,1000,150,0.4,0.339,0.869,131.588,143.9915,154.439,1.00107890779504,15000,5000,20,500
"888",1000,1000,150,0.4,0.364,0.87,138.452,149.598,160.39,1.00191609917238,15000,5000,20,500
"889",1000,1000,150,0.4,0.336,0.877,130.016,140.5355,151.26,1.00037915828259,15000,5000,20,500
"890",1000,1000,150,0.4,0.344,0.896,131.262,141.4135,152.466,1.00015239101275,15000,5000,20,500
"891",1000,1000,150,0.4,0.314,0.873,129.887,140.605,151.269,1.00063792252143,15000,5000,20,500
"892",1000,1000,150,0.4,0.34,0.859,131.954,142.8615,154.276,1.00106274186472,15000,5000,20,500
"893",1000,1000,150,0.4,0.356,0.881,125.638,134.7095,144.824,1.00252144460936,15000,5000,20,500
"894",1000,1000,150,0.4,0.334,0.871,134.26,144.4,156.359,1.00169827730458,15000,5000,20,500
"895",1000,1000,150,0.4,0.354,0.883,139.121,149.2185,160.857,0.999840627039816,15000,5000,20,500
"896",1000,1000,150,0.4,0.349,0.894,125.207,134.6855,145.258,1.00137073490881,15000,5000,20,500
"897",1000,1000,150,0.4,0.34,0.874,133.957,144.4425,156.282,1.00587931833333,15000,5000,20,500
"898",1000,1000,150,0.4,0.354,0.879,132.491,142.6,153.177,1.00128243297662,15000,5000,20,500
"899",1000,1000,150,0.4,0.383,0.877,118.879,127.9835,136.947,1.00052662339157,15000,5000,20,500
"900",1000,1000,150,0.4,0.332,0.861,134.558,144.92,156.622,1.00287901637622,15000,5000,20,500
"901",100,500,200,0.4,0.27,0.67,110.426,149.3545,194.165,1.00089936519439,15000,5000,20,500
"902",100,500,200,0.4,0.31,0.7,95.7343,126.519,161.512,1.00017568185757,15000,5000,20,500
"903",100,500,200,0.4,0.3,0.66,100.79,130.223,169.509,1.00672053988338,15000,5000,20,500
"904",100,500,200,0.4,0.22,0.6,97.716,136.6385,182.555,1.00174699085841,15000,5000,20,500
"905",100,500,200,0.4,0.36,0.68,131.801,168.1675,212.16,1.0006643691743,15000,5000,20,500
"906",100,500,200,0.4,0.25,0.66,112.559,155.466,203.6,0.999919077126079,15000,5000,20,500
"907",100,500,200,0.4,0.25,0.69,125.309,169.2485,222.173,1.00014273911196,15000,5000,20,500
"908",100,500,200,0.4,0.24,0.67,103.276,138.295,186.376,1.0007249042305,15000,5000,20,500
"909",100,500,200,0.4,0.29,0.66,105.861,140.1355,180.332,1.00409019542549,15000,5000,20,500
"910",100,500,200,0.4,0.33,0.64,101.931,130.8315,165.801,1.00386701531993,15000,5000,20,500
"911",100,500,200,0.4,0.31,0.68,103.698,136.1915,176.209,1.00214200602947,15000,5000,20,500
"912",100,500,200,0.4,0.29,0.69,105.991,138.6395,179.44,1.00341025972815,15000,5000,20,500
"913",100,500,200,0.4,0.3,0.75,104.435,135.353,176.338,1.00429375178817,15000,5000,20,500
"914",100,500,200,0.4,0.24,0.6,110.302,151.733,203.844,1.00384112386181,15000,5000,20,500
"915",100,500,200,0.4,0.26,0.59,113.176,150.9855,200.983,0.999978487385203,15000,5000,20,500
"916",100,500,200,0.4,0.23,0.65,112.78,153.332,208.125,1.00331425443264,15000,5000,20,500
"917",100,500,200,0.4,0.24,0.61,111.581,151.967,202.254,1.00033566093799,15000,5000,20,500
"918",100,500,200,0.4,0.26,0.71,74.0933,97.85935,133.266,1.00365879832215,15000,5000,20,500
"919",100,500,200,0.4,0.26,0.68,91.2393,122.461,160.625,1.00474129858612,15000,5000,20,500
"920",100,500,200,0.4,0.32,0.67,152.539,197.633,250.593,1.00035269376614,15000,5000,20,500
"921",100,500,200,0.4,0.37,0.69,143.814,180.687,225.2,1.00180472698395,15000,5000,20,500
"922",100,500,200,0.4,0.3,0.64,100.12,132.459,170.991,1.00219582455363,15000,5000,20,500
"923",100,500,200,0.4,0.25,0.64,102.003,136.7255,181.514,0.999812697325817,15000,5000,20,500
"924",100,500,200,0.4,0.31,0.7,102.062,137.367,176.366,1.00007744568064,15000,5000,20,500
"925",100,500,200,0.4,0.28,0.69,110.203,145.4535,188.569,1.00017395262165,15000,5000,20,500
"926",100,500,200,0.4,0.24,0.71,106.573,139.638,186.263,1.00088002461558,15000,5000,20,500
"927",100,500,200,0.4,0.24,0.65,97.8585,133.9445,176.659,1.0016964254364,15000,5000,20,500
"928",100,500,200,0.4,0.2,0.56,92.816,131.7025,183.749,1.00157150250311,15000,5000,20,500
"929",100,500,200,0.4,0.34,0.76,151.699,194.8265,246.243,1.00047587552648,15000,5000,20,500
"930",100,500,200,0.4,0.34,0.74,130.967,165.5985,214.573,1.00574496629247,15000,5000,20,500
"931",100,500,200,0.4,0.28,0.63,152.627,199.165,263.794,1.0033118817919,15000,5000,20,500
"932",100,500,200,0.4,0.23,0.58,113.594,149.293,208.459,1.00223372040121,15000,5000,20,500
"933",100,500,200,0.4,0.21,0.7,114.364,157.82,219.122,1.001687201334,15000,5000,20,500
"934",100,500,200,0.4,0.29,0.76,98.4743,129.7855,166.636,1.00113999850169,15000,5000,20,500
"935",100,500,200,0.4,0.27,0.69,103.935,134.061,177.989,1.00178912029343,15000,5000,20,500
"936",100,500,200,0.4,0.25,0.72,146.315,193.5365,258.757,1.00238629577431,15000,5000,20,500
"937",100,500,200,0.4,0.27,0.71,128.624,171.0375,223.235,1.00135935018139,15000,5000,20,500
"938",100,500,200,0.4,0.3,0.72,123.085,160.764,205.666,0.999792772459625,15000,5000,20,500
"939",100,500,200,0.4,0.25,0.66,137.403,181.1475,238.012,1.00119591062603,15000,5000,20,500
"940",100,500,200,0.4,0.26,0.69,118.24,160.647,211.707,1.00160747036552,15000,5000,20,500
"941",100,500,200,0.4,0.33,0.77,122.749,161.9005,205.923,1.00142883290925,15000,5000,20,500
"942",100,500,200,0.4,0.26,0.63,121.236,159.9635,216.312,1.00266619594345,15000,5000,20,500
"943",100,500,200,0.4,0.22,0.68,98.0563,138.381,183.367,0.999395356562162,15000,5000,20,500
"944",100,500,200,0.4,0.29,0.72,130.874,172.0545,225.382,1.00147445546957,15000,5000,20,500
"945",100,500,200,0.4,0.21,0.65,106.784,151.736,202.586,1.00232485283492,15000,5000,20,500
"946",100,500,200,0.4,0.31,0.74,100.531,130.5625,168.122,1.00171688068635,15000,5000,20,500
"947",100,500,200,0.4,0.23,0.69,131.833,183.8105,245.3,1.00107850686484,15000,5000,20,500
"948",100,500,200,0.4,0.26,0.67,112.802,149.559,196.983,1.00096067603124,15000,5000,20,500
"949",100,500,200,0.4,0.24,0.69,124.616,169.699,223.674,1.00257382124743,15000,5000,20,500
"950",100,500,200,0.4,0.24,0.72,110.18,151.617,203.086,1.00129007943995,15000,5000,20,500
"951",500,500,200,0.4,0.28,0.71,127.053,141.1105,159.694,1.00026535119541,15000,5000,20,500
"952",500,500,200,0.4,0.27,0.692,119.25,134.5225,152.004,1.00329423704014,15000,5000,20,500
"953",500,500,200,0.4,0.268,0.688,126.187,143.5685,160.637,1.00077663467435,15000,5000,20,500
"954",500,500,200,0.4,0.28,0.642,133.028,150.2615,169.695,1.00030632805504,15000,5000,20,500
"955",500,500,200,0.4,0.26,0.7,134.45,150.291,169.8,1.00360587231291,15000,5000,20,500
"956",500,500,200,0.4,0.246,0.684,144.03,161.9315,185.544,1.00695038881958,15000,5000,20,500
"957",500,500,200,0.4,0.292,0.634,127.287,142.166,160.319,1.00073262642237,15000,5000,20,500
"958",500,500,200,0.4,0.268,0.67,124.721,139.603,157.967,1.00379518572698,15000,5000,20,500
"959",500,500,200,0.4,0.262,0.648,137.76,155.1125,175.596,0.999770771544459,15000,5000,20,500
"960",500,500,200,0.4,0.296,0.666,131.667,148.2515,166.421,0.999330478157207,15000,5000,20,500
"961",500,500,200,0.4,0.274,0.704,126.441,141.894,160.239,1.00045403971542,15000,5000,20,500
"962",500,500,200,0.4,0.254,0.706,124.54,140.85,159.73,1.00126282335392,15000,5000,20,500
"963",500,500,200,0.4,0.284,0.696,118.45,134.0125,150.786,1.00015474193487,15000,5000,20,500
"964",500,500,200,0.4,0.276,0.704,124.27,139.7155,157.777,0.999785965635454,15000,5000,20,500
"965",500,500,200,0.4,0.268,0.7,150.171,169.046,191.924,1.00073264692052,15000,5000,20,500
"966",500,500,200,0.4,0.232,0.694,109.135,124.55,140.999,1.00086357387167,15000,5000,20,500
"967",500,500,200,0.4,0.274,0.712,132.551,150.006,166.593,1.00014519212223,15000,5000,20,500
"968",500,500,200,0.4,0.278,0.682,132.525,149.5895,166.609,1.00145823821911,15000,5000,20,500
"969",500,500,200,0.4,0.25,0.68,129.956,147.27,166.13,0.999149622644626,15000,5000,20,500
"970",500,500,200,0.4,0.258,0.674,128.381,144.855,164.998,0.999221858860957,15000,5000,20,500
"971",500,500,200,0.4,0.256,0.698,121.066,137.0685,153.918,1.00058852451045,15000,5000,20,500
"972",500,500,200,0.4,0.266,0.656,132.753,151.399,169.649,1.00609579508156,15000,5000,20,500
"973",500,500,200,0.4,0.228,0.68,131.816,150.4485,171.283,1.00058987748728,15000,5000,20,500
"974",500,500,200,0.4,0.296,0.668,131.762,148.3575,166.54,0.999330496682135,15000,5000,20,500
"975",500,500,200,0.4,0.27,0.682,134.129,151.7985,172.154,1.0025387273218,15000,5000,20,500
"976",500,500,200,0.4,0.278,0.668,143.226,161.556,182.054,1.00050303313923,15000,5000,20,500
"977",500,500,200,0.4,0.276,0.682,132.662,148.2995,167.586,0.999918183490131,15000,5000,20,500
"978",500,500,200,0.4,0.264,0.694,126.995,142.885,161.658,1.00101817502991,15000,5000,20,500
"979",500,500,200,0.4,0.268,0.674,124.41,142.1145,158.861,1.00139203545416,15000,5000,20,500
"980",500,500,200,0.4,0.298,0.702,116.675,132.2685,146.568,0.99957062869319,15000,5000,20,500
"981",500,500,200,0.4,0.242,0.662,122.64,139.5355,160.026,1.00000215335967,15000,5000,20,500
"982",500,500,200,0.4,0.288,0.694,134.543,150.3355,168.231,1.00020456219253,15000,5000,20,500
"983",500,500,200,0.4,0.28,0.658,130.708,147.596,164.942,1.00160225956603,15000,5000,20,500
"984",500,500,200,0.4,0.298,0.696,136.622,152.483,172.194,0.999761534664878,15000,5000,20,500
"985",500,500,200,0.4,0.268,0.678,134.307,152.5565,171.209,1.00327117431027,15000,5000,20,500
"986",500,500,200,0.4,0.254,0.662,137.178,154.6725,175.753,1.00229282534454,15000,5000,20,500
"987",500,500,200,0.4,0.27,0.7,146.368,164.261,186.777,1.00010229897084,15000,5000,20,500
"988",500,500,200,0.4,0.298,0.692,130.466,147.007,165.322,0.999687249393018,15000,5000,20,500
"989",500,500,200,0.4,0.268,0.694,132.834,150.6905,168.192,1.00737540386524,15000,5000,20,500
"990",500,500,200,0.4,0.282,0.678,129.497,145.296,163.72,1.00077696330271,15000,5000,20,500
"991",500,500,200,0.4,0.266,0.69,121.704,137.14,154.997,1.00002456685259,15000,5000,20,500
"992",500,500,200,0.4,0.23,0.642,124.154,143.13,161.341,0.999530257987992,15000,5000,20,500
"993",500,500,200,0.4,0.27,0.704,141.976,158.9735,180.685,1.00066691693901,15000,5000,20,500
"994",500,500,200,0.4,0.314,0.724,127.079,143.556,159.476,1.00179234982048,15000,5000,20,500
"995",500,500,200,0.4,0.32,0.704,136.207,150.0715,168.445,0.999544546869063,15000,5000,20,500
"996",500,500,200,0.4,0.282,0.68,119.59,134.986,150.788,1.00160291045112,15000,5000,20,500
"997",500,500,200,0.4,0.258,0.686,130.457,150.604,168.552,1.00053238000114,15000,5000,20,500
"998",500,500,200,0.4,0.272,0.676,126.217,143.335,159.641,0.999385923647169,15000,5000,20,500
"999",500,500,200,0.4,0.252,0.668,138.249,158.8545,178.172,0.999738095611761,15000,5000,20,500
"1000",500,500,200,0.4,0.296,0.706,139.409,155.9095,174.557,0.999594066595853,15000,5000,20,500
"1001",1000,500,200,0.4,0.28,0.705,125.14,136.9715,147.891,0.999781609480556,15000,5000,20,500
"1002",1000,500,200,0.4,0.256,0.671,126.29,137.548,149.119,1.00378402266754,15000,5000,20,500
"1003",1000,500,200,0.4,0.29,0.7,144.265,157.1895,170.233,1.00042825266065,15000,5000,20,500
"1004",1000,500,200,0.4,0.268,0.705,129.353,142.3795,154.455,1.00048867817345,15000,5000,20,500
"1005",1000,500,200,0.4,0.28,0.676,141.672,152.845,166.833,1.00159644109483,15000,5000,20,500
"1006",1000,500,200,0.4,0.28,0.673,134.156,145.7845,159.444,1.00062156474618,15000,5000,20,500
"1007",1000,500,200,0.4,0.257,0.685,133.266,145.1745,157.479,1.00197010379996,15000,5000,20,500
"1008",1000,500,200,0.4,0.267,0.683,144.539,157.876,170.846,1.0046178841269,15000,5000,20,500
"1009",1000,500,200,0.4,0.287,0.671,141.77,154.241,167.103,1.00054991808626,15000,5000,20,500
"1010",1000,500,200,0.4,0.279,0.701,134.698,146.975,158.601,0.999228095650945,15000,5000,20,500
"1011",1000,500,200,0.4,0.288,0.69,137.23,149.2645,161.387,1.00106694264398,15000,5000,20,500
"1012",1000,500,200,0.4,0.257,0.712,137.682,149.875,163.673,1.00297791155766,15000,5000,20,500
"1013",1000,500,200,0.4,0.287,0.678,140.488,152.775,165.506,1.00105468088727,15000,5000,20,500
"1014",1000,500,200,0.4,0.284,0.676,130.586,141.332,153.637,1.00076190101968,15000,5000,20,500
"1015",1000,500,200,0.4,0.258,0.694,126.308,137.563,149.209,1.0018730873786,15000,5000,20,500
"1016",1000,500,200,0.4,0.263,0.683,136.132,148.2235,160.889,1.00753030033223,15000,5000,20,500
"1017",1000,500,200,0.4,0.271,0.672,137.653,150.08,162.422,1.00123688193186,15000,5000,20,500
"1018",1000,500,200,0.4,0.277,0.675,141.633,154.881,167.59,0.999069515392426,15000,5000,20,500
"1019",1000,500,200,0.4,0.266,0.66,128.39,139.7695,153.56,1.00061180375469,15000,5000,20,500
"1020",1000,500,200,0.4,0.257,0.678,136.275,148.4455,161.559,1.00164740235127,15000,5000,20,500
"1021",1000,500,200,0.4,0.278,0.704,136.651,149.618,161.591,0.99978137012103,15000,5000,20,500
"1022",1000,500,200,0.4,0.272,0.687,130.728,141.729,154.658,1.00020748292516,15000,5000,20,500
"1023",1000,500,200,0.4,0.269,0.693,133.918,146.1125,158.169,1.00404092051726,15000,5000,20,500
"1024",1000,500,200,0.4,0.274,0.68,129.327,140.952,152.458,0.999592553019199,15000,5000,20,500
"1025",1000,500,200,0.4,0.274,0.684,131.994,142.9065,155.442,1.00079373410034,15000,5000,20,500
"1026",1000,500,200,0.4,0.283,0.706,132.618,143.0585,154.733,1.00010432628608,15000,5000,20,500
"1027",1000,500,200,0.4,0.261,0.697,134.159,146.158,158.298,1.00076212530109,15000,5000,20,500
"1028",1000,500,200,0.4,0.278,0.677,135.601,147.75,160.127,0.999625164117346,15000,5000,20,500
"1029",1000,500,200,0.4,0.29,0.678,136.622,148.8635,160.893,1.00093378410648,15000,5000,20,500
"1030",1000,500,200,0.4,0.258,0.673,130.847,142.3215,155.627,1.00245661878941,15000,5000,20,500
"1031",1000,500,200,0.4,0.283,0.684,139.396,151.3765,164.155,1.00104096622344,15000,5000,20,500
"1032",1000,500,200,0.4,0.26,0.701,135.022,147.265,160.338,1.00033015683543,15000,5000,20,500
"1033",1000,500,200,0.4,0.233,0.684,143.761,157.432,172.172,0.999558818698842,15000,5000,20,500
"1034",1000,500,200,0.4,0.259,0.675,133.765,146.3395,159.502,1.00459500489576,15000,5000,20,500
"1035",1000,500,200,0.4,0.277,0.712,139.222,150.821,164.035,1.00152650795934,15000,5000,20,500
"1036",1000,500,200,0.4,0.27,0.695,132.196,144.958,156.974,1.00394076894767,15000,5000,20,500
"1037",1000,500,200,0.4,0.28,0.676,135.769,148.4765,161.663,0.999931928118298,15000,5000,20,500
"1038",1000,500,200,0.4,0.284,0.685,146.025,158.299,171.666,1.00056935367588,15000,5000,20,500
"1039",1000,500,200,0.4,0.27,0.688,147.29,161.054,174.645,1.00050078925894,15000,5000,20,500
"1040",1000,500,200,0.4,0.258,0.684,136.715,148.545,162.816,1.00161980082107,15000,5000,20,500
"1041",1000,500,200,0.4,0.262,0.667,124.646,135.0165,146.918,1.00280758687991,15000,5000,20,500
"1042",1000,500,200,0.4,0.276,0.667,143.828,155.837,169.611,1.00138878557417,15000,5000,20,500
"1043",1000,500,200,0.4,0.261,0.657,143.939,157.1105,170.442,1.00238028385933,15000,5000,20,500
"1044",1000,500,200,0.4,0.293,0.695,131.286,142.4085,154.451,1.00082730278894,15000,5000,20,500
"1045",1000,500,200,0.4,0.263,0.669,135.323,147.3445,160.021,1.00118006695548,15000,5000,20,500
"1046",1000,500,200,0.4,0.27,0.687,131.637,142.6025,155.765,1.00001012213819,15000,5000,20,500
"1047",1000,500,200,0.4,0.281,0.695,133.085,143.6185,157.545,0.999353840791444,15000,5000,20,500
"1048",1000,500,200,0.4,0.265,0.668,128.261,140.3125,153.218,1.00037395892022,15000,5000,20,500
"1049",1000,500,200,0.4,0.264,0.668,134.293,146.062,160.396,1.00116752456549,15000,5000,20,500
"1050",1000,500,200,0.4,0.292,0.68,126.824,138.4995,148.86,1.00061911684753,15000,5000,20,500
"1051",100,1000,200,0.4,0.44,0.85,166.724,202.7085,252.656,0.99961742808902,15000,5000,20,500
"1052",100,1000,200,0.4,0.41,0.9,145.534,182.0375,224.019,1.00185872039282,15000,5000,20,500
"1053",100,1000,200,0.4,0.31,0.86,100.31,131.365,167.84,1.00005083736266,15000,5000,20,500
"1054",100,1000,200,0.4,0.38,0.8,130.309,168.0675,208.736,1.00056783190628,15000,5000,20,500
"1055",100,1000,200,0.4,0.34,0.87,168.427,218.4215,274.34,1.00333123070506,15000,5000,20,500
"1056",100,1000,200,0.4,0.23,0.77,150.011,207.4705,278.888,0.999912547639256,15000,5000,20,500
"1057",100,1000,200,0.4,0.3,0.8,96.7281,124.304,162.473,1.0007569406395,15000,5000,20,500
"1058",100,1000,200,0.4,0.33,0.85,144.257,187.9025,238.257,1.00027080673103,15000,5000,20,500
"1059",100,1000,200,0.4,0.38,0.8,146.742,188.3835,231.882,1.00079987506077,15000,5000,20,500
"1060",100,1000,200,0.4,0.29,0.85,117.772,152.2095,199.522,1.00052637235747,15000,5000,20,500
"1061",100,1000,200,0.4,0.33,0.85,163.772,212.0855,269.279,1.00071266221986,15000,5000,20,500
"1062",100,1000,200,0.4,0.41,0.82,175.383,219.8485,275.402,1.00330035858667,15000,5000,20,500
"1063",100,1000,200,0.4,0.23,0.83,123.421,166.448,221.169,0.999140690667781,15000,5000,20,500
"1064",100,1000,200,0.4,0.38,0.87,154.496,198.867,249.144,0.999395394632651,15000,5000,20,500
"1065",100,1000,200,0.4,0.35,0.91,122.769,159.1675,202.971,0.999628937892217,15000,5000,20,500
"1066",100,1000,200,0.4,0.37,0.83,158.497,199.6345,251.922,1.00084229515985,15000,5000,20,500
"1067",100,1000,200,0.4,0.35,0.77,143.596,183.455,232.111,0.999835634811177,15000,5000,20,500
"1068",100,1000,200,0.4,0.26,0.83,127.816,167.683,225.243,1.00138888131691,15000,5000,20,500
"1069",100,1000,200,0.4,0.34,0.83,138.646,177.9045,230.011,1.00391024259561,15000,5000,20,500
"1070",100,1000,200,0.4,0.27,0.83,149.368,194.747,252.067,1.00025933593738,15000,5000,20,500
"1071",100,1000,200,0.4,0.32,0.8,167.275,214.177,269.507,1.00180956106037,15000,5000,20,500
"1072",100,1000,200,0.4,0.3,0.86,134.448,174.758,223.946,0.999676336491679,15000,5000,20,500
"1073",100,1000,200,0.4,0.3,0.81,138.643,182.1265,237.678,1.00307105789125,15000,5000,20,500
"1074",100,1000,200,0.4,0.31,0.83,146.897,194.386,246.561,1.00051591048349,15000,5000,20,500
"1075",100,1000,200,0.4,0.38,0.84,124.913,156.042,195.741,1.00129525731989,15000,5000,20,500
"1076",100,1000,200,0.4,0.32,0.83,128.206,162.703,210.641,1.00428825493703,15000,5000,20,500
"1077",100,1000,200,0.4,0.32,0.82,169.607,219.8075,279.276,1.00091004295527,15000,5000,20,500
"1078",100,1000,200,0.4,0.32,0.9,118.409,150.6145,195.424,1.00002597347817,15000,5000,20,500
"1079",100,1000,200,0.4,0.28,0.87,130.758,166.542,217.344,0.999859196356597,15000,5000,20,500
"1080",100,1000,200,0.4,0.3,0.82,137.945,180.23,229.214,1.00052335005608,15000,5000,20,500
"1081",100,1000,200,0.4,0.35,0.93,156.632,198.166,252.017,1.00043773572657,15000,5000,20,500
"1082",100,1000,200,0.4,0.26,0.77,141.727,187.648,245.116,1.00014852083004,15000,5000,20,500
"1083",100,1000,200,0.4,0.26,0.85,122.79,165.5255,221.728,1.00054642955184,15000,5000,20,500
"1084",100,1000,200,0.4,0.24,0.84,157.81,214.1,288.354,0.999255657263383,15000,5000,20,500
"1085",100,1000,200,0.4,0.22,0.82,102.954,144.3825,193.297,0.999799831436236,15000,5000,20,500
"1086",100,1000,200,0.4,0.34,0.85,154,198.821,249.171,0.999678683015909,15000,5000,20,500
"1087",100,1000,200,0.4,0.34,0.86,148.08,192.1365,243.878,1.00119847262927,15000,5000,20,500
"1088",100,1000,200,0.4,0.29,0.84,161.201,211.556,271.785,1.00405927079686,15000,5000,20,500
"1089",100,1000,200,0.4,0.35,0.87,150.891,196.069,248.898,1.0008562334057,15000,5000,20,500
"1090",100,1000,200,0.4,0.3,0.8,128.017,170.489,222.716,1.00117844627412,15000,5000,20,500
"1091",100,1000,200,0.4,0.26,0.79,120.896,161.206,213.278,1.00454170802726,15000,5000,20,500
"1092",100,1000,200,0.4,0.36,0.84,126.65,163.05,203.36,1.00072682135417,15000,5000,20,500
"1093",100,1000,200,0.4,0.29,0.83,114.903,149.302,193.02,1.00248301445632,15000,5000,20,500
"1094",100,1000,200,0.4,0.26,0.82,127.811,173.7535,228.654,0.999841508040517,15000,5000,20,500
"1095",100,1000,200,0.4,0.35,0.85,134.512,173.4825,220.794,1.00158506549784,15000,5000,20,500
"1096",100,1000,200,0.4,0.35,0.86,145.29,194.408,242.887,1.00594359761163,15000,5000,20,500
"1097",100,1000,200,0.4,0.24,0.81,138.869,191.336,250.12,0.999680017368243,15000,5000,20,500
"1098",100,1000,200,0.4,0.34,0.85,106.604,138.249,175.765,1.00129794155571,15000,5000,20,500
"1099",100,1000,200,0.4,0.32,0.78,133.423,169.0435,214.807,1.00121371684119,15000,5000,20,500
"1100",100,1000,200,0.4,0.3,0.83,132.307,176.747,224.084,0.999774553649227,15000,5000,20,500
"1101",500,1000,200,0.4,0.304,0.842,157.532,176.5845,197.51,1.00800406088563,15000,5000,20,500
"1102",500,1000,200,0.4,0.31,0.834,176.471,196.7715,219.442,0.999908562453205,15000,5000,20,500
"1103",500,1000,200,0.4,0.324,0.822,155.309,174.1645,194.253,1.00001445979329,15000,5000,20,500
"1104",500,1000,200,0.4,0.346,0.83,158.175,173.325,194.256,1.0009135054728,15000,5000,20,500
"1105",500,1000,200,0.4,0.332,0.824,178.711,200.1705,222.663,1.00239831341714,15000,5000,20,500
"1106",500,1000,200,0.4,0.336,0.84,150.798,167.371,186.996,1.001202192208,15000,5000,20,500
"1107",500,1000,200,0.4,0.362,0.822,148.434,165.473,183.773,1.00016148421905,15000,5000,20,500
"1108",500,1000,200,0.4,0.326,0.834,163.828,182.305,203.733,0.99971367205772,15000,5000,20,500
"1109",500,1000,200,0.4,0.348,0.868,146.439,163.0515,182.21,1.00071376401782,15000,5000,20,500
"1110",500,1000,200,0.4,0.348,0.852,160.156,180.927,199.539,1.0003386441812,15000,5000,20,500
"1111",500,1000,200,0.4,0.336,0.826,162.565,179.354,200.723,1.00122524340063,15000,5000,20,500
"1112",500,1000,200,0.4,0.322,0.82,161.37,177.332,200.761,0.999069584083473,15000,5000,20,500
"1113",500,1000,200,0.4,0.334,0.822,168.961,186.9915,210.093,0.999700279380121,15000,5000,20,500
"1114",500,1000,200,0.4,0.328,0.848,134.511,150.607,167.733,1.00118843266525,15000,5000,20,500
"1115",500,1000,200,0.4,0.318,0.828,162.778,181.5005,201.19,0.999129058407518,15000,5000,20,500
"1116",500,1000,200,0.4,0.356,0.824,162.04,179.3695,199.268,0.99997013979373,15000,5000,20,500
"1117",500,1000,200,0.4,0.36,0.846,146.919,165.2055,183.061,1.00091381198935,15000,5000,20,500
"1118",500,1000,200,0.4,0.386,0.854,168.398,185.5825,204.767,0.999308969718233,15000,5000,20,500
"1119",500,1000,200,0.4,0.35,0.822,159.295,176.7785,196.308,0.999767086250401,15000,5000,20,500
