"","N","LEN","SIGMA","PHI","SIGMA.PHI","Pcap","Pstay","sigma_lower","sigma_med","sigma_upper","R_hat_sigma","MCMCiter","Burn_in","N_thin","N_sample"
"1625",1000,500,300,0.4,1,0.235,0.526,218.536,290.176,444.997,1.00678280199726,15000,5000,20,500
"1626",1000,500,300,0.4,1,0.217,0.515,255.351,745.3895,8451.95,1.01216416257593,15000,5000,20,500
"1627",1000,500,300,0.4,1,0.216,0.527,218.389,326.529,689.302,1.015781554651,15000,5000,20,500
"1628",1000,500,300,0.4,1,0.23,0.553,247.515,445.7195,2713.59,1.00038452721114,15000,5000,20,500
"1629",1000,500,300,0.4,1,0.212,0.544,218.856,333.04,796.191,1.01433892230395,15000,5000,20,500
"1630",1000,500,300,0.4,1,0.221,0.52,213.646,273.633,389.66,1.02844711799687,15000,5000,20,500
"1631",1000,500,300,0.4,1,0.237,0.537,212.349,284.428,402.821,1.00429967607782,15000,5000,20,500
"1632",1000,500,300,0.4,1,0.251,0.558,219.741,321.4575,546.894,1.01736885882611,15000,5000,20,500
"1633",1000,500,300,0.4,1,0.208,0.525,279.035,979.086,12132.7,1.00058223270489,15000,5000,20,500
"1634",1000,500,300,0.4,1,0.209,0.542,213.406,325.5715,689.235,1.00638057660828,15000,5000,20,500
"1635",1000,500,300,0.4,1,0.221,0.557,214.288,279.097,400.225,1.00702687690442,15000,5000,20,500
"1636",1000,500,300,0.4,1,0.238,0.547,228.094,382.0485,1741.54,1.0318540044277,15000,5000,20,500
"1637",1000,500,300,0.4,1,0.221,0.567,238.855,663.3215,7021.91,1.00034959970543,15000,5000,20,500
"1638",1000,500,300,0.4,1,0.252,0.553,218.625,285.3015,402.663,1.00426122859502,15000,5000,20,500
"1639",1000,500,300,0.4,1,0.193,0.52,217.795,388.175,2212.03,1.00779630534599,15000,5000,20,500
"1640",1000,500,300,0.4,1,0.229,0.552,211.049,291.0365,430.307,1.01404329845805,15000,5000,20,500
"1641",1000,500,300,0.4,1,0.216,0.559,214.458,280.972,414.267,1.00402217040171,15000,5000,20,500
"1642",1000,500,300,0.4,1,0.214,0.531,222.359,384.9185,1741.33,0.99981411097347,15000,5000,20,500
"1643",1000,500,300,0.4,1,0.228,0.551,228.54,323.1355,541.32,1.00051478643102,15000,5000,20,500
"1644",1000,500,300,0.4,1,0.221,0.528,222.34,363.5515,1329.93,1.02974915083575,15000,5000,20,500
"1645",1000,500,300,0.4,1,0.219,0.548,260.353,649.4105,8104.58,1.00825361355611,15000,5000,20,500
"1646",1000,500,300,0.4,1,0.21,0.527,208.308,273.1965,405.008,1.00136109654114,15000,5000,20,500
"1647",1000,500,300,0.4,1,0.239,0.544,227.995,324.216,577.891,1.02252566459213,15000,5000,20,500
"1648",1000,500,300,0.4,1,0.226,0.547,236.064,517.5055,5402.29,1.00046115838219,15000,5000,20,500
"1649",1000,500,300,0.4,1,0.242,0.547,211.005,288.6025,416.615,1.00512637004593,15000,5000,20,500
"1650",1000,500,300,0.4,1,0.215,0.523,238.383,513.328,4686.26,0.999319065027283,15000,5000,20,500
"1651",100,1000,300,0.4,1,0.29,0.74,217.505,321.878,525.246,1.01266081798259,15000,5000,20,500
"1652",100,1000,300,0.4,1,0.29,0.78,233.463,388.2605,1085.66,1.03249793792083,15000,5000,20,500
"1653",100,1000,300,0.4,1,0.39,0.77,185.531,246.0595,330.521,1.00432627441999,15000,5000,20,500
"1654",100,1000,300,0.4,1,0.29,0.81,202.225,302.09,546.532,1.00063199606794,15000,5000,20,500
"1655",100,1000,300,0.4,1,0.26,0.73,182.996,341.2835,1218.7,1.00047533413827,15000,5000,20,500
"1656",100,1000,300,0.4,1,0.28,0.75,190.103,289.6485,507.957,1.00167431180619,15000,5000,20,500
"1657",100,1000,300,0.4,1,0.32,0.75,195.865,304.614,482.605,1.01322207279375,15000,5000,20,500
"1658",100,1000,300,0.4,1,0.2,0.71,156.895,261.165,517.894,1.00316408396943,15000,5000,20,500
"1659",100,1000,300,0.4,1,0.3,0.73,179.557,307.032,639.674,1.00544140868406,15000,5000,20,500
"1660",100,1000,300,0.4,1,0.35,0.77,191.44,270.3845,392.671,1.01627642367723,15000,5000,20,500
"1661",100,1000,300,0.4,1,0.41,0.75,218.212,302.787,451.123,1.00971966319017,15000,5000,20,500
"1662",100,1000,300,0.4,1,0.39,0.79,192.506,268.1355,375.898,0.999254245630406,15000,5000,20,500
"1663",100,1000,300,0.4,1,0.29,0.76,200.468,315.5375,527.261,1.0215253095409,15000,5000,20,500
"1664",100,1000,300,0.4,1,0.33,0.79,203.005,299.394,445.517,1.00487253466301,15000,5000,20,500
"1665",100,1000,300,0.4,1,0.33,0.81,178.603,254.335,379.991,1.0019778978535,15000,5000,20,500
"1666",100,1000,300,0.4,1,0.33,0.71,210.898,314.9985,505.056,1.00500001178859,15000,5000,20,500
"1667",100,1000,300,0.4,1,0.35,0.77,191.802,266.5285,387.724,1.00090536595585,15000,5000,20,500
"1668",100,1000,300,0.4,1,0.28,0.7,195.522,316.7625,689.288,1.0005779713566,15000,5000,20,500
"1669",100,1000,300,0.4,1,0.29,0.68,193.866,283.778,419.374,1.02273070343549,15000,5000,20,500
"1670",100,1000,300,0.4,1,0.35,0.79,244.357,435.5975,1502.99,1.01873962098299,15000,5000,20,500
"1671",100,1000,300,0.4,1,0.32,0.85,165.432,226.2085,322.314,1.00007411437574,15000,5000,20,500
"1672",100,1000,300,0.4,1,0.35,0.77,206.712,306.8055,497.301,1.00624271061673,15000,5000,20,500
"1673",100,1000,300,0.4,1,0.28,0.77,201.791,399.513,2016.65,1.00260705736883,15000,5000,20,500
"1674",100,1000,300,0.4,1,0.31,0.63,221.694,364.344,892.749,1.01288406240839,15000,5000,20,500
"1675",100,1000,300,0.4,1,0.35,0.77,279.889,767.947,8721.13,1.00052876960259,15000,5000,20,500
"1676",100,1000,300,0.4,1,0.37,0.82,210.917,296.4675,434.985,1.01302550838808,15000,5000,20,500
"1677",100,1000,300,0.4,1,0.38,0.77,191.823,280.586,426.345,1.003628079251,15000,5000,20,500
"1678",100,1000,300,0.4,1,0.34,0.81,178.091,245.2735,340.954,1.0090106906831,15000,5000,20,500
"1679",100,1000,300,0.4,1,0.35,0.78,213.377,329.0255,551.031,1.00851187782636,15000,5000,20,500
"1680",100,1000,300,0.4,1,0.41,0.84,232.62,350.6255,650.383,1.00485766463079,15000,5000,20,500
"1681",100,1000,300,0.4,1,0.38,0.83,220.794,331.1895,586.661,1.00166993168371,15000,5000,20,500
"1682",100,1000,300,0.4,1,0.38,0.77,180.481,247.689,350.205,1.0006414114883,15000,5000,20,500
"1683",100,1000,300,0.4,1,0.25,0.84,179.689,310.7015,626.444,1.00593841000274,15000,5000,20,500
"1684",100,1000,300,0.4,1,0.33,0.73,199.866,283.922,418.293,0.999723829122517,15000,5000,20,500
"1685",100,1000,300,0.4,1,0.3,0.71,174.499,255.646,372.652,1.00679437754295,15000,5000,20,500
"1686",100,1000,300,0.4,1,0.32,0.77,181.522,266.7715,396.832,1.00169517025515,15000,5000,20,500
"1687",100,1000,300,0.4,1,0.39,0.79,210.923,313.3315,461.602,1.0090638659703,15000,5000,20,500
"1688",100,1000,300,0.4,1,0.37,0.82,173.761,244.6605,341.26,1.00319374954678,15000,5000,20,500
"1689",100,1000,300,0.4,1,0.4,0.75,204.337,291.5415,409.05,0.99930576224904,15000,5000,20,500
"1690",100,1000,300,0.4,1,0.33,0.76,232.715,354.352,665.142,1.00231898793283,15000,5000,20,500
"1691",100,1000,300,0.4,1,0.28,0.69,284.869,667.541,6668.31,1.00336829155616,15000,5000,20,500
"1692",100,1000,300,0.4,1,0.29,0.78,209.854,410.169,2105.05,1.00944864890154,15000,5000,20,500
"1693",100,1000,300,0.4,1,0.27,0.74,199.477,334.981,676.224,1.00205717628159,15000,5000,20,500
"1694",100,1000,300,0.4,1,0.39,0.83,226.822,329.019,526.551,1.00224867008022,15000,5000,20,500
"1695",100,1000,300,0.4,1,0.34,0.77,208.381,363.1545,876.453,1.00646288238423,15000,5000,20,500
"1696",100,1000,300,0.4,1,0.33,0.75,199.528,328.7305,618.355,1.01057705775941,15000,5000,20,500
"1697",100,1000,300,0.4,1,0.32,0.82,202.488,351.7885,914.646,1.01437429734147,15000,5000,20,500
"1698",100,1000,300,0.4,1,0.37,0.74,203.664,291.605,432.122,1.00700135979972,15000,5000,20,500
"1699",100,1000,300,0.4,1,0.29,0.79,223.269,512.351,4995.03,1.00171575200171,15000,5000,20,500
"1700",100,1000,300,0.4,1,0.24,0.72,172.888,262.7905,406.41,1.00114518025056,15000,5000,20,500
"1701",500,1000,300,0.4,1,0.318,0.774,265.936,308.6105,362.877,0.999801734311925,15000,5000,20,500
"1702",500,1000,300,0.4,1,0.338,0.792,252.468,298.338,343.826,1.00061541060876,15000,5000,20,500
"1703",500,1000,300,0.4,1,0.344,0.762,254.889,296.172,347.429,1.00030733033565,15000,5000,20,500
"1704",500,1000,300,0.4,1,0.34,0.76,271.089,321.8115,374.886,1.00109535842232,15000,5000,20,500
"1705",500,1000,300,0.4,1,0.316,0.722,255.6,294.2055,352.77,1.00408145077181,15000,5000,20,500
"1706",500,1000,300,0.4,1,0.36,0.794,260.359,302.491,353.06,1.00094984461026,15000,5000,20,500
"1707",500,1000,300,0.4,1,0.368,0.79,253.643,295.1265,343.327,1.00130292632456,15000,5000,20,500
"1708",500,1000,300,0.4,1,0.33,0.774,254.973,297.7885,344.258,1.00065560884781,15000,5000,20,500
"1709",500,1000,300,0.4,1,0.304,0.764,268.053,317.012,376.214,1.00411678429852,15000,5000,20,500
"1710",500,1000,300,0.4,1,0.302,0.778,260.055,310.1695,363.523,1.00128958307487,15000,5000,20,500
"1711",500,1000,300,0.4,1,0.304,0.74,238.728,277.93,326.193,1.00041920302564,15000,5000,20,500
"1712",500,1000,300,0.4,1,0.29,0.8,260.97,309.5295,369.579,1.00289571706423,15000,5000,20,500
"1713",500,1000,300,0.4,1,0.32,0.758,270.538,319.0705,381.645,1.00445942874093,15000,5000,20,500
"1714",500,1000,300,0.4,1,0.324,0.774,264.76,309.9155,369.254,1.00201832957493,15000,5000,20,500
"1715",500,1000,300,0.4,1,0.322,0.752,265.722,312.354,367.913,1.00079652641601,15000,5000,20,500
"1716",500,1000,300,0.4,1,0.332,0.756,263.97,309.2055,365.284,1.00186162285315,15000,5000,20,500
"1717",500,1000,300,0.4,1,0.336,0.778,266.751,317.417,373.654,1.00171228976276,15000,5000,20,500
"1718",500,1000,300,0.4,1,0.346,0.764,236.731,274.9065,316.669,0.999220587606005,15000,5000,20,500
"1719",500,1000,300,0.4,1,0.3,0.746,238.667,274.286,324.875,0.999647439887937,15000,5000,20,500
"1720",500,1000,300,0.4,1,0.32,0.748,261.846,307.8665,368.6,1.00201928298823,15000,5000,20,500
"1721",500,1000,300,0.4,1,0.306,0.718,229.219,265.5305,310.908,1.00001699292549,15000,5000,20,500
"1722",500,1000,300,0.4,1,0.318,0.782,203.381,233.518,266.663,1.00147214208509,15000,5000,20,500
"1723",500,1000,300,0.4,1,0.284,0.768,260.591,304.8485,364.911,0.999487284626928,15000,5000,20,500
"1724",500,1000,300,0.4,1,0.282,0.766,242.73,282.7235,340.677,1.00063789381678,15000,5000,20,500
"1725",500,1000,300,0.4,1,0.31,0.78,249.702,295.854,347.308,1.00143014963658,15000,5000,20,500
"1726",500,1000,300,0.4,1,0.356,0.754,254.141,300.7225,347.679,0.999694994431121,15000,5000,20,500
"1727",500,1000,300,0.4,1,0.292,0.794,284.253,338.991,413.484,1.00027181270359,15000,5000,20,500
"1728",500,1000,300,0.4,1,0.28,0.768,259.801,309.0335,369.263,1.00055621653188,15000,5000,20,500
"1729",500,1000,300,0.4,1,0.29,0.776,286.118,337.1125,413.914,0.999290055314516,15000,5000,20,500
"1730",500,1000,300,0.4,1,0.304,0.714,259.08,303.6075,355.816,1.00066858343588,15000,5000,20,500
"1731",500,1000,300,0.4,1,0.362,0.792,241.813,281.5375,323.588,1.00151742299895,15000,5000,20,500
"1732",500,1000,300,0.4,1,0.298,0.794,292.219,350.001,434.824,1.00071103913278,15000,5000,20,500
"1733",500,1000,300,0.4,1,0.308,0.774,288.364,338.769,407.981,1.00398107550391,15000,5000,20,500
"1734",500,1000,300,0.4,1,0.282,0.76,255.988,302.453,356.892,1.00126589651771,15000,5000,20,500
"1735",500,1000,300,0.4,1,0.348,0.744,311.729,376.4275,459.328,1.00150643609369,15000,5000,20,500
"1736",500,1000,300,0.4,1,0.31,0.744,245.619,287.358,336.082,1.00516685302422,15000,5000,20,500
"1737",500,1000,300,0.4,1,0.288,0.77,241.889,283.7645,333.232,1.00051642743241,15000,5000,20,500
"1738",500,1000,300,0.4,1,0.314,0.768,246.767,292.4585,337.197,1.0018350243643,15000,5000,20,500
"1739",500,1000,300,0.4,1,0.322,0.772,248.14,285.9545,335.136,1.00513121883734,15000,5000,20,500
"1740",500,1000,300,0.4,1,0.31,0.792,250.546,298.019,351.016,1.00062595210533,15000,5000,20,500
"1741",500,1000,300,0.4,1,0.32,0.762,251.04,287.7195,340.313,0.999934030075151,15000,5000,20,500
"1742",500,1000,300,0.4,1,0.318,0.752,244.27,283.729,336.852,1.00331693524971,15000,5000,20,500
"1743",500,1000,300,0.4,1,0.298,0.742,272.313,327.689,392.246,1.00117902980582,15000,5000,20,500
"1744",500,1000,300,0.4,1,0.33,0.764,270.666,322.5965,380.609,1.00231620532749,15000,5000,20,500
"1745",500,1000,300,0.4,1,0.312,0.784,272.784,319.1715,373.771,0.999927632312139,15000,5000,20,500
"1746",500,1000,300,0.4,1,0.33,0.746,238.545,277.2565,318.864,1.00020730052177,15000,5000,20,500
"1747",500,1000,300,0.4,1,0.312,0.77,280.353,336.2405,405.987,0.999177422353384,15000,5000,20,500
"1748",500,1000,300,0.4,1,0.308,0.762,289.217,339.986,408.035,1.004946087421,15000,5000,20,500
"1749",500,1000,300,0.4,1,0.272,0.748,238.914,282.367,334.016,1.00111441557004,15000,5000,20,500
"1750",500,1000,300,0.4,1,0.31,0.726,234.951,269.8455,314.07,0.999646036153773,15000,5000,20,500
"1751",1000,1000,300,0.4,1,0.338,0.762,272.391,305.267,340.6,0.999533124060905,15000,5000,20,500
"1752",1000,1000,300,0.4,1,0.302,0.764,262.916,294.1515,331.188,1.00020086445866,15000,5000,20,500
"1753",1000,1000,300,0.4,1,0.346,0.779,274.218,304.6645,338.656,0.999997672624976,15000,5000,20,500
"1754",1000,1000,300,0.4,1,0.358,0.774,278.74,313.74,350.884,0.999910696573262,15000,5000,20,500
"1755",1000,1000,300,0.4,1,0.317,0.744,291.863,329.231,370.906,0.999893974476056,15000,5000,20,500
"1756",1000,1000,300,0.4,1,0.315,0.766,251.566,278.606,314.455,0.999580347732064,15000,5000,20,500
"1757",1000,1000,300,0.4,1,0.315,0.764,280.754,313.385,352.178,1.00035960233041,15000,5000,20,500
"1758",1000,1000,300,0.4,1,0.294,0.751,265.155,297.4615,332.957,1.0000606631768,15000,5000,20,500
"1759",1000,1000,300,0.4,1,0.32,0.775,269.521,301.183,337.688,1.00303931407869,15000,5000,20,500
"1760",1000,1000,300,0.4,1,0.289,0.749,263.804,301.0485,336.511,1.00091959696176,15000,5000,20,500
"1761",1000,1000,300,0.4,1,0.313,0.752,261.99,293.628,329.96,0.99959487122907,15000,5000,20,500
"1762",1000,1000,300,0.4,1,0.323,0.746,271.265,305.3835,336.812,1.00066938714286,15000,5000,20,500
"1763",1000,1000,300,0.4,1,0.334,0.768,256.034,283.8955,316.967,0.999085161524642,15000,5000,20,500
"1764",1000,1000,300,0.4,1,0.302,0.745,277.158,313.174,349.666,1.00009048898143,15000,5000,20,500
"1765",1000,1000,300,0.4,1,0.313,0.764,258.815,290.005,324.308,1.00173141369667,15000,5000,20,500
"1766",1000,1000,300,0.4,1,0.308,0.728,297.909,336.9645,380.958,1.00041429940985,15000,5000,20,500
"1767",1000,1000,300,0.4,1,0.292,0.733,271.473,302.119,343.931,1.00138835003989,15000,5000,20,500
"1768",1000,1000,300,0.4,1,0.333,0.739,298.859,333.8385,380.552,1.00031345988818,15000,5000,20,500
"1769",1000,1000,300,0.4,1,0.304,0.769,270.551,306.123,343.896,0.999465192895631,15000,5000,20,500
"1770",1000,1000,300,0.4,1,0.324,0.758,258.982,289.841,321.822,1.0030357568764,15000,5000,20,500
"1771",1000,1000,300,0.4,1,0.298,0.752,260.966,293.475,329.486,1.00113301430196,15000,5000,20,500
"1772",1000,1000,300,0.4,1,0.299,0.732,248.218,278.444,310.447,1.00258284192171,15000,5000,20,500
"1773",1000,1000,300,0.4,1,0.295,0.738,259.598,293.952,330.082,0.999866525645501,15000,5000,20,500
"1774",1000,1000,300,0.4,1,0.305,0.779,273.502,307.323,345.31,1.00177750958459,15000,5000,20,500
"1775",1000,1000,300,0.4,1,0.336,0.76,250.007,278.1515,308.22,0.999865922501453,15000,5000,20,500
"1776",1000,1000,300,0.4,1,0.322,0.735,266.658,298.2615,333.105,1.00025296420372,15000,5000,20,500
"1777",1000,1000,300,0.4,1,0.33,0.756,271.55,304.8125,346.162,1.00259753645727,15000,5000,20,500
"1778",1000,1000,300,0.4,1,0.297,0.762,248.367,276.8345,307.802,1.00185697672207,15000,5000,20,500
"1779",1000,1000,300,0.4,1,0.305,0.765,270.889,304.121,341.507,1.00042488805439,15000,5000,20,500
"1780",1000,1000,300,0.4,1,0.326,0.762,270.298,299.952,334.578,0.999446750743964,15000,5000,20,500
"1781",1000,1000,300,0.4,1,0.319,0.729,282.184,320.776,360.98,1.00027295146496,15000,5000,20,500
"1782",1000,1000,300,0.4,1,0.327,0.776,265.558,295.674,331.554,1.00580802259362,15000,5000,20,500
"1783",1000,1000,300,0.4,1,0.324,0.748,277.947,310.5415,348.912,1.0002743820904,15000,5000,20,500
"1784",1000,1000,300,0.4,1,0.306,0.76,272.526,309.2375,348.969,1.00264950527372,15000,5000,20,500
"1785",1000,1000,300,0.4,1,0.325,0.764,262.753,293.989,328.202,0.999973059595869,15000,5000,20,500
"1786",1000,1000,300,0.4,1,0.296,0.765,294.359,329.8255,375.15,1.00062068627923,15000,5000,20,500
"1787",1000,1000,300,0.4,1,0.32,0.776,256.617,289.48,322.436,0.999715068425381,15000,5000,20,500
"1788",1000,1000,300,0.4,1,0.312,0.763,252.943,282.274,313.871,1.00118598963697,15000,5000,20,500
"1789",1000,1000,300,0.4,1,0.293,0.773,259.641,292.327,326.278,0.999840575552336,15000,5000,20,500
"1790",1000,1000,300,0.4,1,0.314,0.75,264.629,295.445,330.262,0.999567371731592,15000,5000,20,500
"1791",1000,1000,300,0.4,1,0.329,0.74,281.676,312.705,350.36,0.999536147416532,15000,5000,20,500
"1792",1000,1000,300,0.4,1,0.316,0.769,280.295,311.5465,351.997,1.00048507520665,15000,5000,20,500
"1793",1000,1000,300,0.4,1,0.311,0.759,294.716,332.0895,378.629,1.00075670859935,15000,5000,20,500
"1794",1000,1000,300,0.4,1,0.319,0.775,273.814,309.1495,344.873,1.00166803482088,15000,5000,20,500
"1795",1000,1000,300,0.4,1,0.319,0.77,267.543,299.3635,336.469,0.999963138845019,15000,5000,20,500
"1796",1000,1000,300,0.4,1,0.319,0.766,270.278,305.9165,338.058,1.00273260447569,15000,5000,20,500
"1797",1000,1000,300,0.4,1,0.304,0.76,287.307,322.3655,364.775,1.00561045458891,15000,5000,20,500
"1798",1000,1000,300,0.4,1,0.311,0.761,278.759,315.3255,356.869,1.00051764047182,15000,5000,20,500
"1799",1000,1000,300,0.4,1,0.337,0.78,263.484,291.8815,322.965,0.999222130433499,15000,5000,20,500
"1800",1000,1000,300,0.4,1,0.302,0.754,277.342,309.8225,349.992,1.00119949901473,15000,5000,20,500
"1801",100,500,50,0.8,1,0.7,0.89,43.5623,52.3558,62.3936,0.999592905636465,15000,5000,20,500
"1802",100,500,50,0.8,1,0.7,0.94,38.9475,46.97135,56.1589,1.0019206147408,15000,5000,20,500
"1803",100,500,50,0.8,1,0.73,0.93,37.4238,44.8276,53.017,1.00138944186363,15000,5000,20,500
"1804",100,500,50,0.8,1,0.68,0.9,45.3414,55.32425,65.7408,1.00255014331602,15000,5000,20,500
"1805",100,500,50,0.8,1,0.8,0.97,42.5069,50.5063,59.5814,0.999282311961212,15000,5000,20,500
"1806",100,500,50,0.8,1,0.7,0.93,36.5073,44.1122,51.9089,1.00032500836431,15000,5000,20,500
"1807",100,500,50,0.8,1,0.77,0.96,46.6811,54.75465,65.9687,1.0014464373788,15000,5000,20,500
"1808",100,500,50,0.8,1,0.64,0.86,40.6948,48.36905,58.9466,0.999374974317709,15000,5000,20,500
"1809",100,500,50,0.8,1,0.63,0.96,48.268,57.75035,71.2397,0.999986446428324,15000,5000,20,500
"1810",100,500,50,0.8,1,0.69,0.89,42.8799,51.42375,60.4355,1.00177914493292,15000,5000,20,500
"1811",100,500,50,0.8,1,0.7,0.92,34.9072,42.40885,50.0601,0.999945391864035,15000,5000,20,500
"1812",100,500,50,0.8,1,0.7,0.94,43.9485,51.9968,62.6169,1.00250308525299,15000,5000,20,500
"1813",100,500,50,0.8,1,0.68,0.94,43.0688,52.27915,62.4566,0.999180041349043,15000,5000,20,500
"1814",100,500,50,0.8,1,0.72,0.89,41.1649,48.83225,58.4485,1.00164920797575,15000,5000,20,500
"1815",100,500,50,0.8,1,0.7,0.94,40.832,48.7826,59.0354,0.999370424433672,15000,5000,20,500
"1816",100,500,50,0.8,1,0.74,0.94,43.9946,52.5342,62.4668,1.00213878520134,15000,5000,20,500
"1817",100,500,50,0.8,1,0.76,0.96,37.8004,44.86715,52.4165,1.00163749660657,15000,5000,20,500
"1818",100,500,50,0.8,1,0.73,0.92,38.2224,45.91595,54.5584,1.00114487322341,15000,5000,20,500
"1819",100,500,50,0.8,1,0.72,0.94,43.0642,51.6956,61.6872,1.00121712672182,15000,5000,20,500
"1820",100,500,50,0.8,1,0.8,0.96,44.9641,53.90995,63.4076,1.0011717873645,15000,5000,20,500
"1821",100,500,50,0.8,1,0.67,0.89,40.4444,48.64115,57.5632,1.00015471972434,15000,5000,20,500
"1822",100,500,50,0.8,1,0.66,0.94,41.2008,49.82185,59.7177,1.00164067442064,15000,5000,20,500
"1823",100,500,50,0.8,1,0.76,0.92,44.0872,52.3747,61.8882,0.999174854320135,15000,5000,20,500
"1824",100,500,50,0.8,1,0.7,0.92,41.8391,50.11965,61.1079,1.00239644891552,15000,5000,20,500
"1825",100,500,50,0.8,1,0.74,0.93,38.9618,46.69755,54.7363,1.00152203767559,15000,5000,20,500
"1826",100,500,50,0.8,1,0.53,0.91,39.9551,49.04575,60.5783,1.00009022392072,15000,5000,20,500
"1827",100,500,50,0.8,1,0.63,0.93,46.547,56.03545,68.2722,0.999854104264793,15000,5000,20,500
"1828",100,500,50,0.8,1,0.76,0.94,48.9596,59.31575,70.4957,1.00066299588297,15000,5000,20,500
"1829",100,500,50,0.8,1,0.78,0.95,47.7703,57.019,67.352,1.00027550926048,15000,5000,20,500
"1830",100,500,50,0.8,1,0.65,0.93,45.1423,54.00405,65.9749,1.00420215540645,15000,5000,20,500
"1831",100,500,50,0.8,1,0.69,0.91,40.5157,48.4586,57.8724,1.00377817776891,15000,5000,20,500
"1832",100,500,50,0.8,1,0.67,0.97,43.6299,52.9929,63.1132,1.00385864554951,15000,5000,20,500
"1833",100,500,50,0.8,1,0.76,0.99,41.7091,50.0801,58.8419,1.00085968780379,15000,5000,20,500
"1834",100,500,50,0.8,1,0.64,0.87,36.7848,43.62095,53.0988,1.00040879898032,15000,5000,20,500
"1835",100,500,50,0.8,1,0.61,0.93,33.9612,40.5479,49.6978,1.00029985370154,15000,5000,20,500
"1836",100,500,50,0.8,1,0.64,0.89,38.5177,46.9477,56.6381,1.00188302719449,15000,5000,20,500
"1837",100,500,50,0.8,1,0.74,0.92,48.6207,57.793,68.8816,1.00564832226182,15000,5000,20,500
"1838",100,500,50,0.8,1,0.65,0.88,36.9734,45.3565,54.4629,1.00128105147495,15000,5000,20,500
"1839",100,500,50,0.8,1,0.69,0.85,44.9768,53.9521,65.0706,1.00218668920168,15000,5000,20,500
"1840",100,500,50,0.8,1,0.68,0.9,38.9892,46.2893,55.9339,1.00108037122736,15000,5000,20,500
"1841",100,500,50,0.8,1,0.72,0.93,34.1583,41.07135,48.335,1.00413827908254,15000,5000,20,500
"1842",100,500,50,0.8,1,0.67,0.9,45.5483,54.89535,65.9168,0.999432639385647,15000,5000,20,500
"1843",100,500,50,0.8,1,0.77,0.95,39.3463,47.18505,54.9062,1.00109176999115,15000,5000,20,500
"1844",100,500,50,0.8,1,0.72,0.94,40.3517,48.6789,57.6979,0.999663719165386,15000,5000,20,500
"1845",100,500,50,0.8,1,0.65,0.91,40.7391,49.47015,59.2775,1.00088167265934,15000,5000,20,500
"1846",100,500,50,0.8,1,0.7,0.96,43.7994,52.40605,62.6072,1.0004015419965,15000,5000,20,500
"1847",100,500,50,0.8,1,0.73,0.9,34.7215,41.1972,49.4531,1.0012100583605,15000,5000,20,500
"1848",100,500,50,0.8,1,0.57,0.87,52.8259,65.6627,80.2993,1.00019955168041,15000,5000,20,500
"1849",100,500,50,0.8,1,0.73,0.92,39.3627,46.7899,55.6732,1.0017462686431,15000,5000,20,500
"1850",100,500,50,0.8,1,0.78,0.95,37.4528,45.1069,52.8598,1.00165672613637,15000,5000,20,500
"1851",500,500,50,0.8,1,0.678,0.918,48.0922,52.2957,56.3213,0.999603089191781,15000,5000,20,500
"1852",500,500,50,0.8,1,0.708,0.93,45.5169,49.51475,53.3191,0.999989011388151,15000,5000,20,500
"1853",500,500,50,0.8,1,0.724,0.922,47.3667,51.188,55.4977,0.999668876534984,15000,5000,20,500
"1854",500,500,50,0.8,1,0.706,0.916,53.2877,58.2035,62.9219,1.00327806057317,15000,5000,20,500
"1855",500,500,50,0.8,1,0.698,0.918,43.2661,47.1702,50.657,1.01031829837369,15000,5000,20,500
"1856",500,500,50,0.8,1,0.704,0.932,46.4664,50.19925,54.4335,0.999064233087164,15000,5000,20,500
"1857",500,500,50,0.8,1,0.696,0.932,48.7696,52.7041,56.9891,1.01306006270481,15000,5000,20,500
"1858",500,500,50,0.8,1,0.678,0.926,48.3869,52.46675,56.9915,1.00252560324835,15000,5000,20,500
"1859",500,500,50,0.8,1,0.698,0.934,44.3784,47.9754,51.8845,1.00010408567337,15000,5000,20,500
"1860",500,500,50,0.8,1,0.7,0.938,43.5176,46.87175,50.9688,1.00209396805674,15000,5000,20,500
"1861",500,500,50,0.8,1,0.672,0.92,49.8357,54.57125,58.5597,0.999388144971008,15000,5000,20,500
"1862",500,500,50,0.8,1,0.686,0.922,46.7748,50.49965,55.0195,0.99996345653498,15000,5000,20,500
"1863",500,500,50,0.8,1,0.702,0.916,46.5703,50.32215,54.6411,1.00393251329146,15000,5000,20,500
"1864",500,500,50,0.8,1,0.71,0.916,46.196,50.1459,54.3211,1.00037043046787,15000,5000,20,500
"1865",500,500,50,0.8,1,0.68,0.918,43.3708,47.23535,50.8972,0.999894690020858,15000,5000,20,500
"1866",500,500,50,0.8,1,0.696,0.938,44.2737,47.4987,51.5521,1.00231459913225,15000,5000,20,500
"1867",500,500,50,0.8,1,0.698,0.922,47.2003,50.9081,55.0437,1.00357320492274,15000,5000,20,500
"1868",500,500,50,0.8,1,0.696,0.922,46.759,50.592,54.6479,1.00512967652446,15000,5000,20,500
"1869",500,500,50,0.8,1,0.69,0.906,44.7228,48.31805,52.59,0.999971694183448,15000,5000,20,500
"1870",500,500,50,0.8,1,0.706,0.904,49.1122,52.66845,57.109,1.00398414605611,15000,5000,20,500
"1871",500,500,50,0.8,1,0.714,0.91,45.7049,49.58865,53.397,0.999785005203223,15000,5000,20,500
