"","N","LEN","SIGMA","PHI","SIGMA.PHI","Pcap","Pstay","sigma_lower","sigma_med","sigma_upper","R_hat_sigma","MCMCiter","Burn_in","N_thin","N_sample"
"502",500,1000,100,0.4,1,0.412,0.93,98.2627,109.326,121.165,0.999950363470993,15000,5000,20,500
"503",500,1000,100,0.4,1,0.368,0.926,82.6378,92.33715,102.615,1.00205101733369,15000,5000,20,500
"504",500,1000,100,0.4,1,0.398,0.912,84.0731,93.40655,104.197,0.999502708864965,15000,5000,20,500
"505",500,1000,100,0.4,1,0.394,0.936,84.0132,94.1001,104.419,1.00283813409835,15000,5000,20,500
"506",500,1000,100,0.4,1,0.376,0.912,88.0937,97.3574,108.829,1.00178107187572,15000,5000,20,500
"507",500,1000,100,0.4,1,0.366,0.924,83.2257,93.69635,104.066,1.00415014848628,15000,5000,20,500
"508",500,1000,100,0.4,1,0.404,0.93,87.6942,96.91655,108.933,1.00425373233996,15000,5000,20,500
"509",500,1000,100,0.4,1,0.38,0.912,83.3873,93.4148,103.206,1.0016541559664,15000,5000,20,500
"510",500,1000,100,0.4,1,0.368,0.942,90.2898,100.671,113.308,1.00296855106534,15000,5000,20,500
"511",500,1000,100,0.4,1,0.408,0.902,90.0089,100.0145,111.707,1.0002409501449,15000,5000,20,500
"512",500,1000,100,0.4,1,0.378,0.936,82.8026,91.9422,101.777,0.999721003689904,15000,5000,20,500
"513",500,1000,100,0.4,1,0.356,0.922,86.9667,98.4627,109.112,1.00047758825274,15000,5000,20,500
"514",500,1000,100,0.4,1,0.366,0.918,93.4364,104.107,116.661,1.00600362297112,15000,5000,20,500
"515",500,1000,100,0.4,1,0.378,0.932,85.4391,95.3937,106.63,1.00284071668339,15000,5000,20,500
"516",500,1000,100,0.4,1,0.354,0.918,89.4642,100.7235,112.055,1.00531002909641,15000,5000,20,500
"517",500,1000,100,0.4,1,0.412,0.922,90.1109,99.88105,110.101,1.00032377999266,15000,5000,20,500
"518",500,1000,100,0.4,1,0.368,0.932,84.6238,93.9986,105.077,0.99991388163321,15000,5000,20,500
"519",500,1000,100,0.4,1,0.422,0.924,92.878,102.619,113.679,1.00288114621591,15000,5000,20,500
"520",500,1000,100,0.4,1,0.386,0.92,97.7039,108.5105,121.685,1.00045993697114,15000,5000,20,500
"521",500,1000,100,0.4,1,0.376,0.928,83.3143,93.0839,103.277,1.00017761502535,15000,5000,20,500
"522",500,1000,100,0.4,1,0.388,0.912,84.7976,93.63745,104.428,1.00047778978584,15000,5000,20,500
"523",500,1000,100,0.4,1,0.378,0.936,95.694,106.2125,118.645,1.00029824968452,15000,5000,20,500
"524",500,1000,100,0.4,1,0.402,0.924,82.5886,91.8609,101.835,1.00239215473142,15000,5000,20,500
"525",500,1000,100,0.4,1,0.378,0.924,91.1682,100.579,112.602,0.999336249814904,15000,5000,20,500
"526",500,1000,100,0.4,1,0.364,0.89,97.755,108.426,122.361,1.00117508437052,15000,5000,20,500
"527",500,1000,100,0.4,1,0.412,0.926,101.481,112.689,124.269,1.00429728964017,15000,5000,20,500
"528",500,1000,100,0.4,1,0.386,0.928,93.5957,104.2815,115.582,1.0002636765101,15000,5000,20,500
"529",500,1000,100,0.4,1,0.384,0.932,89.6852,100.6415,111.731,1.00046514056643,15000,5000,20,500
"530",500,1000,100,0.4,1,0.386,0.912,92.342,102.5625,113.281,1.00117625675873,15000,5000,20,500
"531",500,1000,100,0.4,1,0.392,0.936,85.7212,94.82725,104.908,1.00018906101,15000,5000,20,500
"532",500,1000,100,0.4,1,0.384,0.93,96.9993,108.1555,120.276,0.999319992129153,15000,5000,20,500
"533",500,1000,100,0.4,1,0.364,0.922,86.5724,97.0504,107.717,1.00030783020057,15000,5000,20,500
"534",500,1000,100,0.4,1,0.396,0.926,87.2348,96.8856,107.93,1.00028614614942,15000,5000,20,500
"535",500,1000,100,0.4,1,0.376,0.916,93.4642,103.257,116.346,1.00539701931642,15000,5000,20,500
"536",500,1000,100,0.4,1,0.386,0.916,82.8436,92.7739,103.133,1.00093655268724,15000,5000,20,500
"537",500,1000,100,0.4,1,0.394,0.908,84.1827,93.35865,103.682,1.00654002652347,15000,5000,20,500
"538",500,1000,100,0.4,1,0.394,0.93,84.9356,94.6198,104.798,1.00072965782324,15000,5000,20,500
"539",500,1000,100,0.4,1,0.382,0.934,90.2212,100.096,111.813,1.00001568919434,15000,5000,20,500
"540",500,1000,100,0.4,1,0.37,0.918,91.3942,101.766,113.199,1.00038262791313,15000,5000,20,500
"541",500,1000,100,0.4,1,0.388,0.928,83.1731,92.2553,102.835,1.00076910996595,15000,5000,20,500
"542",500,1000,100,0.4,1,0.394,0.918,94.2593,104.5205,117.046,1.00246985841465,15000,5000,20,500
"543",500,1000,100,0.4,1,0.386,0.922,80.722,88.8791,99.775,0.999662523370867,15000,5000,20,500
"544",500,1000,100,0.4,1,0.352,0.904,86.686,96.06725,107.162,1.00463419501329,15000,5000,20,500
"545",500,1000,100,0.4,1,0.384,0.926,85.923,95.66845,106.886,1.00018784334549,15000,5000,20,500
"546",500,1000,100,0.4,1,0.4,0.926,91.3295,102.0665,112.589,1.00000773265086,15000,5000,20,500
"547",500,1000,100,0.4,1,0.378,0.92,86.2017,96.9681,107.658,0.999243626140215,15000,5000,20,500
"548",500,1000,100,0.4,1,0.42,0.93,90.6908,101.0395,111.848,0.999407160200025,15000,5000,20,500
"549",500,1000,100,0.4,1,0.388,0.932,94.2426,104.1535,117.082,1.00199435807811,15000,5000,20,500
"550",500,1000,100,0.4,1,0.376,0.912,91.8714,102.4175,114.269,1.00285135892034,15000,5000,20,500
"551",1000,1000,100,0.4,1,0.386,0.93,92.7835,100.4085,107.531,1.00183436857529,15000,5000,20,500
"552",1000,1000,100,0.4,1,0.413,0.917,93.536,101.213,108.453,1.00115281930669,15000,5000,20,500
"553",1000,1000,100,0.4,1,0.398,0.932,96.0584,103.6195,111.723,1.00141673170189,15000,5000,20,500
"554",1000,1000,100,0.4,1,0.382,0.924,91.9669,99.03745,107.132,1.00098308087299,15000,5000,20,500
"555",1000,1000,100,0.4,1,0.373,0.904,97.9039,105.549,114.222,0.999731514297928,15000,5000,20,500
"556",1000,1000,100,0.4,1,0.362,0.897,89.6067,96.7207,104.032,0.999884517969125,15000,5000,20,500
"557",1000,1000,100,0.4,1,0.382,0.908,93.6358,101.0575,109.14,1.00172206390103,15000,5000,20,500
"558",1000,1000,100,0.4,1,0.387,0.929,90.1886,97.1025,104.185,1.00363152764183,15000,5000,20,500
"559",1000,1000,100,0.4,1,0.4,0.918,95.9206,103.4405,112.09,1.00257309350627,15000,5000,20,500
"560",1000,1000,100,0.4,1,0.396,0.94,94.8636,101.968,109.653,1.00014826879867,15000,5000,20,500
"561",1000,1000,100,0.4,1,0.392,0.913,88.4302,95.9684,102.631,1.00241981744254,15000,5000,20,500
"562",1000,1000,100,0.4,1,0.393,0.93,95.2873,102.4585,110.551,1.00159860367009,15000,5000,20,500
"563",1000,1000,100,0.4,1,0.378,0.937,96.9091,103.948,112.04,0.999976645260215,15000,5000,20,500
"564",1000,1000,100,0.4,1,0.376,0.922,95.9493,103.3665,111.523,1.00384483733541,15000,5000,20,500
"565",1000,1000,100,0.4,1,0.398,0.92,96.2006,102.953,111.599,1.00102897801759,15000,5000,20,500
"566",1000,1000,100,0.4,1,0.394,0.92,90.4269,97.9099,104.758,1.00074000208216,15000,5000,20,500
"567",1000,1000,100,0.4,1,0.381,0.921,87.7677,94.62705,102.029,1.00182828013362,15000,5000,20,500
"568",1000,1000,100,0.4,1,0.394,0.92,97.712,105.324,113.144,1.0013655522088,15000,5000,20,500
"569",1000,1000,100,0.4,1,0.396,0.919,97.0155,104.351,112.895,1.0006056535087,15000,5000,20,500
"570",1000,1000,100,0.4,1,0.368,0.931,85.01,91.4282,99.1746,0.999072490982803,15000,5000,20,500
"571",1000,1000,100,0.4,1,0.374,0.919,86.8623,94.10965,101.64,1.00010634982684,15000,5000,20,500
"572",1000,1000,100,0.4,1,0.407,0.932,95.3718,102.381,110.633,1.00161000396716,15000,5000,20,500
"573",1000,1000,100,0.4,1,0.377,0.915,96.604,104.3945,112.327,0.999891908334444,15000,5000,20,500
"574",1000,1000,100,0.4,1,0.383,0.941,94.712,101.7515,110.138,1.000072653102,15000,5000,20,500
"575",1000,1000,100,0.4,1,0.375,0.915,92.8136,100.014,108.126,1.00255964872961,15000,5000,20,500
"576",1000,1000,100,0.4,1,0.372,0.903,93.3621,100.764,108.909,0.99953039413212,15000,5000,20,500
"577",1000,1000,100,0.4,1,0.38,0.911,91.3129,98.699,106.663,1.00083004899832,15000,5000,20,500
"578",1000,1000,100,0.4,1,0.415,0.944,88.4634,95.69685,102.237,1.00407172119227,15000,5000,20,500
"579",1000,1000,100,0.4,1,0.366,0.931,88.7516,95.5037,102.955,0.999853402555356,15000,5000,20,500
"580",1000,1000,100,0.4,1,0.372,0.897,99.9777,108.803,117.116,1.0032942531105,15000,5000,20,500
"581",1000,1000,100,0.4,1,0.342,0.913,94.5262,102.48,111.244,1.00011666736594,15000,5000,20,500
"582",1000,1000,100,0.4,1,0.384,0.925,91.0197,97.97845,105.344,1.00190890217182,15000,5000,20,500
"583",1000,1000,100,0.4,1,0.409,0.925,90.6188,98.1185,105.211,1.00049237305254,15000,5000,20,500
"584",1000,1000,100,0.4,1,0.383,0.911,91.3425,98.39185,106.566,1.0024088440217,15000,5000,20,500
"585",1000,1000,100,0.4,1,0.382,0.915,94.7773,101.4845,109.792,1.00036073236145,15000,5000,20,500
"586",1000,1000,100,0.4,1,0.379,0.916,96.2917,103.589,111.452,1.00237376698178,15000,5000,20,500
"587",1000,1000,100,0.4,1,0.388,0.928,98.2891,106.258,114.404,0.999376994741855,15000,5000,20,500
"588",1000,1000,100,0.4,1,0.374,0.92,91.8545,98.70685,106.861,0.999235116888797,15000,5000,20,500
"589",1000,1000,100,0.4,1,0.384,0.908,93.7972,101.2735,109.571,1.0008132921286,15000,5000,20,500
"590",1000,1000,100,0.4,1,0.382,0.914,90.8195,97.89225,105.627,0.999733652209309,15000,5000,20,500
"591",1000,1000,100,0.4,1,0.379,0.932,95.6967,103.858,111.619,1.00006787344263,15000,5000,20,500
"592",1000,1000,100,0.4,1,0.376,0.921,91.187,97.59145,105.747,1.0013275987294,15000,5000,20,500
"593",1000,1000,100,0.4,1,0.393,0.924,97.4155,104.915,113.011,0.999969200864781,15000,5000,20,500
"594",1000,1000,100,0.4,1,0.377,0.918,92.5207,99.8978,107.942,0.999814567094265,15000,5000,20,500
"595",1000,1000,100,0.4,1,0.394,0.93,87.9023,95.10585,102.084,0.999476285645636,15000,5000,20,500
"596",1000,1000,100,0.4,1,0.384,0.923,99.4299,106.878,114.54,1.00079743217417,15000,5000,20,500
"597",1000,1000,100,0.4,1,0.389,0.921,100.26,107.782,117.184,0.99921372944306,15000,5000,20,500
"598",1000,1000,100,0.4,1,0.38,0.922,91.8788,99.6057,107.264,0.99932008417167,15000,5000,20,500
"599",1000,1000,100,0.4,1,0.365,0.931,97.471,105.95,114.363,0.999602123833952,15000,5000,20,500
"600",1000,1000,100,0.4,1,0.363,0.919,92.3796,100.411,107.967,0.99942384443245,15000,5000,20,500
"601",100,500,150,0.4,1,0.39,0.83,107.921,184.0245,926.233,1.00626978084551,15000,5000,20,500
"602",100,500,150,0.4,1,0.3,0.73,117.629,388.0145,6550.36,1.00127266628263,15000,5000,20,500
"603",100,500,150,0.4,1,0.37,0.77,80.8882,113.3795,155.313,1.00216472055599,15000,5000,20,500
"604",100,500,150,0.4,1,0.34,0.76,93.6313,140.074,216.907,1.01064185992808,15000,5000,20,500
"605",100,500,150,0.4,1,0.34,0.81,105.765,154.167,243.461,1.01570302415443,15000,5000,20,500
"606",100,500,150,0.4,1,0.35,0.78,96.5597,135.2915,191.215,1.01005094766528,15000,5000,20,500
"607",100,500,150,0.4,1,0.32,0.81,107.952,187.383,844.061,1.01216780871243,15000,5000,20,500
"608",100,500,150,0.4,1,0.28,0.71,68.413,94.06575,137.863,1.00021210891469,15000,5000,20,500
"609",100,500,150,0.4,1,0.24,0.79,90.7313,141.2075,254.099,0.999953646234683,15000,5000,20,500
"610",100,500,150,0.4,1,0.38,0.77,106.02,152.594,231.382,1.0072943322986,15000,5000,20,500
"611",100,500,150,0.4,1,0.25,0.73,97.4051,183.029,2036.48,1.00153492323383,15000,5000,20,500
"612",100,500,150,0.4,1,0.35,0.75,104.791,150.8105,226.859,1.00248980286645,15000,5000,20,500
"613",100,500,150,0.4,1,0.25,0.71,92.647,155.456,306.185,1.01105919038717,15000,5000,20,500
"614",100,500,150,0.4,1,0.33,0.77,91.8866,132.373,198.014,1.0011183874183,15000,5000,20,500
"615",100,500,150,0.4,1,0.27,0.72,107.365,192.2335,933.915,1.00810848556438,15000,5000,20,500
"616",100,500,150,0.4,1,0.31,0.85,106.72,157.382,248.668,1.00874977873259,15000,5000,20,500
"617",100,500,150,0.4,1,0.26,0.74,89.1022,127.5855,202.218,1.00387909362017,15000,5000,20,500
"618",100,500,150,0.4,1,0.34,0.71,101.177,159.7825,298.589,1.03001954777997,15000,5000,20,500
"619",100,500,150,0.4,1,0.21,0.7,80.9359,160.447,1644.89,1.00322739799767,15000,5000,20,500
"620",100,500,150,0.4,1,0.25,0.77,94.6138,166.8295,895.128,1.00308558027321,15000,5000,20,500
"621",100,500,150,0.4,1,0.42,0.82,117.096,167.978,265.41,1.0000827792083,15000,5000,20,500
"622",100,500,150,0.4,1,0.31,0.7,72.437,98.41575,132.35,1.00700344366655,15000,5000,20,500
"623",100,500,150,0.4,1,0.29,0.78,78.7363,110.83,157.406,1.00085444841423,15000,5000,20,500
"624",100,500,150,0.4,1,0.3,0.72,94.402,144.1265,234.434,1.02155556230684,15000,5000,20,500
"625",100,500,150,0.4,1,0.22,0.71,83.3836,181.9005,2279.92,1.0006834490366,15000,5000,20,500
"626",100,500,150,0.4,1,0.32,0.77,92.1289,164.4365,312.915,1.00123466855525,15000,5000,20,500
"627",100,500,150,0.4,1,0.34,0.78,89.4005,125.9525,176.83,1.00008698166653,15000,5000,20,500
"628",100,500,150,0.4,1,0.27,0.68,97.6,162.745,313.076,1.00753394875637,15000,5000,20,500
"629",100,500,150,0.4,1,0.34,0.77,122.909,259.9615,3305.44,0.999992644651744,15000,5000,20,500
"630",100,500,150,0.4,1,0.24,0.8,111.537,266.8765,3950.73,1.00083162672871,15000,5000,20,500
"631",100,500,150,0.4,1,0.28,0.68,87.4072,158.0515,386.973,1.00033514153733,15000,5000,20,500
"632",100,500,150,0.4,1,0.35,0.78,110.521,216.831,2132.29,1.00317424001998,15000,5000,20,500
"633",100,500,150,0.4,1,0.3,0.71,103.982,150.48,239.619,1.00298580513861,15000,5000,20,500
"634",100,500,150,0.4,1,0.31,0.72,106.997,208.2395,1737.64,1.00767196401507,15000,5000,20,500
"635",100,500,150,0.4,1,0.34,0.76,96.0995,138.942,197.046,1.0066784570459,15000,5000,20,500
"636",100,500,150,0.4,1,0.29,0.72,98.8337,188.8145,873.42,1.02406351136493,15000,5000,20,500
"637",100,500,150,0.4,1,0.29,0.77,118.937,303.917,5131.89,1.0005877798388,15000,5000,20,500
"638",100,500,150,0.4,1,0.33,0.83,100.04,145.8105,220.481,1.00558891485596,15000,5000,20,500
"639",100,500,150,0.4,1,0.31,0.76,99.4489,161.2785,300.339,1.01697316949715,15000,5000,20,500
"640",100,500,150,0.4,1,0.28,0.72,87.1861,145.542,284.016,1.00843292075013,15000,5000,20,500
"641",100,500,150,0.4,1,0.38,0.79,104.788,158.4865,254.322,1.00635218100177,15000,5000,20,500
"642",100,500,150,0.4,1,0.36,0.76,112.986,167.0505,284.723,1.00936773007142,15000,5000,20,500
"643",100,500,150,0.4,1,0.33,0.73,99.3658,158.6845,286.59,1.00448856848346,15000,5000,20,500
"644",100,500,150,0.4,1,0.33,0.79,97.3225,143.3215,214.644,1.00533125760133,15000,5000,20,500
"645",100,500,150,0.4,1,0.29,0.74,130.9,518.1415,8548.24,0.999349486913557,15000,5000,20,500
"646",100,500,150,0.4,1,0.29,0.74,113.535,247.4165,2855.95,1.00085183912661,15000,5000,20,500
"647",100,500,150,0.4,1,0.29,0.78,105.967,179.4145,470.12,1.00218601196107,15000,5000,20,500
"648",100,500,150,0.4,1,0.36,0.7,106.901,155.6885,237.725,1.03913161355443,25000,5000,20,1000
"649",100,500,150,0.4,1,0.38,0.74,98.0762,136.1605,192.049,1.00292909093041,15000,5000,20,500
"650",100,500,150,0.4,1,0.29,0.77,99.8084,183.8245,665.098,1.03516711104862,15000,5000,20,500
"651",500,500,150,0.4,1,0.362,0.77,142.855,166.5845,196.959,1.00334839770717,15000,5000,20,500
"652",500,500,150,0.4,1,0.318,0.76,134.97,158.6965,187.972,1.00265674366369,15000,5000,20,500
"653",500,500,150,0.4,1,0.34,0.768,128.41,148.457,172.786,0.999249603886663,15000,5000,20,500
"654",500,500,150,0.4,1,0.336,0.774,125.998,146.029,170.589,1.00093244729338,15000,5000,20,500
"655",500,500,150,0.4,1,0.35,0.774,133.518,155.2175,181.863,1.00181175858615,15000,5000,20,500
"656",500,500,150,0.4,1,0.306,0.782,114.156,132.7595,155.007,1.00008603124747,15000,5000,20,500
"657",500,500,150,0.4,1,0.31,0.742,130.48,154.385,182.322,1.00207605563436,15000,5000,20,500
"658",500,500,150,0.4,1,0.316,0.776,122.895,144.727,169.098,1.00050780819973,15000,5000,20,500
"659",500,500,150,0.4,1,0.32,0.782,131.444,150.5775,178.729,1.00163430527721,15000,5000,20,500
"660",500,500,150,0.4,1,0.36,0.76,136.523,158.332,186.555,1.00132223001811,15000,5000,20,500
"661",500,500,150,0.4,1,0.31,0.744,149.223,182.225,221.95,1.00091651744706,15000,5000,20,500
"662",500,500,150,0.4,1,0.29,0.714,127.404,149.342,175.118,1.00176976136144,15000,5000,20,500
"663",500,500,150,0.4,1,0.308,0.746,147.858,177.0555,214.222,1.00221555533406,15000,5000,20,500
"664",500,500,150,0.4,1,0.336,0.784,122.083,143.5455,166.738,1.00217136728698,15000,5000,20,500
"665",500,500,150,0.4,1,0.348,0.772,124.52,144.9565,169.335,1.00234506408755,15000,5000,20,500
"666",500,500,150,0.4,1,0.298,0.744,136.51,166.228,201.839,1.00152186229505,15000,5000,20,500
"667",500,500,150,0.4,1,0.304,0.728,135.812,158.1285,188.928,1.00173584029913,15000,5000,20,500
"668",500,500,150,0.4,1,0.324,0.756,138.079,164.838,194.156,1.00052992081265,15000,5000,20,500
"669",500,500,150,0.4,1,0.298,0.764,124.302,148.7995,172.814,1.00036750387547,15000,5000,20,500
"670",500,500,150,0.4,1,0.326,0.76,134.576,158.0145,186.642,1.00280660209467,15000,5000,20,500
"671",500,500,150,0.4,1,0.314,0.77,155.84,187.513,230.722,1.00010027553874,15000,5000,20,500
"672",500,500,150,0.4,1,0.278,0.734,129.304,150.152,183.482,0.9998494769916,15000,5000,20,500
"673",500,500,150,0.4,1,0.326,0.756,117.557,136.539,158.856,1.00070352592734,15000,5000,20,500
"674",500,500,150,0.4,1,0.338,0.77,142.421,163.635,195.947,0.999571876028263,15000,5000,20,500
"675",500,500,150,0.4,1,0.288,0.746,148.392,178.314,218.269,1.00018362910367,15000,5000,20,500
"676",500,500,150,0.4,1,0.284,0.752,124.592,148.2465,174.775,1.00002739994427,15000,5000,20,500
"677",500,500,150,0.4,1,0.338,0.764,119.583,137.214,158.965,0.999244073562665,15000,5000,20,500
"678",500,500,150,0.4,1,0.318,0.778,128.662,152.82,181.521,0.999309900509023,15000,5000,20,500
"679",500,500,150,0.4,1,0.35,0.814,135.232,157.373,182.666,1.00186992782797,15000,5000,20,500
"680",500,500,150,0.4,1,0.3,0.752,128.955,154.6495,179.866,0.999672603207223,15000,5000,20,500
"681",500,500,150,0.4,1,0.34,0.77,127.547,147.689,173.649,0.99964464221318,15000,5000,20,500
"682",500,500,150,0.4,1,0.354,0.79,129.103,149.5155,174.821,1.00298245920415,15000,5000,20,500
"683",500,500,150,0.4,1,0.29,0.718,141.395,169.6865,205.025,1.0019376901147,15000,5000,20,500
"684",500,500,150,0.4,1,0.294,0.744,140.012,169.7285,203.506,0.999597993132029,15000,5000,20,500
"685",500,500,150,0.4,1,0.36,0.748,135.857,158.6225,185.567,1.0017239439675,15000,5000,20,500
"686",500,500,150,0.4,1,0.282,0.77,132.779,158.3215,189.765,1.00124624894703,15000,5000,20,500
"687",500,500,150,0.4,1,0.286,0.712,123.458,145.791,170.265,0.999540067335795,15000,5000,20,500
"688",500,500,150,0.4,1,0.332,0.782,128.539,151.0205,175.207,1.00163110205414,15000,5000,20,500
"689",500,500,150,0.4,1,0.314,0.764,126.722,146.7435,171.228,1.00054061403473,15000,5000,20,500
"690",500,500,150,0.4,1,0.316,0.758,117.751,136.3835,159.516,0.999923042545264,15000,5000,20,500
"691",500,500,150,0.4,1,0.36,0.768,126.279,147.279,170.858,0.999782162275389,15000,5000,20,500
"692",500,500,150,0.4,1,0.324,0.776,137.232,163.2085,192.747,1.00056454892045,15000,5000,20,500
"693",500,500,150,0.4,1,0.316,0.734,143.887,173.505,204.642,1.00377317214218,15000,5000,20,500
"694",500,500,150,0.4,1,0.328,0.76,112.34,130.098,148.81,1.00118955470178,15000,5000,20,500
"695",500,500,150,0.4,1,0.266,0.75,114.371,133.705,157.351,1.00299060187339,15000,5000,20,500
"696",500,500,150,0.4,1,0.314,0.754,123.961,144.2905,168.612,1.0020134066156,15000,5000,20,500
"697",500,500,150,0.4,1,0.302,0.774,115.197,134.126,155.3,1.00008812342298,15000,5000,20,500
"698",500,500,150,0.4,1,0.3,0.762,141.992,171.969,211.274,1.00088640113169,15000,5000,20,500
"699",500,500,150,0.4,1,0.356,0.75,141.358,166.6625,195.858,1.00097560896628,15000,5000,20,500
"700",500,500,150,0.4,1,0.308,0.75,123.503,144.5185,168.478,1.00044449421418,15000,5000,20,500
"701",1000,500,150,0.4,1,0.328,0.748,146.403,163.536,184.442,1.00293899199809,15000,5000,20,500
"702",1000,500,150,0.4,1,0.297,0.732,130.653,146.1165,164.445,1.00220868871938,15000,5000,20,500
"703",1000,500,150,0.4,1,0.32,0.766,133.12,148.524,165.787,1.00056620836868,15000,5000,20,500
"704",1000,500,150,0.4,1,0.313,0.752,131.905,148.241,165.675,1.00217776659451,15000,5000,20,500
"705",1000,500,150,0.4,1,0.322,0.77,133.967,149.2715,166.42,0.999415028839482,15000,5000,20,500
"706",1000,500,150,0.4,1,0.324,0.767,132.885,148.297,166.437,1.0011442676415,15000,5000,20,500
"707",1000,500,150,0.4,1,0.284,0.735,138.194,155.82,178.207,1.00125235043522,15000,5000,20,500
"708",1000,500,150,0.4,1,0.346,0.756,141.677,156.218,175.137,1.00233745459233,15000,5000,20,500
"709",1000,500,150,0.4,1,0.303,0.782,134.771,152.57,170.808,0.999126557199294,15000,5000,20,500
"710",1000,500,150,0.4,1,0.302,0.744,136.809,152.9365,172.804,1.00129304499233,15000,5000,20,500
"711",1000,500,150,0.4,1,0.316,0.778,141.391,157.204,178.042,1.00135080366431,15000,5000,20,500
"712",1000,500,150,0.4,1,0.307,0.736,123.408,138.01,153.54,1.00094534674927,15000,5000,20,500
"713",1000,500,150,0.4,1,0.314,0.755,134.581,150.085,167.952,1.00361714203858,15000,5000,20,500
"714",1000,500,150,0.4,1,0.31,0.764,126.861,142.547,158.82,1.00209938455508,15000,5000,20,500
"715",1000,500,150,0.4,1,0.301,0.743,143.268,161.12,181.62,1.00277880156736,15000,5000,20,500
"716",1000,500,150,0.4,1,0.307,0.761,124.252,137.725,153.369,0.9992088305245,15000,5000,20,500
"717",1000,500,150,0.4,1,0.319,0.748,133.05,148.531,165.828,0.999628162001342,15000,5000,20,500
"718",1000,500,150,0.4,1,0.333,0.771,135.645,150.614,168.305,1.0001076441639,15000,5000,20,500
"719",1000,500,150,0.4,1,0.338,0.749,138.543,153.133,171.35,1.00128856421889,15000,5000,20,500
"720",1000,500,150,0.4,1,0.316,0.747,131.05,148.1875,165.514,1.00046552631173,15000,5000,20,500
"721",1000,500,150,0.4,1,0.297,0.745,130.541,146.731,163.855,1.00350652005257,15000,5000,20,500
"722",1000,500,150,0.4,1,0.298,0.741,123.285,139.338,153.721,0.999212837666517,15000,5000,20,500
"723",1000,500,150,0.4,1,0.32,0.793,127.424,141.0855,157.782,0.999997989632835,15000,5000,20,500
"724",1000,500,150,0.4,1,0.29,0.747,141.926,158.3305,179.612,1.00419339108887,15000,5000,20,500
"725",1000,500,150,0.4,1,0.341,0.757,142.996,159.148,178.071,1.00196527107582,15000,5000,20,500
"726",1000,500,150,0.4,1,0.323,0.778,150.681,169.6745,190.879,0.999695527522892,15000,5000,20,500
"727",1000,500,150,0.4,1,0.318,0.768,125.619,140.231,156.951,1.00115254591243,15000,5000,20,500
"728",1000,500,150,0.4,1,0.304,0.759,144.146,163.4275,185.021,1.00112863157208,15000,5000,20,500
"729",1000,500,150,0.4,1,0.323,0.782,127.333,143.443,159.074,1.00081241834065,15000,5000,20,500
"730",1000,500,150,0.4,1,0.336,0.773,133.506,147.4265,165.996,1.00136124134385,15000,5000,20,500
"731",1000,500,150,0.4,1,0.313,0.766,133.584,149.3365,167.333,1.00162133030368,15000,5000,20,500
"732",1000,500,150,0.4,1,0.315,0.752,147.647,166.6325,188.597,1.0008540026405,15000,5000,20,500
"733",1000,500,150,0.4,1,0.306,0.755,134.869,150.613,167.763,1.00147312257273,15000,5000,20,500
"734",1000,500,150,0.4,1,0.309,0.749,137.381,154.549,175.403,1.00275412899121,15000,5000,20,500
"735",1000,500,150,0.4,1,0.317,0.754,131.243,145.8205,163.028,0.999277910179152,15000,5000,20,500
"736",1000,500,150,0.4,1,0.305,0.771,136.641,151.99,171.09,1.00037982985558,15000,5000,20,500
"737",1000,500,150,0.4,1,0.333,0.769,139.242,155.7095,174.567,1.0005913954042,15000,5000,20,500
"738",1000,500,150,0.4,1,0.339,0.755,130.861,145.27,161.666,1.00072042817756,15000,5000,20,500
"739",1000,500,150,0.4,1,0.323,0.76,139.146,155.26,176.213,0.999369629115988,15000,5000,20,500
"740",1000,500,150,0.4,1,0.295,0.757,134.037,149.8935,168.155,1.00007418901604,15000,5000,20,500
"741",1000,500,150,0.4,1,0.312,0.75,158.467,181.4165,205.384,1.0012424023331,15000,5000,20,500
"742",1000,500,150,0.4,1,0.32,0.757,127.168,142.2035,158.797,1.00046169339441,15000,5000,20,500
"743",1000,500,150,0.4,1,0.313,0.777,134.484,151.506,170.709,1.00223854475537,15000,5000,20,500
"744",1000,500,150,0.4,1,0.331,0.763,139.156,153.941,174.726,0.999735123563137,15000,5000,20,500
"745",1000,500,150,0.4,1,0.303,0.766,136.251,151.429,170.197,1.00001185368815,15000,5000,20,500
"746",1000,500,150,0.4,1,0.313,0.769,144.117,161.466,183.178,1.00220305726812,15000,5000,20,500
"747",1000,500,150,0.4,1,0.309,0.76,140.963,156.6555,176.107,1.00481954036798,15000,5000,20,500
"748",1000,500,150,0.4,1,0.297,0.762,134.298,151.58,167.893,0.999336962157833,15000,5000,20,500
"749",1000,500,150,0.4,1,0.3,0.751,130.579,145.567,164.089,0.999202702982,15000,5000,20,500
"750",1000,500,150,0.4,1,0.315,0.751,138.547,154.713,173.895,1.00259740015296,15000,5000,20,500
"751",100,1000,150,0.4,1,0.36,0.9,109.472,141.641,184.523,1.00207882705963,15000,5000,20,500
"752",100,1000,150,0.4,1,0.25,0.88,121.236,180.604,249.74,1.001008286521,15000,5000,20,500
"753",100,1000,150,0.4,1,0.38,0.86,103.905,133.961,172.997,1.00226660892233,15000,5000,20,500
"754",100,1000,150,0.4,1,0.45,0.83,122.774,157.983,199.983,0.999824456444863,15000,5000,20,500
