"","N","LEN","DELTA","PHI","Pcap","Pstay","delta_lower","delta_med","delta_upper","R_hat_delta","MCMCiter","Burn_in","N_thin","N_sample"
"1",100,500,50,0.4,0.23,0.83,31.2552,48.23435,73.581,1.00333179482141,15000,5000,20,500
"2",100,500,50,0.4,0.35,0.89,36.2584,50.63655,69.3402,0.999469339112411,15000,5000,20,500
"3",100,500,50,0.4,0.34,0.92,30.9865,44.3898,60.7197,0.999677323476104,15000,5000,20,500
"4",100,500,50,0.4,0.38,0.92,29.1047,41.19765,56.6771,1.00120039565916,15000,5000,20,500
"5",100,500,50,0.4,0.32,0.9,24.3743,35.7114,48.4262,1.00059140834727,15000,5000,20,500
"6",100,500,50,0.4,0.43,0.92,32.1841,44.1508,59.4952,1.00361731355493,15000,5000,20,500
"7",100,500,50,0.4,0.34,0.91,27.4459,40.3665,54.048,1.00123898479137,15000,5000,20,500
"8",100,500,50,0.4,0.31,0.85,30.1853,44.7645,62.7697,1.00236437202468,15000,5000,20,500
"9",100,500,50,0.4,0.32,0.92,28.9434,42.51135,58.8958,1.00084517991703,15000,5000,20,500
"10",100,500,50,0.4,0.33,0.94,39.3665,56.92375,79.0658,1.00047770885171,15000,5000,20,500
"11",100,500,50,0.4,0.36,0.87,24.9171,36.3432,48.8876,1.00285876925553,15000,5000,20,500
"12",100,500,50,0.4,0.35,0.92,31.7041,45.56165,62.0813,1.00151830086535,15000,5000,20,500
"13",100,500,50,0.4,0.44,0.91,26.7908,37.8151,49.7829,1.00119529762319,15000,5000,20,500
"14",100,500,50,0.4,0.33,0.81,34.7873,50.47845,70.45,0.999272221785973,15000,5000,20,500
"15",100,500,50,0.4,0.37,0.88,29.0095,42.3198,56.308,1.00304306478465,15000,5000,20,500
"16",100,500,50,0.4,0.46,0.91,32.1837,42.9903,57.0025,1.00075665040669,15000,5000,20,500
"17",100,500,50,0.4,0.32,0.92,31.065,44.29275,62.7264,1.00035327017137,15000,5000,20,500
"18",100,500,50,0.4,0.34,0.92,28.9276,42.671,57.4745,1.00212870264889,15000,5000,20,500
"19",100,500,50,0.4,0.36,0.9,29.5814,42.1783,58.4355,1.00055240058481,15000,5000,20,500
"20",100,500,50,0.4,0.32,0.91,20.3983,30.04095,41.7958,1.00087650039977,15000,5000,20,500
"21",100,500,50,0.4,0.33,0.9,31.927,45.9694,63.1612,0.99961416703337,15000,5000,20,500
"22",100,500,50,0.4,0.42,0.91,29.242,40.20045,54.1768,0.999540120883022,15000,5000,20,500
"23",100,500,50,0.4,0.49,0.93,35.0027,45.69905,60.9494,0.999396701649412,15000,5000,20,500
"24",100,500,50,0.4,0.38,0.93,28.611,38.4992,52.9595,1.0041204773854,15000,5000,20,500
"25",100,500,50,0.4,0.43,0.92,32.4994,44.0899,58.9385,1.00005368025155,15000,5000,20,500
"26",100,500,50,0.4,0.38,0.84,31.4826,43.4377,59.5409,1.00027504928801,15000,5000,20,500
"27",100,500,50,0.4,0.34,0.92,27.676,39.58815,55.2397,1.00046461254594,15000,5000,20,500
"28",100,500,50,0.4,0.31,0.9,25.9041,38.3311,54.1869,1.00566423845854,15000,5000,20,500
"29",100,500,50,0.4,0.38,0.88,33.3952,48.33345,64.7402,1.0003211931182,15000,5000,20,500
"30",100,500,50,0.4,0.34,0.91,25.0006,35.23975,48.81,1.00644265863909,15000,5000,20,500
"31",100,500,50,0.4,0.35,0.85,30.688,44.0611,60.7198,1.00153982029351,15000,5000,20,500
"32",100,500,50,0.4,0.39,0.94,26.6967,37.51395,49.9677,1.00354887287437,15000,5000,20,500
"33",100,500,50,0.4,0.4,0.9,35.7348,50.3401,67.1187,1.0012746010996,15000,5000,20,500
"34",100,500,50,0.4,0.41,0.91,34.0991,47.4746,63.1973,1.00052686663278,15000,5000,20,500
"35",100,500,50,0.4,0.37,0.88,27.1594,38.11725,51.9342,1.00540134185824,15000,5000,20,500
"36",100,500,50,0.4,0.26,0.91,33.0499,47.52565,70.3884,1.00336756038267,15000,5000,20,500
"37",100,500,50,0.4,0.36,0.9,42.365,58.66545,81.4417,0.999655607844606,15000,5000,20,500
"38",100,500,50,0.4,0.36,0.92,27.0498,38.68895,52.2646,1.00047910075697,15000,5000,20,500
"39",100,500,50,0.4,0.38,0.93,34.5688,47.0818,64.7848,1.00404190067842,15000,5000,20,500
"40",100,500,50,0.4,0.32,0.89,31.7929,45.09945,61.6587,1.00024680419513,15000,5000,20,500
"41",100,500,50,0.4,0.35,0.9,26.4361,38.66935,51.7707,0.999495665291293,15000,5000,20,500
"42",100,500,50,0.4,0.35,0.9,34.6791,49.53385,67.985,0.999931130727978,15000,5000,20,500
"43",100,500,50,0.4,0.35,0.92,33.0984,45.59225,63.756,1.00001293768219,15000,5000,20,500
"44",100,500,50,0.4,0.32,0.91,28.2692,39.71655,56.0901,0.999608077897766,15000,5000,20,500
"45",100,500,50,0.4,0.35,0.86,43.4785,62.5623,86.2564,1.00003434325014,15000,5000,20,500
"46",100,500,50,0.4,0.42,0.88,33.1642,44.4612,60.7651,1.00350396490809,15000,5000,20,500
"47",100,500,50,0.4,0.36,0.91,31.6264,44.68215,61.1364,0.999503107282323,15000,5000,20,500
"48",100,500,50,0.4,0.37,0.9,25.4886,35.87215,48.5,1.00552431172376,15000,5000,20,500
"49",100,500,50,0.4,0.31,0.92,35.3978,52.1383,72.9431,0.999532212264619,15000,5000,20,500
"50",100,500,50,0.4,0.4,0.86,21.9114,30.4029,41.0012,0.999785130114694,15000,5000,20,500
"51",500,500,50,0.4,0.36,0.904,38.5959,44.19025,51.3083,1.0032516861099,15000,5000,20,500
"52",500,500,50,0.4,0.344,0.888,40.0729,46.04515,53.9135,0.999733207904267,15000,5000,20,500
"53",500,500,50,0.4,0.4,0.912,39.4974,44.5378,51.2216,1.00155091634195,15000,5000,20,500
"54",500,500,50,0.4,0.372,0.88,33.9904,39.5967,45.5809,1.00546329174438,15000,5000,20,500
"55",500,500,50,0.4,0.348,0.902,40.5624,46.473,54.6128,1.00131454603966,15000,5000,20,500
"56",500,500,50,0.4,0.318,0.882,38.8648,45.77895,53.1327,1.00088110946638,15000,5000,20,500
"57",500,500,50,0.4,0.368,0.888,38.301,43.8351,50.7586,1.00062397078211,15000,5000,20,500
"58",500,500,50,0.4,0.362,0.904,35.9497,41.5672,47.4891,1.00150661220257,15000,5000,20,500
"59",500,500,50,0.4,0.344,0.884,37.8706,43.8594,51.1219,1.00063711746701,15000,5000,20,500
"60",500,500,50,0.4,0.328,0.902,36.0469,42.1323,48.466,1.00011804795862,15000,5000,20,500
"61",500,500,50,0.4,0.34,0.902,36.5321,42.71515,49.4761,1.00067621065425,15000,5000,20,500
"62",500,500,50,0.4,0.314,0.89,40.6703,48.47765,56.1207,1.00351651115011,15000,5000,20,500
"63",500,500,50,0.4,0.396,0.904,36.5745,41.9364,48.1284,1.00043289047943,15000,5000,20,500
"64",500,500,50,0.4,0.348,0.888,42.156,48.70225,56.2029,1.00285558978474,15000,5000,20,500
"65",500,500,50,0.4,0.348,0.91,39.3395,45.3693,52.1418,1.00142655664857,15000,5000,20,500
"66",500,500,50,0.4,0.334,0.872,36.1627,41.88605,49.0175,1.00025051814485,15000,5000,20,500
"67",500,500,50,0.4,0.356,0.88,38.568,45.0637,51.5897,1.00211275857415,15000,5000,20,500
"68",500,500,50,0.4,0.316,0.878,41.1802,48.9214,56.2727,1.00098012881229,15000,5000,20,500
"69",500,500,50,0.4,0.35,0.914,41.1888,48.098,55.2617,1.00161628528176,15000,5000,20,500
"70",500,500,50,0.4,0.368,0.898,39.7041,45.83645,52.8314,1.00018408306264,15000,5000,20,500
"71",500,500,50,0.4,0.33,0.912,43.949,51.3668,59.5668,1.00495336031808,15000,5000,20,500
"72",500,500,50,0.4,0.364,0.886,38.935,44.29685,51.8715,1.00082017728447,15000,5000,20,500
"73",500,500,50,0.4,0.338,0.894,38.2039,44.54285,51.3983,1.0015690183767,15000,5000,20,500
"74",500,500,50,0.4,0.354,0.896,42.7566,49.77215,57.5617,1.00304332025936,15000,5000,20,500
"75",500,500,50,0.4,0.39,0.892,41.8903,48.14385,55.5218,0.999528579405266,15000,5000,20,500
"76",500,500,50,0.4,0.384,0.906,39.0543,44.9346,51.425,1.00177232576925,15000,5000,20,500
"77",500,500,50,0.4,0.368,0.888,40.4402,47.32445,54.5283,0.999884156074114,15000,5000,20,500
"78",500,500,50,0.4,0.358,0.882,38.6787,44.8206,52.4253,1.00259655222776,15000,5000,20,500
"79",500,500,50,0.4,0.382,0.888,32.775,38.44725,43.9411,1.00063293193506,15000,5000,20,500
"80",500,500,50,0.4,0.358,0.878,42.8172,49.83585,57.5422,1.00413148764878,15000,5000,20,500
"81",500,500,50,0.4,0.334,0.9,34.1578,40.13135,46.2379,1.00033752509207,15000,5000,20,500
"82",500,500,50,0.4,0.348,0.906,35.4451,41.0059,47.4472,1.00420543839025,15000,5000,20,500
"83",500,500,50,0.4,0.346,0.898,34.6999,40.0561,46.7315,1.00118580522075,15000,5000,20,500
"84",500,500,50,0.4,0.362,0.904,38.1904,43.8276,51.2154,1.00069857336365,15000,5000,20,500
"85",500,500,50,0.4,0.356,0.912,40.4522,46.9938,54.2595,0.999688305202808,15000,5000,20,500
"86",500,500,50,0.4,0.4,0.894,34.4249,39.58785,45.5779,1.00001167575596,15000,5000,20,500
"87",500,500,50,0.4,0.362,0.9,39.0767,45.27745,51.9977,1.00064776037314,15000,5000,20,500
"88",500,500,50,0.4,0.386,0.92,39.1548,44.953,51.3765,1.00208792230361,15000,5000,20,500
"89",500,500,50,0.4,0.352,0.882,37.4787,43.85195,50.2032,0.999282541185657,15000,5000,20,500
"90",500,500,50,0.4,0.386,0.894,39.8172,46.3591,52.6941,0.999716942132644,15000,5000,20,500
"91",500,500,50,0.4,0.356,0.892,39.8831,45.9414,53.2923,1.00090063879862,15000,5000,20,500
"92",500,500,50,0.4,0.378,0.92,37.0719,42.9679,49.2405,1.00089229851582,15000,5000,20,500
"93",500,500,50,0.4,0.354,0.896,43.336,50.2496,57.7772,1.00007986425136,15000,5000,20,500
"94",500,500,50,0.4,0.384,0.898,40.3431,46.4995,53.3241,1.00031165081544,15000,5000,20,500
"95",500,500,50,0.4,0.338,0.904,42.3888,48.89665,57.1445,1.00073441319139,15000,5000,20,500
"96",500,500,50,0.4,0.33,0.888,37.7197,43.7455,51.0717,1.00190350502657,15000,5000,20,500
"97",500,500,50,0.4,0.356,0.896,34.5055,39.90615,46.1977,0.999864147655878,15000,5000,20,500
"98",500,500,50,0.4,0.354,0.91,41.6618,48.82565,56.5371,0.999306695954042,15000,5000,20,500
"99",500,500,50,0.4,0.344,0.896,39.4462,45.91095,52.572,1.00068495800156,15000,5000,20,500
"100",500,500,50,0.4,0.404,0.878,39.0384,44.8949,51.1753,1.00093078637948,15000,5000,20,500
"101",1000,500,50,0.4,0.365,0.908,39.9478,44.56465,48.8168,1.00076270372063,15000,5000,20,500
"102",1000,500,50,0.4,0.362,0.885,42.6371,47.7307,52.4751,0.99975503536111,15000,5000,20,500
"103",1000,500,50,0.4,0.316,0.874,41.1844,45.99505,51.2905,1.00259828457251,15000,5000,20,500
"104",1000,500,50,0.4,0.362,0.908,41.1178,45.3684,50.0144,1.00155178681111,15000,5000,20,500
"105",1000,500,50,0.4,0.385,0.909,39.1616,43.1303,47.8144,1.0032056657182,15000,5000,20,500
"106",1000,500,50,0.4,0.363,0.9,39.7245,43.54075,48.6953,1.00105656657533,15000,5000,20,500
"107",1000,500,50,0.4,0.359,0.888,44.0908,48.9515,54.3264,0.999205934351139,15000,5000,20,500
"108",1000,500,50,0.4,0.378,0.905,45.6154,50.04395,55.4851,1.00203772190529,15000,5000,20,500
"109",1000,500,50,0.4,0.372,0.894,40.4241,44.40805,49.4091,0.999335302227357,15000,5000,20,500
"110",1000,500,50,0.4,0.346,0.905,40.2137,45.1309,49.9495,1.00122022923684,15000,5000,20,500
"111",1000,500,50,0.4,0.359,0.892,41.7763,46.1215,51.0899,1.00023873895477,15000,5000,20,500
"112",1000,500,50,0.4,0.339,0.893,38.1811,42.1066,46.7595,0.999896804445424,15000,5000,20,500
"113",1000,500,50,0.4,0.354,0.896,41.4203,45.7673,50.8831,1.00047621949587,15000,5000,20,500
"114",1000,500,50,0.4,0.373,0.917,41.8339,46.2305,50.8557,1.00333268339838,15000,5000,20,500
"115",1000,500,50,0.4,0.363,0.896,42.1835,46.5026,51.8882,0.999162926770089,15000,5000,20,500
"116",1000,500,50,0.4,0.344,0.889,39.0954,43.8846,48.4861,1.00141033986121,15000,5000,20,500
"117",1000,500,50,0.4,0.362,0.899,39.6846,43.91515,48.5296,1.00012436885737,15000,5000,20,500
"118",1000,500,50,0.4,0.372,0.88,43.3114,48.0982,53.342,1.00180261248987,15000,5000,20,500
"119",1000,500,50,0.4,0.353,0.881,41.7322,46.22535,51.1475,1.00114300712289,15000,5000,20,500
"120",1000,500,50,0.4,0.35,0.903,40.8922,45.45855,50.2811,0.999478573755556,15000,5000,20,500
"121",1000,500,50,0.4,0.377,0.907,39.0223,43.49175,48.2063,1.00076464279835,15000,5000,20,500
"122",1000,500,50,0.4,0.358,0.91,41.831,46.78935,51.8162,1.00159855614278,15000,5000,20,500
"123",1000,500,50,0.4,0.354,0.895,41.4661,46.1695,51.1505,0.999640944246978,15000,5000,20,500
"124",1000,500,50,0.4,0.356,0.884,39.8363,44.1399,48.743,1.00298544777697,15000,5000,20,500
"125",1000,500,50,0.4,0.379,0.908,41.677,46.22645,50.9276,1.00058939688555,15000,5000,20,500
"126",1000,500,50,0.4,0.372,0.902,37.5895,41.86865,46.2186,1.00057111526411,15000,5000,20,500
"127",1000,500,50,0.4,0.372,0.9,39.6963,44.18095,48.5741,1.00041855345879,15000,5000,20,500
"128",1000,500,50,0.4,0.367,0.896,41.3504,45.92615,51.1429,1.00030207898167,15000,5000,20,500
"129",1000,500,50,0.4,0.357,0.89,39.8388,44.4419,49.2102,1.00078580320316,15000,5000,20,500
"130",1000,500,50,0.4,0.349,0.907,42.0777,46.8698,52.0038,0.999619984655213,15000,5000,20,500
"131",1000,500,50,0.4,0.358,0.908,37.729,41.8101,46.0222,1.00130633868676,15000,5000,20,500
"132",1000,500,50,0.4,0.367,0.904,38.8964,42.79145,47.6372,1.00083209830594,15000,5000,20,500
"133",1000,500,50,0.4,0.38,0.912,42.6299,47.5933,52.624,1.00098117117681,15000,5000,20,500
"134",1000,500,50,0.4,0.354,0.881,39.9119,44.0452,48.69,1.00113515516232,15000,5000,20,500
"135",1000,500,50,0.4,0.353,0.895,41.0085,45.43465,50.4495,1.00191155364962,15000,5000,20,500
"136",1000,500,50,0.4,0.338,0.897,40.9882,45.47795,50.3648,0.999446368701065,15000,5000,20,500
"137",1000,500,50,0.4,0.328,0.908,38.4867,43.1438,47.5815,1.00205230830005,15000,5000,20,500
"138",1000,500,50,0.4,0.387,0.888,35.9387,39.86995,44.0121,0.999698912124272,15000,5000,20,500
"139",1000,500,50,0.4,0.368,0.892,38.8312,43.29165,47.6479,1.00622336734066,15000,5000,20,500
"140",1000,500,50,0.4,0.343,0.899,38.9292,43.35945,48.4615,1.00048645739988,15000,5000,20,500
"141",1000,500,50,0.4,0.364,0.887,39.9344,43.9903,48.7821,1.00082480655404,15000,5000,20,500
"142",1000,500,50,0.4,0.363,0.903,38.9782,43.16455,47.6119,1.00037836141394,15000,5000,20,500
"143",1000,500,50,0.4,0.376,0.894,39.1527,43.094,47.6478,0.999193340440478,15000,5000,20,500
"144",1000,500,50,0.4,0.378,0.9,41.0635,45.6935,50.2854,0.999818720682827,15000,5000,20,500
"145",1000,500,50,0.4,0.368,0.906,37.7686,41.65555,46.0258,1.00041042316238,15000,5000,20,500
"146",1000,500,50,0.4,0.367,0.9,40.2368,44.5981,49.1689,1.00098992304349,15000,5000,20,500
"147",1000,500,50,0.4,0.373,0.901,40.9848,45.8437,50.5336,1.00091813777447,15000,5000,20,500
"148",1000,500,50,0.4,0.359,0.889,38.2026,42.41875,46.9926,0.999463136313751,15000,5000,20,500
"149",1000,500,50,0.4,0.367,0.893,37.2846,41.51905,45.791,1.00113356842856,15000,5000,20,500
"150",1000,500,50,0.4,0.386,0.915,33.4626,36.64325,40.7083,1.00015152318301,15000,5000,20,500
"151",100,1000,50,0.4,0.46,0.97,38.8481,52.43705,69.3537,0.999403316981268,15000,5000,20,500
"152",100,1000,50,0.4,0.41,0.96,32.3161,44.55975,59.3157,1.00050040647535,15000,5000,20,500
"153",100,1000,50,0.4,0.32,0.92,18.7376,27.40875,37.3842,1.00033503272386,15000,5000,20,500
"154",100,1000,50,0.4,0.37,0.97,30.4044,42.1999,57.5532,0.999430524545995,15000,5000,20,500
"155",100,1000,50,0.4,0.44,0.93,33.1663,43.93015,60.4647,1.00063638834492,15000,5000,20,500
"156",100,1000,50,0.4,0.29,0.98,41.1616,60.76775,86.4028,1.0039147118365,15000,5000,20,500
"157",100,1000,50,0.4,0.38,0.95,29.7998,41.46705,56.4657,1.00276204454962,15000,5000,20,500
"158",100,1000,50,0.4,0.37,0.95,26.3812,37.9356,50.8841,0.999516168111307,15000,5000,20,500
"159",100,1000,50,0.4,0.34,0.93,28.6831,39.86385,54.8249,1.00004030974821,15000,5000,20,500
"160",100,1000,50,0.4,0.47,0.98,30.7752,40.9798,54.8245,1.00112752291316,15000,5000,20,500
"161",100,1000,50,0.4,0.38,0.97,31.17,44.0601,59.7237,1.00044043136719,15000,5000,20,500
"162",100,1000,50,0.4,0.44,0.92,31.9032,42.5691,57.4008,1.00094133591576,15000,5000,20,500
"163",100,1000,50,0.4,0.39,0.94,43.3607,59.9533,81.687,1.0014613556011,15000,5000,20,500
"164",100,1000,50,0.4,0.46,0.94,43.1558,56.3781,75.5936,1.00122855269796,15000,5000,20,500
"165",100,1000,50,0.4,0.42,0.92,41.0576,57.6198,76.1105,1.00323196941669,15000,5000,20,500
"166",100,1000,50,0.4,0.4,0.99,32.8278,44.8774,59.8189,1.00006888827986,15000,5000,20,500
"167",100,1000,50,0.4,0.33,0.89,41.4528,57.0936,80.548,1.0048567527914,15000,5000,20,500
"168",100,1000,50,0.4,0.41,0.98,34.2261,46.3489,62.0984,0.999589982331404,15000,5000,20,500
"169",100,1000,50,0.4,0.4,0.98,34.7153,45.9454,63.0932,1.00157662798708,15000,5000,20,500
"170",100,1000,50,0.4,0.44,0.96,31.2639,43.0069,57.0727,1.00089413122941,15000,5000,20,500
"171",100,1000,50,0.4,0.35,0.97,28.9389,41.75245,55.859,1.00176893094675,15000,5000,20,500
"172",100,1000,50,0.4,0.37,0.98,28.9928,41.9222,55.6646,1.00043929860542,15000,5000,20,500
"173",100,1000,50,0.4,0.42,0.96,36.8786,50.70755,67.3378,0.999801228133526,15000,5000,20,500
"174",100,1000,50,0.4,0.32,0.94,41.1005,59.67785,83.7599,1.00174120473616,15000,5000,20,500
"175",100,1000,50,0.4,0.39,0.96,32.8024,45.14995,60.9758,1.00103303437425,15000,5000,20,500
"176",100,1000,50,0.4,0.41,0.96,28.9496,39.97635,53.0817,1.00139085275935,15000,5000,20,500
"177",100,1000,50,0.4,0.38,0.97,27.1536,37.58335,50.931,1.00065835968027,15000,5000,20,500
"178",100,1000,50,0.4,0.35,0.92,23.6124,32.5094,45.0207,0.999402238927285,15000,5000,20,500
"179",100,1000,50,0.4,0.43,0.95,28.8383,39.2757,52.2424,1.00413907054659,15000,5000,20,500
"180",100,1000,50,0.4,0.36,0.92,42.0495,58.63725,80.909,1.00390214882015,15000,5000,20,500
"181",100,1000,50,0.4,0.32,0.91,27.8426,41.1006,57.4625,1.00130389071127,15000,5000,20,500
"182",100,1000,50,0.4,0.36,0.94,30.3647,41.92175,57.0293,0.999654120755993,15000,5000,20,500
"183",100,1000,50,0.4,0.46,0.94,33.7349,46.6146,60.433,1.0004725182482,15000,5000,20,500
"184",100,1000,50,0.4,0.46,0.99,43.597,59.74835,79.1567,1.0029462939486,15000,5000,20,500
"185",100,1000,50,0.4,0.39,0.96,33.9113,46.27855,62.374,1.00179059490017,15000,5000,20,500
"186",100,1000,50,0.4,0.34,0.91,24.2113,34.4405,47.3793,1.00031416285952,15000,5000,20,500
"187",100,1000,50,0.4,0.37,0.96,37.1219,52.2974,70.2987,1.00061933282,15000,5000,20,500
"188",100,1000,50,0.4,0.35,0.95,40.377,58.30205,78.9581,1.00310964961678,15000,5000,20,500
"189",100,1000,50,0.4,0.4,0.93,36.3686,51.56925,68.6451,1.00201853185902,15000,5000,20,500
"190",100,1000,50,0.4,0.45,0.96,33.3506,45.2394,59.9865,1.00096995310292,15000,5000,20,500
"191",100,1000,50,0.4,0.35,0.93,38.4484,53.78535,75.9962,0.999968462790104,15000,5000,20,500
"192",100,1000,50,0.4,0.44,0.96,25.7847,34.92255,47.162,1.0002071443792,15000,5000,20,500
"193",100,1000,50,0.4,0.39,0.97,42.4165,59.5354,79.6248,0.999557107973068,15000,5000,20,500
"194",100,1000,50,0.4,0.35,0.97,28.2755,40.47915,55.9074,1.00018715737992,15000,5000,20,500
"195",100,1000,50,0.4,0.43,0.94,32.4373,43.774,59.3126,0.999695637211079,15000,5000,20,500
"196",100,1000,50,0.4,0.4,0.96,32.3657,44.79185,60.0477,1.00116322190379,15000,5000,20,500
"197",100,1000,50,0.4,0.37,0.92,34.9636,49.08625,65.8657,0.999865374133228,15000,5000,20,500
"198",100,1000,50,0.4,0.34,0.94,34.4844,48.2067,67.0462,1.00149341704871,15000,5000,20,500
"199",100,1000,50,0.4,0.37,0.96,27.5388,38.1101,51.8972,0.999454536543315,15000,5000,20,500
"200",100,1000,50,0.4,0.32,0.98,40.0775,56.5431,79.0266,1.00035777090901,15000,5000,20,500
"201",500,1000,50,0.4,0.384,0.936,37.2141,42.94375,49.0037,1.0005131924719,15000,5000,20,500
"202",500,1000,50,0.4,0.368,0.938,39.403,45.54515,52.7589,1.00209221985545,15000,5000,20,500
"203",500,1000,50,0.4,0.384,0.962,39.6162,45.0833,52.3026,1.00175502216931,15000,5000,20,500
"204",500,1000,50,0.4,0.346,0.942,43.1978,50.6169,58.6621,1.00063125408313,15000,5000,20,500
"205",500,1000,50,0.4,0.378,0.964,45.9992,52.812,60.6251,0.999946850693488,15000,5000,20,500
"206",500,1000,50,0.4,0.414,0.954,42.7303,48.913,56.0384,1.00182267131834,15000,5000,20,500
"207",500,1000,50,0.4,0.414,0.96,44.7368,51.02615,58.6109,1.00235012444475,15000,5000,20,500
"208",500,1000,50,0.4,0.358,0.95,45.244,52.74245,60.7152,1.0003548538061,15000,5000,20,500
"209",500,1000,50,0.4,0.394,0.94,39.6792,45.4044,52.6628,1.00111047354726,15000,5000,20,500
"210",500,1000,50,0.4,0.382,0.934,44.0667,50.6537,57.9467,1.00198918684154,15000,5000,20,500
"211",500,1000,50,0.4,0.384,0.948,45.2576,52.20105,59.45,1.00308311538813,15000,5000,20,500
"212",500,1000,50,0.4,0.332,0.96,37.8608,44.748,51.6132,1.0015808089623,15000,5000,20,500
"213",500,1000,50,0.4,0.382,0.97,44.3367,51.15235,58.7381,1.00072135968111,15000,5000,20,500
"214",500,1000,50,0.4,0.354,0.928,40.0823,46.78645,53.7851,0.999368637636654,15000,5000,20,500
"215",500,1000,50,0.4,0.354,0.942,44.6663,51.6518,59.9717,0.999818242793534,15000,5000,20,500
"216",500,1000,50,0.4,0.394,0.924,43.6607,50.47055,57.4361,0.999984146192091,15000,5000,20,500
"217",500,1000,50,0.4,0.384,0.95,37.7188,43.6888,50.6409,0.999844197413401,15000,5000,20,500
"218",500,1000,50,0.4,0.396,0.962,44.5064,51.31,59.0506,0.999275159375653,15000,5000,20,500
"219",500,1000,50,0.4,0.412,0.956,41.0534,47.7351,53.9791,1.00128373456848,15000,5000,20,500
"220",500,1000,50,0.4,0.394,0.96,38.4508,43.7731,50.4921,1.00079858692136,15000,5000,20,500
"221",500,1000,50,0.4,0.37,0.97,40.1506,46.5672,53.2095,1.00246450382139,15000,5000,20,500
"222",500,1000,50,0.4,0.364,0.954,37.6187,43.35155,49.8926,1.00133631103524,15000,5000,20,500
"223",500,1000,50,0.4,0.4,0.964,36.0944,41.7736,48.2028,1.00197807688033,15000,5000,20,500
"224",500,1000,50,0.4,0.322,0.938,40.3152,47.6016,55.2519,1.00101881436043,15000,5000,20,500
"225",500,1000,50,0.4,0.382,0.96,42.4039,49.4953,56.1098,1.00184962853561,15000,5000,20,500
"226",500,1000,50,0.4,0.338,0.954,36.4231,42.60275,48.8573,0.999730084519703,15000,5000,20,500
"227",500,1000,50,0.4,0.34,0.95,38.7414,45.17365,52.4481,0.99955200983956,15000,5000,20,500
"228",500,1000,50,0.4,0.392,0.95,32.5726,37.01715,43.1888,1.00037612525776,15000,5000,20,500
"229",500,1000,50,0.4,0.378,0.968,43.2373,49.38865,57.2935,1.00301452802074,15000,5000,20,500
"230",500,1000,50,0.4,0.378,0.942,38.8257,44.8909,51.1045,1.00131095113721,15000,5000,20,500
"231",500,1000,50,0.4,0.362,0.948,44.8618,52.0359,59.934,1.00217412815045,15000,5000,20,500
"232",500,1000,50,0.4,0.382,0.964,43.1824,49.06615,56.9652,1.00004639397371,15000,5000,20,500
"233",500,1000,50,0.4,0.364,0.946,42.2325,48.5674,56.4646,1.00452708311813,15000,5000,20,500
"234",500,1000,50,0.4,0.34,0.96,40.6337,46.8679,54.7812,0.999875390458344,15000,5000,20,500
"235",500,1000,50,0.4,0.364,0.936,39.3967,44.94485,52.0223,0.99973320268012,15000,5000,20,500
"236",500,1000,50,0.4,0.38,0.952,43.006,49.89175,57.1177,0.99923248762643,15000,5000,20,500
"237",500,1000,50,0.4,0.376,0.94,44.8579,51.1547,59.5294,1.00200451978344,15000,5000,20,500
"238",500,1000,50,0.4,0.386,0.948,41.4019,48.14745,54.989,1.00194110154696,15000,5000,20,500
"239",500,1000,50,0.4,0.394,0.956,44.3329,51.1665,59.0456,1.00184495287089,15000,5000,20,500
"240",500,1000,50,0.4,0.344,0.958,44.9774,52.09905,60.3166,1.00338508717972,15000,5000,20,500
"241",500,1000,50,0.4,0.372,0.962,48.8596,56.06845,65.3608,1.00037736656701,15000,5000,20,500
"242",500,1000,50,0.4,0.402,0.938,42.052,48.59745,55.6482,1.00090893139376,15000,5000,20,500
"243",500,1000,50,0.4,0.388,0.942,36.8006,41.8451,48.3679,1.00063077747176,15000,5000,20,500
"244",500,1000,50,0.4,0.386,0.936,45.1617,52.2812,59.6983,1.00053106169568,15000,5000,20,500
"245",500,1000,50,0.4,0.39,0.942,44.7592,51.5222,59.0551,0.999970817075938,15000,5000,20,500
"246",500,1000,50,0.4,0.36,0.944,36.4564,42.2586,49.1382,1.00134035045364,15000,5000,20,500
"247",500,1000,50,0.4,0.406,0.968,42.3154,48.497,55.5846,1.00037608365928,15000,5000,20,500
"248",500,1000,50,0.4,0.392,0.958,39.6159,45.38815,51.4841,1.00086920572523,15000,5000,20,500
"249",500,1000,50,0.4,0.376,0.946,37.8938,43.93935,50.555,0.999963474094615,15000,5000,20,500
"250",500,1000,50,0.4,0.382,0.95,36.9878,42.85635,48.7698,1.00029343039846,15000,5000,20,500
"251",1000,1000,50,0.4,0.367,0.948,42.6828,46.947,51.9614,0.999056052146113,15000,5000,20,500
"252",1000,1000,50,0.4,0.427,0.955,40.5521,44.9196,49.1626,1.00130424115972,15000,5000,20,500
"253",1000,1000,50,0.4,0.353,0.948,39.5287,43.57185,48.257,0.999597739709055,15000,5000,20,500
"254",1000,1000,50,0.4,0.392,0.96,44.3464,49.0997,54.1858,1.00004760706765,15000,5000,20,500
"255",1000,1000,50,0.4,0.408,0.948,41.1257,45.3055,50.0722,0.999872343413765,15000,5000,20,500
"256",1000,1000,50,0.4,0.369,0.944,42.9807,47.44475,52.6032,1.00137198274333,15000,5000,20,500
