"","N","LEN","SIGMA","PHI","Pcap","Pstay","sigma_lower","sigma_med","sigma_upper","phi_lower","phi_med","phi_upper","R_hat_sigma","R_hat_phi","MCMCiter","Burn_in","N_thin","N_sample"
"333",100,500,100,0.4,0.4,0.86,92.8134,122.4175,167.132,0.367864,0.493684,0.611366,1.0091539798278,1.0019580519788,15000,5000,20,500
"334",100,500,100,0.4,0.37,0.87,83.5539,120.822,163.467,0.35173,0.466587,0.593167,1.00100360769489,1.00068446215752,15000,5000,20,500
"335",100,500,100,0.4,0.36,0.89,67.5186,90.66345,118.841,0.296413,0.411945,0.512986,1.00156227129234,0.999743513785227,15000,5000,20,500
"336",100,500,100,0.4,0.29,0.74,65.595,90.6715,124.999,0.24395,0.35582,0.459272,1.01116782978565,1.00084862427252,15000,5000,20,500
"337",100,500,100,0.4,0.37,0.8,81.1852,107.303,148.334,0.345123,0.447228,0.584361,1.0001114565802,1.00024442619366,15000,5000,20,500
"338",100,500,100,0.4,0.33,0.82,92.9255,130.3205,190.416,0.308694,0.4240515,0.551825,1.01571088983138,1.0015311379733,15000,5000,20,500
"339",100,500,100,0.4,0.36,0.86,95.4085,129.9095,176.726,0.341541,0.4587435,0.584897,0.999799080911714,1.00067885466508,15000,5000,20,500
"340",100,500,100,0.4,0.3,0.82,75.5299,101.083,141.047,0.267929,0.3708685,0.481676,1.01034540386333,1.0016187396332,15000,5000,20,500
"341",100,500,100,0.4,0.29,0.8,67.6306,96.175,132.979,0.244718,0.3414625,0.449166,0.999465184932967,1.00455032130395,15000,5000,20,500
"342",100,500,100,0.4,0.29,0.88,60.6131,81.55955,111.412,0.239495,0.331257,0.440297,0.999431179207873,1.00161491736574,15000,5000,20,500
"343",100,500,100,0.4,0.29,0.83,82.3697,112.933,159.967,0.262566,0.369492,0.485674,1.00407678144204,1.001938961063,15000,5000,20,500
"344",100,500,100,0.4,0.28,0.85,97.6049,158.8115,341.361,0.243101,0.388744,0.614367,1.03058039332195,1.04237713399654,25000,5000,20,1000
"345",100,500,100,0.4,0.31,0.82,68.074,91.9707,126.769,0.268703,0.370179,0.479332,1.00703718569138,1.00096276441834,15000,5000,20,500
"346",100,500,100,0.4,0.3,0.83,68.5609,92.86395,130.219,0.252828,0.3484055,0.45778,1.00143710517948,1.00242400790795,15000,5000,20,500
"347",100,500,100,0.4,0.31,0.86,77.5497,108.056,151.001,0.260247,0.3780905,0.489883,1.00477630038932,1.00437843031389,15000,5000,20,500
"348",100,500,100,0.4,0.33,0.82,91.3251,131.3565,191.185,0.297918,0.4259885,0.557868,1.02009223987182,1.00386257661794,15000,5000,20,500
"349",100,500,100,0.4,0.32,0.81,112.421,185.2125,442.249,0.308349,0.46971,0.827365,1.01720408143928,1.02284279780207,15000,5000,20,500
"350",100,500,100,0.4,0.35,0.79,64.5497,86.21635,115.823,0.298013,0.4025725,0.501703,1.00127724357563,0.999591980236082,15000,5000,20,500
"351",500,500,100,0.4,0.338,0.824,93.3339,105.672,119.972,0.362703,0.4130865,0.468818,1.00145621658367,1.00018075093206,15000,5000,20,500
"352",500,500,100,0.4,0.334,0.806,94.3802,107.358,123.413,0.355825,0.4033725,0.455939,1.00064367491562,1.00017946930885,15000,5000,20,500
"353",500,500,100,0.4,0.318,0.844,94.007,106.656,121.312,0.337466,0.3835515,0.432611,0.999663600093273,1.0013778001801,15000,5000,20,500
"354",500,500,100,0.4,0.322,0.832,87.7364,99.0846,113.944,0.328162,0.379903,0.424851,1.00123321162017,1.00069639833518,15000,5000,20,500
"355",500,500,100,0.4,0.328,0.834,82.2534,94.55855,106.45,0.344993,0.3930405,0.443015,1.00116683603219,0.999161006476758,15000,5000,20,500
"356",500,500,100,0.4,0.308,0.822,86.8471,99.77375,113.028,0.31701,0.366418,0.416076,1.00307279663928,1.00217569840506,15000,5000,20,500
"357",500,500,100,0.4,0.324,0.824,90.9599,102.9195,117.063,0.337067,0.3873995,0.437647,1.0021810409462,0.999319381911649,15000,5000,20,500
"358",500,500,100,0.4,0.3,0.834,95.2767,110.4865,126.152,0.308531,0.3591535,0.403304,1.00532091927623,1.00114078916352,15000,5000,20,500
"359",500,500,100,0.4,0.338,0.828,90.8895,103.711,119.003,0.360105,0.408944,0.463381,1.00005607667126,1.00110306999668,15000,5000,20,500
"360",500,500,100,0.4,0.332,0.852,89.7355,101.9655,115.966,0.355179,0.398323,0.456624,1.00092724082517,1.00186535848627,15000,5000,20,500
"361",500,500,100,0.4,0.368,0.842,85.4147,96.48615,109.256,0.395747,0.441767,0.497753,1.00121550408067,0.999676051024316,15000,5000,20,500
"362",500,500,100,0.4,0.312,0.818,92.8034,105.4225,121.436,0.329247,0.376816,0.426843,0.999990124770091,1.00107858943412,15000,5000,20,500
"363",500,500,100,0.4,0.358,0.846,80.9164,91.5668,103.013,0.369827,0.41982,0.469478,0.99993558708053,0.999665484382568,15000,5000,20,500
"364",500,500,100,0.4,0.354,0.846,73.4422,82.83975,93.3802,0.361523,0.4094195,0.455841,1.00309996925659,1.00228912895448,15000,5000,20,500
"365",500,500,100,0.4,0.348,0.834,88.0696,100.5135,113.565,0.364973,0.4108005,0.460643,1.00106145077915,1.00155312409822,15000,5000,20,500
"366",500,500,100,0.4,0.386,0.874,89.6659,101.5825,114.66,0.408957,0.4590285,0.50669,1.0004326789134,1.00053215644365,15000,5000,20,500
"367",500,500,100,0.4,0.326,0.83,90.3743,103.2645,116.556,0.343371,0.3927845,0.443892,1.00190763666641,1.00009666890718,15000,5000,20,500
"368",500,500,100,0.4,0.33,0.83,89.1026,100.924,115.391,0.347825,0.3966195,0.44717,0.999204601868144,0.99954031974829,15000,5000,20,500
"369",500,500,100,0.4,0.314,0.828,90.7271,103.3055,119.521,0.33185,0.3787895,0.430448,1.00067573682386,1.00568896632319,15000,5000,20,500
"370",500,500,100,0.4,0.346,0.846,82.5231,93.71555,105.808,0.364909,0.410035,0.45935,1.00088195359661,1.00045601620616,15000,5000,20,500
"371",500,500,100,0.4,0.35,0.844,89.793,101.3625,114.845,0.366963,0.416141,0.46989,1.0019333883479,1.00271843276824,15000,5000,20,500
"372",500,500,100,0.4,0.316,0.854,91.0613,103.8235,117.682,0.334207,0.3844035,0.432958,1.00048018959745,1.00106771419815,15000,5000,20,500
"373",500,500,100,0.4,0.326,0.856,87.0105,98.1844,113.325,0.338019,0.3852555,0.4348,1.00223081691181,1.0006419744262,15000,5000,20,500
"374",500,500,100,0.4,0.314,0.82,95.8153,109.759,125.049,0.333259,0.3841265,0.43436,1.00052849550793,1.00049621997468,15000,5000,20,500
"375",500,500,100,0.4,0.354,0.868,83.2237,95.38835,107.525,0.357417,0.4081155,0.452893,0.999893125197503,0.99967752090341,15000,5000,20,500
"376",500,500,100,0.4,0.31,0.844,87.8453,100.729,113.717,0.323187,0.371188,0.418921,1.00117399832322,1.00318637407628,15000,5000,20,500
"377",500,500,100,0.4,0.356,0.848,81.2704,92.1247,103.789,0.366403,0.40952,0.460523,1.00099050063033,0.999840311759201,15000,5000,20,500
"378",500,500,100,0.4,0.31,0.86,90.7816,103.752,119.061,0.321084,0.36814,0.415854,1.00098552865705,0.999650813818189,15000,5000,20,500
"379",500,500,100,0.4,0.342,0.834,90.0269,100.879,115.352,0.362412,0.4115345,0.46723,1.00148766708977,0.999612139842756,15000,5000,20,500
"380",500,500,100,0.4,0.326,0.826,87.3469,99.67505,113.807,0.339208,0.3877255,0.43594,1.00072964329426,1.00338990721044,15000,5000,20,500
"381",500,500,100,0.4,0.368,0.868,92.6982,104.2895,118.512,0.393912,0.4422495,0.498676,1.0027978245951,0.999987378632916,15000,5000,20,500
"382",500,500,100,0.4,0.35,0.832,73.3605,83.0735,93.1981,0.356005,0.403909,0.454622,1.00031219321681,0.999500843392881,15000,5000,20,500
"383",500,500,100,0.4,0.314,0.82,91.5975,104.7785,120.967,0.330603,0.3795645,0.430312,1.00227667377678,0.999731883379006,15000,5000,20,500
"384",500,500,100,0.4,0.336,0.826,97.7333,112.692,127.27,0.362775,0.412661,0.464273,1.00515154729262,1.00014857293173,15000,5000,20,500
"385",500,500,100,0.4,0.346,0.852,84.4406,95.6845,108.05,0.357411,0.4079845,0.458624,1.00083916227695,1.00246104219333,15000,5000,20,500
"386",500,500,100,0.4,0.312,0.84,97.5343,111.8635,129.083,0.334263,0.38205,0.432365,1.00252694117057,1.00269299000168,15000,5000,20,500
"387",500,500,100,0.4,0.362,0.822,89.1649,99.9452,113.005,0.382885,0.4294105,0.479185,0.999562740508295,1.00361277934194,15000,5000,20,500
"388",500,500,100,0.4,0.306,0.816,90.8022,103.3155,119.323,0.317435,0.364131,0.41756,1.00547321774977,1.00298221952966,15000,5000,20,500
"389",500,500,100,0.4,0.31,0.834,87.7647,99.97325,114.239,0.323006,0.370803,0.418481,1.00264245586699,1.0010010599622,15000,5000,20,500
"390",500,500,100,0.4,0.35,0.856,83.986,94.60035,108.523,0.366878,0.4143865,0.468501,0.999616694796728,1.00010424272001,15000,5000,20,500
"391",500,500,100,0.4,0.29,0.852,97.0049,112.211,132.127,0.298708,0.352316,0.401022,1.00102180423254,1.00076923078734,15000,5000,20,500
"392",500,500,100,0.4,0.366,0.842,80.2306,91.00755,101.138,0.381665,0.429413,0.474618,1.0001252916763,1.00359856274792,15000,5000,20,500
"393",500,500,100,0.4,0.36,0.832,80.6847,90.67005,103.378,0.381787,0.427133,0.48115,1.00095616264122,0.999530511120666,15000,5000,20,500
"394",500,500,100,0.4,0.298,0.838,86.6963,97.8731,112.441,0.306054,0.3529345,0.402737,1.00057000483172,0.999903886083782,15000,5000,20,500
"395",500,500,100,0.4,0.366,0.836,98.9318,113.1985,128.35,0.391262,0.440335,0.48962,1.00113313281923,0.999467922677284,15000,5000,20,500
"396",500,500,100,0.4,0.314,0.804,80.4831,91.41035,104.401,0.329005,0.3726365,0.423496,1.00010322095938,1.00163352069523,15000,5000,20,500
"397",500,500,100,0.4,0.374,0.822,88.7405,99.8323,113.997,0.388676,0.445787,0.495204,1.00160119348075,0.999473067495656,15000,5000,20,500
"398",500,500,100,0.4,0.348,0.844,89.7577,101.8145,115.726,0.362115,0.4126325,0.465701,1.00001333327207,0.999783132706298,15000,5000,20,500
"399",500,500,100,0.4,0.308,0.802,76.5909,87.07555,99.2314,0.314304,0.361693,0.409654,1.00032571715619,1.00172609361684,15000,5000,20,500
"400",500,500,100,0.4,0.344,0.844,80.8599,92.9071,104.145,0.359478,0.4057635,0.460582,0.99975406824798,0.999288559973245,15000,5000,20,500
"401",1000,500,100,0.4,0.36,0.858,88.5502,96.5623,104.955,0.388336,0.422521,0.4591,1.00065825027464,1.00129000735103,15000,5000,20,500
"402",1000,500,100,0.4,0.323,0.821,90.5872,99.8623,108.369,0.356685,0.3901955,0.42686,1.00612033227696,1.00120000238071,15000,5000,20,500
"403",1000,500,100,0.4,0.355,0.851,95.0231,103.432,112.859,0.392895,0.4289435,0.464407,1.00270097795564,1.00198942237624,15000,5000,20,500
"404",1000,500,100,0.4,0.314,0.832,97.9402,108.586,119.174,0.348497,0.3835185,0.419473,1.00038415359931,1.00236966186324,15000,5000,20,500
"405",1000,500,100,0.4,0.312,0.836,91.7006,100.7705,110.145,0.34223,0.3728985,0.411522,1.00050210246763,1.00038028065192,15000,5000,20,500
"406",1000,500,100,0.4,0.335,0.842,88.6173,96.39795,105.251,0.363717,0.3960945,0.432848,1.00179727748031,1.00355522283753,15000,5000,20,500
"407",1000,500,100,0.4,0.32,0.824,90.4073,99.16795,108.903,0.352107,0.3832825,0.417609,1.00550044971747,1.00021887254654,15000,5000,20,500
"408",1000,500,100,0.4,0.348,0.85,94.5851,103.8035,113.657,0.384368,0.418693,0.452883,0.999705890432407,1.00102776366812,15000,5000,20,500
"409",1000,500,100,0.4,0.359,0.851,95.8974,104.818,114.61,0.391944,0.426271,0.462294,0.999736976973186,1.00180588652786,15000,5000,20,500
"410",1000,500,100,0.4,0.319,0.816,91.8582,100.454,110.204,0.352017,0.382071,0.421982,1.00205380989095,1.00017786879912,15000,5000,20,500
"411",1000,500,100,0.4,0.329,0.829,87.2428,95.42585,104.551,0.353848,0.390533,0.423184,1.00057482362773,1.00020704746331,15000,5000,20,500
"412",1000,500,100,0.4,0.323,0.838,87.2678,95.4863,104.429,0.348464,0.3822215,0.418615,1.00044593607711,1.00186303543218,15000,5000,20,500
"413",1000,500,100,0.4,0.366,0.85,86.4882,93.6314,102.416,0.397826,0.432774,0.470413,1.00047069155682,0.999244536415427,15000,5000,20,500
"414",1000,500,100,0.4,0.359,0.85,88.1598,95.96785,104.55,0.385491,0.422661,0.455773,1.00316095530403,0.999978327785757,15000,5000,20,500
"415",1000,500,100,0.4,0.35,0.837,93.4426,102.183,111.586,0.384718,0.417295,0.452843,1.00012667778855,0.999432928172027,15000,5000,20,500
"416",1000,500,100,0.4,0.351,0.848,88.6224,97.0287,105.412,0.379667,0.4146535,0.445979,1.00338575299172,1.00101681639971,15000,5000,20,500
"417",1000,500,100,0.4,0.366,0.85,98.2431,106.5255,116.03,0.410832,0.446225,0.483752,1.000566982052,1.00006746716044,15000,5000,20,500
"418",1000,500,100,0.4,0.37,0.853,91.2107,99.81215,108.958,0.406761,0.440856,0.477551,1.00377840383034,1.00264141853176,15000,5000,20,500
"419",1000,500,100,0.4,0.335,0.832,91.2587,99.79475,108.488,0.366169,0.3990525,0.4366,1.00496569207023,1.00122368322733,15000,5000,20,500
"420",1000,500,100,0.4,0.341,0.85,95.3238,104.6385,114.45,0.374954,0.408948,0.445732,1.00316224313827,1.00143138506613,15000,5000,20,500
"421",1000,500,100,0.4,0.328,0.839,88.4995,96.5788,105.68,0.354776,0.388312,0.42139,1.0011741980357,1.00270708268269,15000,5000,20,500
"422",1000,500,100,0.4,0.334,0.854,97.0973,105.5925,115.966,0.363725,0.398476,0.432876,1.00176231365158,1.00019152381263,15000,5000,20,500
"423",1000,500,100,0.4,0.34,0.853,82.8787,90.98255,98.8265,0.358537,0.3985395,0.428917,1.00045882806595,1.00042972932691,15000,5000,20,500
"424",1000,500,100,0.4,0.33,0.854,89.3747,98.5984,107.695,0.357189,0.392035,0.425193,0.999674946938253,1.00118187106585,15000,5000,20,500
"425",1000,500,100,0.4,0.365,0.85,90.904,99.72965,108.614,0.391147,0.4276305,0.462049,1.0023484339334,1.00218119829488,15000,5000,20,500
"426",1000,500,100,0.4,0.338,0.834,95.3865,103.9365,113.921,0.371047,0.4059315,0.444461,1.00056842443579,1.00119413957187,15000,5000,20,500
"427",1000,500,100,0.4,0.357,0.841,85.1036,92.48525,101.038,0.381607,0.4163565,0.452927,1.00057428793345,1.00016654607904,15000,5000,20,500
"428",1000,500,100,0.4,0.368,0.849,93.0828,101.1915,110.725,0.403045,0.4373225,0.472551,0.999756495079201,1.00236018228662,15000,5000,20,500
"429",1000,500,100,0.4,0.337,0.854,89.1909,98.00595,106.596,0.36289,0.3986615,0.432831,0.999339672456788,0.999803620283811,15000,5000,20,500
"430",1000,500,100,0.4,0.341,0.839,91.9721,100.878,109.865,0.378144,0.4127635,0.44512,1.00079575644757,0.999672918799385,15000,5000,20,500
"431",1000,500,100,0.4,0.337,0.842,88.5631,95.989,105.668,0.362026,0.3918295,0.425255,1.00293882470062,1.00246232109056,15000,5000,20,500
"432",1000,500,100,0.4,0.356,0.847,85.0474,92.6574,101.524,0.381811,0.416036,0.452937,1.00036358033654,1.00447859426038,15000,5000,20,500
"433",1000,500,100,0.4,0.338,0.85,93.5514,103.048,112.209,0.373336,0.407235,0.441221,1.0023700489588,1.00117227989,15000,5000,20,500
"434",1000,500,100,0.4,0.337,0.847,95.0438,104.043,113.461,0.372459,0.403309,0.440273,1.00481257623823,1.00186488912306,15000,5000,20,500
"435",1000,500,100,0.4,0.344,0.832,94.7194,104.0325,113.862,0.376737,0.4135115,0.448278,0.999785821300703,1.00116631180203,15000,5000,20,500
"436",1000,500,100,0.4,0.336,0.857,92.2415,101.768,110.83,0.364823,0.3983045,0.431462,1.00514219064745,1.00204109580084,15000,5000,20,500
"437",1000,500,100,0.4,0.374,0.867,90.259,98.5789,107.874,0.408366,0.44133,0.479859,0.999417400524865,1.00017333525033,15000,5000,20,500
"438",1000,500,100,0.4,0.331,0.852,88.9127,97.6811,106.233,0.357632,0.388611,0.425392,1.00122451435501,1.0002203843994,15000,5000,20,500
"439",1000,500,100,0.4,0.324,0.817,87.3879,95.9394,103.818,0.351399,0.384839,0.418869,0.999274995166064,0.999606000691233,15000,5000,20,500
"440",1000,500,100,0.4,0.34,0.884,92.1733,101.0325,110.849,0.365168,0.4007,0.437689,1.00156088328378,1.00091303571441,15000,5000,20,500
"441",1000,500,100,0.4,0.329,0.856,85.8171,93.83165,102.835,0.350051,0.3843675,0.418264,1.00021560454524,1.00114053079866,15000,5000,20,500
"442",1000,500,100,0.4,0.319,0.829,92.897,101.956,111.2,0.346382,0.3813855,0.414293,1.00213620768872,0.99989983895335,15000,5000,20,500
"443",1000,500,100,0.4,0.342,0.834,88.98,96.6342,106.165,0.370664,0.4035745,0.43906,1.00080286848751,1.00105685404987,15000,5000,20,500
"444",1000,500,100,0.4,0.31,0.834,89.6756,98.19165,107.638,0.340132,0.374168,0.408771,1.0047678135125,1.00167156425604,15000,5000,20,500
"445",1000,500,100,0.4,0.334,0.83,89.1047,97.2678,106.968,0.35816,0.395475,0.429695,1.00102199070109,1.00001646783254,15000,5000,20,500
"446",1000,500,100,0.4,0.351,0.814,93.1437,101.7135,110.968,0.385932,0.4210675,0.45561,1.00817660192146,0.999118860158518,15000,5000,20,500
"447",1000,500,100,0.4,0.313,0.816,96.1265,105.5985,116.769,0.343009,0.3770225,0.40965,1.0024765219752,0.999829930984081,15000,5000,20,500
"448",1000,500,100,0.4,0.346,0.846,95.6662,104.1765,113.599,0.380785,0.418341,0.452104,1.00179371961039,1.00029357301916,15000,5000,20,500
"449",1000,500,100,0.4,0.345,0.837,84.2126,91.53765,100.265,0.373945,0.406748,0.442751,0.999668418469827,1.003379532748,15000,5000,20,500
"450",1000,500,100,0.4,0.299,0.829,94.7149,105.0065,114.192,0.323791,0.361375,0.39508,0.999974850169031,1.00244856718387,15000,5000,20,500
"451",100,1000,100,0.4,0.39,0.91,77.5623,101.7615,129.465,0.326235,0.4236085,0.520897,1.00013949849037,1.00004846469228,15000,5000,20,500
"452",100,1000,100,0.4,0.28,0.96,65.4135,86.26505,113.773,0.205403,0.30234,0.388494,1.00445621902068,1.00078820909073,15000,5000,20,500
"453",100,1000,100,0.4,0.3,0.89,81.9811,110.185,143.328,0.235622,0.33245,0.430052,1.00316455688809,1.00522858840245,15000,5000,20,500
"454",100,1000,100,0.4,0.39,0.92,74.6342,94.76255,123.171,0.327852,0.4334865,0.531987,1.00153370650304,1.00071817263651,15000,5000,20,500
"455",100,1000,100,0.4,0.46,0.92,81.118,101.6155,127.735,0.399258,0.500263,0.606701,1.00186781102584,1.00242725485622,15000,5000,20,500
"456",100,1000,100,0.4,0.4,0.95,80.7199,102.8895,131.394,0.338997,0.4451635,0.553784,1.0013531693938,0.999485753402145,15000,5000,20,500
"457",100,1000,100,0.4,0.36,0.9,75.4042,97.5587,123.755,0.295796,0.39273,0.497755,1.00239004348383,1.00402983982957,15000,5000,20,500
"458",100,1000,100,0.4,0.34,0.91,59.5397,75.7658,97.9492,0.273253,0.36662,0.464701,1.00069670971431,1.00504812160357,15000,5000,20,500
"459",100,1000,100,0.4,0.36,0.91,66.9682,87.72285,111.96,0.304901,0.4020915,0.497613,1.00135539584143,1.00032544440678,15000,5000,20,500
"460",100,1000,100,0.4,0.31,0.92,74.5608,100.992,131.76,0.25624,0.340552,0.448446,1.00008142967909,1.00024193776968,15000,5000,20,500
"461",100,1000,100,0.4,0.31,0.9,97.7131,128.9295,170.983,0.250941,0.349554,0.449492,1.00066161483996,0.999661353792583,15000,5000,20,500
"462",100,1000,100,0.4,0.34,0.89,73.0355,95.2227,121.44,0.280663,0.3732165,0.473082,0.999743110655588,1.00083923305279,15000,5000,20,500
"463",100,1000,100,0.4,0.38,0.94,86.3823,111.067,142.25,0.317097,0.4202175,0.515458,1.00537399552559,1.0006407299645,15000,5000,20,500
"464",100,1000,100,0.4,0.32,0.86,92.2775,124.7815,162.603,0.271347,0.3770875,0.481804,1.00088766174737,1.00105020140848,15000,5000,20,500
"465",100,1000,100,0.4,0.35,0.92,81.6336,106.2055,137.924,0.30402,0.3896075,0.502937,1.00383052758543,1.00108512794896,15000,5000,20,500
"466",100,1000,100,0.4,0.33,0.93,78.5489,106.2235,139.582,0.26834,0.3611295,0.459989,1.00230613613874,1.00122391689887,15000,5000,20,500
"467",100,1000,100,0.4,0.33,0.92,67.5094,89.95965,116.387,0.258307,0.358115,0.453562,1.00103867545167,1.00198694279426,15000,5000,20,500
"468",100,1000,100,0.4,0.34,0.9,68.3769,90.78385,117.306,0.277468,0.3759625,0.477938,1.00215864223122,0.999957566683317,15000,5000,20,500
"469",100,1000,100,0.4,0.37,0.92,94.6264,119.9045,158.992,0.314119,0.422088,0.516214,1.00109836300461,1.00294934948712,15000,5000,20,500
"470",100,1000,100,0.4,0.32,0.91,78.1392,101.643,132.744,0.258361,0.3504935,0.450051,1.00168950872948,1.00014131160571,15000,5000,20,500
"471",100,1000,100,0.4,0.39,0.95,83.2596,106.1605,139.572,0.335848,0.4217025,0.536949,1.0029522621821,0.999627343743539,15000,5000,20,500
"472",100,1000,100,0.4,0.4,0.92,98.2904,126.0545,162.376,0.344071,0.4422885,0.554988,1.00150863705277,0.99987057573981,15000,5000,20,500
"473",100,1000,100,0.4,0.38,0.98,77.382,101.2145,127.843,0.317585,0.418635,0.523739,1.00028295021729,1.00105320478115,15000,5000,20,500
"474",100,1000,100,0.4,0.4,0.88,66.1055,84.81775,106.677,0.331204,0.4372695,0.530474,0.999095628981644,1.00064338628551,15000,5000,20,500
"475",100,1000,100,0.4,0.35,0.93,85.5162,109.301,145.428,0.277971,0.3810635,0.479039,1.00160889978265,0.999886006240881,15000,5000,20,500
"476",100,1000,100,0.4,0.39,0.95,68.9911,90.00015,112.978,0.325894,0.426856,0.520509,1.0007612574587,1.00091007031384,15000,5000,20,500
"477",100,1000,100,0.4,0.37,0.92,83.5385,109.9875,141.376,0.317069,0.410291,0.514139,1.00214078961078,1.00226110709126,15000,5000,20,500
"478",100,1000,100,0.4,0.34,0.93,99.6499,129.0915,169.36,0.285009,0.3894355,0.490786,1.00086681970242,0.999513966788055,15000,5000,20,500
"479",100,1000,100,0.4,0.4,0.9,78.2385,99.2756,129.141,0.328544,0.4334395,0.526725,0.999297076066655,1.00136288960327,15000,5000,20,500
"480",100,1000,100,0.4,0.38,0.9,88.096,113.2105,148.459,0.31829,0.4223645,0.530378,1.0007260421661,1.00026049334043,15000,5000,20,500
"481",100,1000,100,0.4,0.4,0.9,81.8487,104.0375,135.221,0.339088,0.442069,0.541723,1.00100101738433,1.00028886881807,15000,5000,20,500
"482",100,1000,100,0.4,0.4,0.93,92.1067,116.843,148.232,0.345615,0.445143,0.557874,1.00302964472597,1.00126601181536,15000,5000,20,500
"483",100,1000,100,0.4,0.4,0.98,96.2883,124.763,161.399,0.33643,0.441687,0.542428,1.00541214123859,1.0017399215571,15000,5000,20,500
"484",100,1000,100,0.4,0.39,0.94,79.3824,102.283,129.805,0.333245,0.4284505,0.528594,1.00119181907823,1.00083696697687,15000,5000,20,500
"485",100,1000,100,0.4,0.36,0.94,76.5765,95.84995,127.253,0.287314,0.3887005,0.484901,1.00022412826818,0.999471504269534,15000,5000,20,500
"486",100,1000,100,0.4,0.31,0.94,71.5173,94.7475,123.543,0.248978,0.3376525,0.439196,1.0007854700451,1.00136574803769,15000,5000,20,500
"487",100,1000,100,0.4,0.35,0.94,66.5488,85.4585,108.581,0.283307,0.3748765,0.474452,1.00037812098108,1.00140447682007,15000,5000,20,500
"488",100,1000,100,0.4,0.35,0.92,75.6535,98.3303,126.613,0.289467,0.3850095,0.489593,1.00592530566366,0.999902173204403,15000,5000,20,500
"489",100,1000,100,0.4,0.4,0.95,83.6625,105.508,131.525,0.333085,0.427923,0.531984,1.0002780846241,1.00741506146857,15000,5000,20,500
"490",100,1000,100,0.4,0.41,0.91,96.577,122.555,155.037,0.366766,0.4649,0.575381,1.00269602815337,1.00119512242152,15000,5000,20,500
"491",100,1000,100,0.4,0.38,0.92,90.618,115.8045,148.814,0.317159,0.421747,0.520609,1.00008875474434,1.00007497102624,15000,5000,20,500
"492",100,1000,100,0.4,0.4,0.94,79.8368,104.18,132.08,0.341886,0.442471,0.546856,1.00243850461119,1.0010697832578,15000,5000,20,500
"493",100,1000,100,0.4,0.45,0.98,95.5118,121.7385,152.482,0.382756,0.4801515,0.592003,0.999328311841564,1.00146196157236,15000,5000,20,500
"494",100,1000,100,0.4,0.32,0.9,74.4915,97.51725,127.394,0.252167,0.3470245,0.434233,1.00118948967097,1.00086260018526,15000,5000,20,500
"495",100,1000,100,0.4,0.38,0.93,65.1959,81.86195,105.008,0.305843,0.393123,0.494157,0.999576637616181,1.00140773982402,15000,5000,20,500
"496",100,1000,100,0.4,0.39,0.95,72.2501,92.3671,116.045,0.31833,0.418177,0.516113,1.00199736678055,1.00032615468224,15000,5000,20,500
"497",100,1000,100,0.4,0.51,0.92,90.6711,112.0585,140.563,0.451209,0.5518865,0.654405,0.999454979759975,1.00040741608497,15000,5000,20,500
"498",100,1000,100,0.4,0.43,0.9,79.2597,102.413,129.168,0.370554,0.468535,0.565856,0.999885131432287,0.999202049226642,15000,5000,20,500
"499",100,1000,100,0.4,0.35,0.91,80.9842,107.915,140.114,0.282393,0.3921015,0.492132,1.00004663714069,0.999674002317809,15000,5000,20,500
"500",100,1000,100,0.4,0.37,0.89,68.0211,87.53555,111.921,0.312685,0.401616,0.509489,1.000480710692,0.999549093891529,15000,5000,20,500
"501",500,1000,100,0.4,0.318,0.93,81.5922,92.5126,103.812,0.298604,0.343557,0.38496,0.999798869392523,1.00057807759544,15000,5000,20,500
"502",500,1000,100,0.4,0.374,0.918,93.5225,104.443,116.43,0.366834,0.413638,0.460542,1.00231473988452,0.999576552121469,15000,5000,20,500
"503",500,1000,100,0.4,0.412,0.924,84.2846,93.4305,104.217,0.401964,0.446382,0.493877,0.999335474966294,1.0013539010364,15000,5000,20,500
"504",500,1000,100,0.4,0.356,0.932,87.4835,96.71345,108.085,0.341681,0.385157,0.429683,1.00070475045954,1.00328249015327,15000,5000,20,500
"505",500,1000,100,0.4,0.372,0.914,85.8158,95.22155,106.601,0.3593,0.4024495,0.446363,1.00116392203466,1.00106604986951,15000,5000,20,500
"506",500,1000,100,0.4,0.374,0.934,96.7152,107.0205,118.468,0.36461,0.4095165,0.455111,1.0011920074761,0.999977288133873,15000,5000,20,500
"507",500,1000,100,0.4,0.368,0.91,88.2924,98.24695,109.292,0.351409,0.3966435,0.441167,1.00215720653862,1.00057404772477,15000,5000,20,500
"508",500,1000,100,0.4,0.384,0.926,96.8276,108.007,120.448,0.367992,0.4153235,0.461335,1.0003982113811,1.00045713127626,15000,5000,20,500
"509",500,1000,100,0.4,0.362,0.928,90.6664,100.9155,113.444,0.348858,0.3951015,0.4418,1.00090773800296,1.00110721010895,15000,5000,20,500
"510",500,1000,100,0.4,0.366,0.924,90.1526,99.1624,110.775,0.352934,0.3959885,0.445529,1.00025663434503,1.00047079965215,15000,5000,20,500
"511",500,1000,100,0.4,0.358,0.914,89.6752,101.0755,113.677,0.343045,0.3886595,0.432588,1.00119778143959,1.00137013667156,15000,5000,20,500
"512",500,1000,100,0.4,0.378,0.926,98.0238,110.072,122.091,0.36542,0.41369,0.458508,1.0015546256335,1.00040958781635,15000,5000,20,500
