"","N","LEN","DELTA","PHI","Pcap","Pstay","delta_lower","delta_med","delta_upper","phi_lower","phi_med","phi_upper","R_hat_delta","R_hat_phi","MCMCiter","Burn_in","N_thin","N_sample"
"1572",500,500,300,0.4,0.192,0.462,111.926,168.5635,259.941,0.227351,0.2872805,0.371495,1.04850987933087,1.03190605411016,15000,5000,20,500
"1573",500,500,300,0.4,0.21,0.516,280.846,422.0775,604.101,0.383482,0.510062,0.686654,1.08418403803469,1.05913703651035,15000,5000,20,500
"1574",500,500,300,0.4,0.25,0.542,211.172,343.1815,597.953,0.381865,0.5293195,0.802631,1.02806423854049,1.01441352151412,25000,5000,20,1000
"1575",500,500,300,0.4,0.188,0.54,189.158,405.835,965.878,0.275022,0.445991,0.873247,1.08371562868953,1.09940982893127,205000,5000,20,10000
"1576",500,500,300,0.4,0.234,0.514,195.178,397.8315,710.562,0.351273,0.549547,0.859979,1.04880110014366,1.07031374685133,35000,5000,20,1500
"1577",500,500,300,0.4,0.198,0.526,173.167,314.739,598.49,0.280245,0.405335,0.6469,1.0364467229415,1.05697400440293,45000,5000,20,2000
"1578",500,500,300,0.4,0.198,0.526,144.147,224.5895,363.251,0.253751,0.332862,0.45939,1.07170955548109,1.05402860892627,35000,5000,20,1500
"1579",500,500,300,0.4,0.236,0.524,174.687,265.5185,381.193,0.329694,0.4345305,0.559763,1.03010922868464,1.01745118753889,25000,5000,20,1000
"1580",500,500,300,0.4,0.164,0.51,158.538,291.576,567.664,0.206165,0.319543,0.495688,1.06933092497928,1.0875493008689,35000,5000,20,1500
"1581",500,500,300,0.4,0.192,0.52,171.535,289.6235,515.014,0.258351,0.3685705,0.547346,1.07334120635077,1.05644920072439,65000,5000,20,3000
"1582",500,500,300,0.4,0.192,0.496,381.628,688.8985,1130.85,0.457777,0.662792,0.998467,1.06383070988434,1.05100141665352,45000,5000,20,2000
"1583",500,500,300,0.4,0.234,0.522,343.609,599.9795,939.658,0.512219,0.722298,0.999251,1.09813618488179,1.08658362043938,45000,5000,20,2000
"1584",500,500,300,0.4,0.212,0.51,210.44,374.5655,597.001,0.334539,0.4739765,0.695705,1.04694393599193,1.02917523814757,25000,5000,20,1000
"1585",500,500,300,0.4,0.202,0.494,238.152,443.4785,787.465,0.320123,0.5108265,0.796493,1.06987674520398,1.06725182571818,95000,5000,20,4500
"1586",500,500,300,0.4,0.214,0.536,197.034,306.5785,451.806,0.310104,0.424984,0.559715,1.04178912390873,1.0233137897755,25000,5000,20,1000
"1587",500,500,300,0.4,0.21,0.486,201.233,369.581,717.957,0.311784,0.4714785,0.760402,1.06556340833402,1.07571689594877,55000,5000,20,2500
"1588",500,500,300,0.4,0.198,0.526,168.224,305.2775,540.741,0.274419,0.39409,0.599257,1.02635430113322,1.03536446738701,55000,5000,20,2500
"1589",500,500,300,0.4,0.176,0.514,238.096,422.855,743.933,0.280968,0.432439,0.672862,1.08221097871048,1.05350942747006,25000,5000,20,1000
"1590",500,500,300,0.4,0.194,0.526,189.547,335.567,570.657,0.276252,0.408173,0.597948,1.04215277843512,1.02415452912504,55000,5000,20,2500
"1591",500,500,300,0.4,0.21,0.474,113.852,181.2755,281.51,0.240096,0.3172425,0.410533,1.07949247227053,1.0717578459219,35000,5000,20,1500
"1592",500,500,300,0.4,0.208,0.506,151.254,289.988,483.898,0.272221,0.399259,0.568285,1.0405658695119,1.05427853212512,15000,5000,20,500
"1593",500,500,300,0.4,0.252,0.536,181.195,322.152,570.278,0.362119,0.5163825,0.76793,1.09635379355749,1.09247044319418,65000,5000,20,3000
"1594",500,500,300,0.4,0.188,0.516,214.593,429.6845,785.751,0.278507,0.464388,0.744563,1.09332369227775,1.07061571927751,25000,5000,20,1000
"1595",500,500,300,0.4,0.228,0.492,197.666,318.95,568.898,0.325857,0.4659085,0.693162,1.09107533765087,1.07728440533924,25000,5000,20,1000
"1596",500,500,300,0.4,0.21,0.54,145.087,238.8065,324.09,0.268388,0.359518,0.449719,1.07253785869422,1.03907727900691,15000,5000,20,500
"1597",500,500,300,0.4,0.236,0.536,197.855,335.9055,500.786,0.360165,0.495449,0.672775,1.01649626968003,1.01381489048061,15000,5000,20,500
"1598",500,500,300,0.4,0.218,0.486,172.911,308.44,525.709,0.310226,0.4374405,0.636981,1.06556798850583,1.09753969172802,45000,5000,20,2000
"1599",500,500,300,0.4,0.212,0.49,185.484,360.3835,669.693,0.309166,0.465407,0.743554,1.09741458242216,1.09399461359302,55000,5000,20,2500
"1600",500,500,300,0.4,0.252,0.544,164.839,271.806,483.555,0.340865,0.468941,0.678338,1.06484966499559,1.07137197953268,35000,5000,20,1500
"1601",1000,500,300,0.4,0.211,0.512,231.68,339.435,489.537,0.352072,0.443114,0.579369,1.08381102370115,1.05839359839262,25000,5000,20,1000
"1602",1000,500,300,0.4,0.197,0.514,186.132,281.129,439.684,0.286564,0.372134,0.497676,1.02115558129421,1.02188356191565,35000,5000,20,1500
"1603",1000,500,300,0.4,0.197,0.523,172.195,258.0505,372.625,0.282702,0.3555455,0.456516,1.02550736620403,1.01539197010024,35000,5000,20,1500
"1604",1000,500,300,0.4,0.194,0.497,277.078,439.649,682.406,0.348634,0.4851315,0.686209,1.04657629927224,1.05340780216958,55000,5000,20,2500
"1605",1000,500,300,0.4,0.214,0.528,241.55,384.6765,648.668,0.354163,0.489078,0.714521,1.04652005956353,1.06381610451051,55000,5000,20,2500
"1606",1000,500,300,0.4,0.208,0.527,231.611,329.924,453.058,0.338658,0.4302575,0.542215,1.09481955579064,1.08674034441487,25000,5000,20,1000
"1607",1000,500,300,0.4,0.21,0.522,201.26,321.531,509.148,0.312345,0.426414,0.586651,1.05279375726883,1.06672977690868,45000,5000,20,2000
"1608",1000,500,300,0.4,0.193,0.533,223.81,436.002,756.5,0.309522,0.4756855,0.724712,1.07953486057434,1.0689207133527,35000,5000,20,1500
"1609",1000,500,300,0.4,0.191,0.497,269.063,382.884,612.359,0.329065,0.434682,0.597985,1.02300575390334,1.0214995095531,35000,5000,20,1500
"1610",1000,500,300,0.4,0.198,0.49,215.476,322.925,483.367,0.309641,0.4058465,0.538372,1.0967811308448,1.08603817564565,55000,5000,20,2500
"1611",1000,500,300,0.4,0.215,0.53,151.418,202.63,255.255,0.291207,0.342879,0.400674,1.04900454585415,1.01652552609735,15000,5000,20,500
"1612",1000,500,300,0.4,0.226,0.513,263.585,427.9895,604.129,0.403401,0.5538805,0.7348,1.06964335121307,1.05763576282889,25000,5000,20,1000
"1613",1000,500,300,0.4,0.18,0.494,178.097,257.683,361.747,0.25289,0.324993,0.409611,1.07227370304141,1.04656399187961,25000,5000,20,1000
"1614",1000,500,300,0.4,0.205,0.545,204.499,321.347,497.213,0.307963,0.416584,0.565392,1.06152196523817,1.07545147732569,55000,5000,20,2500
"1615",1000,500,300,0.4,0.217,0.507,181.671,255.3035,369.125,0.312308,0.387103,0.487321,1.02348539895446,1.01749589505613,35000,5000,20,1500
"1616",1000,500,300,0.4,0.205,0.504,204.62,319.4335,490.679,0.312118,0.415094,0.56183,1.0602706484905,1.0748809939143,25000,5000,20,1000
"1617",1000,500,300,0.4,0.199,0.53,181.336,259.7955,377.507,0.291179,0.359155,0.461637,1.06585989906875,1.05775727474171,35000,5000,20,1500
"1618",1000,500,300,0.4,0.21,0.508,239.818,340.6605,468.45,0.344456,0.4426605,0.553783,1.06027568401303,1.05814616357074,35000,5000,20,1500
"1619",1000,500,300,0.4,0.196,0.527,163.51,248.378,332.747,0.278803,0.344877,0.42327,1.03633022076873,1.02356332764145,25000,5000,20,1000
"1620",1000,500,300,0.4,0.215,0.499,195.603,286.9525,440.17,0.320207,0.409875,0.544375,1.03815970911748,1.02709005661926,45000,5000,20,2000
"1621",1000,500,300,0.4,0.192,0.534,178.261,273.916,430.954,0.274758,0.3599795,0.482167,1.04125276202644,1.04362649915822,25000,5000,20,1000
"1622",1000,500,300,0.4,0.19,0.473,173.391,256.5585,399.58,0.27331,0.345628,0.456878,1.03186493260696,1.02677677025976,35000,5000,20,1500
"1623",1000,500,300,0.4,0.206,0.557,228.63,371.3,751.426,0.323642,0.456687,0.773404,1.04937245808137,1.07439973693101,45000,5000,20,2000
"1624",1000,500,300,0.4,0.205,0.496,278.674,457.4935,827.306,0.368926,0.524971,0.815908,1.0513699711397,1.07551494659909,65000,5000,20,3000
"1625",1000,500,300,0.4,0.212,0.525,194.414,271.6255,376.891,0.317903,0.39243,0.491227,1.00871693283687,1.00857644133446,25000,5000,20,1000
"1626",1000,500,300,0.4,0.202,0.508,231.928,390.9855,669.429,0.325194,0.463969,0.694275,1.05983232441378,1.08467379724507,145000,5000,20,7000
"1627",1000,500,300,0.4,0.2,0.512,180.138,227.582,293.084,0.283467,0.3395395,0.407242,1.07151373512698,1.03836700134737,15000,5000,20,500
"1628",1000,500,300,0.4,0.195,0.51,213.064,313.4945,448.555,0.303684,0.3927975,0.506854,1.06333106252807,1.06030177783381,45000,5000,20,2000
"1629",1000,500,300,0.4,0.22,0.523,207.411,326.1915,515.294,0.335695,0.4532265,0.624103,1.04060494949841,1.05365625297505,25000,5000,20,1000
"1630",1000,500,300,0.4,0.224,0.517,222.467,314.236,415.939,0.357907,0.45024,0.550831,1.05470736818933,1.03862945837427,25000,5000,20,1000
"1631",1000,500,300,0.4,0.204,0.522,248.178,384.068,586.915,0.340545,0.4643155,0.633125,1.0194119086628,1.01656831735173,55000,5000,20,2500
"1632",1000,500,300,0.4,0.219,0.507,181.092,242.7795,312.032,0.312622,0.379543,0.455032,1.06533409048566,1.03671724447191,15000,5000,20,500
"1633",1000,500,300,0.4,0.214,0.497,273.955,505.9755,793.66,0.394579,0.582853,0.846342,1.04108137531176,1.0376839382077,35000,5000,20,1500
"1634",1000,500,300,0.4,0.233,0.555,220.891,340.674,496.565,0.365204,0.491026,0.636666,1.03118036098339,1.01714827956892,25000,5000,20,1000
"1635",1000,500,300,0.4,0.182,0.487,171.491,263.6345,393.592,0.257118,0.332063,0.433843,1.02796242388589,1.01995056263672,45000,5000,20,2000
"1636",1000,500,300,0.4,0.196,0.504,227.345,349.578,520.819,0.311119,0.4204275,0.555313,1.02488166831322,1.02503583171418,25000,5000,20,1000
"1637",1000,500,300,0.4,0.201,0.501,216.965,362.3625,633.385,0.317794,0.441588,0.661484,1.0526109305745,1.06958515926413,65000,5000,20,3000
"1638",1000,500,300,0.4,0.19,0.496,271.218,477.169,777.512,0.335389,0.501183,0.734949,1.06537765826577,1.05275693369972,75000,5000,20,3500
"1639",1000,500,300,0.4,0.188,0.496,294.908,450.8625,599.083,0.346364,0.475037,0.602172,1.07705443112023,1.06144684554425,35000,5000,20,1500
"1640",1000,500,300,0.4,0.228,0.524,253.952,339.874,421.284,0.390962,0.4825455,0.56789,1.07874700696132,1.03554271892177,15000,5000,20,500
"1641",1000,500,300,0.4,0.18,0.487,250.961,449.353,859.157,0.303688,0.456869,0.753417,1.07216616457848,1.09404510711615,145000,5000,20,7000
"1642",1000,500,300,0.4,0.22,0.527,198.854,266.235,381.793,0.326242,0.404098,0.510072,1.08433746520588,1.09781937505142,15000,5000,20,500
"1643",1000,500,300,0.4,0.202,0.541,195.301,277.03,364.522,0.303325,0.3777495,0.465193,1.03255248685311,1.02357682281795,25000,5000,20,1000
"1644",1000,500,300,0.4,0.192,0.512,202.824,324.046,506.94,0.294883,0.3932405,0.540594,1.0910096657648,1.08762753974563,115000,5000,20,5500
"1645",1000,500,300,0.4,0.209,0.538,198.35,281.376,379.147,0.314854,0.396188,0.486281,1.09665339648022,1.08116843976071,25000,5000,20,1000
"1646",1000,500,300,0.4,0.2,0.498,291.371,516.562,932.059,0.379322,0.558352,0.905455,1.07720005272106,1.09986955240887,65000,5000,20,3000
"1647",1000,500,300,0.4,0.183,0.493,225.507,340.441,500.025,0.288693,0.386349,0.507137,1.06392836869139,1.0418683683169,35000,5000,20,1500
"1648",1000,500,300,0.4,0.176,0.487,164.553,220.6445,285.565,0.237855,0.292137,0.352186,1.04531844055943,1.02085977160883,15000,5000,20,500
"1649",1000,500,300,0.4,0.21,0.52,235.976,383.3055,531.544,0.350183,0.474731,0.614252,1.09940588127322,1.08655255954397,35000,5000,20,1500
"1650",1000,500,300,0.4,0.217,0.507,178.186,235.461,327.28,0.314325,0.372499,0.462697,1.00875245390124,1.00571391718737,15000,5000,20,500
"1651",100,1000,300,0.4,0.29,0.69,153.452,280.552,448.599,0.275407,0.404316,0.540111,1.06895049969371,1.03071195292182,15000,5000,20,500
"1652",100,1000,300,0.4,0.28,0.77,148.108,261.2945,481.955,0.271386,0.399039,0.556826,1.06238674251518,1.01959924248581,15000,5000,20,500
"1653",100,1000,300,0.4,0.38,0.74,238.295,455.524,723.017,0.450863,0.650008,0.91716,1.06405590722732,1.04449480588106,15000,5000,20,500
"1654",100,1000,300,0.4,0.29,0.71,213.201,417.0295,719.795,0.298077,0.470486,0.671646,1.02642081418526,1.01004969809133,25000,5000,20,1000
"1655",100,1000,300,0.4,0.25,0.69,128.111,256.0215,615.997,0.215269,0.340533,0.544261,1.06074257414688,1.03931098842026,25000,5000,20,1000
"1656",100,1000,300,0.4,0.33,0.66,164.089,343.786,651.821,0.312943,0.504941,0.730044,1.04373221525921,1.04513856918789,25000,5000,20,1000
"1657",100,1000,300,0.4,0.25,0.65,138.458,308.1185,629.013,0.225955,0.364646,0.550615,1.09907773948369,1.05590918977472,35000,5000,20,1500
"1658",100,1000,300,0.4,0.22,0.68,204.068,581.583,1372.85,0.221171,0.431059,0.791233,1.03608843899726,1.05424575447644,25000,5000,20,1000
"1659",100,1000,300,0.4,0.31,0.71,136.205,234.7925,389.812,0.277377,0.4078855,0.547145,1.00349746533493,0.999889873482158,15000,5000,20,500
"1660",100,1000,300,0.4,0.26,0.61,223.184,525.2265,958.94,0.272178,0.4795455,0.759744,1.08508832908712,1.07502309229775,25000,5000,20,1000
"1661",100,1000,300,0.4,0.27,0.73,353.831,756.23,1323.13,0.351044,0.606362,0.938814,1.03870990302963,1.02991729363896,25000,5000,20,1000
"1662",100,1000,300,0.4,0.3,0.75,120.761,200.688,306.517,0.261414,0.3717765,0.489394,1.0096917421705,1.0041793823265,15000,5000,20,500
"1663",100,1000,300,0.4,0.27,0.71,97.2176,181.424,337.461,0.224312,0.33549,0.461414,1.04961138613522,1.0109675284204,25000,5000,20,1000
"1664",100,1000,300,0.4,0.27,0.72,161.204,428.6795,1142.37,0.246724,0.448756,0.822701,1.06161708461189,1.06145094656069,45000,5000,20,2000
"1665",100,1000,300,0.4,0.29,0.72,207.942,431.4905,728.196,0.309068,0.482467,0.699551,1.02958118615855,1.02661794958055,15000,5000,20,500
"1666",100,1000,300,0.4,0.23,0.64,217.273,481.1595,835.61,0.237943,0.4039025,0.639288,1.09366326300621,1.03849479564196,15000,5000,20,500
"1667",100,1000,300,0.4,0.27,0.7,145.85,271.863,427.897,0.247213,0.383471,0.52473,1.06525283870363,1.01113627718211,15000,5000,20,500
"1668",100,1000,300,0.4,0.29,0.73,116.779,224.4265,467.173,0.262459,0.394462,0.577505,1.08428796740466,1.0666925083589,35000,5000,20,1500
"1669",100,1000,300,0.4,0.3,0.74,132.321,219.412,359.219,0.277396,0.3966805,0.53305,1.04910687925691,1.01701025578011,15000,5000,20,500
"1670",100,1000,300,0.4,0.22,0.69,112.576,233.059,402.865,0.194412,0.2940465,0.421864,1.07801369368304,1.02745222038143,15000,5000,20,500
"1671",100,1000,300,0.4,0.26,0.72,282.963,602.5775,1109.27,0.311224,0.5225845,0.827128,1.01390427173013,1.01501628761733,15000,5000,20,500
"1672",100,1000,300,0.4,0.28,0.73,164.779,358.5885,861.043,0.251281,0.4391305,0.742159,1.02192166374145,1.03268893966297,45000,5000,20,2000
"1673",100,1000,300,0.4,0.24,0.68,243.561,734.4335,1856.47,0.308843,0.548964,0.982421,1.04787540799996,1.0356891780274,55000,5000,20,2500
"1674",100,1000,300,0.4,0.23,0.66,89.0392,163.332,289.463,0.188182,0.285565,0.398934,1.03232020857073,1.00366342734757,15000,5000,20,500
"1675",100,1000,300,0.4,0.31,0.68,191.302,456.411,1208.87,0.322876,0.5370505,0.936742,1.03183475045112,1.02988067844855,25000,5000,20,1000
"1676",100,1000,300,0.4,0.26,0.7,199.363,520.8775,1076.64,0.254243,0.4714395,0.775353,1.07468509185391,1.06943996449679,25000,5000,20,1000
"1677",100,1000,300,0.4,0.37,0.72,227.637,475.8165,859.503,0.441165,0.6445525,0.955371,1.05693087755748,1.03945306572114,25000,5000,20,1000
"1678",100,1000,300,0.4,0.2,0.65,119.559,222.438,366.818,0.151818,0.2599655,0.371159,1.00985436441165,1.00150652757037,15000,5000,20,500
"1679",100,1000,300,0.4,0.33,0.75,267.166,615.855,1177.95,0.436776,0.6525105,0.98991,1.01420403658385,1.01227254897059,25000,5000,20,1000
"1680",100,1000,300,0.4,0.37,0.71,160.968,327.3555,713.203,0.349075,0.544944,0.837646,1.05831922672587,1.05739484303237,25000,5000,20,1000
"1681",100,1000,300,0.4,0.23,0.7,172.563,433.4425,883.083,0.208986,0.3856755,0.633221,1.06270385775994,1.05272920159048,15000,5000,20,500
"1682",100,1000,300,0.4,0.29,0.77,174.625,422.7505,1083.36,0.285398,0.483122,0.872539,1.05923555612583,1.07331704803072,55000,5000,20,2500
"1683",100,1000,300,0.4,0.32,0.78,267.341,649.915,1229.44,0.420491,0.654939,0.991836,1.09220909131427,1.07101869717131,65000,5000,20,3000
"1684",100,1000,300,0.4,0.26,0.76,179.032,375.272,761.662,0.24039,0.3978545,0.620304,1.0357365297243,1.02776061153722,25000,5000,20,1000
"1685",100,1000,300,0.4,0.26,0.7,86.3707,138.36,215.889,0.210267,0.3077305,0.410208,1.00100830319765,0.999586763721366,15000,5000,20,500
"1686",100,1000,300,0.4,0.29,0.72,256.099,691.8125,1465.97,0.357928,0.6162275,0.979609,1.04092230500648,1.01597127613894,25000,5000,20,1000
"1687",100,1000,300,0.4,0.27,0.67,212.891,384.2575,637.022,0.266859,0.432436,0.609894,1.0637766566282,1.01941687569016,15000,5000,20,500
"1688",100,1000,300,0.4,0.31,0.67,185.01,430.486,947.705,0.30783,0.5137315,0.854567,1.08936327568193,1.08665098200702,45000,5000,20,2000
"1689",100,1000,300,0.4,0.31,0.65,245.709,546.794,1029.89,0.375942,0.5854295,0.933426,1.0741062768955,1.04386559790306,25000,5000,20,1000
"1690",100,1000,300,0.4,0.22,0.63,130.184,234.9435,407.895,0.17283,0.297097,0.410724,1.004312241576,1.00004208321291,15000,5000,20,500
"1691",100,1000,300,0.4,0.36,0.77,124.186,189.795,279.935,0.320362,0.4568595,0.565487,1.05004480954623,1.00543277915269,15000,5000,20,500
"1692",100,1000,300,0.4,0.33,0.7,167.494,335.398,617.478,0.31594,0.4839875,0.717691,1.05551456299037,1.04707264496765,25000,5000,20,1000
"1693",100,1000,300,0.4,0.19,0.69,127.941,346.8885,1337.9,0.141285,0.303465,0.681347,1.07753285837151,1.08797630681615,65000,5000,20,3000
"1694",100,1000,300,0.4,0.25,0.68,91.4865,150.7505,238.305,0.209426,0.300633,0.41013,1.00230659085299,1.00851253817312,15000,5000,20,500
"1695",100,1000,300,0.4,0.26,0.75,155.586,324.0615,652.241,0.238816,0.386732,0.591332,1.09034248097247,1.06359356895389,35000,5000,20,1500
"1696",100,1000,300,0.4,0.28,0.63,155.978,298.136,484.309,0.269408,0.404226,0.561193,1.05015251923746,1.0207123342812,15000,5000,20,500
"1697",100,1000,300,0.4,0.3,0.71,185.878,337.7895,556.128,0.300904,0.449311,0.621795,1.08130364187314,1.04588090708721,15000,5000,20,500
"1698",100,1000,300,0.4,0.29,0.77,143.706,314.3145,675.647,0.253801,0.418098,0.647879,1.06293725229558,1.05274495994917,45000,5000,20,2000
"1699",100,1000,300,0.4,0.25,0.73,194.079,451.0865,1025.88,0.240219,0.4251675,0.734489,1.06262948753331,1.04578297266185,55000,5000,20,2500
"1700",100,1000,300,0.4,0.28,0.73,116.878,200.604,417.969,0.246233,0.3700715,0.512195,1.03439626504608,1.00956803004597,15000,5000,20,500
"1701",500,1000,300,0.4,0.278,0.704,197.957,283.6375,417.132,0.310199,0.3849165,0.477045,1.09947824490198,1.09718363775033,25000,5000,20,1000
"1702",500,1000,300,0.4,0.292,0.708,239.812,316.125,407.013,0.356749,0.417382,0.491477,1.03049582726773,1.01657526507371,15000,5000,20,500
"1703",500,1000,300,0.4,0.27,0.682,196.659,256.834,329.399,0.307251,0.3655965,0.42477,1.03964428365216,1.00230180942943,15000,5000,20,500
"1704",500,1000,300,0.4,0.308,0.712,276.589,416.99,637.275,0.394512,0.4963845,0.637653,1.0464616120423,1.07918726271759,25000,5000,20,1000
"1705",500,1000,300,0.4,0.294,0.736,312.464,424.2765,633.971,0.385262,0.4781015,0.600239,1.06828756966702,1.0579941213851,25000,5000,20,1000
"1706",500,1000,300,0.4,0.304,0.704,236.34,313.8145,404.194,0.372508,0.441665,0.525857,1.00958741725497,1.00115630836032,25000,5000,20,1000
"1707",500,1000,300,0.4,0.26,0.704,249.915,342.768,461.132,0.323352,0.3912345,0.478337,1.08009318280057,1.04352515470633,25000,5000,20,1000
"1708",500,1000,300,0.4,0.282,0.698,249.82,339.2755,458.836,0.345477,0.417648,0.504983,1.02183319754053,1.00754011178432,25000,5000,20,1000
"1709",500,1000,300,0.4,0.312,0.722,274.727,387.7,531.641,0.408655,0.4885425,0.602032,1.03070100981968,1.01615656021365,25000,5000,20,1000
"1710",500,1000,300,0.4,0.236,0.694,203.908,302.349,445.88,0.273562,0.337013,0.419798,1.09723335382829,1.07000675014491,25000,5000,20,1000
"1711",500,1000,300,0.4,0.308,0.73,255.726,352.403,498.933,0.383997,0.464475,0.565344,1.04969133303089,1.02358170634534,15000,5000,20,500
"1712",500,1000,300,0.4,0.292,0.702,251.247,335.898,448.498,0.361045,0.432011,0.511699,1.02501758839094,1.01848657178237,15000,5000,20,500
"1713",500,1000,300,0.4,0.274,0.684,206.522,280.806,383.314,0.318557,0.383707,0.458831,1.06627905043071,1.03083195053567,15000,5000,20,500
"1714",500,1000,300,0.4,0.3,0.708,265.229,354.216,467.461,0.375152,0.4502215,0.53536,1.01155650896165,1.01092615502745,25000,5000,20,1000
"1715",500,1000,300,0.4,0.292,0.75,280.715,354.488,452.012,0.363629,0.431937,0.504888,1.04100915207778,1.02490939911635,15000,5000,20,500
"1716",500,1000,300,0.4,0.294,0.712,196.244,258.021,331.928,0.336406,0.394461,0.45971,1.01551665194417,1.00769707639177,15000,5000,20,500
"1717",500,1000,300,0.4,0.268,0.704,195.611,261.413,340.854,0.305965,0.362349,0.428548,1.00970743212243,1.00167239066946,15000,5000,20,500
"1718",500,1000,300,0.4,0.274,0.716,255.641,367.7325,505.112,0.340153,0.422189,0.521797,1.0464619118817,1.04929579730806,35000,5000,20,1500
"1719",500,1000,300,0.4,0.256,0.672,260.288,403.463,650.317,0.315962,0.4094835,0.538427,1.08258730921511,1.07270916766048,75000,5000,20,3500
"1720",500,1000,300,0.4,0.288,0.76,245.813,343.7955,491.66,0.337509,0.4247055,0.514375,1.06258634691243,1.05634192022776,15000,5000,20,500
"1721",500,1000,300,0.4,0.294,0.696,202.246,268.2555,340.729,0.340162,0.399844,0.469502,1.01697902229116,1.00767942733486,15000,5000,20,500
"1722",500,1000,300,0.4,0.296,0.702,230.133,291.123,364.032,0.349732,0.414363,0.480342,1.0178915273506,1.00119576894978,15000,5000,20,500
"1723",500,1000,300,0.4,0.316,0.734,283.48,406.883,605.504,0.411309,0.5079655,0.644932,1.09188804646022,1.08908916718694,95000,5000,20,4500
"1724",500,1000,300,0.4,0.268,0.698,200.076,272.5735,361.484,0.302149,0.3672165,0.43391,1.08603902177827,1.01867643821456,15000,5000,20,500
"1725",500,1000,300,0.4,0.296,0.656,207.958,289.7295,383.748,0.347932,0.4144595,0.487944,1.08921406821581,1.03039271475135,15000,5000,20,500
"1726",500,1000,300,0.4,0.282,0.728,209.047,276.895,379.49,0.323566,0.387024,0.454156,1.07477719973423,1.03975629053592,15000,5000,20,500
"1727",500,1000,300,0.4,0.282,0.682,182.164,243.0465,314.169,0.314523,0.3739995,0.434837,1.02912927784744,1.00924464310703,35000,5000,20,1500
"1728",500,1000,300,0.4,0.29,0.71,212.35,271.398,338.448,0.335511,0.400939,0.459118,1.02419734376017,1.00557777422205,15000,5000,20,500
"1729",500,1000,300,0.4,0.29,0.754,305.958,415.1135,570.364,0.37953,0.4648645,0.571914,1.05343057861666,1.03265985237061,25000,5000,20,1000
"1730",500,1000,300,0.4,0.268,0.744,254.396,336.7625,453.693,0.326576,0.39507,0.469493,1.04165924247287,1.01408726003363,25000,5000,20,1000
"1731",500,1000,300,0.4,0.254,0.68,256.686,333.322,467.679,0.311375,0.375713,0.458605,1.05645221445526,1.03257182500364,15000,5000,20,500
"1732",500,1000,300,0.4,0.296,0.696,252.651,339.6215,449.152,0.364278,0.4350635,0.521684,1.05408586119453,1.02879756351155,25000,5000,20,1000
"1733",500,1000,300,0.4,0.278,0.716,171.245,240.068,316.832,0.307131,0.3673555,0.428651,1.07727342389988,1.01928102485438,15000,5000,20,500
"1734",500,1000,300,0.4,0.288,0.752,219.249,301.0005,410.602,0.336009,0.4052825,0.480185,1.06339007725253,1.02830039506512,25000,5000,20,1000
"1735",500,1000,300,0.4,0.282,0.724,268.393,380.5915,515.102,0.361505,0.44167,0.54019,1.03326134179919,1.01035324954779,25000,5000,20,1000
"1736",500,1000,300,0.4,0.278,0.71,245.943,345.166,489.176,0.34288,0.417669,0.512595,1.02443388855205,1.01162055883884,15000,5000,20,500
"1737",500,1000,300,0.4,0.262,0.708,235.344,313.6585,405.54,0.319906,0.3794,0.454627,1.06163332630307,1.02934255636236,15000,5000,20,500
"1738",500,1000,300,0.4,0.256,0.714,216.349,296.0755,414.194,0.295451,0.362376,0.434533,1.00954298102248,1.00374343395968,15000,5000,20,500
"1739",500,1000,300,0.4,0.286,0.752,230.452,293.26,384.914,0.334802,0.399486,0.46749,1.06560846967704,1.02126573357918,15000,5000,20,500
"1740",500,1000,300,0.4,0.28,0.708,219.27,314.3595,460.095,0.324883,0.401817,0.492913,1.06039711021918,1.04056449285143,25000,5000,20,1000
"1741",500,1000,300,0.4,0.25,0.702,195.737,258.909,320.518,0.282591,0.336523,0.397489,1.01012679654062,1.00279129648592,15000,5000,20,500
"1742",500,1000,300,0.4,0.294,0.718,218.236,285.005,371.463,0.347926,0.4119215,0.485493,1.06118404072685,1.04510619049504,15000,5000,20,500
"1743",500,1000,300,0.4,0.27,0.708,216.415,299.8085,412.909,0.31464,0.3840185,0.457498,1.05914504550414,1.02365225013397,15000,5000,20,500
"1744",500,1000,300,0.4,0.28,0.698,243.254,334.9005,471.489,0.338317,0.410719,0.500186,1.05100429054685,1.01655598773975,15000,5000,20,500
"1745",500,1000,300,0.4,0.306,0.72,245.872,320.6135,446.906,0.369992,0.446044,0.538352,1.03115221835252,1.00961871420512,15000,5000,20,500
"1746",500,1000,300,0.4,0.302,0.698,236.291,317.837,450.788,0.365838,0.4383955,0.536082,1.01154400006667,1.00527550675993,15000,5000,20,500
"1747",500,1000,300,0.4,0.296,0.722,211.611,267.1455,340.169,0.338568,0.4033095,0.464202,1.01909373982283,1.00853652651307,15000,5000,20,500
"1748",500,1000,300,0.4,0.292,0.666,248.4,335.864,455.624,0.3493,0.425971,0.509674,1.05236775968929,1.03316821152749,25000,5000,20,1000
"1749",500,1000,300,0.4,0.278,0.726,208.741,281.791,364.187,0.31948,0.3862885,0.454046,1.0354973418804,1.01557595403942,15000,5000,20,500
"1750",500,1000,300,0.4,0.27,0.712,218.264,296.2085,418.432,0.313405,0.3787555,0.457015,1.065700172675,1.02090153089114,25000,5000,20,1000
