"","N","LEN","DELTA","PHI","Pcap","Pstay","delta_lower","delta_med","delta_upper","phi_lower","phi_med","phi_upper","R_hat_delta","R_hat_phi","MCMCiter","Burn_in","N_thin","N_sample"
"631",100,500,150,0.4,0.26,0.74,46.1491,84.3404,147.196,0.215652,0.3128575,0.419927,1.04522634929318,1.01799993507306,15000,5000,20,500
"632",100,500,150,0.4,0.21,0.75,144.718,524.9425,1040.1,0.290427,0.594474,0.991392,1.02483056127494,1.02020448586535,25000,5000,20,1000
"633",100,500,150,0.4,0.25,0.73,80.8325,205.0205,616.355,0.237897,0.422329,0.835424,1.07459151020349,1.08070015817157,45000,5000,20,2000
"634",100,500,150,0.4,0.27,0.7,79.2176,202.939,582.564,0.244602,0.437242,0.829639,1.0598008136006,1.06613799312848,75000,5000,20,3500
"635",100,500,150,0.4,0.37,0.76,110.881,209.909,410.732,0.414502,0.612418,0.904674,1.0326094015512,1.02001923268994,15000,5000,20,500
"636",100,500,150,0.4,0.34,0.75,93.44,193.2805,454.675,0.341892,0.5324215,0.880784,1.09191622269249,1.09605660220084,25000,5000,20,1000
"637",100,500,150,0.4,0.26,0.71,68.1305,142.9735,306.084,0.228052,0.3731875,0.568188,1.06614374749239,1.05073657245996,15000,5000,20,500
"638",100,500,150,0.4,0.14,0.68,65.5755,225.814,739.474,0.101273,0.253398,0.577376,1.04972837909503,1.01972412218321,35000,5000,20,1500
"639",100,500,150,0.4,0.25,0.72,69.3047,149.4355,414.22,0.21381,0.364439,0.645635,1.02243818860379,1.03356728530899,25000,5000,20,1000
"640",100,500,150,0.4,0.28,0.75,130.085,418.6055,754.966,0.379558,0.662656,0.999244,1.03235500293526,1.0429894840504,15000,5000,20,500
"641",100,500,150,0.4,0.3,0.67,107.186,222.9105,483.654,0.299939,0.522666,0.813075,1.01954060986368,1.01599311140474,15000,5000,20,500
"642",100,500,150,0.4,0.39,0.72,68.2727,113.651,181.596,0.371351,0.5119395,0.659611,1.02394439426605,1.00914943131594,15000,5000,20,500
"643",100,500,150,0.4,0.32,0.66,96.2535,171.8485,300.296,0.311829,0.476313,0.66061,1.00089634576168,1.00083415605112,15000,5000,20,500
"644",100,500,150,0.4,0.23,0.7,56.8064,119.7955,269.458,0.177089,0.3160185,0.465114,1.04075984497903,1.01703162466674,15000,5000,20,500
"645",100,500,150,0.4,0.29,0.72,55.3233,94.3257,165.656,0.262186,0.3697475,0.50662,1.02802538282389,1.00389946740467,15000,5000,20,500
"646",100,500,150,0.4,0.28,0.77,66.3351,127.4625,219.853,0.247129,0.380016,0.524634,1.03831782739022,1.00728096783025,15000,5000,20,500
"647",100,500,150,0.4,0.3,0.69,110.106,249.0065,503.083,0.319401,0.5232495,0.857165,1.08784267357188,1.06291600239545,15000,5000,20,500
"648",100,500,150,0.4,0.3,0.75,107.89,217.942,489.2,0.316121,0.509077,0.856083,1.03459290082691,1.03868975110424,25000,5000,20,1000
"649",100,500,150,0.4,0.25,0.77,99.3985,269.463,656.603,0.254897,0.4705975,0.890801,1.05161648037114,1.06054407390409,25000,5000,20,1000
"650",100,500,150,0.4,0.3,0.75,93.4589,196.106,392.964,0.29483,0.474602,0.718491,1.02142997239648,1.03106817512013,25000,5000,20,1000
"651",500,500,150,0.4,0.258,0.73,103.212,144.133,196.913,0.301258,0.3651365,0.439057,1.04165456137572,1.01262522973868,25000,5000,20,1000
"652",500,500,150,0.4,0.3,0.722,102.153,132.9935,169.266,0.34455,0.407784,0.474778,1.02507234146499,1.01084077493456,15000,5000,20,500
"653",500,500,150,0.4,0.282,0.716,112.694,149.246,198.573,0.331637,0.3979225,0.466974,1.00671251574575,1.00310545169963,15000,5000,20,500
"654",500,500,150,0.4,0.284,0.722,138.396,200.47,297.38,0.356198,0.4506495,0.569083,1.05811851971696,1.0481262199569,25000,5000,20,1000
"655",500,500,150,0.4,0.268,0.714,117.101,153.753,200.191,0.324206,0.3824255,0.45193,1.00775925162638,1.00143102657982,15000,5000,20,500
"656",500,500,150,0.4,0.272,0.728,111.424,148.0325,197.667,0.316563,0.3821055,0.451066,1.02671431209605,1.01358288031885,15000,5000,20,500
"657",500,500,150,0.4,0.274,0.72,96.8638,139.1865,194.154,0.302943,0.3756795,0.455642,1.07833936556277,1.06951003819269,25000,5000,20,1000
"658",500,500,150,0.4,0.29,0.716,110.567,153.7375,203.321,0.342966,0.409167,0.488414,1.08645839165584,1.05456897818012,15000,5000,20,500
"659",500,500,150,0.4,0.264,0.69,106.407,141.269,203.244,0.293243,0.3625495,0.432992,1.03391049194206,1.01261131307384,15000,5000,20,500
"660",500,500,150,0.4,0.318,0.734,132.156,170.3675,236.205,0.403921,0.4750725,0.563323,1.05710460392294,1.02032425553465,15000,5000,20,500
"661",500,500,150,0.4,0.302,0.706,127.335,170.9465,226.36,0.377686,0.4504605,0.537458,1.02580739984384,1.01592603382832,15000,5000,20,500
"662",500,500,150,0.4,0.29,0.724,139.251,194.4725,265.39,0.373103,0.4530895,0.54831,1.01578479276147,1.00878927147988,25000,5000,20,1000
"663",500,500,150,0.4,0.278,0.756,125.573,175.1095,235.8,0.344684,0.4181135,0.500328,1.0108644557935,1.00734986592395,15000,5000,20,500
"664",500,500,150,0.4,0.276,0.702,108.083,149.3025,195.706,0.327836,0.394711,0.468769,1.07549254316092,1.02952430543299,15000,5000,20,500
"665",500,500,150,0.4,0.254,0.682,119.507,172.7775,235.516,0.305483,0.378423,0.461499,1.07892339902829,1.03213628447769,25000,5000,20,1000
"666",500,500,150,0.4,0.266,0.698,104.78,137.692,179.605,0.298311,0.358306,0.423374,1.00128181041228,1.00397803159777,15000,5000,20,500
"667",500,500,150,0.4,0.288,0.714,100.326,136.388,179.159,0.329601,0.392521,0.464314,1.03037469190847,1.00437318153546,15000,5000,20,500
"668",500,500,150,0.4,0.258,0.696,118.642,164.136,227.718,0.311082,0.379373,0.460007,1.01864443327288,1.00906397172776,15000,5000,20,500
"669",500,500,150,0.4,0.308,0.72,102.783,135.6765,177.338,0.352996,0.4174695,0.484357,1.03398642020577,1.01659010922341,15000,5000,20,500
"670",500,500,150,0.4,0.296,0.714,130.963,176.469,226.655,0.370361,0.4445425,0.523421,1.01497216115732,1.0131963194687,15000,5000,20,500
"671",500,500,150,0.4,0.308,0.708,115.73,152.128,201.414,0.362088,0.434172,0.512329,1.01646276858114,1.00623018091117,15000,5000,20,500
"672",500,500,150,0.4,0.318,0.702,117.817,158.782,220.928,0.385463,0.466004,0.554452,1.04657135621332,1.02479485570366,15000,5000,20,500
"673",500,500,150,0.4,0.28,0.744,98.3524,131.7105,180.349,0.316275,0.3759705,0.440328,1.02704706165096,1.00619687443159,15000,5000,20,500
"674",500,500,150,0.4,0.314,0.736,92.8248,119.4315,152.752,0.350576,0.408733,0.473261,1.04046663168575,1.01285689802151,15000,5000,20,500
"675",500,500,150,0.4,0.31,0.706,135.445,191.642,277.492,0.393095,0.483358,0.596737,1.03995843874509,1.04910576385536,15000,5000,20,500
"676",500,500,150,0.4,0.3,0.71,138.148,198.4175,270.701,0.385243,0.4856745,0.581147,1.04695580983768,1.03216064308516,15000,5000,20,500
"677",500,500,150,0.4,0.284,0.684,104.868,140.7515,188.008,0.326348,0.392302,0.46225,1.0009003090108,1.00393214068395,15000,5000,20,500
"678",500,500,150,0.4,0.252,0.698,123.738,201.096,296.199,0.319838,0.406231,0.51905,1.06542884665325,1.05608893273816,15000,5000,20,500
"679",500,500,150,0.4,0.266,0.69,119.571,171.0875,234.074,0.323747,0.401169,0.486909,1.02743148292764,1.01384487190358,15000,5000,20,500
"680",500,500,150,0.4,0.29,0.694,106.735,140.039,181.082,0.340073,0.4035335,0.473284,1.01020197771074,1.00214505433963,15000,5000,20,500
"681",500,500,150,0.4,0.272,0.748,94.6121,131.6015,183.915,0.309543,0.3670235,0.43289,1.02898018489645,1.00340963353832,15000,5000,20,500
"682",500,500,150,0.4,0.284,0.714,133.207,182.925,250.815,0.345876,0.4304585,0.509374,1.01310449548679,1.00661821139352,15000,5000,20,500
"683",500,500,150,0.4,0.26,0.712,118.092,158.193,214.551,0.311619,0.376582,0.455575,1.0234549660874,1.02194824052202,15000,5000,20,500
"684",500,500,150,0.4,0.3,0.76,105.049,140.4785,184.433,0.348105,0.4134495,0.482081,1.01504312081576,1.00383235873854,15000,5000,20,500
"685",500,500,150,0.4,0.31,0.736,118.755,150.5045,190.032,0.371076,0.435868,0.503425,1.08561749695903,1.02427299996017,15000,5000,20,500
"686",500,500,150,0.4,0.292,0.708,111.412,156.4385,207.935,0.35235,0.418824,0.509893,1.06392994515687,1.03497895955966,15000,5000,20,500
"687",500,500,150,0.4,0.316,0.712,127.054,173.7815,231.313,0.393842,0.477957,0.563265,1.00499009794623,1.00047955894653,15000,5000,20,500
"688",500,500,150,0.4,0.308,0.728,128.8,174.9625,245.815,0.378711,0.4579785,0.55484,1.0103686914248,1.002687891479,15000,5000,20,500
"689",500,500,150,0.4,0.278,0.732,106.482,144.076,198.005,0.324216,0.3870985,0.460872,1.03555357448864,1.02374449117402,15000,5000,20,500
"690",500,500,150,0.4,0.288,0.72,99.4516,133.006,177.385,0.324363,0.391513,0.45671,1.01589599200511,1.01275666993576,15000,5000,20,500
"691",500,500,150,0.4,0.274,0.708,100.311,130.009,160.562,0.312502,0.3645955,0.430333,1.01419351045989,1.00129031293677,15000,5000,20,500
"692",500,500,150,0.4,0.304,0.72,109.937,153.6745,214.592,0.34944,0.4310175,0.520451,1.09336923484614,1.0622516443252,15000,5000,20,500
"693",500,500,150,0.4,0.316,0.722,133.63,182.514,238.3,0.402675,0.483103,0.571797,1.01697416612172,1.01591496243436,15000,5000,20,500
"694",500,500,150,0.4,0.284,0.718,101.359,134.0815,170.607,0.327366,0.387775,0.451617,1.0050476126691,0.999382614032005,15000,5000,20,500
"695",500,500,150,0.4,0.308,0.738,106.526,139.3155,185.987,0.361726,0.425659,0.497957,1.02803572708224,1.01437128255785,25000,5000,20,1000
"696",500,500,150,0.4,0.296,0.678,109.233,138.7915,181.754,0.35615,0.413352,0.48583,1.00333631340076,1.00296907171768,15000,5000,20,500
"697",500,500,150,0.4,0.262,0.7,102.392,134.271,178.384,0.303167,0.358349,0.422006,1.01961226657362,1.01122833864791,15000,5000,20,500
"698",500,500,150,0.4,0.306,0.72,134.519,179.1265,253.425,0.384186,0.4605415,0.560557,1.02919005085776,1.01843584155126,25000,5000,20,1000
"699",500,500,150,0.4,0.286,0.712,127.78,181.431,252.893,0.351882,0.4350255,0.528217,1.05676342503599,1.033383279302,25000,5000,20,1000
"700",500,500,150,0.4,0.29,0.71,108.66,147.4685,187.84,0.343114,0.401368,0.479706,1.04146868342647,1.01933475380939,15000,5000,20,500
"701",1000,500,150,0.4,0.294,0.739,119.596,143.988,171.513,0.361858,0.4041355,0.454749,1.00465799044463,1.00196428651864,15000,5000,20,500
"702",1000,500,150,0.4,0.286,0.716,109.163,132.5765,163.93,0.340316,0.3856645,0.43006,1.04319799353057,1.01809702269518,25000,5000,20,1000
"703",1000,500,150,0.4,0.291,0.721,117.623,139.3545,164.838,0.354581,0.3975195,0.442091,1.01332266674987,1.00549586447844,15000,5000,20,500
"704",1000,500,150,0.4,0.283,0.709,125.113,154.7385,192.205,0.359877,0.4055535,0.462641,1.00108297413863,1.00009375692262,15000,5000,20,500
"705",1000,500,150,0.4,0.274,0.712,124.456,155.071,188.797,0.346108,0.3902995,0.443004,1.00576950522668,1.00035769853551,15000,5000,20,500
"706",1000,500,150,0.4,0.303,0.731,135.2,167.3645,208.507,0.384903,0.443283,0.50057,1.01384988700002,1.0087730005934,25000,5000,20,1000
"707",1000,500,150,0.4,0.289,0.702,98.4585,120.84,140.915,0.338084,0.379713,0.423055,1.01125347408978,1.00021455820182,15000,5000,20,500
"708",1000,500,150,0.4,0.27,0.709,103.121,123.5875,150.629,0.312023,0.355059,0.394889,1.05563605948141,1.00862855798249,15000,5000,20,500
"709",1000,500,150,0.4,0.298,0.708,143.337,178.1935,222.873,0.390494,0.44843,0.50981,1.02871982076408,1.01187696432694,15000,5000,20,500
"710",1000,500,150,0.4,0.259,0.697,127.941,162.6765,204.915,0.325715,0.37833,0.428966,1.08520050910953,1.03155336399149,15000,5000,20,500
"711",1000,500,150,0.4,0.287,0.713,133.064,161.918,204.601,0.365798,0.4173605,0.472642,1.02328017393054,1.0183924507719,15000,5000,20,500
"712",1000,500,150,0.4,0.307,0.715,125.244,148.5885,185.11,0.387354,0.4355345,0.484731,1.02884931515704,1.00870778847772,15000,5000,20,500
"713",1000,500,150,0.4,0.272,0.7,115.401,139.186,166,0.33304,0.374621,0.423771,1.04101809793952,1.01365914530095,15000,5000,20,500
"714",1000,500,150,0.4,0.268,0.684,144.885,179.8345,216.416,0.354896,0.4063785,0.457886,1.0485207221255,1.01096417996488,15000,5000,20,500
"715",1000,500,150,0.4,0.301,0.704,125.31,153.508,184.7,0.383308,0.4307785,0.483873,1.05063147542237,1.0141470834466,15000,5000,20,500
"716",1000,500,150,0.4,0.299,0.689,135.642,164.844,205.298,0.38792,0.4383745,0.499572,1.01935631421941,1.01090023233641,25000,5000,20,1000
"717",1000,500,150,0.4,0.264,0.686,117.475,145.3635,177.02,0.323176,0.367905,0.415269,1.01623729371016,1.0053477066865,15000,5000,20,500
"718",1000,500,150,0.4,0.281,0.728,117.651,142.9585,174.882,0.342779,0.3879295,0.435866,1.01767448920294,1.00325317349091,15000,5000,20,500
"719",1000,500,150,0.4,0.278,0.714,115.183,138.3725,164.68,0.339178,0.3821235,0.424301,1.03250845317341,1.01037732397647,15000,5000,20,500
"720",1000,500,150,0.4,0.245,0.699,99.3338,125.8655,153.561,0.288157,0.3297895,0.369714,1.01586357937615,1.00908949689749,15000,5000,20,500
"721",1000,500,150,0.4,0.287,0.708,119.26,146.1145,179.307,0.353485,0.400239,0.451076,1.05486364940269,1.03167602840314,15000,5000,20,500
"722",1000,500,150,0.4,0.289,0.716,128.11,158.2195,200.254,0.361812,0.4153205,0.469639,1.01341856801553,1.00850049644025,15000,5000,20,500
"723",1000,500,150,0.4,0.272,0.69,130.561,161.4525,199.48,0.345243,0.39512,0.448614,1.02568278145326,1.01135803466927,15000,5000,20,500
"724",1000,500,150,0.4,0.285,0.732,122.657,150.8185,182.226,0.350735,0.3993075,0.44566,1.00013782887537,1.00171637354765,15000,5000,20,500
"725",1000,500,150,0.4,0.301,0.738,134.52,165.961,212.276,0.388282,0.444154,0.506427,1.08326526308006,1.04607865286857,15000,5000,20,500
"726",1000,500,150,0.4,0.261,0.703,136.732,172.6365,221.403,0.338435,0.390934,0.45103,1.05598903997281,1.02911856532519,15000,5000,20,500
"727",1000,500,150,0.4,0.269,0.688,121.309,149.1865,178.184,0.330148,0.378571,0.423194,1.00875841986868,1.00429729422585,15000,5000,20,500
"728",1000,500,150,0.4,0.3,0.725,146.536,177.9325,217.916,0.395949,0.450644,0.507609,1.01518163571006,1.01055843742863,25000,5000,20,1000
"729",1000,500,150,0.4,0.28,0.713,116.067,140.8725,171.177,0.337738,0.3844935,0.434321,1.08748470365169,1.03310702764262,15000,5000,20,500
"730",1000,500,150,0.4,0.258,0.707,128.972,157.7005,202.395,0.326113,0.372737,0.426678,1.052209000153,1.02962854995888,15000,5000,20,500
"731",1000,500,150,0.4,0.303,0.713,118.696,146.01,177.751,0.375522,0.4234495,0.47696,1.0435655769478,1.02412317821418,15000,5000,20,500
"732",1000,500,150,0.4,0.309,0.729,118.36,147.3,179.746,0.382011,0.430467,0.483024,1.00914058407225,1.0036580093366,15000,5000,20,500
"733",1000,500,150,0.4,0.275,0.709,129.354,161.148,196.831,0.348853,0.3977035,0.446144,1.07486210524755,1.03464784594505,15000,5000,20,500
"734",1000,500,150,0.4,0.273,0.717,116.327,143.9485,168.562,0.339132,0.3808415,0.430508,1.03793980511955,1.01088731106524,15000,5000,20,500
"735",1000,500,150,0.4,0.283,0.723,140.311,168.475,210.815,0.363772,0.4175785,0.467794,1.00958321109296,1.00285778830713,15000,5000,20,500
"736",1000,500,150,0.4,0.289,0.718,107.404,130.3995,156.78,0.335656,0.387144,0.430551,1.03177199590966,1.00535642885959,15000,5000,20,500
"737",1000,500,150,0.4,0.282,0.725,117.977,145.3225,172.947,0.348508,0.393466,0.441456,1.04564991806925,1.015062456677,15000,5000,20,500
"738",1000,500,150,0.4,0.287,0.744,113.067,139.118,165.85,0.349293,0.3938105,0.44072,1.03803364495703,1.02304496969207,15000,5000,20,500
"739",1000,500,150,0.4,0.287,0.7,102.711,124.2215,149.531,0.343707,0.382874,0.429143,1.02669515051746,1.01246148441602,15000,5000,20,500
"740",1000,500,150,0.4,0.284,0.725,109.331,133.621,161.211,0.343523,0.3855225,0.433455,1.02037985614467,1.00534503931065,15000,5000,20,500
"741",1000,500,150,0.4,0.264,0.703,122.275,151.304,186.917,0.329882,0.3719955,0.428315,1.0152809271918,1.00728298316313,15000,5000,20,500
"742",1000,500,150,0.4,0.264,0.704,133.823,166.002,210.783,0.340924,0.3877295,0.445226,1.02302268473676,1.00920908730355,15000,5000,20,500
"743",1000,500,150,0.4,0.276,0.731,116.387,142.6555,177.479,0.339239,0.384596,0.432252,1.0162215342767,1.01507711866704,15000,5000,20,500
"744",1000,500,150,0.4,0.29,0.707,138.376,173.453,226.174,0.373332,0.4278435,0.497483,1.02558217629561,1.01960788777234,25000,5000,20,1000
"745",1000,500,150,0.4,0.257,0.689,113.268,142.375,172.844,0.315442,0.3596905,0.405017,1.04931249465732,1.02012218033634,15000,5000,20,500
"746",1000,500,150,0.4,0.265,0.727,120.25,147.0065,178.803,0.322596,0.3699435,0.416232,1.01498741394939,1.00900556605879,15000,5000,20,500
"747",1000,500,150,0.4,0.26,0.717,129.244,167.2925,206.444,0.328881,0.381394,0.435745,1.01096428879075,1.00336268579418,15000,5000,20,500
"748",1000,500,150,0.4,0.282,0.718,112.553,140.3335,169.279,0.339603,0.389773,0.435846,1.03537974402777,1.0157833544586,15000,5000,20,500
"749",1000,500,150,0.4,0.278,0.699,136.254,174.532,221.435,0.362347,0.417201,0.480316,1.05422716917559,1.03133390889979,15000,5000,20,500
"750",1000,500,150,0.4,0.277,0.713,122.604,150.096,183.432,0.341378,0.3884435,0.438026,1.07066701520956,1.02050832791679,15000,5000,20,500
"751",100,1000,150,0.4,0.3,0.85,120.549,227.0295,402.387,0.257377,0.387504,0.536446,1.06737765588713,1.0441903607226,25000,5000,20,1000
"752",100,1000,150,0.4,0.26,0.86,92.3032,151.8705,240.623,0.209745,0.3119395,0.42186,1.02212039230886,1.00663930363716,15000,5000,20,500
"753",100,1000,150,0.4,0.33,0.84,89.0199,142.004,218.088,0.29029,0.389012,0.503314,1.00922123455212,1.00085723586992,15000,5000,20,500
"754",100,1000,150,0.4,0.33,0.89,84.6097,129.6495,189.34,0.279829,0.3809605,0.498019,1.00331879667225,1.0011610766668,15000,5000,20,500
"755",100,1000,150,0.4,0.4,0.87,104.696,164.467,248.275,0.374218,0.489745,0.613905,1.04033591992193,1.00471513659253,15000,5000,20,500
"756",100,1000,150,0.4,0.36,0.74,101.621,150.8075,220.549,0.342597,0.4419115,0.578238,1.00352380805143,1.00282186492983,15000,5000,20,500
"757",100,1000,150,0.4,0.3,0.75,97.9254,153.1685,232.593,0.267572,0.374653,0.489494,1.00966538868583,0.999562893189755,15000,5000,20,500
"758",100,1000,150,0.4,0.32,0.81,84.9193,132.6915,207.189,0.273271,0.375373,0.487738,1.01534574495495,1.00087140398747,15000,5000,20,500
"759",100,1000,150,0.4,0.32,0.89,112.65,204.704,385.514,0.268159,0.4010365,0.546691,1.09780025182617,1.06087789379523,35000,5000,20,1500
"760",100,1000,150,0.4,0.36,0.86,124.668,206.236,325.819,0.335141,0.453572,0.598807,1.01081268864523,1.00020420316628,15000,5000,20,500
"761",100,1000,150,0.4,0.31,0.87,114.447,235.045,456.783,0.289905,0.4151035,0.606237,1.03684905546185,1.02340805732106,15000,5000,20,500
"762",100,1000,150,0.4,0.4,0.82,85.8245,131.7445,191.574,0.36107,0.4736345,0.581184,1.00336550519977,0.999826693302586,15000,5000,20,500
"763",100,1000,150,0.4,0.39,0.83,88.9465,138.401,208.322,0.357518,0.454945,0.58283,1.01464117443486,1.001169811128,15000,5000,20,500
"764",100,1000,150,0.4,0.32,0.83,76.9485,117.211,174.392,0.265404,0.367214,0.470126,1.00435140791678,1.00047461423488,15000,5000,20,500
"765",100,1000,150,0.4,0.34,0.86,102.739,169.9645,282.459,0.308741,0.416617,0.545344,1.01189577417904,1.00149741593285,15000,5000,20,500
"766",100,1000,150,0.4,0.28,0.86,82.5246,143.406,249.206,0.232173,0.3305195,0.442896,1.0556867510251,1.00529264880837,15000,5000,20,500
"767",100,1000,150,0.4,0.32,0.83,104.061,182.3535,334.198,0.289269,0.406311,0.550366,1.09156531891637,1.04226436913184,25000,5000,20,1000
"768",100,1000,150,0.4,0.34,0.85,69.0835,111.4505,163.446,0.285449,0.384703,0.487383,1.01147374342911,1.00053448910651,15000,5000,20,500
"769",100,1000,150,0.4,0.4,0.85,106.372,176.891,295.975,0.351074,0.485976,0.632701,1.07498478786401,1.08777756010752,25000,5000,20,1000
"770",100,1000,150,0.4,0.34,0.84,105.135,171.3025,273.244,0.306879,0.423832,0.546249,1.01886321776368,1.00248068402058,25000,5000,20,1000
"771",100,1000,150,0.4,0.26,0.79,116.354,230.924,533.035,0.234888,0.353327,0.529954,1.06773658387864,1.0512939633277,25000,5000,20,1000
"772",100,1000,150,0.4,0.26,0.82,94.696,159.1945,255.631,0.209185,0.310794,0.417435,1.01565979022788,1.00079711732686,15000,5000,20,500
"773",100,1000,150,0.4,0.36,0.82,103.255,168.26,262.809,0.331197,0.4408515,0.563635,1.02773408613292,1.00500651250054,15000,5000,20,500
"774",100,1000,150,0.4,0.41,0.9,94.8916,148.0745,222.275,0.362141,0.4769795,0.596636,1.00170024139573,1.00022043960155,15000,5000,20,500
"775",100,1000,150,0.4,0.37,0.82,102.016,161.607,244.574,0.338487,0.4489485,0.574386,1.02591504289469,1.00304478791299,15000,5000,20,500
"776",100,1000,150,0.4,0.29,0.85,79.5883,130.494,203.153,0.241384,0.336826,0.445164,1.00407997137877,1.00003887578744,15000,5000,20,500
"777",100,1000,150,0.4,0.45,0.87,118.135,186.5185,273.425,0.416201,0.5565535,0.674945,1.00252617379965,1.00665620598948,15000,5000,20,500
"778",100,1000,150,0.4,0.33,0.82,108.489,177.261,269.241,0.294199,0.4050065,0.529211,1.00371285487696,0.999961168205749,15000,5000,20,500
"779",100,1000,150,0.4,0.36,0.83,89.9612,145.0125,223.033,0.313442,0.4198795,0.539321,1.00028088651912,0.999779723040973,15000,5000,20,500
"780",100,1000,150,0.4,0.38,0.85,96.2298,148.956,223.611,0.334584,0.440086,0.558539,1.01758772698371,1.00192091633509,15000,5000,20,500
"781",100,1000,150,0.4,0.37,0.86,83.3661,126.322,187.257,0.317459,0.429728,0.540124,1.01599907009418,1.00679392552221,15000,5000,20,500
"782",100,1000,150,0.4,0.31,0.83,117.887,200.4795,328.627,0.284896,0.4064475,0.534341,1.07387496320347,1.01466270528345,15000,5000,20,500
"783",100,1000,150,0.4,0.32,0.87,100.014,151.3115,231.2,0.266246,0.3814895,0.494605,1.01300877695254,1.00263166030884,15000,5000,20,500
"784",100,1000,150,0.4,0.28,0.82,135.828,279.623,608.731,0.234284,0.3857275,0.580302,1.04391168137161,1.02922532291462,25000,5000,20,1000
"785",100,1000,150,0.4,0.24,0.87,74.6815,126.843,196.084,0.17385,0.273414,0.369871,1.02377132984072,1.00132525435478,15000,5000,20,500
"786",100,1000,150,0.4,0.37,0.87,77.7787,115.209,166.943,0.326068,0.4251445,0.531902,1.00483046038149,1.00166728498661,15000,5000,20,500
"787",100,1000,150,0.4,0.34,0.81,105.008,164.369,254.612,0.312421,0.423811,0.553966,1.02453015410179,1.00586136921913,15000,5000,20,500
"788",100,1000,150,0.4,0.28,0.81,72.7083,115.672,178.041,0.223576,0.3185265,0.422534,1.00495328835044,1.00079911279218,15000,5000,20,500
"789",100,1000,150,0.4,0.36,0.87,86.0168,138.286,205.137,0.309151,0.419226,0.529039,1.00526308044945,1.00274267750199,15000,5000,20,500
"790",100,1000,150,0.4,0.44,0.82,119.291,171.1695,251.446,0.419187,0.5410245,0.663077,1.0012408837101,1.00370938331957,15000,5000,20,500
"791",100,1000,150,0.4,0.31,0.81,74.8227,120.069,192.091,0.2576,0.3613515,0.468222,1.03552369432758,1.00306970688024,15000,5000,20,500
"792",100,1000,150,0.4,0.41,0.87,92.2359,140.9695,204.533,0.375752,0.4804575,0.599913,1.01512041670617,1.00595407882976,15000,5000,20,500
"793",100,1000,150,0.4,0.36,0.86,137.561,237.8085,367.988,0.349798,0.481626,0.628427,1.01225360496229,1.00054905003164,15000,5000,20,500
"794",100,1000,150,0.4,0.42,0.84,118.121,178.2705,259.461,0.409977,0.5225345,0.647993,1.00065063195716,1.00261767104931,15000,5000,20,500
"795",100,1000,150,0.4,0.33,0.89,69.372,105.344,160.514,0.280463,0.3769805,0.48344,1.00723356784319,1.0004856146233,15000,5000,20,500
"796",100,1000,150,0.4,0.33,0.82,87.1434,137.4645,208.362,0.285539,0.392584,0.506587,1.02218061590923,1.00106290274534,15000,5000,20,500
"797",100,1000,150,0.4,0.34,0.8,100.465,157.3235,239.867,0.296727,0.407795,0.521938,1.02744231891384,1.00172518804153,15000,5000,20,500
"798",100,1000,150,0.4,0.29,0.86,91.0552,148.3445,244.142,0.25229,0.3491485,0.472761,1.04772090339618,1.01203721904262,15000,5000,20,500
"799",100,1000,150,0.4,0.42,0.87,66.6135,93.3006,132.121,0.368766,0.467801,0.575092,0.999491594999909,0.999904361838947,15000,5000,20,500
"800",100,1000,150,0.4,0.35,0.86,59.0575,85.47535,128.078,0.280524,0.3894045,0.492207,1.01004160953387,1.00128073442137,15000,5000,20,500
"801",500,1000,150,0.4,0.322,0.846,130.967,159.26,193.732,0.334436,0.386305,0.43395,1.00599331296237,1.00451775667003,15000,5000,20,500
"802",500,1000,150,0.4,0.346,0.872,124.78,152.9775,181.825,0.363966,0.413448,0.464596,1.00023559713492,1.00035231005438,15000,5000,20,500
"803",500,1000,150,0.4,0.348,0.862,116.562,140.2475,170.767,0.358626,0.4108705,0.45782,1.0060807401265,1.00277152730523,15000,5000,20,500
"804",500,1000,150,0.4,0.336,0.87,133.317,163.4465,195.684,0.355561,0.4033135,0.461039,1.01100154365693,1.00054559229347,15000,5000,20,500
"805",500,1000,150,0.4,0.366,0.874,119.884,146.2685,170.463,0.378046,0.428783,0.47627,1.00125802297338,0.999862378216698,15000,5000,20,500
"806",500,1000,150,0.4,0.338,0.858,127.554,155.268,184.889,0.350122,0.400984,0.451178,1.00267568680755,1.00137347655289,15000,5000,20,500
"807",500,1000,150,0.4,0.322,0.86,96.5706,116.6675,140.865,0.317428,0.3618875,0.410994,1.00186632439806,1.00173417327623,15000,5000,20,500
"808",500,1000,150,0.4,0.334,0.84,114.348,137.9415,165.685,0.336894,0.388497,0.43931,1.00796345317682,1.00512228972693,15000,5000,20,500
"809",500,1000,150,0.4,0.352,0.834,96.654,115.9675,136.056,0.355734,0.396713,0.443303,1.00266568077751,1.00317944866555,15000,5000,20,500
"810",500,1000,150,0.4,0.328,0.844,113.917,136.007,162.614,0.333759,0.3823155,0.429472,1.01056812771025,0.999549510714474,15000,5000,20,500
"811",500,1000,150,0.4,0.28,0.826,114.665,143.247,177.062,0.289044,0.333779,0.381717,1.00669101780736,1.00001219632944,15000,5000,20,500
"812",500,1000,150,0.4,0.332,0.82,121.69,145.436,176.825,0.345931,0.3936675,0.445161,1.00373329293433,1.00028085818628,15000,5000,20,500
