"","N","LEN","PHI","delta","Pcap","Pstay","delta_lower","delta_med","delta_upper","phi_lower","phi_med","phi_upper","R_hat_delta","R_hat_phi","MCMCiter","Burn_in","N_thin","N_sample"
"602",100,500,0.8,188.624443097506,0.56,0.69,136.127,213.1175,297.306,0.7332,0.889183,0.999968,1.01641230626971,1.00385230027353,15000,5000,20,500
"603",100,500,0.8,234.377637745347,0.44,0.61,169.187,304.5105,480.324,0.645644,0.855705,0.999878,1.00539589013986,1.00135598094374,15000,5000,20,500
"604",100,500,0.8,180.503935427405,0.56,0.75,78.0744,122.29,184.395,0.561527,0.712334,0.873795,1.00361205563232,0.999269538147474,15000,5000,20,500
"605",100,500,0.8,174.532708530314,0.52,0.68,125.054,201.445,291.42,0.647387,0.8105345,0.998201,0.999550257760557,0.999576003754322,15000,5000,20,500
"606",100,500,0.8,25.8999936073087,0.69,0.93,16.5973,21.20375,26.4388,0.622937,0.710137,0.799471,1.0010478707754,1.00001117291893,15000,5000,20,500
"607",100,500,0.8,140.415353034623,0.59,0.7,64.0232,95.833,133.527,0.653838,0.777883,0.913203,1.00030993151703,1.00371073261218,15000,5000,20,500
"608",100,500,0.8,115.789308780804,0.57,0.8,76.0575,119.4745,170.006,0.590456,0.740752,0.900004,1.04513729679115,1.03887321598727,15000,5000,20,500
"609",100,500,0.8,23.5034582344815,0.79,0.96,20.9905,26.51445,33.2108,0.734191,0.8190605,0.891551,0.999668392203271,1.0007130245346,15000,5000,20,500
"610",100,500,0.8,141.594410995021,0.6,0.73,99.1975,150.253,222.985,0.69894,0.833254,0.998447,1.00370585700539,1.00749130626362,15000,5000,20,500
"611",100,500,0.8,244.928718404844,0.47,0.6,185.634,296.3755,410.594,0.687148,0.864534,0.999566,1.00952972735138,0.999407094512627,15000,5000,20,500
"612",100,500,0.8,88.7409323942848,0.71,0.85,52.0233,70.8008,95.3061,0.729793,0.830755,0.936094,0.999558269777824,0.999200374073156,15000,5000,20,500
"613",100,500,0.8,293.583859885111,0.42,0.6,213.356,367.895,532.24,0.656852,0.876419,0.999639,1.04257843149465,1.03432678654173,15000,5000,20,500
"614",100,500,0.8,86.6874942788854,0.69,0.88,64.841,89.88275,122.119,0.702047,0.816261,0.935799,1.00441088537792,1.00359591981747,15000,5000,20,500
"615",100,500,0.8,226.582640437409,0.53,0.66,122.79,202.709,295.311,0.670735,0.834333,0.999851,1.01931939851308,1.00850098368205,15000,5000,20,500
"616",100,500,0.8,183.719189909752,0.54,0.6,132.833,214.276,307.27,0.702739,0.863991,0.999757,1.00011714025013,1.00336605616331,15000,5000,20,500
"617",100,500,0.8,206.551987312268,0.53,0.63,133.904,217.7325,306.875,0.700309,0.8715995,0.999978,1.00865331977581,1.00841213911435,15000,5000,20,500
"618",100,500,0.8,141.959732144605,0.6,0.75,106.751,158.19,213.881,0.744199,0.8914865,0.998949,1.03266038508027,1.01959936787166,15000,5000,20,500
"619",100,500,0.8,38.5353624727577,0.71,0.92,34.0927,44.34285,57.4713,0.66804,0.7582845,0.851912,1.00117570337646,1.00352860751283,15000,5000,20,500
"620",100,500,0.8,184.205712738913,0.45,0.58,79.1273,125.8775,207.914,0.457409,0.606949,0.794615,1.0136577854255,1.00964073485877,15000,5000,20,500
"621",100,500,0.8,83.8743309979327,0.62,0.82,44.3214,62.26705,81.2225,0.610351,0.716726,0.816224,1.00256053007435,1.00135195859007,15000,5000,20,500
"622",100,500,0.8,74.5562497223727,0.59,0.86,45.5252,62.28635,86.103,0.553124,0.668616,0.773639,1.00502987037834,1.00327343079074,15000,5000,20,500
"623",100,500,0.8,293.78675224958,0.45,0.54,164.76,286.5655,453.433,0.637181,0.8216435,0.999914,1.02521219132329,1.00361992937556,15000,5000,20,500
"624",100,500,0.8,196.8891287921,0.5,0.64,129.812,224.4065,343.729,0.645587,0.830548,0.999411,1.0392631394602,1.02164043705919,15000,5000,20,500
"625",100,500,0.8,14.3345332308672,0.71,0.95,11.9949,15.6279,19.6959,0.656959,0.749611,0.832405,1.00046890172536,1.0006358507009,15000,5000,20,500
"626",100,500,0.8,197.343449559994,0.57,0.68,138.615,204.2365,279.371,0.75089,0.8966075,0.999134,1.01062029509506,1.00591119169052,15000,5000,20,500
"627",100,500,0.8,141.6908832849,0.53,0.71,80.622,128.537,211.899,0.567198,0.7210385,0.921248,1.00658380924602,1.00377386200002,15000,5000,20,500
"628",100,500,0.8,216.043370261323,0.47,0.62,156.21,257.8055,392.434,0.643458,0.8370425,0.998975,1.05011686531473,1.03478871023538,15000,5000,20,500
"629",100,500,0.8,187.108906614594,0.5,0.66,128.735,224.911,350.887,0.634767,0.807611,0.999106,1.05241942818844,1.03693158718627,15000,5000,20,500
"630",100,500,0.8,250.069513951894,0.55,0.65,114.262,196.1975,285.951,0.692248,0.8508065,0.998971,1.01273845180362,1.01409219931654,15000,5000,20,500
"631",100,500,0.8,64.809759426862,0.74,0.86,53.511,72.448,95.5236,0.762384,0.856473,0.956782,1.00225724345599,1.00386474531736,15000,5000,20,500
"632",100,500,0.8,204.083500804845,0.53,0.66,134.154,228.4905,318.875,0.674235,0.854864,0.999206,1.02139656142563,1.00848966563326,15000,5000,20,500
"633",100,500,0.8,136.434950176626,0.58,0.7,113.096,171.3065,239.899,0.721791,0.8727405,0.999357,1.00069843933821,0.999219360712098,15000,5000,20,500
"634",100,500,0.8,85.834578811191,0.6,0.8,64.3957,93.1936,130.236,0.615782,0.7511885,0.883606,1.00262961811575,1.00488907762142,15000,5000,20,500
"635",100,500,0.8,30.6572486413643,0.84,0.96,24.1911,30.849,38.5281,0.816967,0.8893205,0.952738,1.00115523034649,0.999604699015292,15000,5000,20,500
"636",100,500,0.8,231.166497985832,0.52,0.64,163.446,254.278,372.603,0.725555,0.9041105,0.999992,1.01152860724847,1.00464830227383,15000,5000,20,500
"637",100,500,0.8,98.4625811479054,0.69,0.8,87.1577,124.445,167.587,0.781436,0.889705,0.999851,1.01901846455483,1.01594625293819,15000,5000,20,500
"638",100,500,0.8,134.87868651282,0.58,0.73,110.448,168.4715,241.722,0.710859,0.8528995,0.999682,1.02499464236778,1.01991665011527,15000,5000,20,500
"639",100,500,0.8,65.6582551798783,0.61,0.85,52.9811,71.0802,96.4163,0.605213,0.706212,0.820469,1.00902532605947,1.00012902169705,15000,5000,20,500
"640",100,500,0.8,181.36791885132,0.56,0.68,122.99,186.0775,266.637,0.707257,0.850869,0.999439,1.01003047525008,1.01118158528423,15000,5000,20,500
"641",100,500,0.8,82.8801046451554,0.64,0.88,62.2239,88.4027,121.717,0.629126,0.7517585,0.866446,1.01448057006312,1.01043672630189,15000,5000,20,500
"642",100,500,0.8,207.753880093805,0.45,0.69,100.326,179.503,293.75,0.490276,0.6786745,0.898194,1.00802511267421,1.00802108269683,15000,5000,20,500
"643",100,500,0.8,248.686983622611,0.43,0.54,170.652,290.522,451.539,0.611951,0.807648,0.999868,1.01813318802919,1.01151679788408,15000,5000,20,500
"644",100,500,0.8,165.565055727493,0.57,0.67,116.418,177.3015,252.015,0.702988,0.8565615,0.999518,1.01315104569216,1.00940238044889,15000,5000,20,500
"645",100,500,0.8,112.653665542603,0.65,0.83,71.5839,101.719,149.292,0.678755,0.80547,0.948264,1.00884551117256,1.0095805806,15000,5000,20,500
"646",100,500,0.8,166.947309963871,0.57,0.68,155.619,226.185,317.867,0.764094,0.9097245,0.999921,1.01629769553069,1.01711360964678,15000,5000,20,500
"647",100,500,0.8,38.1018567737192,0.74,0.94,32.067,42.6295,53.7721,0.718381,0.8074675,0.894219,1.00570489148926,1.00264109315822,15000,5000,20,500
"648",100,500,0.8,142.033516471274,0.65,0.77,93.4037,139.9025,198.49,0.737093,0.8713995,0.999922,1.01152839880797,1.0136307558391,15000,5000,20,500
"649",100,500,0.8,120.125113970134,0.63,0.77,96.5658,151.227,218.737,0.719894,0.859901,0.999561,1.03647503423887,1.05048981651235,15000,5000,20,500
"650",100,500,0.8,195.773300766014,0.5,0.62,102.057,176.124,286.748,0.579321,0.738411,0.987616,1.03452479915074,1.03157909190446,15000,5000,20,500
"651",100,500,0.8,133.629109333269,0.62,0.8,83.2201,129.641,186.855,0.691499,0.830189,0.988042,1.00670272381226,1.00622996687883,15000,5000,20,500
"652",100,500,0.8,270.525916651823,0.37,0.46,139.239,304.345,551.179,0.510903,0.745711,0.998967,1.02942826347355,1.01609803333109,15000,5000,20,500
"653",100,500,0.8,123.301408023108,0.64,0.8,67.5389,96.4202,140.183,0.664828,0.7947395,0.926343,1.01567563463239,1.01427401287319,15000,5000,20,500
"654",100,500,0.8,29.8599221743643,0.78,0.96,24.8356,31.70435,39.1814,0.741009,0.827223,0.90097,0.999445623217139,1.00522967818507,15000,5000,20,500
"655",100,500,0.8,261.628767605871,0.46,0.55,125.137,253.7845,379.972,0.622484,0.810736,0.999279,1.0660765739574,1.0429897328577,15000,5000,20,500
"656",100,500,0.8,140.750801255926,0.62,0.75,77.2606,112.9865,163.756,0.653242,0.803505,0.936441,1.00278903400311,1.00010690041779,15000,5000,20,500
"657",100,500,0.8,284.272052245215,0.44,0.61,145.246,276.9875,431.334,0.606112,0.815914,0.999411,1.04804248041582,1.03406530653934,15000,5000,20,500
"658",100,500,0.8,285.305860354565,0.35,0.48,160.809,370.75,600.773,0.525062,0.7705245,0.999792,1.07700543689476,1.03237728218937,15000,5000,20,500
"659",100,500,0.8,204.246854356024,0.46,0.51,168.939,291.358,428.592,0.643083,0.848666,0.999968,1.00421953563696,0.999360529530479,15000,5000,20,500
"660",100,500,0.8,211.892513355706,0.52,0.64,146.511,230.2565,328.814,0.698093,0.868779,0.999911,1.00715562138873,1.00131620315208,15000,5000,20,500
"661",100,500,0.8,96.9592543994077,0.55,0.76,69.7577,101.7235,148.854,0.576312,0.716151,0.863205,1.01728464946531,1.0110881599423,15000,5000,20,500
"662",100,500,0.8,125.970966059249,0.59,0.72,80.1193,123.0685,178.24,0.660043,0.803013,0.971489,1.00662645823782,1.00349671053831,15000,5000,20,500
"663",100,500,0.8,133.026920591947,0.56,0.73,88.2982,137.959,203.488,0.611615,0.7665795,0.945585,1.06500987243806,1.06485446278507,15000,5000,20,500
"664",100,500,0.8,296.7149436404,0.37,0.46,146.964,312.5765,514.619,0.511481,0.741856,0.990057,1.03265876824832,1.02181686894401,25000,5000,20,1000
"665",100,500,0.8,251.704375708941,0.39,0.56,88.8337,167.897,281.54,0.403158,0.5829545,0.809395,1.01954052036758,1.0095158078746,15000,5000,20,500
"666",100,500,0.8,103.4909493546,0.61,0.77,68.8796,97.5723,142.127,0.636086,0.782483,0.912324,1.01205668471618,1.00298614394064,15000,5000,20,500
"667",100,500,0.8,16.6206955187954,0.82,0.98,15.3525,19.53675,24.2851,0.775601,0.846621,0.917446,1.00480988259295,1.00186339613177,15000,5000,20,500
"668",100,500,0.8,181.14269253565,0.55,0.72,126.855,200.0375,295.461,0.69443,0.8509725,0.999503,1.00255901007666,1.00096404509271,15000,5000,20,500
"669",100,500,0.8,49.2518458073027,0.71,0.96,34.4154,44.6042,57.7431,0.642687,0.740553,0.824274,1.00392068443311,1.00054528827937,15000,5000,20,500
"670",100,500,0.8,153.653051422443,0.6,0.73,109.95,178.483,248.4,0.711815,0.857782,0.999572,1.01347872619124,1.01038725665211,15000,5000,20,500
"671",100,500,0.8,131.902670753188,0.61,0.71,85.9105,130.182,192.264,0.673287,0.8142055,0.972878,1.00724083351338,1.01091203557855,15000,5000,20,500
"672",100,500,0.8,116.555949097965,0.63,0.75,57.6751,81.05825,108.583,0.663308,0.786115,0.909159,1.00488027911447,1.00645968647501,15000,5000,20,500
"673",100,500,0.8,156.106210148428,0.57,0.7,102.669,158.9995,229.823,0.685196,0.8334235,0.995563,1.01928881096345,1.01474118682374,15000,5000,20,500
"674",100,500,0.8,119.401193982922,0.7,0.85,101.314,139.985,187.23,0.810683,0.91988,0.998849,1.00306352570238,1.00693345808675,15000,5000,20,500
"675",100,500,0.8,221.484353474807,0.4,0.55,121.304,249.8785,419.446,0.489241,0.694729,0.98762,1.04447127539567,1.03168594450844,15000,5000,20,500
"676",100,500,0.8,174.681594583672,0.59,0.67,120.067,182.455,251.984,0.736228,0.8780685,0.998904,1.01447267830519,1.0046809389799,15000,5000,20,500
"677",100,500,0.8,15.2050905558281,0.75,0.98,10.2644,12.8123,16.2803,0.670521,0.7557125,0.840937,0.999135172152737,1.00039566126095,15000,5000,20,500
"678",100,500,0.8,227.785471286625,0.46,0.57,114.241,203.2435,351.318,0.566188,0.7282915,0.99797,1.0646341621642,1.05895498981412,15000,5000,20,500
"679",100,500,0.8,124.41136287991,0.59,0.77,82.5432,122.772,178.381,0.655038,0.7919505,0.96401,1.01283761106706,1.01186100702032,15000,5000,20,500
"680",100,500,0.8,276.397019797005,0.39,0.53,206.822,378.0955,542.265,0.635397,0.863961,0.999933,1.03827455948327,1.02260475556168,15000,5000,20,500
"681",100,500,0.8,125.810946149286,0.5,0.64,76.4233,112.5065,166.384,0.533095,0.66242,0.827891,1.01311897108504,1.01375948010444,15000,5000,20,500
"682",100,500,0.8,129.915085353423,0.56,0.74,62.8742,91.7459,129.724,0.570813,0.684027,0.818371,1.00306742330819,1.0009741778717,15000,5000,20,500
"683",100,500,0.8,220.395390321501,0.41,0.59,158.018,301.022,462.079,0.573264,0.778829,0.999994,1.06607551003554,1.04925431671624,15000,5000,20,500
"684",100,500,0.8,284.451048157644,0.36,0.42,132.023,276.436,488.097,0.450486,0.680319,0.950499,1.03657505264184,1.03300803694157,25000,5000,20,1000
"685",100,500,0.8,75.9626272134483,0.64,0.82,54.4119,73.5225,96.6914,0.706556,0.8110095,0.928732,1.00304340334736,0.999577934035282,15000,5000,20,500
"686",100,500,0.8,189.18749896111,0.55,0.63,142.382,214.1065,308.19,0.737625,0.887668,0.999972,1.04713517111984,1.02732864096899,15000,5000,20,500
"687",100,500,0.8,80.7849392294884,0.75,0.89,54.5409,72.7823,96.9598,0.739231,0.8429965,0.939702,1.02259131120131,1.01100065205555,15000,5000,20,500
"688",100,500,0.8,138.395960030612,0.6,0.77,84.0367,128.997,179.835,0.667748,0.8034625,0.958207,1.0401082799878,1.01944677758548,15000,5000,20,500
"689",100,500,0.8,202.742990951519,0.5,0.64,67.5136,100.1795,152.301,0.482017,0.611636,0.758091,1.0115078852715,1.00216907876334,15000,5000,20,500
"690",100,500,0.8,289.75535471458,0.47,0.61,189.859,301.067,430.455,0.711915,0.8949085,0.999798,1.0494291954872,1.01746627461723,15000,5000,20,500
"691",100,500,0.8,169.748046295717,0.59,0.72,130.611,188.696,260.651,0.76447,0.9022625,0.999984,1.00974907736476,1.0077857844186,15000,5000,20,500
"692",100,500,0.8,163.692707414739,0.5,0.68,141.962,236.2115,347.919,0.668199,0.8472055,0.999934,1.02212883503357,1.01873292284347,15000,5000,20,500
"693",100,500,0.8,56.6963726445101,0.77,0.91,41.9454,54.3672,72.2672,0.769377,0.8595155,0.943177,1.00717113782087,1.00313604183785,15000,5000,20,500
"694",100,500,0.8,237.507329625078,0.43,0.6,106.602,196.942,340.264,0.460664,0.6588665,0.922137,1.03555244466927,1.02990191977011,15000,5000,20,500
"695",100,500,0.8,108.560492270626,0.65,0.79,72.6184,105.384,145.831,0.68797,0.8131785,0.955214,1.01839737285015,1.00666792494783,15000,5000,20,500
"696",100,500,0.8,167.349352212623,0.52,0.64,92.9954,152.031,229.999,0.588805,0.750238,0.949412,1.00080759673261,1.00171174837705,15000,5000,20,500
"697",100,500,0.8,69.7249543224461,0.71,0.86,52.9767,74.4969,96.8325,0.731448,0.8348375,0.932944,1.00115271460987,1.00011056762854,15000,5000,20,500
"698",100,500,0.8,119.398635008838,0.65,0.78,95.3598,138.5005,193.617,0.739336,0.862389,0.993929,1.02198233316633,1.02317467357944,15000,5000,20,500
"699",100,500,0.8,146.932051668409,0.64,0.73,103.783,147.5275,197.625,0.782367,0.9022265,0.997917,1.00057032178554,1.00398782699505,15000,5000,20,500
"700",100,500,0.8,140.387174880598,0.51,0.69,117.577,190.56,295.898,0.598424,0.765902,0.989733,1.02880317208719,1.01882779191223,15000,5000,20,500
"701",500,500,0.8,229.466289514676,0.426,0.574,178.455,243.153,313.91,0.63465,0.7474925,0.888499,1.04056171187019,1.03696533270312,25000,5000,20,1000
"702",500,500,0.8,81.0272411047481,0.668,0.836,77.2564,88.5313,102.219,0.74615,0.8015565,0.852484,1.00330993691367,1.00018204921349,15000,5000,20,500
"703",500,500,0.8,106.039276069496,0.634,0.764,84.2161,98.4255,114.248,0.730664,0.789122,0.843368,1.00000422691354,1.00375860842027,15000,5000,20,500
"704",500,500,0.8,135.563343914691,0.574,0.722,101.016,121.3555,141.818,0.710904,0.7713295,0.845981,1.00025819551055,1.00348668144331,15000,5000,20,500
"705",500,500,0.8,283.641295214184,0.41,0.516,234.76,314.496,429.183,0.69626,0.8196005,0.995118,1.04046081173725,1.03890788935317,15000,5000,20,500
"706",500,500,0.8,206.318859905005,0.48,0.612,150.992,203.932,260.319,0.657395,0.761795,0.891705,1.08623795171436,1.06718441304853,15000,5000,20,500
"707",500,500,0.8,167.123302817345,0.518,0.672,119.37,148.7775,190.84,0.637921,0.7274545,0.819921,1.04736382428489,1.04101545111349,15000,5000,20,500
"708",500,500,0.8,131.200077913236,0.6,0.748,99.8148,119.8705,143.837,0.711161,0.7782545,0.846308,1.00520625646776,1.00238992856829,15000,5000,20,500
"709",500,500,0.8,142.706387832295,0.61,0.744,117.537,144.052,174.147,0.765024,0.843362,0.925502,1.04938672671404,1.02250007710633,15000,5000,20,500
"710",500,500,0.8,71.3411212339997,0.696,0.874,58.0866,65.63575,74.7892,0.741097,0.7840035,0.832597,1.0004617312176,1.00137017957908,15000,5000,20,500
"711",500,500,0.8,291.864272514358,0.44,0.524,183.176,255.8375,352.339,0.661032,0.788701,0.9694,1.01407239113593,1.01245179852906,25000,5000,20,1000
"712",500,500,0.8,24.5190121396445,0.772,0.952,21.4348,24.09905,26.4838,0.770465,0.8074115,0.842047,0.999705327052505,0.999752305517009,15000,5000,20,500
"713",500,500,0.8,221.972008021548,0.438,0.584,164.907,218.755,299.743,0.610705,0.718864,0.872931,1.08243539331156,1.07183747196261,15000,5000,20,500
"714",500,500,0.8,27.2318795579486,0.732,0.952,26.753,30.0027,33.2731,0.736068,0.774835,0.814908,1.00010184991854,1.00334406316859,15000,5000,20,500
"715",500,500,0.8,258.346174880862,0.456,0.56,141.741,182.1065,230.806,0.59905,0.691242,0.799311,1.05462969250995,1.04186566001673,15000,5000,20,500
"716",500,500,0.8,200.5591577827,0.532,0.638,144.136,183.294,236.657,0.701216,0.8061365,0.923146,1.0208039499515,1.02006068623741,15000,5000,20,500
"717",500,500,0.8,122.3547941586,0.616,0.788,102.701,124.185,145.454,0.741319,0.805384,0.877444,1.00226959287264,1.00169279446073,15000,5000,20,500
"718",500,500,0.8,265.50079268869,0.444,0.546,135.674,173.1685,213.982,0.583379,0.670578,0.765608,1.0181544603429,1.01397944397822,15000,5000,20,500
"719",500,500,0.8,58.6449273256585,0.674,0.886,54.4254,61.61455,70.2173,0.726489,0.773014,0.817953,1.00046072487376,1.00019706240808,15000,5000,20,500
"720",500,500,0.8,24.4806129438803,0.748,0.95,23.6643,26.3049,29.2093,0.752857,0.7899795,0.829982,1.00135507474023,0.999940324467387,15000,5000,20,500
"721",500,500,0.8,294.482794820797,0.406,0.51,211.176,297.146,410.942,0.66115,0.7980805,0.985258,1.04240056843225,1.03230332557884,35000,5000,20,1500
"722",500,500,0.8,236.790950573049,0.452,0.566,163.701,212.243,292.983,0.633281,0.74455,0.902435,1.03061971929049,1.03523216802398,25000,5000,20,1000
"723",500,500,0.8,131.238119788468,0.598,0.738,109.51,133.3365,165.613,0.732103,0.80583,0.892819,1.02337330384344,1.0098663737843,15000,5000,20,500
"724",500,500,0.8,57.5690599158406,0.7,0.874,58.1945,66.4216,74.6006,0.759242,0.8052245,0.853218,1.00173840398477,0.999777885899493,15000,5000,20,500
"725",500,500,0.8,145.458441334777,0.532,0.674,116.815,140.5815,170.996,0.664028,0.73857,0.823269,1.00277036647212,1.00442501586623,15000,5000,20,500
"726",500,500,0.8,275.957713986281,0.418,0.564,282.106,365.894,440.811,0.785202,0.908835,0.999991,1.0881390782351,1.0817421619267,15000,5000,20,500
"727",500,500,0.8,167.061803578399,0.522,0.674,152.939,201.335,252.75,0.725192,0.822238,0.955842,1.02473344563656,1.01851691406013,15000,5000,20,500
"728",500,500,0.8,91.1152384057641,0.658,0.788,79.9908,93.2333,107.192,0.770313,0.8223785,0.878887,1.00231185628266,0.999741123767972,15000,5000,20,500
"729",500,500,0.8,245.317130549811,0.424,0.55,213.468,287.451,366.888,0.67532,0.804821,0.949621,1.01419203359961,1.00702997660693,15000,5000,20,500
"730",500,500,0.8,188.186127953231,0.514,0.624,138.328,170.401,214.447,0.674324,0.7731035,0.861846,1.04671847060467,1.0422365087925,15000,5000,20,500
"731",500,500,0.8,19.9883077084087,0.766,0.952,17.7553,19.7703,21.8409,0.761938,0.800179,0.835531,1.00043349905012,1.00254328961637,15000,5000,20,500
"732",500,500,0.8,159.387453806121,0.576,0.702,136.509,165.953,207.328,0.735652,0.8317405,0.919564,1.00474629500986,1.00614006759812,15000,5000,20,500
"733",500,500,0.8,174.47527364362,0.528,0.676,135.44,168.9085,220.025,0.680406,0.771189,0.885229,1.01410203901355,1.01064952060561,15000,5000,20,500
"734",500,500,0.8,64.9594209576026,0.686,0.884,49.8664,57.1001,64.4994,0.720454,0.766331,0.81253,1.00021111078482,0.999850600650235,15000,5000,20,500
"735",500,500,0.8,190.224447264336,0.52,0.616,134.043,170.0695,207.686,0.686955,0.774976,0.865378,1.00811615803405,1.00551418401233,15000,5000,20,500
"736",500,500,0.8,137.648743109312,0.564,0.718,120.113,147.232,176.343,0.714491,0.7903695,0.869197,1.02064692311227,1.01370662438776,15000,5000,20,500
"737",500,500,0.8,111.365618202835,0.622,0.772,85.8251,100.1185,115.457,0.730887,0.7883855,0.84703,1.00547799437451,1.00368457148563,15000,5000,20,500
"738",500,500,0.8,240.491405623034,0.474,0.602,197.455,266.249,329.876,0.740685,0.869432,0.989162,1.0729630451786,1.04945743167577,15000,5000,20,500
"739",500,500,0.8,298.852477062028,0.414,0.518,209.065,296.0885,391.243,0.670014,0.8020345,0.979406,1.00805039577698,1.00867280033462,25000,5000,20,1000
"740",500,500,0.8,20.6108819507062,0.798,0.984,18.1086,20.05925,22.2016,0.79343,0.825941,0.861647,0.999839510334861,1.00039538867786,15000,5000,20,500
"741",500,500,0.8,127.460418886039,0.6,0.768,106.435,126.745,150.717,0.734775,0.7989195,0.878883,1.00884941002229,1.00561701240691,15000,5000,20,500
"742",500,500,0.8,127.843585400842,0.556,0.724,108.038,131.717,157.488,0.680539,0.7537025,0.825765,1.01577273499481,1.01137308591783,15000,5000,20,500
"743",500,500,0.8,198.562063348945,0.514,0.656,161.132,211.4135,267.258,0.723263,0.833074,0.961447,1.06935913126173,1.07631317362035,15000,5000,20,500
"744",500,500,0.8,260.326129677705,0.42,0.556,166.637,228.0105,309.909,0.588169,0.70741,0.851163,1.06887202264293,1.03675592192423,15000,5000,20,500
"745",500,500,0.8,188.099995339289,0.562,0.684,146.961,185.2495,236.867,0.769295,0.8602445,0.984785,1.02242965717259,1.01111998905161,15000,5000,20,500
"746",500,500,0.8,94.9783810484223,0.6,0.792,77.6455,91.75355,107.175,0.676653,0.730914,0.78668,1.00307640250155,1.00243464793629,15000,5000,20,500
"747",500,500,0.8,30.6505523924716,0.728,0.94,26.7987,29.75275,33.2428,0.733128,0.773604,0.812981,0.999666415104012,1.00159484931474,15000,5000,20,500
"748",500,500,0.8,260.42872044025,0.462,0.58,195.552,251.393,327.767,0.692926,0.81933,0.964489,1.08734400915448,1.08911116126239,15000,5000,20,500
"749",500,500,0.8,290.330718893092,0.412,0.514,208.123,284.795,393.078,0.654469,0.785074,0.973866,1.03339566247231,1.02333817186397,25000,5000,20,1000
"750",500,500,0.8,188.118232325651,0.534,0.654,146.935,198.7895,249.914,0.744443,0.847993,0.972754,1.05926954355081,1.05041903784163,15000,5000,20,500
"751",500,500,0.8,229.233503560536,0.494,0.606,163.08,217.5655,306.165,0.713947,0.809087,0.998199,1.0485632219881,1.03468873279821,15000,5000,20,500
"752",500,500,0.8,243.202518916223,0.424,0.56,232.91,337.326,417.4,0.72957,0.8853815,0.999816,1.09809636978855,1.08286002175626,15000,5000,20,500
"753",500,500,0.8,106.297020984348,0.63,0.77,77.6019,89.8817,103.3,0.707889,0.7639225,0.819276,1.01124606590328,1.00757228699461,15000,5000,20,500
"754",500,500,0.8,105.111605527345,0.646,0.788,92.7676,107.908,127.619,0.760089,0.8189275,0.878533,1.00669074702528,1.00786492593404,15000,5000,20,500
"755",500,500,0.8,35.1784698991105,0.754,0.946,35.0199,39.11815,43.4593,0.771144,0.8109225,0.847657,0.999737609256077,1.00350663111142,15000,5000,20,500
"756",500,500,0.8,223.44634704059,0.49,0.608,188.151,252.1205,326.407,0.749256,0.8760225,0.99331,1.04595108061542,1.03180448406934,15000,5000,20,500
"757",500,500,0.8,138.008049565833,0.56,0.7,95.974,115.8775,136.874,0.65876,0.7223985,0.792124,1.01266957415062,1.00983605317588,15000,5000,20,500
"758",500,500,0.8,235.387364462949,0.456,0.582,194.659,270.494,341.319,0.706832,0.8485925,0.989731,1.04799804601571,1.04708819141234,15000,5000,20,500
"759",500,500,0.8,168.668817763682,0.518,0.662,136.293,171.468,211.606,0.682185,0.7685115,0.867913,1.0284953092484,1.01338316251608,15000,5000,20,500
"760",500,500,0.8,166.459384658374,0.572,0.706,124.449,150.0355,181.618,0.732522,0.8126445,0.894002,1.00487833951959,1.00623758479715,15000,5000,20,500
"761",500,500,0.8,90.2721103606746,0.648,0.836,77.8802,88.55735,103.39,0.737131,0.7911975,0.846983,0.999697844722479,1.00068525157207,15000,5000,20,500
"762",500,500,0.8,164.723637176212,0.598,0.728,144.147,177.042,212.995,0.806097,0.8942395,0.983956,1.01623961681307,1.01287001784096,15000,5000,20,500
"763",500,500,0.8,222.439594820607,0.474,0.592,199.335,260.969,326.341,0.742022,0.8605095,0.986449,1.01495148397228,1.01851943375798,15000,5000,20,500
"764",500,500,0.8,197.983356211334,0.526,0.646,153.217,193.019,236.173,0.718368,0.8140705,0.912858,1.07939291374876,1.06267352267825,15000,5000,20,500
"765",500,500,0.8,296.231171814725,0.438,0.564,194.397,278.49,367.644,0.67559,0.8115715,0.974108,1.04523567545155,1.0357603378708,25000,5000,20,1000
"766",500,500,0.8,273.60032040393,0.456,0.58,242.245,316.3925,383.511,0.79055,0.910988,0.999725,1.04032987173089,1.03342901491003,25000,5000,20,1000
"767",500,500,0.8,138.035141038708,0.584,0.728,97.6259,118.239,143.034,0.681426,0.7508375,0.819041,1.01838403678131,1.01374019334231,15000,5000,20,500
"768",500,500,0.8,197.317417219747,0.532,0.636,135.52,175.8805,234.335,0.709437,0.804381,0.929015,1.04985418933714,1.038324457391,15000,5000,20,500
"769",500,500,0.8,150.1447126735,0.602,0.718,119.126,145.706,176.232,0.752383,0.8373645,0.921609,1.03906048998101,1.0469034808997,15000,5000,20,500
"770",500,500,0.8,275.450793232303,0.44,0.546,201.651,279.5435,372.299,0.680677,0.826277,0.987875,1.06793824806867,1.0591550905126,15000,5000,20,500
"771",500,500,0.8,257.753260065801,0.436,0.558,230.283,316.008,402.015,0.750835,0.8809685,0.999991,1.03433882706235,1.03487125201305,25000,5000,20,1000
"772",500,500,0.8,85.2179304044694,0.722,0.852,80.0619,92.9376,107.834,0.822662,0.873984,0.925516,1.00034713109379,1.0010866118847,15000,5000,20,500
