"","N","LEN","PHI","delta","Pcap","Pstay","delta_lower","delta_med","delta_upper","phi_lower","phi_med","phi_upper","R_hat_delta","R_hat_phi","MCMCiter","Burn_in","N_thin","N_sample"
"302",100,1000,0.4,196.3754699938,0.19,0.72,114.105,241.6455,544.002,0.153312,0.263988,0.411902,1.01803850127023,1.00398677153234,25000,5000,20,1000
"303",100,1000,0.4,282.234441565815,0.28,0.72,147.042,350.2775,966.576,0.256003,0.4391135,0.780805,1.06838844642785,1.08834948524458,75000,5000,20,3500
"304",100,1000,0.4,238.635661574081,0.24,0.84,136.133,238.0365,380.025,0.208153,0.3091595,0.445894,1.0169717240473,1.00179310249348,15000,5000,20,500
"305",100,1000,0.4,265.496857706457,0.35,0.78,139.004,267.0235,473.312,0.340721,0.491059,0.67303,1.05354362740652,1.02886159380586,25000,5000,20,1000
"306",100,1000,0.4,152.16606114991,0.4,0.93,93.307,135.8465,201.099,0.355806,0.4584305,0.566761,1.03144314803859,1.00638305897616,15000,5000,20,500
"307",100,1000,0.4,272.353776330128,0.26,0.7,126.825,289.48,691.271,0.2024,0.364482,0.587502,1.04896385939826,1.07799709386939,45000,5000,20,2000
"308",100,1000,0.4,106.581771890633,0.41,0.93,63.8662,99.62455,138.916,0.355189,0.4547785,0.562273,1.00655592073436,1.00175136677439,15000,5000,20,500
"309",100,1000,0.4,76.2870073434897,0.38,0.94,71.113,105.388,152.781,0.319813,0.4219685,0.531551,1.00340685068529,0.999273075869206,15000,5000,20,500
"310",100,1000,0.4,157.81156539917,0.29,0.89,102.114,183.528,375.212,0.243985,0.3624355,0.50722,1.02958896192595,1.01315004689916,25000,5000,20,1000
"311",100,1000,0.4,49.0878356155008,0.36,0.95,33.0028,45.86835,64.0607,0.28353,0.377484,0.473967,1.00093290569639,0.999789328308872,15000,5000,20,500
"312",100,1000,0.4,235.894537407439,0.34,0.74,118.639,198.4555,312.109,0.318534,0.432532,0.567387,1.06278778486396,1.01274944723878,15000,5000,20,500
"313",100,1000,0.4,60.6389297079295,0.26,0.95,43.5534,68.6936,103.346,0.202085,0.283482,0.380088,1.00160948403865,1.00262810289581,15000,5000,20,500
"314",100,1000,0.4,231.071768680122,0.28,0.75,105.435,178.0595,306.119,0.234195,0.344102,0.46094,1.03214505256111,1.002339242069,15000,5000,20,500
"315",100,1000,0.4,158.186476337723,0.35,0.85,100.032,160.3175,246.456,0.317319,0.4320595,0.555662,1.00621110328101,1.00100424175787,15000,5000,20,500
"316",100,1000,0.4,90.2930426457897,0.41,0.89,67.5952,101.5755,142.423,0.360845,0.466507,0.57154,1.00763178377274,1.00294458494538,15000,5000,20,500
"317",100,1000,0.4,299.095292028505,0.3,0.76,146.342,266.5225,446.318,0.265391,0.41072,0.560134,1.08526173088041,1.02602886563248,15000,5000,20,500
"318",100,1000,0.4,225.049836500548,0.49,0.82,117.214,176.2175,259.661,0.46833,0.5910755,0.722552,1.00278253846768,1.00084046515272,15000,5000,20,500
"319",100,1000,0.4,112.087999253999,0.31,0.89,61.9983,97.56785,140.276,0.250703,0.344705,0.439505,1.00125855275325,0.999308500067548,15000,5000,20,500
"320",100,1000,0.4,156.351873415988,0.37,0.85,111.388,173.651,269.996,0.332082,0.442608,0.561177,1.00054884032527,1.00038271710718,15000,5000,20,500
"321",100,1000,0.4,244.876069736201,0.34,0.78,153.128,303.62,586.002,0.329954,0.49332,0.719799,1.0573188558115,1.06361806538139,25000,5000,20,1000
"322",100,1000,0.4,58.3341631875373,0.48,0.98,46.4125,64.43245,85.1346,0.424822,0.5086235,0.612606,1.00404093988147,0.999110968101502,15000,5000,20,500
"323",100,1000,0.4,167.888595147524,0.35,0.86,100.191,153.6545,237.47,0.31336,0.4205525,0.54385,1.00164575557345,1.00041636974265,15000,5000,20,500
"324",100,1000,0.4,198.192883043084,0.31,0.79,110.617,179.961,296.169,0.266699,0.3771655,0.493538,1.00452119698624,0.999583695009017,15000,5000,20,500
"325",100,1000,0.4,33.760143101681,0.39,0.96,24.111,34.49915,47.576,0.321216,0.407356,0.518775,1.00469289660696,1.00033341471488,15000,5000,20,500
"326",100,1000,0.4,145.116541695315,0.28,0.86,85.6323,137.841,218.286,0.222856,0.332684,0.439452,1.02326406990811,1.00482630776044,15000,5000,20,500
"327",100,1000,0.4,263.089846400544,0.28,0.73,186.089,459.32,1242.93,0.297468,0.4918645,0.917452,1.05090533781166,1.04528554367549,125000,5000,20,6000
"328",100,1000,0.4,71.7906294506975,0.33,0.94,41.8549,59.968,84.5586,0.261774,0.346463,0.448964,1.00075011791893,1.00077911219659,15000,5000,20,500
"329",100,1000,0.4,239.485484990291,0.31,0.8,113.146,194.369,315.866,0.262281,0.387483,0.508368,1.00839234032202,1.00081085364708,15000,5000,20,500
"330",100,1000,0.4,245.337810036726,0.34,0.8,181.923,384.0465,823.628,0.336101,0.536376,0.843457,1.09266352751734,1.08695439418766,25000,5000,20,1000
"331",100,1000,0.4,114.63938534027,0.48,0.95,107.402,153.649,222.886,0.452152,0.5663655,0.691863,1.00322523996125,1.00265716174236,15000,5000,20,500
"332",100,1000,0.4,213.085806136951,0.35,0.77,157.6,257.429,410.336,0.347848,0.4804685,0.649031,1.02838827410402,1.00852370109422,15000,5000,20,500
"333",100,1000,0.4,33.7503011221997,0.35,0.94,26.7416,38.76715,53.827,0.276104,0.371431,0.470883,1.00243842821543,1.00203442690486,15000,5000,20,500
"334",100,1000,0.4,129.741861193907,0.33,0.92,80.7428,127.632,199.199,0.273992,0.3757175,0.48721,1.03090178197634,1.0044664755803,15000,5000,20,500
"335",100,1000,0.4,112.828573402949,0.41,0.94,84.3921,122.0495,174.768,0.356455,0.4631045,0.576241,1.02969670448497,1.001144083188,15000,5000,20,500
"336",100,1000,0.4,294.987975629047,0.24,0.6,210.197,563.371,1201.02,0.256494,0.465766,0.792405,1.08342050256062,1.05998127141981,35000,5000,20,1500
"337",100,1000,0.4,175.391601014417,0.33,0.86,129.905,260.991,514.994,0.312932,0.448662,0.637061,1.07793686527911,1.07064483243346,15000,5000,20,500
"338",100,1000,0.4,157.952591008507,0.33,0.9,110.124,173.7625,254.604,0.305707,0.4083455,0.533329,1.0063546487624,1.00306961358225,15000,5000,20,500
"339",100,1000,0.4,174.021991346963,0.34,0.82,116.576,181.941,283.984,0.319418,0.4368325,0.55753,1.00978805881951,0.999903062614563,15000,5000,20,500
"340",100,1000,0.4,32.1309751784429,0.46,0.94,28.0349,38.86535,50.4589,0.384333,0.4826755,0.585295,1.00271386677134,1.00463612281075,15000,5000,20,500
"341",100,1000,0.4,84.7608041437343,0.35,0.87,41.1838,62.4251,86.689,0.293374,0.386983,0.494741,1.00539221609817,1.00173157885186,15000,5000,20,500
"342",100,1000,0.4,222.743153939955,0.33,0.78,131.355,208.7385,313.595,0.321558,0.433641,0.572887,1.00216408002615,0.999595239760011,15000,5000,20,500
"343",100,1000,0.4,298.849296828266,0.33,0.76,146.961,277.653,625.332,0.296566,0.4649815,0.695395,1.07891790522519,1.08866837116002,35000,5000,20,1500
"344",100,1000,0.4,299.25903058378,0.28,0.72,108.999,183.4035,328.657,0.241228,0.353432,0.47826,1.05669046171862,1.01989243654191,15000,5000,20,500
"345",100,1000,0.4,69.5788256870583,0.41,0.95,57.8355,86.84465,117.883,0.352305,0.4544135,0.557238,1.00376169285169,1.00018776551085,15000,5000,20,500
"346",100,1000,0.4,25.9247305593453,0.34,0.97,19.9117,28.0068,40.1997,0.25962,0.3555105,0.440024,1.002564361045,1.0004445488812,15000,5000,20,500
"347",100,1000,0.4,278.339132918045,0.33,0.75,200.905,452.5305,956.325,0.350341,0.554347,0.905454,1.07504587690408,1.05576891479721,75000,5000,20,3500
"348",100,1000,0.4,172.291670721024,0.3,0.82,108.67,182.95,298.355,0.266559,0.3811935,0.505341,1.03936042241222,1.00755392715825,15000,5000,20,500
"349",100,1000,0.4,161.435233131051,0.35,0.83,88.4577,132.723,203.7,0.287722,0.392064,0.498897,1.01444050046334,1.00023659317279,15000,5000,20,500
"350",100,1000,0.4,203.988984662574,0.39,0.78,125.537,194.59,280.559,0.370723,0.490852,0.609945,1.0498001481952,1.01144650205347,15000,5000,20,500
"351",100,1000,0.4,194.66732241679,0.33,0.77,134.928,228.0115,441.99,0.310895,0.445944,0.613937,1.04277321918249,1.02309647358292,25000,5000,20,1000
"352",100,1000,0.4,67.472533301916,0.38,0.94,39.7976,58.11925,79.9981,0.311538,0.407447,0.508225,1.00099874141291,1.00088769051894,15000,5000,20,500
"353",100,1000,0.4,18.7031971220858,0.38,0.96,15.1819,20.86295,28.3971,0.295251,0.3893675,0.481819,1.00462841397225,1.00065613761562,15000,5000,20,500
"354",100,1000,0.4,39.0077201626264,0.32,0.93,41.2704,60.9622,88.8454,0.245303,0.3439175,0.441247,1.0008971034706,1.0006594767862,15000,5000,20,500
"355",100,1000,0.4,45.5290493112989,0.38,0.95,30.5132,44.28355,59.9177,0.303163,0.3996665,0.491194,0.999469768181199,0.999550600164033,15000,5000,20,500
"356",100,1000,0.4,218.478323465679,0.29,0.76,119.827,215.2505,392.896,0.258114,0.372103,0.535445,1.07954352643472,1.03051909933286,15000,5000,20,500
"357",100,1000,0.4,232.105737354141,0.32,0.82,149.587,278.73,520.919,0.311863,0.4611355,0.653243,1.02552241637728,1.01308251834016,15000,5000,20,500
"358",100,1000,0.4,234.659612867981,0.24,0.83,106.635,221.5715,487.276,0.197057,0.314282,0.456021,1.0988293310409,1.04714828210859,15000,5000,20,500
"359",100,1000,0.4,24.7225048998371,0.36,1,13.0676,18.6873,25.5228,0.268329,0.3616145,0.456248,1.00246267937682,1.00361376681504,15000,5000,20,500
"360",100,1000,0.4,244.395455592312,0.4,0.77,150.005,252.1905,435.64,0.397814,0.53608,0.722907,1.01548634714873,1.01646346087892,15000,5000,20,500
"361",100,1000,0.4,288.698527317028,0.33,0.69,190.644,391.936,674.974,0.353139,0.5184145,0.779118,1.08754530513655,1.08348318593512,15000,5000,20,500
"362",100,1000,0.4,57.0899820071645,0.38,0.94,35.0188,50.4166,68.401,0.299514,0.402312,0.503428,1.00228893517442,1.00117819087373,15000,5000,20,500
"363",100,1000,0.4,75.7779542799108,0.35,0.9,63.1405,93.6631,138.029,0.282284,0.3855985,0.487089,1.00142340859651,1.00046930398682,15000,5000,20,500
"364",100,1000,0.4,165.694063901901,0.3,0.77,94.8532,149.0825,232.905,0.251556,0.3603485,0.469791,1.02896480066206,1.00367522181562,15000,5000,20,500
"365",100,1000,0.4,36.8906662985682,0.4,1,28.4186,40.50965,55.1544,0.324893,0.4114315,0.514551,1.00114412973811,1.00366105385423,15000,5000,20,500
"366",100,1000,0.4,110.604484146461,0.36,0.88,100.039,154.8795,233.805,0.319452,0.42884,0.537495,1.02321639339973,1.01601339109219,15000,5000,20,500
"367",100,1000,0.4,156.841434685048,0.38,0.87,73.0251,106.5455,155.934,0.324076,0.428096,0.527498,1.00607227510441,1.00030750977429,15000,5000,20,500
"368",100,1000,0.4,160.780096873641,0.24,0.81,93.2332,169.4295,319.419,0.186579,0.300386,0.414664,1.0107041184344,1.00678844902293,15000,5000,20,500
"369",100,1000,0.4,89.5120516419411,0.38,0.92,46.8768,68.79335,96.1801,0.308194,0.4087905,0.514838,1.0001447782981,0.999258786727328,15000,5000,20,500
"370",100,1000,0.4,66.9877095008269,0.4,0.97,52.8651,74.12365,102.805,0.330358,0.4289605,0.524726,1.0050365475937,1.00249614304901,15000,5000,20,500
"371",100,1000,0.4,44.9437358626164,0.4,0.99,28.0744,39.43765,54.3747,0.318114,0.4128875,0.501764,0.999560498072025,1.00125912247848,15000,5000,20,500
"372",100,1000,0.4,297.537771328352,0.33,0.7,153.695,291.923,546.278,0.300662,0.458654,0.667116,1.0575615705203,1.06481913196676,55000,5000,20,2500
"373",100,1000,0.4,273.269914169796,0.29,0.69,184.193,480.367,1108.71,0.28718,0.5168285,0.882725,1.05512254580647,1.03829757926311,25000,5000,20,1000
"374",100,1000,0.4,114.426532564685,0.42,0.86,94.4668,140.0045,199.807,0.387611,0.491078,0.610597,1.00615121854345,1.00150678527908,15000,5000,20,500
"375",100,1000,0.4,269.840098228306,0.29,0.83,158.893,352.3565,760.96,0.259631,0.4391385,0.690359,1.02532450622505,1.07343505960536,25000,5000,20,1000
"376",100,1000,0.4,17.7790010697208,0.4,0.98,17.8871,24.4761,33.4176,0.303616,0.403729,0.497426,1.00043101123792,1.00042099358268,15000,5000,20,500
"377",100,1000,0.4,251.109285911079,0.28,0.83,148.422,325.2355,875.152,0.249619,0.4269905,0.738679,1.07507231747305,1.0832160202518,95000,5000,20,4500
"378",100,1000,0.4,12.6424183533527,0.42,0.99,10.424,13.6173,18.9165,0.323443,0.42317,0.519473,0.999984904508681,1.00131884692801,15000,5000,20,500
"379",100,1000,0.4,207.396549500991,0.44,0.85,167.557,273.7145,464.564,0.449312,0.6108055,0.810327,1.01646797767314,1.01220440693949,15000,5000,20,500
"380",100,1000,0.4,204.229958266951,0.31,0.87,101.415,163.716,284.279,0.269276,0.374017,0.507384,1.00225777848429,1.00198710969073,15000,5000,20,500
"381",100,1000,0.4,81.5252680750564,0.34,0.89,61.8925,92.5415,136.035,0.292376,0.380993,0.494938,1.00289164683562,1.00010438376362,15000,5000,20,500
"382",100,1000,0.4,130.867237956263,0.3,0.88,103.083,179.561,323.81,0.256433,0.368906,0.491532,1.09375729772872,1.01702239891492,15000,5000,20,500
"383",100,1000,0.4,197.650774926879,0.34,0.83,122.607,209.3545,356.544,0.319339,0.439462,0.593465,1.0542784884202,1.0276714513432,15000,5000,20,500
"384",100,1000,0.4,223.614906317089,0.27,0.75,140.849,299.1875,785.826,0.255004,0.40552,0.682231,1.0192771742933,1.01853526302828,25000,5000,20,1000
"385",100,1000,0.4,298.46355533693,0.28,0.76,179.766,336.364,636.209,0.289359,0.427217,0.630959,1.08154040865476,1.06016498626145,25000,5000,20,1000
"386",100,1000,0.4,160.203584907576,0.45,0.85,115.229,169.264,243.282,0.433276,0.549655,0.667488,1.01330497434353,1.00155481557193,15000,5000,20,500
"387",100,1000,0.4,200.434663987253,0.32,0.81,132.543,226.1245,407.313,0.305751,0.4435225,0.602548,1.05763490570302,1.03223821353879,25000,5000,20,1000
"388",100,1000,0.4,258.76011100132,0.28,0.67,122.797,219.151,376.566,0.244829,0.3668415,0.500263,1.0366156632358,1.0244677118471,25000,5000,20,1000
"389",100,1000,0.4,98.4963814960793,0.36,0.89,58.0734,83.59425,118.356,0.290997,0.396189,0.492218,1.004332746983,0.99926801361369,15000,5000,20,500
"390",100,1000,0.4,18.6279664980248,0.39,1,12.3278,18.0491,24.3311,0.305121,0.4005195,0.484395,1.00490292923971,1.00361940096368,15000,5000,20,500
"391",100,1000,0.4,150.758107923903,0.25,0.82,78.7286,123.72,194.109,0.187738,0.2876865,0.381763,0.999724799209998,1.00062109995781,15000,5000,20,500
"392",100,1000,0.4,72.5647529051639,0.43,0.88,57.1261,80.0183,113.239,0.356259,0.462303,0.561412,1.00339936199091,1.00134439778369,15000,5000,20,500
"393",100,1000,0.4,247.499442878179,0.36,0.73,125.527,214.7605,382.035,0.342536,0.472679,0.634121,1.04429630277709,1.03102438632916,15000,5000,20,500
"394",100,1000,0.4,26.7906353576109,0.36,0.97,18.2243,27.78145,38.9067,0.279146,0.3754795,0.468086,0.999509882003769,1.00038968447516,15000,5000,20,500
"395",100,1000,0.4,124.04703962151,0.36,0.9,94.5919,146.4085,208.617,0.315589,0.417547,0.535908,1.00066265556582,1.00309638336364,15000,5000,20,500
"396",100,1000,0.4,104.074950197246,0.37,0.89,64.7405,94.81115,134.085,0.294661,0.4045875,0.506723,0.999941912343726,0.999528066620915,15000,5000,20,500
"397",100,1000,0.4,274.764221343212,0.3,0.7,302.763,829.757,1399,0.396751,0.7008245,0.99973,1.02555239362743,1.01910049142196,25000,5000,20,1000
"398",100,1000,0.4,100.13295159908,0.29,0.85,39.1509,60.9029,90.0307,0.230235,0.3191425,0.424263,0.999556037265901,1.00042892267997,15000,5000,20,500
"399",100,1000,0.4,104.241472638678,0.42,0.93,78.4419,113.987,161.928,0.355442,0.4634555,0.572756,1.00335541817484,0.999987914053388,15000,5000,20,500
"400",100,1000,0.4,108.875393278431,0.31,0.93,70.4445,113.506,165.738,0.25334,0.348227,0.461295,1.00491718862596,1.0031365614103,15000,5000,20,500
"401",500,1000,0.4,167.898007626645,0.354,0.834,117.225,140.9435,167.9,0.359075,0.410511,0.461252,1.0253054095132,1.00060548201699,15000,5000,20,500
"402",500,1000,0.4,42.3400194686837,0.386,0.934,33.8777,39.10065,45.2619,0.365235,0.405655,0.45294,0.99948016859952,1.00082229234233,15000,5000,20,500
"403",500,1000,0.4,257.787202477921,0.284,0.762,226.64,310.302,403.067,0.335616,0.403501,0.47873,1.01997783985208,1.01614682591328,15000,5000,20,500
"404",500,1000,0.4,189.401454622857,0.33,0.822,146.415,183.026,224.005,0.360776,0.4079465,0.464852,1.04513180683787,1.01179714318841,15000,5000,20,500
"405",500,1000,0.4,167.92344200192,0.344,0.842,173.245,222.2155,279.323,0.379346,0.440303,0.499789,1.01806589560554,1.00533857746337,25000,5000,20,1000
"406",500,1000,0.4,30.2472366322763,0.394,0.974,23.1134,26.9568,30.6296,0.361271,0.4043655,0.446337,1.00044113692207,1.00366314806711,15000,5000,20,500
"407",500,1000,0.4,45.7875390490517,0.382,0.952,39.9623,46.9415,54.0082,0.361618,0.402838,0.448338,1.00205475952073,1.00103858991873,15000,5000,20,500
"408",500,1000,0.4,152.949149825145,0.346,0.862,142.801,177.868,214.529,0.367529,0.4167305,0.474637,1.00092593414686,0.9991110223985,15000,5000,20,500
"409",500,1000,0.4,183.118806136772,0.308,0.796,137.366,171.1885,203.749,0.321895,0.370265,0.422383,1.0133255876361,1.00679392688245,15000,5000,20,500
"410",500,1000,0.4,249.011124998797,0.282,0.754,170.464,230.504,327.901,0.316087,0.3697705,0.445087,1.01581810447767,1.00311522973976,15000,5000,20,500
"411",500,1000,0.4,213.382320262026,0.304,0.79,179.276,228.764,295.611,0.338549,0.3902755,0.458179,1.03478026194734,1.00905835425052,15000,5000,20,500
"412",500,1000,0.4,205.657785118092,0.358,0.796,155.335,189.635,232.13,0.388004,0.4403275,0.499096,1.00674511966631,1.00069727026257,15000,5000,20,500
"413",500,1000,0.4,181.203539320268,0.282,0.816,138.756,174.8305,210.578,0.296374,0.3447525,0.398772,1.022668769573,1.00690133519783,15000,5000,20,500
"414",500,1000,0.4,162.988334521651,0.318,0.844,157.285,189.4175,230.533,0.340741,0.3909565,0.445738,1.01524922782895,1.00500849399391,15000,5000,20,500
"415",500,1000,0.4,280.668209928554,0.27,0.726,253.947,326.5705,406.206,0.330083,0.395034,0.46214,1.08486007077668,1.02742391448164,15000,5000,20,500
"416",500,1000,0.4,186.115943375044,0.378,0.814,160.038,193.569,231.079,0.418205,0.469623,0.531137,1.01922440970658,1.00469833374278,15000,5000,20,500
"417",500,1000,0.4,43.8703324925154,0.39,0.948,35.9005,41.4951,47.7017,0.365406,0.4097435,0.45173,1.00000391071271,1.0022478062145,15000,5000,20,500
"418",500,1000,0.4,53.8179708854295,0.358,0.948,44.1781,52.08945,60.6632,0.33178,0.376289,0.417735,1.0066135518774,1.00028779961435,15000,5000,20,500
"419",500,1000,0.4,90.0394310220145,0.388,0.898,81.2739,96.17585,111.327,0.385742,0.430041,0.476398,1.00038492146219,0.999494556155512,15000,5000,20,500
"420",500,1000,0.4,92.3284610570408,0.37,0.9,73.6999,86.4246,101.221,0.359618,0.4032815,0.449041,1.00071602580345,1.00751803891601,15000,5000,20,500
"421",500,1000,0.4,247.407355732284,0.3,0.756,180.345,233.276,291.413,0.331149,0.389797,0.44637,1.02070986889452,1.00627746100142,15000,5000,20,500
"422",500,1000,0.4,149.046970927157,0.376,0.858,114.35,140.398,166.018,0.38642,0.4342685,0.485218,1.01337778458332,1.00786966452475,15000,5000,20,500
"423",500,1000,0.4,48.7236753525212,0.37,0.96,40.3118,47.0927,54.1755,0.34157,0.3888435,0.429077,1.00273370310978,0.999622475486191,15000,5000,20,500
"424",500,1000,0.4,186.518522955012,0.326,0.818,159.953,200.8605,251.3,0.34905,0.4066,0.461083,1.00358214799935,1.00197010074763,15000,5000,20,500
"425",500,1000,0.4,93.3721235697158,0.352,0.912,79.3608,92.8117,110.168,0.338803,0.3875525,0.431424,1.00795724251521,0.999503234406767,15000,5000,20,500
"426",500,1000,0.4,250.555212080944,0.254,0.734,187.623,248.428,327.666,0.28084,0.3357105,0.398959,1.06052491974383,1.02244173163164,25000,5000,20,1000
"427",500,1000,0.4,141.739654836711,0.304,0.87,122.728,151.758,182.79,0.313855,0.3576485,0.406797,1.0215359200256,1.00160002524997,15000,5000,20,500
"428",500,1000,0.4,210.672102228273,0.31,0.79,174.734,219.3765,266.545,0.333115,0.3905785,0.439421,1.03038237247016,1.00345248841102,15000,5000,20,500
"429",500,1000,0.4,92.4775712122209,0.374,0.894,80.3308,94.29305,109.773,0.366255,0.4147285,0.461156,0.999911842108608,1.00109507858685,15000,5000,20,500
"430",500,1000,0.4,260.099892574362,0.256,0.742,209.623,292.845,388.521,0.297945,0.3586615,0.426623,1.0864476780588,1.02668333102887,15000,5000,20,500
"431",500,1000,0.4,138.117520774249,0.314,0.856,110.531,137.4595,166.599,0.317723,0.3639895,0.410813,1.00405380193744,0.999829530443984,15000,5000,20,500
"432",500,1000,0.4,50.9224998462014,0.4,0.952,43.4928,50.04805,57.5699,0.37299,0.4190895,0.46163,1.00285721582236,0.999250932371525,15000,5000,20,500
"433",500,1000,0.4,260.958095197566,0.314,0.738,159.265,199.4395,248.951,0.34372,0.3974705,0.454564,1.00939215605751,1.00167925295779,15000,5000,20,500
"434",500,1000,0.4,145.640810455661,0.354,0.872,111.889,135.0055,161.82,0.359581,0.409755,0.461193,1.00975906427483,1.00029347889974,15000,5000,20,500
"435",500,1000,0.4,258.090062350966,0.314,0.782,201.028,261.289,335.779,0.361522,0.423027,0.48925,1.060071036901,1.00860415611568,15000,5000,20,500
"436",500,1000,0.4,269.560797945596,0.312,0.76,181.802,228.881,278.927,0.351088,0.4024375,0.462508,1.01503259257828,1.00182525989534,15000,5000,20,500
"437",500,1000,0.4,218.386244152207,0.3,0.778,178.028,223.3635,278.219,0.334292,0.387503,0.445459,1.02888115905217,1.00557303775666,15000,5000,20,500
"438",500,1000,0.4,251.612749730702,0.312,0.756,181.329,228.199,290.032,0.349118,0.4040525,0.464742,1.0135595462061,1.00420050300268,15000,5000,20,500
"439",500,1000,0.4,14.4414174440317,0.408,0.986,13.4042,15.43415,17.6664,0.370848,0.4136515,0.455917,0.999986829233005,0.999170436866529,15000,5000,20,500
"440",500,1000,0.4,143.612421441358,0.332,0.856,128.808,159.661,189.911,0.34755,0.396567,0.446167,1.00159055880685,1.00571918649083,15000,5000,20,500
"441",500,1000,0.4,28.3694381685928,0.364,0.976,23.6785,27.77155,31.8819,0.331193,0.376044,0.416317,1.00133323885636,1.00083964393388,15000,5000,20,500
"442",500,1000,0.4,174.632370371837,0.328,0.822,130.638,161.4505,192.264,0.340235,0.390105,0.44258,1.00936703932076,1.00104153188916,15000,5000,20,500
"443",500,1000,0.4,129.76248646155,0.358,0.87,120.734,146.1765,172.14,0.373749,0.421931,0.472758,1.00509145265603,1.00006998825344,15000,5000,20,500
"444",500,1000,0.4,248.938127222937,0.298,0.75,197.939,254.708,357.089,0.331996,0.397054,0.468574,1.00255723135987,1.00527807361696,15000,5000,20,500
"445",500,1000,0.4,30.8638836210594,0.386,0.978,22.5659,26.0879,30.0924,0.355111,0.397408,0.441175,1.00077915996185,1.00088150377047,15000,5000,20,500
"446",500,1000,0.4,63.3724545338191,0.394,0.932,50.2639,59.6102,67.5035,0.370252,0.4175675,0.461011,1.00471171527897,1.00100094069118,15000,5000,20,500
"447",500,1000,0.4,71.3712013163604,0.384,0.92,61.1214,71.64345,82.2159,0.369318,0.4130725,0.462656,1.00163315286942,1.00865364591145,15000,5000,20,500
"448",500,1000,0.4,230.011277464218,0.306,0.794,160.765,201.399,241.994,0.332258,0.381077,0.435817,1.03489855000157,1.00046292515784,15000,5000,20,500
"449",500,1000,0.4,170.484251640737,0.334,0.844,136.466,167.4485,201.914,0.355525,0.406084,0.457324,1.00285998888847,1.00417238253801,15000,5000,20,500
"450",500,1000,0.4,141.925968730357,0.32,0.868,103.909,124.75,152.929,0.320894,0.367417,0.417808,1.03109218175416,1.00037470062732,15000,5000,20,500
"451",500,1000,0.4,19.362672676798,0.388,0.972,16.5864,19.1337,21.9168,0.354377,0.3968545,0.441667,1.00167683993463,1.00049610681486,15000,5000,20,500
"452",500,1000,0.4,25.6798695749603,0.396,0.972,24.302,28.10915,31.8816,0.36186,0.4069195,0.449131,1.00155298352418,1.00035487580854,15000,5000,20,500
"453",500,1000,0.4,152.747168992646,0.386,0.848,110.36,130.859,155.603,0.390929,0.4419135,0.487945,1.01337984247214,1.00095547613163,15000,5000,20,500
"454",500,1000,0.4,146.801225291565,0.346,0.836,110.98,137.384,161.788,0.3534,0.4011925,0.449888,1.01161701834349,1.00139075862192,15000,5000,20,500
"455",500,1000,0.4,258.548378059641,0.314,0.752,206.641,270.392,349.533,0.362656,0.430141,0.499326,1.00741782746732,1.00248210387688,15000,5000,20,500
"456",500,1000,0.4,41.665197564289,0.364,0.958,43.1471,50.1302,58.3472,0.344891,0.387045,0.432001,0.999600955956042,0.999634380380113,15000,5000,20,500
"457",500,1000,0.4,298.87668438023,0.276,0.686,196.96,258.273,348.298,0.314179,0.3710495,0.441257,1.04752094023182,1.02116941375213,25000,5000,20,1000
"458",500,1000,0.4,230.616879048757,0.33,0.756,200.791,255.3085,325.274,0.385095,0.442041,0.510198,1.02434395389142,1.00529327220993,15000,5000,20,500
"459",500,1000,0.4,43.8416620437056,0.382,0.956,38.1965,44.7621,51.037,0.355421,0.4001505,0.444161,1.00203469535797,1.00103522788755,15000,5000,20,500
"460",500,1000,0.4,104.057348784991,0.334,0.888,82.0758,98.98055,116.993,0.327987,0.370866,0.416368,1.00816600987732,1.00071437631144,15000,5000,20,500
"461",500,1000,0.4,194.526885859668,0.306,0.788,145.347,182.3645,225.91,0.319297,0.3762065,0.425591,1.02348021125745,1.00186343315051,15000,5000,20,500
"462",500,1000,0.4,37.9908397421241,0.44,0.948,30.6096,35.5811,40.4578,0.408151,0.456944,0.498767,1.002331343471,0.999646268233794,15000,5000,20,500
"463",500,1000,0.4,194.543375000358,0.334,0.828,166.997,209.6025,255.797,0.370473,0.427766,0.483824,1.00549077546684,1.00404715648368,15000,5000,20,500
"464",500,1000,0.4,136.041277074255,0.332,0.866,113.156,137.76,167.063,0.338167,0.3847125,0.43623,1.00389074836055,1.0003274324264,15000,5000,20,500
"465",500,1000,0.4,127.675144150853,0.36,0.864,113.391,136.901,162.972,0.371924,0.4200625,0.46845,1.01782102976175,1.01518334531931,15000,5000,20,500
"466",500,1000,0.4,221.699371172581,0.284,0.77,195.665,256.529,323.884,0.325159,0.3823305,0.444806,1.0425308712235,1.02319425391215,15000,5000,20,500
"467",500,1000,0.4,77.5745556363836,0.368,0.914,65.7741,76.84595,90.268,0.356031,0.4011515,0.445356,1.00724510812121,1.00059047065769,15000,5000,20,500
"468",500,1000,0.4,258.698153363075,0.272,0.752,222.342,289.867,386.11,0.318226,0.3784975,0.444323,1.01400382012945,1.00550214285267,15000,5000,20,500
"469",500,1000,0.4,79.9609897495247,0.35,0.908,65.0752,78.0482,90.8106,0.337841,0.3812045,0.428759,1.00208772257299,1.00348184758117,15000,5000,20,500
"470",500,1000,0.4,149.336537828203,0.348,0.85,125.352,150.9715,180,0.365734,0.4151255,0.467769,1.00234172884107,0.9999839326574,15000,5000,20,500
