Replicate,N,LEN,PHI,delta,Pcap,Pstay,delta_lower,delta_med,delta_upper,phi_lower,phi_med,phi_upper,R_hat_delta,R_hat_phi,MCMCiter,Burn_in,N_thin,N_sample,model
597,1000,1000,0.4,82.46247986,0.336,0.923,66.1105,73.8406,83.0665,NA,NA,NA,1.000580907,NA,15000,5000,20,500,truncated
598,1000,1000,0.4,114.7197086,0.367,0.896,112.551,126.533,142.038,NA,NA,NA,0.999872683,NA,15000,5000,20,500,truncated
599,1000,1000,0.4,158.269959,0.344,0.847,142.945,164.854,190.234,NA,NA,NA,1.005164844,NA,15000,5000,20,500,truncated
600,1000,1000,0.4,229.8506369,0.304,0.767,181.664,210.5965,247.127,NA,NA,NA,1.003159878,NA,15000,5000,20,500,truncated
601,100,500,0.8,253.4354111,0.49,0.6,122.3,302.4465,1927.91,NA,NA,NA,0.999984114,NA,15000,5000,20,500,truncated
602,100,500,0.8,77.93939982,0.64,0.86,45.6507,63.15605,84.2771,NA,NA,NA,0.999709539,NA,15000,5000,20,500,truncated
603,100,500,0.8,139.8504691,0.55,0.73,106.969,186.9795,363.391,NA,NA,NA,1.007615454,NA,15000,5000,20,500,truncated
604,100,500,0.8,246.5931028,0.41,0.55,137.472,606.415,11072.4,NA,NA,NA,1.005402789,NA,15000,5000,20,500,truncated
605,100,500,0.8,172.1631417,0.6,0.74,79.4354,118.2815,172.326,NA,NA,NA,0.999830623,NA,15000,5000,20,500,truncated
606,100,500,0.8,117.649437,0.67,0.76,76.0668,116.609,169.265,NA,NA,NA,1.001148662,NA,15000,5000,20,500,truncated
607,100,500,0.8,261.1778213,0.42,0.49,114.542,328.3435,3268.8,NA,NA,NA,1.007248142,NA,15000,5000,20,500,truncated
608,100,500,0.8,55.02081227,0.76,0.9,40.7804,52.41645,67.7926,NA,NA,NA,1.000200608,NA,15000,5000,20,500,truncated
609,100,500,0.8,75.64292209,0.73,0.85,57.102,78.4369,103.427,NA,NA,NA,1.000836063,NA,15000,5000,20,500,truncated
610,100,500,0.8,81.75995258,0.66,0.87,67.0965,94.2052,130.419,NA,NA,NA,1.000427206,NA,15000,5000,20,500,truncated
611,100,500,0.8,40.13138514,0.71,0.93,36.537,48.7682,62.2282,NA,NA,NA,1.001251634,NA,15000,5000,20,500,truncated
612,100,500,0.8,216.7313847,0.49,0.65,90.1919,226.6095,726.088,NA,NA,NA,1.006442322,NA,15000,5000,20,500,truncated
613,100,500,0.8,21.23295228,0.74,0.97,15.7661,20.6533,25.8607,NA,NA,NA,1.001241124,NA,15000,5000,20,500,truncated
614,100,500,0.8,55.77823814,0.72,0.86,42.7206,56.1058,74.0788,NA,NA,NA,1.001733454,NA,15000,5000,20,500,truncated
615,100,500,0.8,71.36070459,0.75,0.85,56.6007,75.17545,101.347,NA,NA,NA,1.00201381,NA,15000,5000,20,500,truncated
616,100,500,0.8,290.6614693,0.35,0.42,101.011,302.002,4860.92,NA,NA,NA,1.002047317,NA,15000,5000,20,500,truncated
617,100,500,0.8,242.8377951,0.52,0.62,109.005,273.6445,1038.26,NA,NA,NA,1.003531827,NA,15000,5000,20,500,truncated
618,100,500,0.8,292.7042896,0.33,0.46,98.0519,295.0405,3004.09,NA,NA,NA,1.006810845,NA,15000,5000,20,500,truncated
619,100,500,0.8,81.20633891,0.59,0.8,58.2071,79.9099,110.484,NA,NA,NA,1.000376217,NA,15000,5000,20,500,truncated
620,100,500,0.8,152.3658135,0.57,0.71,103.164,186.6465,335.989,NA,NA,NA,1.003268995,NA,15000,5000,20,500,truncated
621,100,500,0.8,55.02754153,0.7,0.91,41.2526,56.6545,73.1953,NA,NA,NA,1.000121691,NA,15000,5000,20,500,truncated
622,100,500,0.8,239.8442748,0.38,0.49,111.557,508.026,12124.4,NA,NA,NA,1.000666897,NA,15000,5000,20,500,truncated
623,100,500,0.8,107.5976648,0.67,0.79,64.811,89.91495,122.458,NA,NA,NA,1.006362282,NA,15000,5000,20,500,truncated
624,100,500,0.8,284.0444965,0.43,0.54,168.669,735.227,12164.3,NA,NA,NA,1.001729919,NA,15000,5000,20,500,truncated
625,100,500,0.8,44.95606038,0.8,0.94,34.2481,44.42005,56.1677,NA,NA,NA,1.000439071,NA,15000,5000,20,500,truncated
626,100,500,0.8,192.9687578,0.49,0.68,127.868,465.8055,7309.77,NA,NA,NA,0.999432749,NA,15000,5000,20,500,truncated
627,100,500,0.8,208.9437201,0.52,0.68,119.087,250.7735,736.781,NA,NA,NA,0.999383061,NA,15000,5000,20,500,truncated
628,100,500,0.8,152.8841566,0.51,0.65,94.6644,169.6985,314.917,NA,NA,NA,1.010667413,NA,15000,5000,20,500,truncated
629,100,500,0.8,179.5584606,0.54,0.66,99.0405,176.8615,337.916,NA,NA,NA,1.012304442,NA,15000,5000,20,500,truncated
630,100,500,0.8,252.3850302,0.47,0.57,156.334,927.9265,14266.8,NA,NA,NA,1.003474388,NA,15000,5000,20,500,truncated
631,100,500,0.8,24.56990986,0.78,0.99,18.3767,23.29075,29.2445,NA,NA,NA,1.001970705,NA,15000,5000,20,500,truncated
632,100,500,0.8,60.56722151,0.69,0.88,29.4819,39.386,50.1033,NA,NA,NA,1.000993649,NA,15000,5000,20,500,truncated
633,100,500,0.8,174.8568797,0.58,0.69,95.8437,147.893,244.77,NA,NA,NA,1.001232942,NA,15000,5000,20,500,truncated
634,100,500,0.8,225.3609235,0.46,0.56,63.6958,102.098,150.57,NA,NA,NA,1.002018043,NA,15000,5000,20,500,truncated
635,100,500,0.8,281.7633219,0.41,0.55,127.356,540.3065,10783.5,NA,NA,NA,1.001213653,NA,15000,5000,20,500,truncated
636,100,500,0.8,178.8867941,0.56,0.63,107.78,206.541,434.419,NA,NA,NA,1.003487729,NA,15000,5000,20,500,truncated
637,100,500,0.8,172.6803492,0.53,0.66,102.933,254.113,699.022,NA,NA,NA,1.001678749,NA,15000,5000,20,500,truncated
638,100,500,0.8,68.09541841,0.66,0.86,50.1438,68.7947,91.2969,NA,NA,NA,1.001868474,NA,15000,5000,20,500,truncated
639,100,500,0.8,286.893491,0.4,0.49,101.108,232.936,762.729,NA,NA,NA,0.999372626,NA,15000,5000,20,500,truncated
640,100,500,0.8,13.3706328,0.7,0.97,9.55515,12.48425,15.8849,NA,NA,NA,1.000334494,NA,15000,5000,20,500,truncated
641,100,500,0.8,92.52117937,0.6,0.81,64.7872,96.2485,135.511,NA,NA,NA,0.999167965,NA,15000,5000,20,500,truncated
642,100,500,0.8,175.6776068,0.64,0.8,94.4536,145.0185,231.107,NA,NA,NA,1.00351447,NA,15000,5000,20,500,truncated
643,100,500,0.8,276.9694478,0.42,0.57,96.4579,202.294,470.365,NA,NA,NA,1.013842801,NA,15000,5000,20,500,truncated
644,100,500,0.8,234.3532932,0.44,0.61,93.7908,201.457,467.541,NA,NA,NA,1.010929128,NA,15000,5000,20,500,truncated
645,100,500,0.8,226.4584575,0.42,0.51,96.8284,294.7185,3858.09,NA,NA,NA,1.002949963,NA,15000,5000,20,500,truncated
646,100,500,0.8,99.07269684,0.63,0.85,78.3393,115.655,170.681,NA,NA,NA,1.000367878,NA,15000,5000,20,500,truncated
647,100,500,0.8,132.8560712,0.57,0.77,83.3683,132.204,202.983,NA,NA,NA,1.004264339,NA,15000,5000,20,500,truncated
648,100,500,0.8,171.6009058,0.49,0.65,103.656,219.424,600.13,NA,NA,NA,1.005414908,NA,15000,5000,20,500,truncated
649,100,500,0.8,260.8285576,0.48,0.53,117.938,343.8345,2638.13,NA,NA,NA,1.003571112,NA,15000,5000,20,500,truncated
650,100,500,0.8,30.39532317,0.81,0.94,23.057,29.90475,37.1107,NA,NA,NA,1.001021346,NA,15000,5000,20,500,truncated
651,100,500,0.8,248.4692597,0.51,0.63,110.801,275.9115,1030.96,NA,NA,NA,0.999955184,NA,15000,5000,20,500,truncated
652,100,500,0.8,129.8426412,0.55,0.68,82.2718,130.8425,202.583,NA,NA,NA,1.00252444,NA,15000,5000,20,500,truncated
653,100,500,0.8,78.13002053,0.74,0.88,65.2247,89.8828,123.104,NA,NA,NA,1.000490629,NA,15000,5000,20,500,truncated
654,100,500,0.8,195.8189971,0.48,0.59,94.1355,162.363,300.307,NA,NA,NA,1.000812683,NA,15000,5000,20,500,truncated
655,100,500,0.8,209.7949672,0.45,0.5,140.719,519.387,8352.61,NA,NA,NA,1.000182303,NA,15000,5000,20,500,truncated
656,100,500,0.8,150.8523523,0.46,0.62,87.4655,162.4965,293.7,NA,NA,NA,1.002319034,NA,15000,5000,20,500,truncated
657,100,500,0.8,94.47794379,0.66,0.81,84.7843,126.931,185.335,NA,NA,NA,1.00366641,NA,15000,5000,20,500,truncated
658,100,500,0.8,226.3949468,0.53,0.63,112.3,220.4495,492.601,NA,NA,NA,1.009194465,NA,15000,5000,20,500,truncated
659,100,500,0.8,64.02639236,0.69,0.83,53.3436,72.4691,94.7201,NA,NA,NA,0.999378989,NA,15000,5000,20,500,truncated
660,100,500,0.8,172.7980716,0.57,0.7,109.778,191.149,342.9,NA,NA,NA,1.004062104,NA,15000,5000,20,500,truncated
661,100,500,0.8,105.5261397,0.6,0.78,59.3189,88.70475,124.849,NA,NA,NA,1.003752038,NA,15000,5000,20,500,truncated
662,100,500,0.8,133.5799591,0.52,0.69,80.7352,137.7415,224.237,NA,NA,NA,1.000026192,NA,15000,5000,20,500,truncated
663,100,500,0.8,91.80277807,0.59,0.79,66.5873,96.0173,136.494,NA,NA,NA,0.999474997,NA,15000,5000,20,500,truncated
664,100,500,0.8,147.8863911,0.62,0.72,85.3568,125.9055,190.19,NA,NA,NA,0.999717107,NA,15000,5000,20,500,truncated
665,100,500,0.8,175.0678578,0.58,0.69,116.935,228.1365,516.521,NA,NA,NA,1.005460952,NA,15000,5000,20,500,truncated
666,100,500,0.8,218.6540884,0.46,0.6,82.7481,139.539,230.679,NA,NA,NA,1.004267508,NA,15000,5000,20,500,truncated
667,100,500,0.8,222.4576669,0.45,0.57,111.033,299.9205,1900.91,NA,NA,NA,0.999150555,NA,15000,5000,20,500,truncated
668,100,500,0.8,34.85601081,0.74,0.94,24.2437,32.78215,40.9403,NA,NA,NA,0.999807347,NA,15000,5000,20,500,truncated
669,100,500,0.8,179.8597455,0.5,0.61,139.789,390.841,4818.53,NA,NA,NA,1.000955202,NA,15000,5000,20,500,truncated
670,100,500,0.8,148.7131258,0.59,0.7,93.3448,161.217,259.825,NA,NA,NA,1.002803245,NA,15000,5000,20,500,truncated
671,100,500,0.8,213.1367004,0.48,0.67,115.118,371.9185,4823.33,NA,NA,NA,1.000016339,NA,15000,5000,20,500,truncated
672,100,500,0.8,115.9672196,0.65,0.79,93.5148,147.141,236.457,NA,NA,NA,1.002778787,NA,15000,5000,20,500,truncated
673,100,500,0.8,49.69976722,0.72,0.96,33.2831,44.8677,57.7382,NA,NA,NA,1.003846455,NA,15000,5000,20,500,truncated
674,100,500,0.8,127.0171684,0.59,0.72,61.2808,90.2637,124.619,NA,NA,NA,1.00025064,NA,15000,5000,20,500,truncated
675,100,500,0.8,29.72641994,0.76,0.98,21.9506,27.9003,35.6424,NA,NA,NA,1.000492164,NA,15000,5000,20,500,truncated
676,100,500,0.8,283.05586,0.46,0.52,102.194,270.716,1153.97,NA,NA,NA,1.002386515,NA,15000,5000,20,500,truncated
677,100,500,0.8,149.4908856,0.63,0.72,90.9882,142.1775,221.918,NA,NA,NA,1.00142974,NA,15000,5000,20,500,truncated
678,100,500,0.8,211.7103411,0.49,0.68,112.143,273.213,1518.68,NA,NA,NA,1.002625817,NA,15000,5000,20,500,truncated
679,100,500,0.8,240.077195,0.54,0.67,111.899,271.28,1004.85,NA,NA,NA,1.016691349,NA,15000,5000,20,500,truncated
680,100,500,0.8,221.1328529,0.53,0.66,94.6443,236.9,653.387,NA,NA,NA,1.017282098,NA,15000,5000,20,500,truncated
681,100,500,0.8,77.06660364,0.71,0.9,63.4908,84.8412,117.017,NA,NA,NA,1.00119465,NA,15000,5000,20,500,truncated
682,100,500,0.8,272.7880901,0.42,0.52,93.6097,243.953,1008.97,NA,NA,NA,1.004122771,NA,15000,5000,20,500,truncated
683,100,500,0.8,31.27675656,0.7,0.9,28.6812,37.4125,47.8973,NA,NA,NA,1.001470118,NA,15000,5000,20,500,truncated
684,100,500,0.8,75.06097308,0.71,0.84,58.3205,81.3755,109.098,NA,NA,NA,1.001020773,NA,15000,5000,20,500,truncated
685,100,500,0.8,149.5974181,0.52,0.67,76.9683,116.89,180.389,NA,NA,NA,0.999770749,NA,15000,5000,20,500,truncated
686,100,500,0.8,82.54809479,0.71,0.87,52.0573,71.6825,94.3371,NA,NA,NA,1.002589291,NA,15000,5000,20,500,truncated
687,100,500,0.8,226.6158326,0.57,0.67,81.0038,126.9195,195.627,NA,NA,NA,0.999844194,NA,15000,5000,20,500,truncated
688,100,500,0.8,160.3970336,0.59,0.72,89.7478,144.951,234.354,NA,NA,NA,1.000373423,NA,15000,5000,20,500,truncated
689,100,500,0.8,41.63447792,0.73,0.94,30.6709,39.5863,51.5953,NA,NA,NA,1.001176764,NA,15000,5000,20,500,truncated
690,100,500,0.8,19.04378908,0.82,0.98,14.8299,18.76115,23.2067,NA,NA,NA,1.00040325,NA,15000,5000,20,500,truncated
691,100,500,0.8,141.4816082,0.69,0.83,110.562,173.632,281.316,NA,NA,NA,0.999745933,NA,15000,5000,20,500,truncated
692,100,500,0.8,34.73696493,0.79,0.92,26.7161,33.9945,43.1391,NA,NA,NA,1.001058423,NA,15000,5000,20,500,truncated
693,100,500,0.8,162.3770438,0.57,0.72,123.478,208.1855,458.407,NA,NA,NA,1.026138535,NA,15000,5000,20,500,truncated
694,100,500,0.8,129.9431123,0.62,0.75,77.9058,115.426,172.646,NA,NA,NA,1.000126801,NA,15000,5000,20,500,truncated
695,100,500,0.8,158.0587595,0.64,0.77,97.3936,155.222,248.697,NA,NA,NA,1.000876606,NA,15000,5000,20,500,truncated
696,100,500,0.8,269.2124087,0.4,0.54,115.931,414.9905,6786.76,NA,NA,NA,0.999443554,NA,15000,5000,20,500,truncated
697,100,500,0.8,69.55466178,0.64,0.81,43.2496,57.30925,76.6615,NA,NA,NA,1.000105565,NA,15000,5000,20,500,truncated
698,100,500,0.8,115.0970761,0.62,0.81,64.8836,92.06905,131.383,NA,NA,NA,1.000185037,NA,15000,5000,20,500,truncated
699,100,500,0.8,195.962778,0.47,0.58,96.0606,172.0005,324.658,NA,NA,NA,0.999376655,NA,15000,5000,20,500,truncated
700,100,500,0.8,113.2039151,0.53,0.74,86.6571,142.463,232.479,NA,NA,NA,0.999630152,NA,15000,5000,20,500,truncated
701,500,500,0.8,228.2372429,0.486,0.604,184.435,270.623,385.879,NA,NA,NA,1.003069205,NA,15000,5000,20,500,truncated
702,500,500,0.8,20.73239477,0.768,0.962,18.5084,20.6271,22.7589,NA,NA,NA,1.000807478,NA,15000,5000,20,500,truncated
703,500,500,0.8,74.54822723,0.682,0.862,64.2339,72.72665,83.2951,NA,NA,NA,1.000201141,NA,15000,5000,20,500,truncated
704,500,500,0.8,56.24447365,0.708,0.872,50.6243,57.18655,63.9404,NA,NA,NA,1.000290922,NA,15000,5000,20,500,truncated
705,500,500,0.8,185.9442263,0.544,0.676,130.134,163.778,205.323,NA,NA,NA,1.000896656,NA,15000,5000,20,500,truncated
706,500,500,0.8,78.6434844,0.688,0.83,70.8049,81.7414,93.6254,NA,NA,NA,1.001018542,NA,15000,5000,20,500,truncated
707,500,500,0.8,54.82257702,0.708,0.89,43.7262,49.45045,55.8883,NA,NA,NA,1.003676604,NA,15000,5000,20,500,truncated
708,500,500,0.8,220.6144329,0.468,0.578,170.393,242.1955,339.239,NA,NA,NA,1.000859331,NA,15000,5000,20,500,truncated
709,500,500,0.8,104.4961529,0.662,0.806,91.5508,110.0425,127.624,NA,NA,NA,1.000253686,NA,15000,5000,20,500,truncated
710,500,500,0.8,275.6969004,0.444,0.534,178.299,268.9475,391.228,NA,NA,NA,0.999925885,NA,15000,5000,20,500,truncated
711,500,500,0.8,145.9463254,0.56,0.714,105.26,128.708,152.091,NA,NA,NA,1.001893567,NA,15000,5000,20,500,truncated
712,500,500,0.8,61.37591863,0.668,0.872,50.8174,58.2936,65.6175,NA,NA,NA,0.999884683,NA,15000,5000,20,500,truncated
713,500,500,0.8,281.7935185,0.42,0.52,218.953,375.8495,670.571,NA,NA,NA,1.000919917,NA,15000,5000,20,500,truncated
714,500,500,0.8,232.5640051,0.462,0.58,155.051,206.7755,271.789,NA,NA,NA,1.003358781,NA,15000,5000,20,500,truncated
715,500,500,0.8,163.9455702,0.558,0.706,127.551,159.663,199.336,NA,NA,NA,0.99991233,NA,15000,5000,20,500,truncated
716,500,500,0.8,150.2707168,0.57,0.724,139.987,175.1505,220.368,NA,NA,NA,1.00037135,NA,15000,5000,20,500,truncated
717,500,500,0.8,261.7651115,0.464,0.568,175.619,254.2035,361.411,NA,NA,NA,1.002076554,NA,15000,5000,20,500,truncated
718,500,500,0.8,139.0431108,0.608,0.748,121.167,147.576,178.136,NA,NA,NA,1.003790398,NA,15000,5000,20,500,truncated
719,500,500,0.8,255.8249894,0.438,0.54,174.126,234.623,332.458,NA,NA,NA,1.000159747,NA,15000,5000,20,500,truncated
720,500,500,0.8,249.451112,0.468,0.584,181.821,245.5185,342.83,NA,NA,NA,1.001366209,NA,15000,5000,20,500,truncated
721,500,500,0.8,233.3669291,0.448,0.562,165.184,235.412,325.423,NA,NA,NA,1.007247218,NA,15000,5000,20,500,truncated
722,500,500,0.8,59.85074861,0.712,0.892,54.4437,62.45915,70.084,NA,NA,NA,1.004702665,NA,15000,5000,20,500,truncated
723,500,500,0.8,170.7313309,0.6,0.736,154.181,202.2725,257.98,NA,NA,NA,1.005008144,NA,15000,5000,20,500,truncated
724,500,500,0.8,257.0599842,0.488,0.58,188.981,276.2995,403.497,NA,NA,NA,0.999234501,NA,15000,5000,20,500,truncated
725,500,500,0.8,38.52471038,0.766,0.93,33.5575,37.54335,41.8549,NA,NA,NA,1.003040627,NA,15000,5000,20,500,truncated
726,500,500,0.8,211.9922568,0.492,0.598,135.508,177.588,224.419,NA,NA,NA,1.000975098,NA,15000,5000,20,500,truncated
727,500,500,0.8,40.84617947,0.728,0.916,40.174,44.8625,50.3112,NA,NA,NA,1.000218167,NA,15000,5000,20,500,truncated
728,500,500,0.8,229.6659988,0.454,0.594,142.822,189.843,247.948,NA,NA,NA,1.000650924,NA,15000,5000,20,500,truncated
729,500,500,0.8,194.0862898,0.522,0.64,132.5,168.4995,213.893,NA,NA,NA,1.002104262,NA,15000,5000,20,500,truncated
730,500,500,0.8,121.8204965,0.604,0.766,93.7448,110.796,130.728,NA,NA,NA,1.00783041,NA,15000,5000,20,500,truncated
731,500,500,0.8,13.25991962,0.788,0.972,12.0669,13.32395,14.7121,NA,NA,NA,0.999607627,NA,15000,5000,20,500,truncated
732,500,500,0.8,233.4884238,0.462,0.588,181.096,254.7825,352.467,NA,NA,NA,0.999897999,NA,15000,5000,20,500,truncated
733,500,500,0.8,130.5218316,0.608,0.764,109.937,134.139,159.286,NA,NA,NA,1.000180296,NA,15000,5000,20,500,truncated
734,500,500,0.8,120.2874214,0.578,0.764,100.455,118.949,142.302,NA,NA,NA,1.000885558,NA,15000,5000,20,500,truncated
735,500,500,0.8,287.5819142,0.442,0.546,222.778,350.4675,593.398,NA,NA,NA,1.003738774,NA,15000,5000,20,500,truncated
736,500,500,0.8,82.93232294,0.658,0.834,62.2124,72.29355,82.4028,NA,NA,NA,1.002798587,NA,15000,5000,20,500,truncated
737,500,500,0.8,121.9525828,0.626,0.792,113.918,136.7165,163.974,NA,NA,NA,1.003798762,NA,15000,5000,20,500,truncated
738,500,500,0.8,177.3999305,0.528,0.666,123.735,153.031,188.806,NA,NA,NA,1.003773913,NA,15000,5000,20,500,truncated
739,500,500,0.8,94.98276282,0.65,0.816,87.8391,104.603,122.002,NA,NA,NA,1.000941925,NA,15000,5000,20,500,truncated
740,500,500,0.8,284.5786961,0.378,0.49,184.816,273.5865,435.045,NA,NA,NA,1.003396207,NA,15000,5000,20,500,truncated
741,500,500,0.8,114.2005544,0.602,0.77,103.921,127.1065,150.589,NA,NA,NA,1.000619908,NA,15000,5000,20,500,truncated
742,500,500,0.8,254.7224634,0.458,0.572,175.929,236.623,331.697,NA,NA,NA,1.001490775,NA,15000,5000,20,500,truncated
743,500,500,0.8,259.8875064,0.456,0.568,200.417,313.758,496.384,NA,NA,NA,1.001833947,NA,15000,5000,20,500,truncated
744,500,500,0.8,183.0429587,0.534,0.658,142.333,177.866,225.601,NA,NA,NA,1.001572889,NA,15000,5000,20,500,truncated
745,500,500,0.8,157.0408067,0.584,0.726,132.613,166.631,207.37,NA,NA,NA,1.000504052,NA,15000,5000,20,500,truncated
746,500,500,0.8,89.98692685,0.648,0.826,80.6371,93.76375,108.99,NA,NA,NA,1.002018958,NA,15000,5000,20,500,truncated
747,500,500,0.8,12.54360991,0.772,0.974,12.2895,13.45605,14.9973,NA,NA,NA,1.004298048,NA,15000,5000,20,500,truncated
748,500,500,0.8,281.3528198,0.428,0.54,318.635,1099.715,10066,NA,NA,NA,1.002501985,NA,15000,5000,20,500,truncated
749,500,500,0.8,203.1768218,0.526,0.632,145.391,183.753,237.585,NA,NA,NA,1.008092178,NA,15000,5000,20,500,truncated
750,500,500,0.8,179.7703358,0.538,0.686,164.284,223.206,289.21,NA,NA,NA,1.000777663,NA,15000,5000,20,500,truncated
751,500,500,0.8,201.674832,0.494,0.628,160.677,212.0815,286.232,NA,NA,NA,1.002048397,NA,15000,5000,20,500,truncated
752,500,500,0.8,153.6471424,0.554,0.69,129.563,163.8805,201.882,NA,NA,NA,1.001941264,NA,15000,5000,20,500,truncated
753,500,500,0.8,21.39900221,0.764,0.958,19.999,22.4512,24.7725,NA,NA,NA,1.000004965,NA,15000,5000,20,500,truncated
754,500,500,0.8,50.58663732,0.736,0.91,41.4511,46.73665,52.4319,NA,NA,NA,1.002890309,NA,15000,5000,20,500,truncated
755,500,500,0.8,216.6233754,0.534,0.662,148.029,187.568,239.353,NA,NA,NA,1.002898303,NA,15000,5000,20,500,truncated
756,500,500,0.8,33.81705848,0.742,0.924,28.6781,32.41485,35.8432,NA,NA,NA,1.001971166,NA,15000,5000,20,500,truncated
757,500,500,0.8,94.11815361,0.634,0.814,78.2615,90.5505,105.379,NA,NA,NA,0.99914959,NA,15000,5000,20,500,truncated
758,500,500,0.8,184.2347832,0.538,0.646,168.399,219.6665,299.073,NA,NA,NA,0.999668423,NA,15000,5000,20,500,truncated
759,500,500,0.8,197.0476562,0.5,0.638,151.18,194.5265,252.978,NA,NA,NA,1.002800392,NA,15000,5000,20,500,truncated
760,500,500,0.8,229.2629057,0.476,0.612,174.727,249.424,347.503,NA,NA,NA,1.004941628,NA,15000,5000,20,500,truncated
761,500,500,0.8,177.1172547,0.488,0.628,178.781,253.7895,353.511,NA,NA,NA,0.999694621,NA,15000,5000,20,500,truncated
762,500,500,0.8,105.0314565,0.612,0.79,95.9571,113.727,135.153,NA,NA,NA,1.000896045,NA,15000,5000,20,500,truncated
763,500,500,0.8,147.9315185,0.532,0.686,126.269,156.672,194.491,NA,NA,NA,0.999887919,NA,15000,5000,20,500,truncated
764,500,500,0.8,44.23690487,0.706,0.886,42.9121,48.27065,54.3829,NA,NA,NA,0.999421644,NA,15000,5000,20,500,truncated
765,500,500,0.8,88.3438058,0.616,0.804,75.1577,86.1144,99.8995,NA,NA,NA,1.001900926,NA,15000,5000,20,500,truncated
766,500,500,0.8,244.1842415,0.42,0.554,152.335,210.265,294.146,NA,NA,NA,1.000341711,NA,15000,5000,20,500,truncated
767,500,500,0.8,199.8658768,0.514,0.626,133.184,168.572,210.771,NA,NA,NA,1.000997223,NA,15000,5000,20,500,truncated
768,500,500,0.8,204.6928543,0.516,0.672,133.59,175.7795,220.08,NA,NA,NA,0.999860981,NA,15000,5000,20,500,truncated
769,500,500,0.8,238.3424224,0.486,0.604,154.118,205.1785,272.274,NA,NA,NA,0.999635882,NA,15000,5000,20,500,truncated
770,500,500,0.8,249.8155747,0.48,0.598,178.064,251.765,353.257,NA,NA,NA,1.000506561,NA,15000,5000,20,500,truncated
771,500,500,0.8,83.16295342,0.666,0.83,69.0256,79.39635,91.9338,NA,NA,NA,1.001268667,NA,15000,5000,20,500,truncated
772,500,500,0.8,269.7869409,0.414,0.538,200.986,317.0465,502.39,NA,NA,NA,1.004019662,NA,15000,5000,20,500,truncated
773,500,500,0.8,112.7341177,0.66,0.79,88.1503,103.7935,120.569,NA,NA,NA,1.000725152,NA,15000,5000,20,500,truncated
774,500,500,0.8,96.62673031,0.628,0.814,80.64,93.386,109.387,NA,NA,NA,0.999985376,NA,15000,5000,20,500,truncated
775,500,500,0.8,106.5615023,0.642,0.79,106.888,128.142,152.443,NA,NA,NA,0.9991456,NA,15000,5000,20,500,truncated
776,500,500,0.8,66.36034114,0.692,0.864,65.2401,73.7198,84.3131,NA,NA,NA,1.000266856,NA,15000,5000,20,500,truncated
777,500,500,0.8,106.234564,0.658,0.792,82.9615,96.73895,111.06,NA,NA,NA,1.00178516,NA,15000,5000,20,500,truncated
778,500,500,0.8,292.7990237,0.438,0.536,184.896,265.191,397.848,NA,NA,NA,1.001405802,NA,15000,5000,20,500,truncated
779,500,500,0.8,78.29902869,0.664,0.83,67.8983,76.88615,88.1443,NA,NA,NA,1.000392896,NA,15000,5000,20,500,truncated
780,500,500,0.8,188.4475746,0.502,0.648,165.747,214.983,285.526,NA,NA,NA,1.001713633,NA,15000,5000,20,500,truncated
781,500,500,0.8,181.9626703,0.49,0.646,134.178,173.446,220.093,NA,NA,NA,1.000436817,NA,15000,5000,20,500,truncated
782,500,500,0.8,151.4165129,0.578,0.712,118.726,149.125,180.796,NA,NA,NA,1.0027614,NA,15000,5000,20,500,truncated
783,500,500,0.8,14.34463523,0.768,0.972,13.4169,15.15985,16.6907,NA,NA,NA,1.000255396,NA,15000,5000,20,500,truncated
784,500,500,0.8,113.2549523,0.62,0.772,102.395,122.0075,144.412,NA,NA,NA,1.000337992,NA,15000,5000,20,500,truncated
785,500,500,0.8,51.22922023,0.732,0.904,42.776,48.33245,53.7794,NA,NA,NA,1.001025958,NA,15000,5000,20,500,truncated
786,500,500,0.8,182.0229577,0.498,0.654,151.776,199.22,258.852,NA,NA,NA,1.001626146,NA,15000,5000,20,500,truncated
787,500,500,0.8,202.105863,0.524,0.652,173.461,232.3135,318.695,NA,NA,NA,0.999397499,NA,15000,5000,20,500,truncated
788,500,500,0.8,98.00311799,0.662,0.814,88.881,102.6525,121.07,NA,NA,NA,1.00453404,NA,15000,5000,20,500,truncated
