"","N","LEN","PHI","delta","Pcap","Pstay","delta_lower","delta_med","delta_upper","R_hat_delta","MCMCiter","Burn_in","N_thin","N_sample"
"235",1000,500,0.4,189.919498362578,0.249,0.637,152.878,193.106,256.709,1.00182661962608,15000,5000,20,500
"236",1000,500,0.4,43.9158890373074,0.359,0.905,34.9471,39.27345,43.6699,1.00382660679556,15000,5000,20,500
"237",1000,500,0.4,168.734834149946,0.273,0.679,124.12,156.64,193.703,1.00497333286657,15000,5000,20,500
"238",1000,500,0.4,282.950100440066,0.23,0.564,186.43,266.063,397.952,1.00391884796594,15000,5000,20,500
"239",1000,500,0.4,234.749321658164,0.224,0.58,154.621,207.3125,267.804,0.999343334015373,15000,5000,20,500
"240",1000,500,0.4,168.968026242219,0.273,0.677,145.512,184.717,238.266,1.00513250696207,15000,5000,20,500
"241",1000,500,0.4,161.23083808925,0.269,0.703,136.594,173.868,217.833,1.00075028963293,15000,5000,20,500
"242",1000,500,0.4,24.9676978844218,0.395,0.954,22.3046,24.69715,27.4565,1.00124402523334,15000,5000,20,500
"243",1000,500,0.4,51.1551760789007,0.38,0.905,45.4835,50.38215,57.0137,1.00190491161935,15000,5000,20,500
"244",1000,500,0.4,18.152016561944,0.38,0.977,16.4384,18.3492,20.4369,0.999133943172367,15000,5000,20,500
"245",1000,500,0.4,61.4228172902949,0.359,0.867,49.1931,55.83455,62.9814,1.00140047595948,15000,5000,20,500
"246",1000,500,0.4,268.707154602744,0.212,0.515,175.838,247.6665,344.843,1.00407544173634,15000,5000,20,500
"247",1000,500,0.4,118.005106607452,0.295,0.767,88.5908,104.7055,122.451,1.00296937111162,15000,5000,20,500
"248",1000,500,0.4,63.8156451587565,0.341,0.863,51.4372,59.1479,66.2827,1.00236547411775,15000,5000,20,500
"249",1000,500,0.4,126.049858205952,0.313,0.751,95.5053,111.4265,131.259,1.00124456156895,15000,5000,20,500
"250",1000,500,0.4,151.810607502703,0.275,0.695,141.772,177.92,228.106,1.00130106495123,15000,5000,20,500
"251",1000,500,0.4,282.501802670304,0.213,0.523,149.299,212.8585,290.293,1.00325052386906,15000,5000,20,500
"252",1000,500,0.4,14.6609122492373,0.384,0.98,13.256,14.6884,16.3182,1.00168579152596,15000,5000,20,500
"253",1000,500,0.4,91.6629882971756,0.334,0.831,77.9294,90.25855,104.764,1.0007269899103,15000,5000,20,500
"254",1000,500,0.4,21.1817239853553,0.39,0.953,19.1945,21.40085,23.7745,1.00173485749491,15000,5000,20,500
"255",1000,500,0.4,298.487112496514,0.219,0.533,195.508,294.2015,439.634,1.00103448048045,15000,5000,20,500
"256",1000,500,0.4,76.8558210507035,0.332,0.859,67.7433,78.2787,89.4425,1.00168529552771,15000,5000,20,500
"257",1000,500,0.4,251.098793840501,0.251,0.589,208.624,305.4595,480.292,1.00244511943526,15000,5000,20,500
"258",1000,500,0.4,83.6026297858916,0.336,0.846,68.7145,79.49465,90.7147,1.00208183892087,15000,5000,20,500
"259",1000,500,0.4,209.629669878632,0.256,0.632,142.873,183.5735,238.757,1.00805239139311,15000,5000,20,500
"260",1000,500,0.4,216.526938511524,0.243,0.608,164.307,234.0505,317.762,1.00217926056638,15000,5000,20,500
"261",1000,500,0.4,69.4123775861226,0.32,0.848,61.1167,70.80325,80.2194,1.002169130893,15000,5000,20,500
"262",1000,500,0.4,150.816191821359,0.287,0.724,129.428,161.048,199.145,1.0000632865023,15000,5000,20,500
"263",1000,500,0.4,152.869333182462,0.306,0.72,127.469,153.193,189.851,1.00062212592213,15000,5000,20,500
"264",1000,500,0.4,237.135560973547,0.231,0.592,183.06,269.6115,389.396,1.00044506352042,15000,5000,20,500
"265",1000,500,0.4,125.47625240637,0.315,0.767,92.0398,109.0365,128.927,1.00062604962766,15000,5000,20,500
"266",1000,500,0.4,37.752946508117,0.39,0.935,35.6976,40.1481,44.6721,1.00515136563909,15000,5000,20,500
"267",1000,500,0.4,210.91175080277,0.218,0.602,164.325,228.4495,317.807,1.00436826334216,15000,5000,20,500
"268",1000,500,0.4,165.571503026877,0.3,0.695,136.976,170.1315,209.927,1.00378744048011,15000,5000,20,500
"269",1000,500,0.4,276.807354893535,0.2,0.524,228.811,538.4795,1951.42,1.00274672905835,15000,5000,20,500
"270",1000,500,0.4,166.328727623913,0.25,0.637,139.386,182.1625,230.754,1.00351271564265,15000,5000,20,500
"271",1000,500,0.4,161.465698825195,0.268,0.671,108.098,130.6605,160.926,1.00046307042194,15000,5000,20,500
"272",1000,500,0.4,243.319660699926,0.226,0.594,193.643,279.939,413.502,1.00001988113823,15000,5000,20,500
"273",1000,500,0.4,113.990339196753,0.324,0.783,97.8788,115.3985,137.456,1.00256591131668,15000,5000,20,500
"274",1000,500,0.4,183.321215591859,0.253,0.668,171.244,225.551,308.864,1.00425098627098,15000,5000,20,500
"275",1000,500,0.4,15.1859340025112,0.386,0.97,13.3362,14.82385,16.2543,0.999737231261107,15000,5000,20,500
"276",1000,500,0.4,166.495579634793,0.269,0.69,129.436,160.0185,200.06,1.00302826692406,15000,5000,20,500
"277",1000,500,0.4,23.2995188236237,0.387,0.949,22.752,25.31495,28.0105,1.00130557179091,15000,5000,20,500
"278",1000,500,0.4,121.3199465652,0.319,0.797,111.07,133.328,158.3,1.00315250211132,15000,5000,20,500
"279",1000,500,0.4,105.289388697129,0.329,0.785,85.3515,99.35455,114.65,1.00162827858155,15000,5000,20,500
"280",1000,500,0.4,176.863449052908,0.263,0.653,138.134,174.0345,223.319,1.00358363516053,15000,5000,20,500
"281",1000,500,0.4,34.6326218009926,0.365,0.936,29.4696,32.76295,36.7814,0.999314102330112,15000,5000,20,500
"282",1000,500,0.4,77.9299095552415,0.352,0.875,70.1543,82.0059,92.9808,1.00074100496737,15000,5000,20,500
"283",1000,500,0.4,295.440160913859,0.183,0.501,176.532,248.635,386.074,1.00055488702095,15000,5000,20,500
"284",1000,500,0.4,298.597794286907,0.204,0.509,179.048,247.0495,366.187,0.9995096155942,15000,5000,20,500
"285",1000,500,0.4,54.718547523953,0.342,0.885,48.7049,55.10665,62.1683,0.999854633526845,15000,5000,20,500
"286",1000,500,0.4,264.682347443886,0.222,0.539,185.383,273.9785,406.438,1.003374153431,15000,5000,20,500
"287",1000,500,0.4,124.129918944091,0.295,0.77,109.724,134.4685,162.318,1.00063351589287,15000,5000,20,500
"288",1000,500,0.4,31.7564753070474,0.42,0.931,28.0376,31.21635,34.4934,1.00153710262465,15000,5000,20,500
"289",1000,500,0.4,170.539457730483,0.255,0.673,126.482,160.6295,199.443,1.0009403770539,15000,5000,20,500
"290",1000,500,0.4,62.4960048636422,0.357,0.876,57.6061,65.291,73.2697,1.00080586896784,15000,5000,20,500
"291",1000,500,0.4,122.514327310491,0.321,0.749,110.017,131.8625,155.88,0.999838067160388,15000,5000,20,500
"292",1000,500,0.4,25.4383115773089,0.392,0.952,21.2216,23.7037,26.3642,0.999582051297147,15000,5000,20,500
"293",1000,500,0.4,235.821962109767,0.247,0.602,181.066,246.988,345.359,1.00004550984624,15000,5000,20,500
"294",1000,500,0.4,17.2726418194361,0.365,0.968,14.2416,15.8651,17.5894,0.99998908241726,15000,5000,20,500
"295",1000,500,0.4,93.036243012175,0.329,0.825,80.6354,92.26555,106.353,1.00074207898192,15000,5000,20,500
"296",1000,500,0.4,214.248955298681,0.237,0.629,140.43,183.9125,235.599,1.00145163882056,15000,5000,20,500
"297",1000,500,0.4,39.0359164797701,0.377,0.923,36.3031,40.64465,45.4611,1.00010960707047,15000,5000,20,500
"298",1000,500,0.4,270.774346587714,0.211,0.532,213.408,336.5215,546.34,1.00383478996191,15000,5000,20,500
"299",1000,500,0.4,232.935909694061,0.249,0.607,162.956,212.8545,278.958,1.0005449511197,15000,5000,20,500
"300",1000,500,0.4,131.744642979465,0.29,0.734,114.296,138.473,167.243,1.00304480996975,15000,5000,20,500
"301",100,1000,0.4,133.475822471082,0.3,0.83,138.202,260.617,503.17,1.00339585536077,15000,5000,20,500
"302",100,1000,0.4,205.547767395619,0.38,0.81,125.114,213.876,341.194,0.999522007913049,15000,5000,20,500
"303",100,1000,0.4,199.677831011359,0.38,0.86,155.372,293.3925,539.768,1.0049465086372,15000,5000,20,500
"304",100,1000,0.4,202.221494463738,0.3,0.82,134.054,242.8495,419.439,1.0013027421939,15000,5000,20,500
"305",100,1000,0.4,183.781358618289,0.38,0.83,122.589,203.917,324.082,1.00419895023855,15000,5000,20,500
"306",100,1000,0.4,107.77218706673,0.32,0.87,62.7624,93.3538,135.87,1.00016415298983,15000,5000,20,500
"307",100,1000,0.4,76.6448041680269,0.42,0.96,46.7319,66.0004,89.9239,1.00009372878656,15000,5000,20,500
"308",100,1000,0.4,118.733629155904,0.36,0.86,89.9245,142.4815,213.177,1.0045279643569,15000,5000,20,500
"309",100,1000,0.4,253.013432375155,0.27,0.68,173.206,833.9005,11710.5,1.00107602878022,15000,5000,20,500
"310",100,1000,0.4,13.2663735328242,0.43,1,8.67124,12.27065,16.3782,1.00212248041043,15000,5000,20,500
"311",100,1000,0.4,20.6307934550568,0.36,0.99,15.803,22.45295,30.9811,1.00043510364402,15000,5000,20,500
"312",100,1000,0.4,217.101394534111,0.22,0.8,190.3,784.396,11862.5,0.999085230833574,15000,5000,20,500
"313",100,1000,0.4,234.035556204617,0.33,0.76,159.932,331.7185,680.811,1.00653100846322,15000,5000,20,500
"314",100,1000,0.4,180.016241448466,0.36,0.84,120.423,208.5515,339.618,1.00230385650644,15000,5000,20,500
"315",100,1000,0.4,50.410633997526,0.32,0.92,31.656,46.2259,65.492,1.0000904894734,15000,5000,20,500
"316",100,1000,0.4,233.899096492678,0.24,0.7,108.449,201.0915,377.606,1.00789975447377,15000,5000,20,500
"317",100,1000,0.4,215.790307447314,0.33,0.81,113.04,188.453,300.8,0.999833156005965,15000,5000,20,500
"318",100,1000,0.4,169.013058622368,0.27,0.81,90.8281,166.8095,286.455,1.00295225726267,15000,5000,20,500
"319",100,1000,0.4,77.2699381946586,0.36,0.94,46.1952,66.90545,94.3116,1.00057286592647,15000,5000,20,500
"320",100,1000,0.4,107.973212006036,0.37,0.94,81.2039,130.5635,189.264,1.00102550432877,15000,5000,20,500
"321",100,1000,0.4,139.357456848957,0.35,0.91,88.4749,137.626,203.697,1.00317513570612,15000,5000,20,500
"322",100,1000,0.4,197.644993383437,0.25,0.75,93.4131,155.376,270.746,0.999870646525539,15000,5000,20,500
"323",100,1000,0.4,181.039831892122,0.35,0.85,96.9595,151.585,232.223,0.999954339428805,15000,5000,20,500
"324",100,1000,0.4,171.649486725219,0.36,0.88,110.802,172.307,256.732,1.00099463475008,15000,5000,20,500
"325",100,1000,0.4,254.616566135082,0.28,0.7,146.577,377.875,1223.71,1.00484323675097,15000,5000,20,500
"326",100,1000,0.4,246.123244049959,0.3,0.72,150.871,288.3555,613.188,1.00052332939917,15000,5000,20,500
"327",100,1000,0.4,31.699712658301,0.3,0.94,23.6358,36.73685,52.9486,1.00126963209885,15000,5000,20,500
"328",100,1000,0.4,103.781801245641,0.33,0.88,71.9161,107.943,162.62,1.00357366774543,15000,5000,20,500
"329",100,1000,0.4,164.27818831522,0.43,0.84,96.8838,146.7665,213.506,1.00204486174557,15000,5000,20,500
"330",100,1000,0.4,258.435733437072,0.35,0.73,129.182,217.2155,375.207,1.00084122878156,15000,5000,20,500
"331",100,1000,0.4,243.924307944253,0.3,0.77,90.7231,153.403,232.043,1.00096809991037,15000,5000,20,500
"332",100,1000,0.4,18.091598264873,0.42,0.97,9.7255,13.20745,17.6113,1.00103811229046,15000,5000,20,500
"333",100,1000,0.4,215.778928017244,0.36,0.88,144.928,241.0505,436.568,1.00359006185046,15000,5000,20,500
"334",100,1000,0.4,58.0211714003235,0.34,0.96,27.5042,39.68905,55.671,1.00053280021913,15000,5000,20,500
"335",100,1000,0.4,16.3977508014068,0.37,0.99,13.2683,18.6253,25.6128,0.999378874968588,15000,5000,20,500
"336",100,1000,0.4,107.559261233546,0.34,0.92,53.1875,79.73485,115.146,1.00058607578723,15000,5000,20,500
"337",100,1000,0.4,266.217800765298,0.37,0.81,243.866,698.1715,5812.64,1.00264402092155,15000,5000,20,500
"338",100,1000,0.4,247.572308448143,0.32,0.73,92.9632,166.1835,262.391,0.999842418234018,15000,5000,20,500
"339",100,1000,0.4,150.888930181973,0.35,0.91,105.541,161.0455,248.398,1.00125340366321,15000,5000,20,500
"340",100,1000,0.4,194.880665394012,0.33,0.82,131.748,228.8735,405.87,1.00516284091942,15000,5000,20,500
"341",100,1000,0.4,50.572991007939,0.31,0.9,35.6311,53.24795,76.7499,0.999966738876667,15000,5000,20,500
"342",100,1000,0.4,271.091032645199,0.31,0.8,162.001,305.781,655.245,1.01261122167088,15000,5000,20,500
"343",100,1000,0.4,254.617903318722,0.29,0.72,123.924,208.2825,408.875,1.00033922348943,15000,5000,20,500
"344",100,1000,0.4,114.701506986748,0.42,0.93,83.3585,125.3685,179.514,0.999681611122198,15000,5000,20,500
"345",100,1000,0.4,80.7739962544292,0.33,0.95,58.7841,87.69925,124.054,1.00406231375706,15000,5000,20,500
"346",100,1000,0.4,200.993263404816,0.3,0.82,106.049,190.3055,324.526,1.00080502032463,15000,5000,20,500
"347",100,1000,0.4,25.3224077215418,0.42,0.96,20.2255,28.3001,38.1798,1.0038822627116,15000,5000,20,500
"348",100,1000,0.4,189.71180235967,0.31,0.87,114.371,208.8855,369.741,1.00518623010068,15000,5000,20,500
"349",100,1000,0.4,17.9716873145662,0.31,0.97,15.7489,23.92575,33.5368,1.00199329401796,15000,5000,20,500
"350",100,1000,0.4,257.818709141575,0.2,0.74,160.806,954.3205,13624.2,0.999217231374875,15000,5000,20,500
"351",100,1000,0.4,248.00421937136,0.37,0.76,227.68,784.8235,8727.8,1.00355316375359,15000,5000,20,500
"352",100,1000,0.4,170.60928735882,0.33,0.78,113.254,187.7895,304.44,1.00157787216051,15000,5000,20,500
"353",100,1000,0.4,278.785028024577,0.29,0.76,128.516,233.064,464.799,1.00073800942786,15000,5000,20,500
"354",100,1000,0.4,247.243200978264,0.33,0.72,122.565,210.6065,358.212,1.00326302314904,15000,5000,20,500
"355",100,1000,0.4,251.611535772681,0.27,0.73,148.281,306.3495,710.539,1.006273403113,15000,5000,20,500
"356",100,1000,0.4,100.851527713239,0.31,0.92,61.3615,94.1465,141.429,1.00118232675599,15000,5000,20,500
"357",100,1000,0.4,226.550097530708,0.21,0.85,90.6105,154.8065,280.936,0.999883876702761,15000,5000,20,500
"358",100,1000,0.4,66.9375385111198,0.43,0.96,45.4677,65.4721,88.7836,1.00132801507611,15000,5000,20,500
"359",100,1000,0.4,102.81432525022,0.4,0.87,82.1506,118.801,170.598,1.00092958174637,15000,5000,20,500
"360",100,1000,0.4,246.70253146207,0.29,0.77,166.864,449.2175,1777.02,1.00132147448333,15000,5000,20,500
"361",100,1000,0.4,246.740410139319,0.35,0.76,142.39,235.127,410.92,1.0009854272552,15000,5000,20,500
"362",100,1000,0.4,122.666683802381,0.31,0.87,72.656,109.172,162.811,0.999972506753728,15000,5000,20,500
"363",100,1000,0.4,275.421587072778,0.28,0.77,127.938,312.439,812.27,1.00620816461178,15000,5000,20,500
"364",100,1000,0.4,37.3995758127421,0.37,0.94,31.2401,44.4664,62.1453,0.999145539209086,15000,5000,20,500
"365",100,1000,0.4,114.473848703783,0.31,0.82,66.5822,99.8787,150.843,1.00236918742847,15000,5000,20,500
"366",100,1000,0.4,190.903894416988,0.32,0.83,115.613,210.454,373.647,1.00184628259507,15000,5000,20,500
"367",100,1000,0.4,123.815587407444,0.32,0.89,65.4665,97.67155,144.378,0.999670275132066,15000,5000,20,500
"368",100,1000,0.4,123.587844385765,0.31,0.81,88.5233,139.1265,217.125,0.999892036465784,15000,5000,20,500
"369",100,1000,0.4,241.902922263835,0.27,0.81,126.229,244.568,474.773,1.003547806731,15000,5000,20,500
"370",100,1000,0.4,107.578342906199,0.28,0.93,76.7751,128.997,200.787,0.9991494727301,15000,5000,20,500
"371",100,1000,0.4,155.05667385878,0.4,0.85,149.841,252.7465,434.755,1.00060456325102,15000,5000,20,500
"372",100,1000,0.4,211.524727086071,0.31,0.77,111.184,184.2045,305.233,1.00037492111477,15000,5000,20,500
"373",100,1000,0.4,285.130569313187,0.36,0.75,170.237,381.8645,1001.81,0.999986435941791,15000,5000,20,500
"374",100,1000,0.4,14.7147007379681,0.44,0.99,10.8653,14.9162,20.0941,1.00009215322541,15000,5000,20,500
"375",100,1000,0.4,83.277756550815,0.34,0.9,59.6211,87.89545,128.635,1.00193794819624,15000,5000,20,500
"376",100,1000,0.4,158.129217613023,0.35,0.85,80.7397,126.217,188.457,1.00011791292872,15000,5000,20,500
"377",100,1000,0.4,69.2105327406898,0.31,0.94,32.1712,47.12605,68.0877,1.0010064051479,15000,5000,20,500
"378",100,1000,0.4,85.0272909877822,0.38,0.88,53.1103,76.8536,107.574,0.999424699045518,15000,5000,20,500
"379",100,1000,0.4,221.30524345208,0.27,0.74,132.927,269.51,518.03,1.00352583202247,15000,5000,20,500
"380",100,1000,0.4,34.0249227476306,0.4,0.98,22.6202,31.1475,41.8923,1.00084535640698,15000,5000,20,500
"381",100,1000,0.4,60.4310231748968,0.34,0.93,42.3254,60.99665,86.7407,1.00138907719873,15000,5000,20,500
"382",100,1000,0.4,12.8634281922132,0.42,0.99,10.6871,14.80235,19.8111,1.00069863075884,15000,5000,20,500
"383",100,1000,0.4,238.315110756084,0.31,0.8,116.371,195.13,331.828,1.0002921564433,15000,5000,20,500
"384",100,1000,0.4,107.533952582162,0.35,0.92,70.6391,111.779,161.265,1.00589644621481,15000,5000,20,500
"385",100,1000,0.4,163.625214414205,0.27,0.87,122.146,232.777,462.141,1.00547112451016,15000,5000,20,500
"386",100,1000,0.4,38.6240363703109,0.36,0.96,32.9712,46.784,66.7832,1.00092065569675,15000,5000,20,500
"387",100,1000,0.4,36.5736446622759,0.39,0.97,23.4317,32.7227,45.2923,1.00101719191001,15000,5000,20,500
"388",100,1000,0.4,27.8816022607498,0.39,0.98,19.5694,27.52835,37.6738,1.00009261649065,15000,5000,20,500
"389",100,1000,0.4,175.94271925278,0.35,0.8,104.052,159.989,243.678,1.00436085532138,15000,5000,20,500
"390",100,1000,0.4,175.479394979775,0.35,0.82,110.564,181.5525,303.305,0.999488680253424,15000,5000,20,500
"391",100,1000,0.4,259.242481768597,0.31,0.74,152.138,285.254,563.337,1.00351921179781,15000,5000,20,500
"392",100,1000,0.4,251.04087712476,0.33,0.77,130.955,275.5145,589.589,1.00288520210915,15000,5000,20,500
"393",100,1000,0.4,20.7276279944927,0.34,0.98,16.3764,24.4358,33.8408,1.00125697299153,15000,5000,20,500
"394",100,1000,0.4,180.241892470513,0.35,0.84,128.575,236.8585,424.057,1.00194823419231,15000,5000,20,500
"395",100,1000,0.4,160.761606481392,0.35,0.88,126.15,220.6285,383.742,1.00857857618376,15000,5000,20,500
"396",100,1000,0.4,57.1573917544447,0.43,0.94,43.9961,62.90215,85.9025,1.00042907381847,15000,5000,20,500
"397",100,1000,0.4,157.293742250185,0.38,0.79,96.7951,146.4195,218.248,0.99996578821969,15000,5000,20,500
"398",100,1000,0.4,296.226862091571,0.28,0.66,115.178,190.6705,321.892,0.999595818739121,15000,5000,20,500
"399",100,1000,0.4,68.3988649048842,0.33,0.93,44.8462,65.26805,92.9253,1.00048122870457,15000,5000,20,500
"400",100,1000,0.4,196.075872054789,0.36,0.81,115.001,183.6145,300.718,1.00199817203466,15000,5000,20,500
"401",500,1000,0.4,271.719077227172,0.316,0.736,226.255,294.796,384.331,1.00061292949266,15000,5000,20,500
"402",500,1000,0.4,26.7174349515699,0.372,0.964,22.4646,25.98285,30.1037,0.999103212130537,15000,5000,20,500
"403",500,1000,0.4,287.912355975714,0.284,0.748,247.959,330.2975,452.446,1.00151872070705,15000,5000,20,500
"404",500,1000,0.4,183.947548992001,0.314,0.776,144.508,175.0465,214.774,1.00018662273681,15000,5000,20,500
"405",500,1000,0.4,25.1519636670128,0.364,0.966,21.0301,24.298,28.2623,1.00141403069644,15000,5000,20,500
"406",500,1000,0.4,124.354207732249,0.378,0.892,101.657,121.835,143.016,1.00121846929813,15000,5000,20,500
"407",500,1000,0.4,24.9319422664121,0.394,0.978,19.9758,23.14045,26.636,1.00276137398759,15000,5000,20,500
"408",500,1000,0.4,104.871422592551,0.392,0.884,96.2462,112.1375,132.674,1.00060399633732,15000,5000,20,500
"409",500,1000,0.4,89.9321917165071,0.384,0.91,78.8915,92.59315,109.234,1.00159155853395,15000,5000,20,500
"410",500,1000,0.4,144.502250577789,0.316,0.876,119.385,146.4195,180.444,1.00053812487893,15000,5000,20,500
"411",500,1000,0.4,117.933677679393,0.32,0.86,94.6456,114.804,137.264,1.00122197425988,15000,5000,20,500
"412",500,1000,0.4,173.358946368098,0.336,0.83,145.016,178.9025,220.004,1.00312025769252,15000,5000,20,500
"413",500,1000,0.4,120.595213018823,0.322,0.876,97.3655,118.361,142.024,1.00003760269843,15000,5000,20,500
"414",500,1000,0.4,128.192470751237,0.37,0.884,115.476,141.4235,166.684,1.00404117011864,15000,5000,20,500
"415",500,1000,0.4,28.29649197869,0.35,0.968,23.7428,27.9483,32.1133,1.00663827583306,15000,5000,20,500
"416",500,1000,0.4,277.977713192813,0.274,0.682,174.545,231.0125,297.015,1.00077294707208,15000,5000,20,500
"417",500,1000,0.4,102.95767830452,0.364,0.882,85.9038,101.4395,120.022,0.999658109943722,15000,5000,20,500
"418",500,1000,0.4,23.086429387331,0.36,0.964,18.2234,21.43345,24.8744,1.00231342909244,15000,5000,20,500
"419",500,1000,0.4,137.638243611436,0.348,0.86,108.987,132.456,156.803,1.00108187231644,15000,5000,20,500
"420",500,1000,0.4,171.964053031988,0.364,0.848,142.573,176.34,213.129,1.00159095654177,15000,5000,20,500
"421",500,1000,0.4,10.9956821030937,0.382,0.994,8.62764,10.06595,11.5676,1.00231225379955,15000,5000,20,500
"422",500,1000,0.4,157.484428999014,0.316,0.858,163.367,201.924,254.657,1.00080882416797,15000,5000,20,500
"423",500,1000,0.4,146.579631667119,0.344,0.858,123.313,147.4685,180,1.00077848074576,15000,5000,20,500
"424",500,1000,0.4,15.9801447181962,0.368,0.986,12.2654,14.0838,16.348,0.999207798232687,15000,5000,20,500
"425",500,1000,0.4,75.4917897563428,0.38,0.908,65.1831,75.5391,87.8418,0.999752237892539,15000,5000,20,500
"426",500,1000,0.4,227.369519397616,0.338,0.77,205.865,263.607,336.226,0.999666786707774,15000,5000,20,500
"427",500,1000,0.4,230.249848742969,0.346,0.774,182.161,227.883,288.028,1.00147171245472,15000,5000,20,500
"428",500,1000,0.4,184.075853058603,0.298,0.798,130.952,162.3785,200.034,0.999704969577622,15000,5000,20,500
"429",500,1000,0.4,247.523688008077,0.242,0.714,205.48,282.3535,385.297,1.00010881909465,15000,5000,20,500
"430",500,1000,0.4,57.5578428059816,0.382,0.94,48.2654,56.718,64.8494,1.00138167659548,15000,5000,20,500
"431",500,1000,0.4,149.704752855469,0.344,0.868,126.535,155.3805,186.76,1.00296546353654,15000,5000,20,500
"432",500,1000,0.4,81.5092344302684,0.352,0.93,68.445,81.1563,93.9407,1.00363315279056,15000,5000,20,500
"433",500,1000,0.4,156.910974311177,0.334,0.854,135.439,164.965,199.261,1.00264486345168,15000,5000,20,500
"434",500,1000,0.4,103.955238568597,0.362,0.88,90.3292,108.7135,127.023,0.999848718991776,15000,5000,20,500
"435",500,1000,0.4,165.446897889487,0.32,0.798,126.044,152.6095,186.032,1.00141284788937,15000,5000,20,500
"436",500,1000,0.4,27.5428306614049,0.398,0.976,26.1682,30.308,34.9332,1.00008202163548,15000,5000,20,500
"437",500,1000,0.4,294.803231596015,0.26,0.698,244.85,346.647,495.047,1.00154528363616,15000,5000,20,500
"438",500,1000,0.4,297.677064621821,0.302,0.716,191.087,242.519,308.377,1.00241948412458,15000,5000,20,500
"439",500,1000,0.4,61.0730983270332,0.396,0.936,44.8963,52.00015,59.982,1.001847583994,15000,5000,20,500
"440",500,1000,0.4,63.3235986484215,0.362,0.928,52.3688,60.59795,71.0509,1.00687915959937,15000,5000,20,500
"441",500,1000,0.4,177.521618010942,0.32,0.81,139.709,168.6215,206.925,1.00338349262614,15000,5000,20,500
"442",500,1000,0.4,143.909764182754,0.328,0.836,111.443,135.4025,160.038,1.0056409512811,15000,5000,20,500
"443",500,1000,0.4,248.407965239603,0.324,0.756,212.656,277.3085,354.165,1.00044820005993,15000,5000,20,500
"444",500,1000,0.4,238.318003620952,0.302,0.756,174.782,219.863,278.491,0.999663886487023,15000,5000,20,500
"445",500,1000,0.4,213.079813590739,0.31,0.804,165.475,209.871,266.32,1.00544429905489,15000,5000,20,500
"446",500,1000,0.4,280.082846379373,0.276,0.712,203.689,270.9005,362.811,0.999825820013055,15000,5000,20,500
"447",500,1000,0.4,232.67063653795,0.292,0.794,169.457,211.903,265.931,1.00145907171189,15000,5000,20,500
"448",500,1000,0.4,183.322751827072,0.318,0.806,157.851,200.563,246.252,1.00127576226248,15000,5000,20,500
"449",500,1000,0.4,220.087329314556,0.326,0.762,169.076,214.5785,269.091,1.00093153284615,15000,5000,20,500
"450",500,1000,0.4,204.847420975566,0.324,0.758,152.918,187.24,228.743,1.00125187719143,15000,5000,20,500
"451",500,1000,0.4,180.542019030545,0.302,0.854,137.699,169.641,211.677,1.00207419249965,15000,5000,20,500
"452",500,1000,0.4,122.719683039468,0.318,0.878,103.115,125.176,151.349,1.00289922378348,15000,5000,20,500
"453",500,1000,0.4,148.927066661417,0.306,0.83,138.867,170.327,209.826,1.00156056218266,15000,5000,20,500
"454",500,1000,0.4,59.4121078774333,0.402,0.924,56.6955,66.45575,76.7415,1.00193133669652,15000,5000,20,500
"455",500,1000,0.4,75.9994982765056,0.36,0.936,60.6556,71.0685,83.0441,0.999374612127759,15000,5000,20,500
"456",500,1000,0.4,126.504410097841,0.354,0.854,104.822,126.988,149.584,1.00148825770675,15000,5000,20,500
"457",500,1000,0.4,29.6849561785348,0.386,0.958,23.6456,27.60405,31.8902,1.0019559008485,15000,5000,20,500
"458",500,1000,0.4,59.0667131543159,0.362,0.934,50.9491,59.4785,68.7802,1.00171667275843,15000,5000,20,500
"459",500,1000,0.4,283.7191390316,0.308,0.7,211.299,274.931,361.292,1.00257955969441,15000,5000,20,500
"460",500,1000,0.4,107.012959867716,0.382,0.892,85.6941,101.503,117.528,1.00198317450101,15000,5000,20,500
"461",500,1000,0.4,286.571746799164,0.296,0.692,213.992,278.3925,371.976,1.00051293036524,15000,5000,20,500
"462",500,1000,0.4,278.846700184513,0.288,0.714,209.146,276.5685,366.534,1.00098901016186,15000,5000,20,500
"463",500,1000,0.4,134.394862561021,0.318,0.834,105.96,128.86,154.493,0.999904043327594,15000,5000,20,500
"464",500,1000,0.4,185.88538918877,0.332,0.778,156.836,189.295,236.246,1.00308086342845,15000,5000,20,500
"465",500,1000,0.4,264.093221225776,0.296,0.736,224.292,294.365,386.291,1.00042888723032,15000,5000,20,500
"466",500,1000,0.4,250.533510192763,0.286,0.778,202.462,263.424,348.075,1.00175838394674,15000,5000,20,500
"467",500,1000,0.4,159.083128459752,0.382,0.846,131.358,157.149,188.672,1.00167321453599,15000,5000,20,500
"468",500,1000,0.4,276.156532613095,0.264,0.704,163.852,205.3645,261.002,1.00141491705396,15000,5000,20,500
"469",500,1000,0.4,42.3583420040086,0.394,0.964,37.7316,43.4631,50.5755,1.00204207896575,15000,5000,20,500
"470",500,1000,0.4,187.990221029613,0.3,0.832,149.948,188.428,233.727,1.00268099600899,15000,5000,20,500
"471",500,1000,0.4,36.5457359165885,0.426,0.962,30.8274,35.6062,40.5451,1.00232364809691,15000,5000,20,500
