"","N","LEN","DELTA","PHI","SIGMA.PHI","Pcap","Pstay","delta_lower","delta_med","delta_upper","phi_lower","phi_med","phi_upper","R_hat_delta","R_hat_phi","MCMCiter","Burn_in","N_thin","N_sample"
"997",500,500,200,0.4,1,0.284,0.65,126.882,168.0835,231.5,0.349752,0.421824,0.509501,1.00920426774527,1.00609486745889,15000,5000,20,500
"998",500,500,200,0.4,1,0.272,0.618,148.443,247.0285,362.817,0.357929,0.481529,0.624979,1.07235431767744,1.05814931472744,15000,5000,20,500
"999",500,500,200,0.4,1,0.234,0.666,145.95,239.95,329.225,0.307517,0.406971,0.511096,1.06973907088142,1.03810122210736,15000,5000,20,500
"1000",500,500,200,0.4,1,0.26,0.634,135.082,201.029,284.633,0.327277,0.4113305,0.514741,1.09225422273187,1.06399741103421,15000,5000,20,500
"1001",1000,500,200,0.4,1,0.262,0.633,150.023,195.6635,251.346,0.347132,0.410732,0.475531,1.04722166168099,1.03055210443285,25000,5000,20,1000
"1002",1000,500,200,0.4,1,0.253,0.633,146.237,184.8155,243.773,0.331947,0.387737,0.451995,1.04197207214692,1.02731827545325,35000,5000,20,1500
"1003",1000,500,200,0.4,1,0.254,0.636,137.954,174.2465,214.173,0.331222,0.3775735,0.433503,1.01098394426262,1.00404763108667,15000,5000,20,500
"1004",1000,500,200,0.4,1,0.261,0.623,161.46,223.7815,313.376,0.368021,0.439469,0.543071,1.04701341726127,1.05260580298562,25000,5000,20,1000
"1005",1000,500,200,0.4,1,0.269,0.609,204.928,273.106,391.37,0.414457,0.498244,0.632024,1.09426319536979,1.09481371171912,25000,5000,20,1000
"1006",1000,500,200,0.4,1,0.264,0.624,149.719,187.7225,234.953,0.354351,0.4097445,0.473667,1.02642824207586,1.02264894244773,15000,5000,20,500
"1007",1000,500,200,0.4,1,0.26,0.626,125.324,164.351,199.844,0.327793,0.376922,0.43097,1.02152618822354,1.00588022985798,15000,5000,20,500
"1008",1000,500,200,0.4,1,0.277,0.658,156.002,199.4215,250.305,0.377858,0.438227,0.501429,1.02275960637005,1.01436428882779,25000,5000,20,1000
"1009",1000,500,200,0.4,1,0.245,0.614,134.366,170.567,221.367,0.315207,0.36383,0.420322,1.02345629234296,1.00856187660616,15000,5000,20,500
"1010",1000,500,200,0.4,1,0.27,0.628,162.387,211.1555,277.264,0.372863,0.4383565,0.513812,1.0826832606098,1.04544578042928,25000,5000,20,1000
"1011",1000,500,200,0.4,1,0.242,0.65,149.728,193.402,252.606,0.319812,0.376306,0.44028,1.01961285308904,1.0129973801445,15000,5000,20,500
"1012",1000,500,200,0.4,1,0.293,0.649,153.629,188.6905,248.837,0.385308,0.452821,0.525298,1.08481659143491,1.04654634900169,15000,5000,20,500
"1013",1000,500,200,0.4,1,0.27,0.629,153.68,198.782,253.808,0.366097,0.429194,0.501434,1.05325363004442,1.03486193164829,25000,5000,20,1000
"1014",1000,500,200,0.4,1,0.254,0.63,172.68,233.48,324.057,0.362676,0.4350945,0.532607,1.0512193272307,1.03634716468657,25000,5000,20,1000
"1015",1000,500,200,0.4,1,0.277,0.655,152.103,195.8365,239.372,0.367707,0.428597,0.48728,1.03355086492618,1.01845364037836,15000,5000,20,500
"1016",1000,500,200,0.4,1,0.263,0.633,128.487,159.7695,200.809,0.334237,0.38164,0.439839,1.07935323304465,1.04274452649488,25000,5000,20,1000
"1017",1000,500,200,0.4,1,0.26,0.627,156.025,211.8415,285.635,0.353135,0.4241105,0.509319,1.03921059726275,1.03977489074585,35000,5000,20,1500
"1018",1000,500,200,0.4,1,0.236,0.604,167.627,228.6945,299.715,0.326864,0.3986605,0.476026,1.06498517275366,1.04980397417846,25000,5000,20,1000
"1019",1000,500,200,0.4,1,0.259,0.621,184.235,254.175,336.081,0.387307,0.4667865,0.570431,1.08413237455892,1.07844714673439,15000,5000,20,500
"1020",1000,500,200,0.4,1,0.256,0.614,148.409,196.7485,263.07,0.33824,0.402734,0.477679,1.03484584807032,1.02938452839964,15000,5000,20,500
"1021",1000,500,200,0.4,1,0.284,0.644,147.413,189.126,238.788,0.373827,0.440108,0.506149,1.02461722073759,1.01309897782963,15000,5000,20,500
"1022",1000,500,200,0.4,1,0.255,0.606,160.901,217.929,280.926,0.354082,0.421672,0.500435,1.02648226576015,1.01428537039545,15000,5000,20,500
"1023",1000,500,200,0.4,1,0.235,0.626,143.991,200.499,276.405,0.312009,0.3727525,0.453979,1.05620315585608,1.04100559394574,35000,5000,20,1500
"1024",1000,500,200,0.4,1,0.267,0.634,158.721,215.2165,295.755,0.364618,0.437161,0.530927,1.06132507734675,1.07214386314988,45000,5000,20,2000
"1025",1000,500,200,0.4,1,0.251,0.612,179.552,225.712,299.977,0.362955,0.424886,0.5058,1.01220578227402,1.00417480214607,15000,5000,20,500
"1026",1000,500,200,0.4,1,0.285,0.659,187.961,240.498,319.6,0.413303,0.4934065,0.583704,1.06162754984874,1.04833660161916,15000,5000,20,500
"1027",1000,500,200,0.4,1,0.258,0.616,144.29,188.5635,233.843,0.338312,0.398557,0.454812,1.04055831140749,1.01980519793422,15000,5000,20,500
"1028",1000,500,200,0.4,1,0.277,0.635,168.587,222.146,292.413,0.391386,0.461744,0.550281,1.08395400721858,1.06521734810535,35000,5000,20,1500
"1029",1000,500,200,0.4,1,0.257,0.628,169.484,216.842,281.368,0.362631,0.421858,0.502622,1.0518183176449,1.04404728411525,15000,5000,20,500
"1030",1000,500,200,0.4,1,0.274,0.645,182.489,240.773,310.062,0.397026,0.474196,0.560397,1.05326915504628,1.03487394229122,25000,5000,20,1000
"1031",1000,500,200,0.4,1,0.293,0.646,179.171,239.436,323.526,0.422324,0.5036635,0.604236,1.07190467295495,1.05440361880594,25000,5000,20,1000
"1032",1000,500,200,0.4,1,0.262,0.625,254.149,394.6935,595.406,0.451937,0.6063015,0.821901,1.04874404284747,1.03709292494057,65000,5000,20,3000
"1033",1000,500,200,0.4,1,0.265,0.658,201.034,279.4535,381.964,0.401784,0.4985285,0.612352,1.08698242614544,1.07821487882475,25000,5000,20,1000
"1034",1000,500,200,0.4,1,0.258,0.612,161.435,207.092,257.492,0.360073,0.415505,0.482173,1.02397533815737,1.00522727244859,15000,5000,20,500
"1035",1000,500,200,0.4,1,0.267,0.671,153.271,199.4785,253.494,0.360367,0.421845,0.488508,1.03604772245173,1.01681504352898,35000,5000,20,1500
"1036",1000,500,200,0.4,1,0.27,0.647,130.076,165.667,207.572,0.33768,0.391968,0.45018,1.00584230379478,1.00377800615868,15000,5000,20,500
"1037",1000,500,200,0.4,1,0.252,0.66,139.203,181.2815,222.227,0.333101,0.381031,0.443339,1.01561558653026,1.00594204208083,15000,5000,20,500
"1038",1000,500,200,0.4,1,0.266,0.627,190.896,270.327,404.794,0.391141,0.4907355,0.62732,1.0851749041706,1.08648935690769,45000,5000,20,2000
"1039",1000,500,200,0.4,1,0.247,0.611,148.34,202.032,260.78,0.328326,0.3911855,0.462927,1.04497223854582,1.02507400836379,15000,5000,20,500
"1040",1000,500,200,0.4,1,0.266,0.647,138.669,190.4915,243.05,0.342398,0.411698,0.470834,1.09932793971713,1.04362574500486,15000,5000,20,500
"1041",1000,500,200,0.4,1,0.237,0.626,154.983,215.5395,308.566,0.31727,0.387844,0.481969,1.07308220542269,1.06771425228151,65000,5000,20,3000
"1042",1000,500,200,0.4,1,0.268,0.639,137.229,180.95,225.887,0.351467,0.4083065,0.471887,1.05352438980639,1.03389957068609,15000,5000,20,500
"1043",1000,500,200,0.4,1,0.279,0.603,151.507,194.7895,237.963,0.380204,0.4345135,0.500257,1.03891815895052,1.02383382948505,15000,5000,20,500
"1044",1000,500,200,0.4,1,0.298,0.631,141.613,179.2245,227.878,0.388778,0.4490375,0.514335,1.02177628478182,1.0141272180427,15000,5000,20,500
"1045",1000,500,200,0.4,1,0.252,0.65,161.033,215.1335,284.29,0.349995,0.414176,0.49169,1.06708164919946,1.04088674764163,25000,5000,20,1000
"1046",1000,500,200,0.4,1,0.286,0.659,157.747,205.9835,258.366,0.391001,0.456201,0.527195,1.05653565133312,1.03207971183281,15000,5000,20,500
"1047",1000,500,200,0.4,1,0.277,0.647,148.132,185.402,234.479,0.366467,0.423664,0.483971,1.06768788605772,1.03961469692408,15000,5000,20,500
"1048",1000,500,200,0.4,1,0.243,0.63,167.447,211.4545,269.822,0.33915,0.3958085,0.462732,1.02127102747265,1.01094187094426,15000,5000,20,500
"1049",1000,500,200,0.4,1,0.276,0.634,156.921,198.8785,257.221,0.371442,0.436064,0.504795,1.0212093347908,1.00878160305047,25000,5000,20,1000
"1050",1000,500,200,0.4,1,0.266,0.618,176.062,237.97,338.538,0.379495,0.4575625,0.566897,1.08718661636643,1.08803205581245,75000,5000,20,3500
"1051",100,1000,200,0.4,1,0.3,0.81,112.271,192.8005,322.564,0.270972,0.3775395,0.510127,1.0493987666789,1.01078098957234,15000,5000,20,500
"1052",100,1000,200,0.4,1,0.33,0.81,134.091,226.154,373.441,0.290584,0.42647,0.561906,1.03259089218155,1.01045154476442,15000,5000,20,500
"1053",100,1000,200,0.4,1,0.32,0.78,124.416,208.482,322.53,0.301667,0.4131995,0.543011,1.03285266457962,1.00981586025187,15000,5000,20,500
"1054",100,1000,200,0.4,1,0.3,0.82,124.924,217.547,348.298,0.26935,0.390566,0.516168,1.01260690469146,1.00231721468206,15000,5000,20,500
"1055",100,1000,200,0.4,1,0.33,0.84,110.011,188.4105,288.92,0.289837,0.4131545,0.529416,1.01175311846201,1.0007973912829,15000,5000,20,500
"1056",100,1000,200,0.4,1,0.38,0.85,117.294,183.211,269.713,0.36886,0.473236,0.598891,1.00504177077049,1.00177440631838,15000,5000,20,500
"1057",100,1000,200,0.4,1,0.39,0.82,114.967,172.269,272.923,0.338451,0.460736,0.583419,1.04407201647547,1.0141833374907,15000,5000,20,500
"1058",100,1000,200,0.4,1,0.4,0.79,168.075,318.732,610.774,0.409545,0.578382,0.826372,1.04370094064598,1.0320400989798,15000,5000,20,500
"1059",100,1000,200,0.4,1,0.26,0.77,91.8814,157.201,262.615,0.209763,0.311148,0.418191,1.02676642601665,0.99977532128776,15000,5000,20,500
"1060",100,1000,200,0.4,1,0.29,0.85,93.8956,152.2805,263.549,0.236853,0.3446975,0.453243,1.03929179416026,1.0106204051262,15000,5000,20,500
"1061",100,1000,200,0.4,1,0.35,0.81,132.922,227.5725,357.586,0.324978,0.448046,0.582082,1.00133746717398,1.0034038252716,15000,5000,20,500
"1062",100,1000,200,0.4,1,0.37,0.77,132.197,203.9755,317.688,0.344704,0.463183,0.596156,1.00536287521667,1.00203727999533,15000,5000,20,500
"1063",100,1000,200,0.4,1,0.31,0.82,119.584,232.8705,489.426,0.255493,0.401045,0.587267,1.07163987261152,1.08056624767983,35000,5000,20,1500
"1064",100,1000,200,0.4,1,0.41,0.84,137.523,208.4995,330.129,0.395628,0.5374745,0.669517,1.00577731506394,1.00429563615711,15000,5000,20,500
"1065",100,1000,200,0.4,1,0.35,0.86,165.273,293.4545,568.109,0.343271,0.498202,0.717185,1.07883751760623,1.02885544939545,15000,5000,20,500
"1066",100,1000,200,0.4,1,0.33,0.76,126.704,203.2415,321.019,0.309501,0.432579,0.558371,1.00974005526339,0.999676896721274,15000,5000,20,500
"1067",100,1000,200,0.4,1,0.28,0.74,99.7246,173.1525,308.15,0.247783,0.361329,0.485495,1.05597820971717,1.02561635517867,15000,5000,20,500
"1068",100,1000,200,0.4,1,0.34,0.84,111.879,173.548,273.862,0.298655,0.4132705,0.531418,1.00337718336224,1.00218581673017,15000,5000,20,500
"1069",100,1000,200,0.4,1,0.35,0.8,125.503,206.337,353.484,0.340245,0.4613805,0.614999,1.01215113013663,1.00370055785244,15000,5000,20,500
"1070",100,1000,200,0.4,1,0.33,0.76,148.397,282.816,540.111,0.309461,0.4657665,0.663904,1.04500739876092,1.02024468969357,15000,5000,20,500
"1071",100,1000,200,0.4,1,0.33,0.85,103.802,163.297,250.612,0.282883,0.394687,0.510904,1.01496995284635,1.00152337687051,15000,5000,20,500
"1072",100,1000,200,0.4,1,0.36,0.78,160.529,317.9185,595.217,0.360206,0.536396,0.753424,1.07171619012549,1.0638620083521,15000,5000,20,500
"1073",100,1000,200,0.4,1,0.29,0.75,111.132,218.782,438.905,0.261143,0.3863355,0.531938,1.06382906951389,1.0249658763453,15000,5000,20,500
"1074",100,1000,200,0.4,1,0.32,0.8,112.903,180.1245,283.34,0.299133,0.407837,0.539591,1.00300612952147,1.00124736451052,15000,5000,20,500
"1075",100,1000,200,0.4,1,0.29,0.75,147.082,243.71,414.941,0.260434,0.388496,0.521288,1.09113993679936,1.02934401226551,15000,5000,20,500
"1076",100,1000,200,0.4,1,0.31,0.77,192.797,397.035,705.503,0.321316,0.500418,0.718692,1.01323789491133,1.00679104623726,15000,5000,20,500
"1077",100,1000,200,0.4,1,0.39,0.76,125.712,199.9955,313.22,0.37099,0.4900615,0.632364,1.01131507211271,1.00372343130121,15000,5000,20,500
"1078",100,1000,200,0.4,1,0.35,0.76,136.362,227.271,404.309,0.314718,0.455442,0.608779,1.00374010648498,1.00480584882557,15000,5000,20,500
"1079",100,1000,200,0.4,1,0.28,0.74,78.702,129.8015,197.191,0.219812,0.328018,0.429574,1.01560654456888,1.00187140413699,15000,5000,20,500
"1080",100,1000,200,0.4,1,0.33,0.81,135.884,264.5195,499.617,0.296904,0.4512835,0.638626,1.05326967377855,1.03563308160129,15000,5000,20,500
"1081",100,1000,200,0.4,1,0.32,0.86,142.538,294.076,640.486,0.289665,0.4523005,0.705859,1.04034931548379,1.04009412319822,35000,5000,20,1500
"1082",100,1000,200,0.4,1,0.31,0.79,133.26,246.322,421.422,0.286395,0.420007,0.57064,1.0264463981812,1.00666238318534,15000,5000,20,500
"1083",100,1000,200,0.4,1,0.33,0.76,99.869,159.5075,239.163,0.289547,0.4014955,0.52946,1.0590566207749,1.00645076836808,15000,5000,20,500
"1084",100,1000,200,0.4,1,0.33,0.8,112.068,199.8875,335.306,0.283415,0.4203325,0.55281,0.999890349392065,1.00010967073481,15000,5000,20,500
"1085",100,1000,200,0.4,1,0.36,0.82,133.283,244.957,485.583,0.338909,0.4902555,0.688437,1.08501834892197,1.07795258026275,25000,5000,20,1000
"1086",100,1000,200,0.4,1,0.31,0.7,144.514,289.2615,595.344,0.294341,0.445124,0.672413,1.07002352458691,1.06453685742833,45000,5000,20,2000
"1087",100,1000,200,0.4,1,0.23,0.75,123.765,240.79,416.569,0.198745,0.3205275,0.438687,1.01222895653896,1.00909320811797,15000,5000,20,500
"1088",100,1000,200,0.4,1,0.25,0.77,99.3592,178.736,296.373,0.202517,0.306493,0.411154,1.01919603493025,1.00563815307544,15000,5000,20,500
"1089",100,1000,200,0.4,1,0.35,0.83,128.47,220.933,429.118,0.312832,0.4453055,0.60665,1.03984901273776,1.02403112914856,15000,5000,20,500
"1090",100,1000,200,0.4,1,0.3,0.8,104.381,166.5365,273.52,0.24738,0.3538365,0.465466,1.02281555276286,1.00150015413167,15000,5000,20,500
"1091",100,1000,200,0.4,1,0.36,0.85,80.668,126.167,188.569,0.301113,0.414013,0.517088,1.00854314949411,1.00287318628408,15000,5000,20,500
"1092",100,1000,200,0.4,1,0.33,0.79,130.758,215.928,359.556,0.295281,0.4325235,0.561939,1.00301755050534,1.00095867055314,15000,5000,20,500
"1093",100,1000,200,0.4,1,0.3,0.75,97.0866,155.928,244.741,0.253482,0.371957,0.486075,1.00497062459841,1.00103509246562,15000,5000,20,500
"1094",100,1000,200,0.4,1,0.29,0.84,126.228,233.279,400.111,0.269735,0.389168,0.537031,1.09895448623888,1.031863608317,15000,5000,20,500
"1095",100,1000,200,0.4,1,0.31,0.83,101.159,170.7055,311.968,0.256312,0.3771945,0.49547,1.00661861826988,1.0050898266557,15000,5000,20,500
"1096",100,1000,200,0.4,1,0.31,0.86,122.872,232.8755,483.008,0.264091,0.405334,0.59357,1.05995288958478,1.07543898060567,45000,5000,20,2000
"1097",100,1000,200,0.4,1,0.26,0.77,92.9264,155.929,258.728,0.209054,0.314176,0.418506,1.04052415233242,1.00448133678504,25000,5000,20,1000
"1098",100,1000,200,0.4,1,0.41,0.84,107.668,161.398,247.945,0.364006,0.4887035,0.60202,1.03893770644809,1.01060679529283,15000,5000,20,500
"1099",100,1000,200,0.4,1,0.29,0.8,120.361,283.848,740.009,0.247167,0.4224185,0.69941,1.0450446662428,1.05576821125179,15000,5000,20,500
"1100",100,1000,200,0.4,1,0.33,0.78,156.681,312.7645,602.07,0.314068,0.487691,0.700798,1.08721941208522,1.08881069057848,25000,5000,20,1000
"1101",500,1000,200,0.4,1,0.346,0.776,150.571,182.121,221.772,0.374814,0.4280445,0.484367,1.01825984392977,1.00514229538436,15000,5000,20,500
"1102",500,1000,200,0.4,1,0.354,0.814,157.318,191.579,236.859,0.380422,0.4375275,0.490442,1.03273169351837,1.00732003297172,25000,5000,20,1000
"1103",500,1000,200,0.4,1,0.34,0.788,188.969,238.5545,305.801,0.383728,0.4456545,0.514933,1.07719702324443,1.03286731564185,15000,5000,20,500
"1104",500,1000,200,0.4,1,0.358,0.8,169.985,212.072,268.455,0.392411,0.4544735,0.514307,1.00071115188372,1.00053102666323,15000,5000,20,500
"1105",500,1000,200,0.4,1,0.316,0.806,150.332,184.142,232.877,0.343543,0.3932835,0.44735,1.03870315136069,1.01476977131843,15000,5000,20,500
"1106",500,1000,200,0.4,1,0.342,0.812,156.566,195.458,233.574,0.37477,0.4308835,0.482669,1.00146722269334,1.00033412766204,15000,5000,20,500
"1107",500,1000,200,0.4,1,0.318,0.808,173.134,221.5215,279.031,0.348706,0.4073535,0.467212,1.00137853243146,0.999882388401097,15000,5000,20,500
"1108",500,1000,200,0.4,1,0.322,0.78,150.458,179.9625,225.634,0.342304,0.3911695,0.446072,1.00119939025203,1.0018529337833,15000,5000,20,500
"1109",500,1000,200,0.4,1,0.338,0.816,166.905,210.2585,266.822,0.368563,0.4262635,0.489819,1.00989936702047,1.00102436914804,15000,5000,20,500
"1110",500,1000,200,0.4,1,0.346,0.8,161.45,204.326,247.832,0.383442,0.435615,0.496521,1.00317590323797,1.0017982587329,15000,5000,20,500
"1111",500,1000,200,0.4,1,0.346,0.786,174.707,211.512,257.332,0.387547,0.4433235,0.505569,1.0275770904876,1.00785683788578,15000,5000,20,500
"1112",500,1000,200,0.4,1,0.318,0.8,193.055,249.501,328.577,0.348977,0.417702,0.479535,1.01602578681468,1.00440685243153,15000,5000,20,500
"1113",500,1000,200,0.4,1,0.352,0.788,152.848,190.613,229.058,0.380102,0.435503,0.489416,1.05330906446805,1.01028566192445,15000,5000,20,500
"1114",500,1000,200,0.4,1,0.326,0.826,158.08,195.1595,244.106,0.351638,0.4025135,0.461854,1.01781992129512,1.00628255540597,15000,5000,20,500
"1115",500,1000,200,0.4,1,0.306,0.81,148.729,187.805,231.404,0.328697,0.382914,0.435244,1.01881614064155,1.00434810477669,15000,5000,20,500
"1116",500,1000,200,0.4,1,0.31,0.826,162.223,207.554,256.623,0.338458,0.388824,0.448032,1.02840584211516,1.00481566070179,15000,5000,20,500
"1117",500,1000,200,0.4,1,0.304,0.786,156.275,196.8305,245.382,0.329889,0.3781675,0.441362,1.01061833835415,1.00234618537682,15000,5000,20,500
"1118",500,1000,200,0.4,1,0.336,0.816,197.384,248.9445,316.125,0.385312,0.4432295,0.506944,1.04219389223225,1.0120954142187,15000,5000,20,500
"1119",500,1000,200,0.4,1,0.31,0.778,156.332,192.67,239.097,0.330965,0.385897,0.439625,1.00551197477123,1.0011344323009,15000,5000,20,500
"1120",500,1000,200,0.4,1,0.312,0.77,151.676,193.259,246.58,0.340844,0.395269,0.456305,1.05738977807514,1.01329270259489,15000,5000,20,500
"1121",500,1000,200,0.4,1,0.342,0.804,167.354,212.972,261.88,0.37604,0.433212,0.495171,1.05231885070108,1.01218073685718,15000,5000,20,500
"1122",500,1000,200,0.4,1,0.324,0.788,191.999,234.2195,288.944,0.36048,0.42237,0.479037,1.02423567017352,1.00882215427074,15000,5000,20,500
"1123",500,1000,200,0.4,1,0.34,0.776,158.47,194.5185,242.962,0.370109,0.421201,0.482694,1.01938356392202,1.00313301309877,25000,5000,20,1000
"1124",500,1000,200,0.4,1,0.352,0.788,154.015,191.9135,234.923,0.379293,0.437646,0.48918,1.03522531552387,1.00898852423638,15000,5000,20,500
"1125",500,1000,200,0.4,1,0.298,0.79,173.45,216.0365,270.66,0.325783,0.378648,0.437429,1.02357528798363,1.00701631029077,15000,5000,20,500
"1126",500,1000,200,0.4,1,0.292,0.778,146.688,182.669,223.703,0.315917,0.362612,0.417301,1.00253355567175,1.00035811314137,15000,5000,20,500
"1127",500,1000,200,0.4,1,0.328,0.758,174.79,216.1985,274.953,0.363712,0.4258305,0.481055,1.08191534387575,1.02431783835481,15000,5000,20,500
"1128",500,1000,200,0.4,1,0.274,0.782,172.408,226.5525,292.069,0.307804,0.360422,0.420264,1.01633622069947,1.00701753339736,15000,5000,20,500
"1129",500,1000,200,0.4,1,0.376,0.828,146.485,176.95,210.576,0.408015,0.4576795,0.514235,1.00151871234153,1.00363692034562,15000,5000,20,500
"1130",500,1000,200,0.4,1,0.366,0.808,162.337,200.7355,241.882,0.390051,0.4553855,0.507126,1.01137709891948,1.00233630798223,15000,5000,20,500
"1131",500,1000,200,0.4,1,0.338,0.824,155.571,191.187,233.765,0.364291,0.4196795,0.473778,1.00072493055483,1.00044284885272,15000,5000,20,500
"1132",500,1000,200,0.4,1,0.32,0.79,147.213,188.2625,232.613,0.343095,0.3997115,0.448872,1.00373508498935,0.999839525362943,15000,5000,20,500
"1133",500,1000,200,0.4,1,0.356,0.798,166.846,209.0625,261.943,0.390164,0.446616,0.502877,1.06762290328472,1.02748589142174,15000,5000,20,500
"1134",500,1000,200,0.4,1,0.316,0.788,166.445,205.924,256.777,0.349016,0.4050245,0.462962,1.02823485821174,1.00306648354426,15000,5000,20,500
"1135",500,1000,200,0.4,1,0.336,0.808,151.62,185.902,222,0.360102,0.4096395,0.465286,1.00880245712717,1.00038173375838,15000,5000,20,500
"1136",500,1000,200,0.4,1,0.362,0.79,152.471,182.5375,223.608,0.387455,0.4408585,0.494032,1.01373013893496,1.00394141293975,15000,5000,20,500
"1137",500,1000,200,0.4,1,0.358,0.806,152.978,188.2695,229.878,0.3886,0.439943,0.501305,1.00181553236942,0.999525236017134,15000,5000,20,500
"1138",500,1000,200,0.4,1,0.322,0.814,166.452,208.348,256.578,0.344267,0.3976955,0.452528,1.02725385173495,1.00588866896568,15000,5000,20,500
"1139",500,1000,200,0.4,1,0.334,0.792,149.988,180.741,224.625,0.355693,0.4052035,0.459055,1.00960900316809,0.999949562892048,15000,5000,20,500
"1140",500,1000,200,0.4,1,0.29,0.786,149.264,188.3865,234.882,0.307669,0.3608065,0.412314,1.00848702170595,1.00285702218501,15000,5000,20,500
"1141",500,1000,200,0.4,1,0.358,0.828,182.886,221.382,269.238,0.404162,0.4595325,0.51851,1.00377960178712,0.99989593990346,15000,5000,20,500
"1142",500,1000,200,0.4,1,0.34,0.788,163.235,201.8515,252.01,0.371901,0.425274,0.482556,1.03073058240439,1.00697747475443,15000,5000,20,500
"1143",500,1000,200,0.4,1,0.328,0.812,192.465,240.9795,303.617,0.376522,0.4325405,0.493628,1.01918657967671,1.00248090488186,15000,5000,20,500
"1144",500,1000,200,0.4,1,0.338,0.79,187.546,232.3435,295.194,0.382609,0.436707,0.506794,1.03236064714275,1.00957175252387,15000,5000,20,500
"1145",500,1000,200,0.4,1,0.35,0.824,159.94,206.9035,252.354,0.390142,0.4404935,0.504922,1.00356683105338,1.00259413091231,15000,5000,20,500
"1146",500,1000,200,0.4,1,0.318,0.794,159.562,200.5095,243.955,0.347555,0.396697,0.452828,1.00501143089408,1.00227171784067,15000,5000,20,500
"1147",500,1000,200,0.4,1,0.304,0.79,145.065,180.3055,221.937,0.312438,0.3669835,0.414689,1.02942135820512,1.00148949677867,15000,5000,20,500
"1148",500,1000,200,0.4,1,0.364,0.782,137.246,167.874,204.445,0.390413,0.4423065,0.497074,1.02875178710382,1.00219653559404,15000,5000,20,500
"1149",500,1000,200,0.4,1,0.33,0.796,138.218,173.918,212.966,0.343127,0.3993845,0.449489,1.00870800684822,1.00024673653261,15000,5000,20,500
"1150",500,1000,200,0.4,1,0.312,0.802,150.518,183.152,224.052,0.336244,0.3868935,0.439501,1.00406798701064,1.00186515189684,15000,5000,20,500
"1151",1000,1000,200,0.4,1,0.327,0.802,167.826,194.586,223.298,0.368301,0.404748,0.445354,1.00526195249512,1.00331809507779,15000,5000,20,500
"1152",1000,1000,200,0.4,1,0.333,0.814,169.933,203.9885,236.441,0.376626,0.418608,0.45674,1.08232125758377,1.01887465789468,15000,5000,20,500
"1153",1000,1000,200,0.4,1,0.332,0.794,180.513,213.032,248.84,0.384552,0.42094,0.464899,1.04002489917507,1.00453774861729,15000,5000,20,500
"1154",1000,1000,200,0.4,1,0.328,0.805,173.091,202.5,236.032,0.373309,0.4106005,0.450182,1.00527843690809,1.00153618461095,15000,5000,20,500
"1155",1000,1000,200,0.4,1,0.352,0.811,179.155,204.953,240.595,0.402551,0.442008,0.481344,1.00477353569009,1.00199592874275,15000,5000,20,500
"1156",1000,1000,200,0.4,1,0.328,0.791,168.072,197.477,230.174,0.370628,0.4073465,0.448559,1.0249718702558,1.01116446609186,15000,5000,20,500
"1157",1000,1000,200,0.4,1,0.334,0.805,180.196,212.322,246.062,0.389619,0.427374,0.471033,1.01415025368379,1.00900819290367,15000,5000,20,500
"1158",1000,1000,200,0.4,1,0.353,0.808,181.781,210.6055,243.955,0.40199,0.4456025,0.483362,1.02997122320406,0.999540160462365,15000,5000,20,500
"1159",1000,1000,200,0.4,1,0.325,0.786,152.136,178.169,200.349,0.360512,0.3960915,0.433226,1.01483659779169,1.00534487733577,15000,5000,20,500
"1160",1000,1000,200,0.4,1,0.354,0.807,176.576,202.3655,230.698,0.406921,0.44537,0.485681,1.02118089896462,1.00522199270029,15000,5000,20,500
"1161",1000,1000,200,0.4,1,0.309,0.787,180.276,212.1725,253.785,0.355854,0.392625,0.440574,1.00525109902595,1.00042562163421,15000,5000,20,500
"1162",1000,1000,200,0.4,1,0.305,0.8,156.639,185.533,214.093,0.339564,0.3738145,0.417048,1.0257855407955,1.01045888769107,15000,5000,20,500
"1163",1000,1000,200,0.4,1,0.297,0.807,159.392,183.8535,215.563,0.33523,0.3702735,0.408221,1.01790822030825,1.00308446600484,15000,5000,20,500
"1164",1000,1000,200,0.4,1,0.344,0.797,159.48,186.8385,216.229,0.382608,0.4219305,0.464211,1.00378103069368,1.00036480969484,15000,5000,20,500
"1165",1000,1000,200,0.4,1,0.315,0.819,163.507,188.279,218.748,0.351034,0.388765,0.426691,1.02262871765105,1.00552125248809,15000,5000,20,500
"1166",1000,1000,200,0.4,1,0.317,0.792,193.287,225.2335,265.434,0.366844,0.410614,0.451632,1.00823505627916,1.00021222952972,15000,5000,20,500
"1167",1000,1000,200,0.4,1,0.333,0.804,167.314,199.273,231.417,0.377274,0.416756,0.458023,1.03596001178739,1.01038179280293,15000,5000,20,500
"1168",1000,1000,200,0.4,1,0.339,0.805,164.766,193.211,220.582,0.385713,0.4226405,0.4615,1.00548943089189,1.00010842306471,15000,5000,20,500
"1169",1000,1000,200,0.4,1,0.345,0.799,162.09,185.983,213.081,0.386721,0.4272695,0.466966,1.0045969189126,1.00091092003793,15000,5000,20,500
"1170",1000,1000,200,0.4,1,0.357,0.823,177.245,206.5595,239.8,0.404567,0.444784,0.485829,1.0172581454444,1.00083558419572,15000,5000,20,500
"1171",1000,1000,200,0.4,1,0.318,0.783,171.363,200.362,228.828,0.363003,0.3990595,0.439673,1.02428190714245,1.00632149212989,15000,5000,20,500
