"","N","LEN","DELTA","PHI","SIGMA.PHI","Pcap","Pstay","delta_lower","delta_med","delta_upper","phi_lower","phi_med","phi_upper","R_hat_delta","R_hat_phi","MCMCiter","Burn_in","N_thin","N_sample"
"1825",100,500,50,0.8,1,0.76,0.91,39.7903,53.45865,69.2957,0.741027,0.832625,0.916255,1.00075401984228,1.00042511814514,15000,5000,20,500
"1826",100,500,50,0.8,1,0.72,0.92,37.0121,48.6016,62.859,0.681917,0.7759705,0.860034,1.0033144279485,0.999763917899686,15000,5000,20,500
"1827",100,500,50,0.8,1,0.72,0.89,35.0872,46.8466,59.0982,0.710069,0.8012105,0.892273,1.00377257910807,1.00365664888194,15000,5000,20,500
"1828",100,500,50,0.8,1,0.72,0.92,36.379,48.53915,61.5993,0.681417,0.7783355,0.86869,0.999577798281965,1.00249588387422,15000,5000,20,500
"1829",100,500,50,0.8,1,0.63,0.92,40.0086,53.99845,71.6402,0.604803,0.7144445,0.811839,0.999861855733561,1.00234668067604,15000,5000,20,500
"1830",100,500,50,0.8,1,0.67,0.95,37.3565,48.7662,64.8464,0.640415,0.7334195,0.832552,0.999994851176738,1.004451519853,15000,5000,20,500
"1831",100,500,50,0.8,1,0.62,0.86,31.122,41.7075,55.7311,0.582363,0.6827585,0.778111,1.00272000283597,1.00037023518386,15000,5000,20,500
"1832",100,500,50,0.8,1,0.78,0.94,33.7628,42.77495,54.6523,0.752762,0.835328,0.912212,0.999630241948482,1.00455588332014,15000,5000,20,500
"1833",100,500,50,0.8,1,0.69,0.94,30.9616,39.82155,52.1298,0.641127,0.7416805,0.82812,1.00039065325891,1.00124076629301,15000,5000,20,500
"1834",100,500,50,0.8,1,0.72,0.91,38.2987,50.5158,65.686,0.698158,0.7914275,0.879081,1.00081368962984,1.00397380813876,15000,5000,20,500
"1835",100,500,50,0.8,1,0.68,0.9,36.9942,48.7376,62.826,0.656474,0.7605755,0.859874,1.00068074491142,0.999797112857896,15000,5000,20,500
"1836",100,500,50,0.8,1,0.71,0.88,37.679,49.696,63.1273,0.698191,0.7969005,0.881779,1.0009200783059,1.00126684902168,15000,5000,20,500
"1837",100,500,50,0.8,1,0.77,0.94,43.8196,55.54105,71.7406,0.759717,0.8484095,0.927864,1.0006378178663,0.999382529750024,15000,5000,20,500
"1838",100,500,50,0.8,1,0.69,0.9,43.5048,58.42445,77.8292,0.687663,0.786732,0.884355,1.0022238828177,1.00057793023514,15000,5000,20,500
"1839",100,500,50,0.8,1,0.65,0.93,37.8697,52.08435,67.6868,0.609958,0.7091095,0.80092,1.00178744330549,1.00147022998876,15000,5000,20,500
"1840",100,500,50,0.8,1,0.62,0.86,44.5162,60.16655,80.0769,0.60478,0.7156425,0.815943,0.999638320359697,1.00159280812684,15000,5000,20,500
"1841",100,500,50,0.8,1,0.61,0.91,66.1247,94.5811,136.428,0.606499,0.7340005,0.856715,1.00340055682583,1.00344103312752,15000,5000,20,500
"1842",100,500,50,0.8,1,0.77,0.91,32.4459,41.13875,52.0714,0.757367,0.8391005,0.91932,1.00111249003454,1.00067854217505,15000,5000,20,500
"1843",100,500,50,0.8,1,0.66,0.83,42.7208,58.7871,77.2371,0.664452,0.780249,0.877531,1.01416882440195,1.00252776664479,15000,5000,20,500
"1844",100,500,50,0.8,1,0.66,0.91,29.8146,39.25635,50.518,0.599782,0.696931,0.787816,1.00136125552739,1.00022819745859,15000,5000,20,500
"1845",100,500,50,0.8,1,0.66,0.9,39.5565,51.32035,69.6135,0.65937,0.759461,0.863822,1.00145794898111,1.00190197150156,15000,5000,20,500
"1846",100,500,50,0.8,1,0.71,0.89,42.6251,56.2947,73.7246,0.688876,0.794917,0.881582,1.00025201104954,1.00041627796294,15000,5000,20,500
"1847",100,500,50,0.8,1,0.7,0.89,28.9297,37.45065,49.879,0.669539,0.7672465,0.853916,1.00298261328396,1.00131942741341,15000,5000,20,500
"1848",100,500,50,0.8,1,0.71,0.9,44.6645,60.47705,78.985,0.712516,0.8186595,0.916288,1.00017096703941,0.999528831079264,15000,5000,20,500
"1849",100,500,50,0.8,1,0.66,0.88,41.1221,54.8998,72.9365,0.63996,0.753682,0.848566,1.00065250054566,1.00475437859505,15000,5000,20,500
"1850",100,500,50,0.8,1,0.72,0.92,32.2446,41.436,53.0974,0.689282,0.7807035,0.869013,1.00483780301023,1.000148029995,15000,5000,20,500
"1851",500,500,50,0.8,1,0.656,0.888,42.241,47.40655,53.4576,0.67766,0.7183365,0.76732,0.999652138305485,0.999463764345736,15000,5000,20,500
"1852",500,500,50,0.8,1,0.664,0.892,44.6264,51.09275,56.9855,0.689876,0.731185,0.778293,1.00286239123971,1.00265727958462,15000,5000,20,500
"1853",500,500,50,0.8,1,0.67,0.902,46.0917,53.1657,59.4812,0.714067,0.7546435,0.800959,1.00359159340353,1.00132231574745,15000,5000,20,500
"1854",500,500,50,0.8,1,0.662,0.896,44.8888,51.35845,57.4212,0.688827,0.7317705,0.77318,1.00358172346535,1.0002311881363,15000,5000,20,500
"1855",500,500,50,0.8,1,0.726,0.918,48.6229,54.387,60.8481,0.774488,0.8179625,0.856505,1.00130642203625,1.00021477457865,15000,5000,20,500
"1856",500,500,50,0.8,1,0.71,0.898,45.207,51.06775,57.0061,0.751692,0.7917955,0.834562,0.999872512785008,1.0028165368738,15000,5000,20,500
"1857",500,500,50,0.8,1,0.668,0.874,46.7775,53.5342,60.6431,0.708968,0.754429,0.800648,0.999452652112895,0.999937709903753,15000,5000,20,500
"1858",500,500,50,0.8,1,0.676,0.88,45.3137,50.9534,58.0553,0.713696,0.7595725,0.803874,0.999428482227205,1.00026831527655,15000,5000,20,500
"1859",500,500,50,0.8,1,0.686,0.9,45.3556,51.51185,58.3439,0.709403,0.751883,0.794344,0.9995676900711,1.0012053405471,15000,5000,20,500
"1860",500,500,50,0.8,1,0.708,0.892,43.9999,49.3015,55.3282,0.74763,0.7914145,0.831715,1.00069411697433,0.999331027057315,15000,5000,20,500
"1861",500,500,50,0.8,1,0.7,0.894,40.0801,45.3512,50.6583,0.72731,0.7700765,0.808265,1.00136392230845,0.999615892805905,15000,5000,20,500
"1862",500,500,50,0.8,1,0.67,0.9,40.5583,45.52465,51.0233,0.689264,0.730479,0.774991,1.00225693678192,1.00529273005899,15000,5000,20,500
"1863",500,500,50,0.8,1,0.64,0.89,41.9194,47.6743,53.6114,0.671024,0.716413,0.764949,0.999582131320149,1.00009453488093,15000,5000,20,500
"1864",500,500,50,0.8,1,0.702,0.906,46.2238,52.24405,58.6286,0.734648,0.7795475,0.818594,0.999037722846108,0.999985661552399,15000,5000,20,500
"1865",500,500,50,0.8,1,0.706,0.894,43.2824,49.2587,54.5902,0.750694,0.793512,0.837898,1.00135886420106,1.00092968356776,15000,5000,20,500
"1866",500,500,50,0.8,1,0.68,0.896,43.3721,49.0785,55.1391,0.707879,0.7532385,0.796269,1.00351866907577,1.00131598917078,15000,5000,20,500
"1867",500,500,50,0.8,1,0.688,0.872,45.8923,52.2402,58.7792,0.731368,0.775589,0.8184,0.999784330878331,1.00053307746905,15000,5000,20,500
"1868",500,500,50,0.8,1,0.66,0.894,46.7476,53.32785,60.3752,0.695537,0.738011,0.784657,1.00409619777794,1.00013148804396,15000,5000,20,500
"1869",500,500,50,0.8,1,0.684,0.892,49.5974,56.2822,62.7578,0.724097,0.771509,0.810559,1.00166867713735,1.00046001453779,15000,5000,20,500
"1870",500,500,50,0.8,1,0.676,0.888,42.9708,48.66845,54.218,0.70522,0.751798,0.794464,1.00151547206362,1.00207711673466,15000,5000,20,500
"1871",500,500,50,0.8,1,0.662,0.882,39.6208,45.1462,50.579,0.694097,0.737533,0.782304,1.00027271567575,1.0010339405511,15000,5000,20,500
"1872",500,500,50,0.8,1,0.694,0.89,40.8921,46.0552,51.5864,0.729204,0.7692255,0.816004,1.00253417548421,0.999695313881046,15000,5000,20,500
"1873",500,500,50,0.8,1,0.656,0.896,42.5438,48.04835,54.2437,0.674335,0.7196285,0.764264,1.00193696215112,0.999568584936669,15000,5000,20,500
"1874",500,500,50,0.8,1,0.662,0.896,45.306,51.09445,57.1745,0.700968,0.747392,0.791094,1.00237176842814,1.00009820028094,15000,5000,20,500
"1875",500,500,50,0.8,1,0.684,0.884,42.8141,48.10255,54.1758,0.711134,0.752915,0.796865,0.999659418178195,0.999980294901275,15000,5000,20,500
"1876",500,500,50,0.8,1,0.68,0.89,45.7724,51.6987,58.3425,0.708077,0.7540865,0.796546,0.99963056740393,1.00373562179719,15000,5000,20,500
"1877",500,500,50,0.8,1,0.656,0.878,46.6091,52.5522,59.9291,0.688488,0.733962,0.782004,1.00131026504159,1.00118627251004,15000,5000,20,500
"1878",500,500,50,0.8,1,0.664,0.9,44.667,50.63255,56.5945,0.690636,0.7349535,0.777206,1.00123399754436,1.005387472185,15000,5000,20,500
"1879",500,500,50,0.8,1,0.692,0.886,44.2737,49.82995,55.7567,0.73224,0.7760105,0.815502,1.00044156625092,1.00088381273368,15000,5000,20,500
"1880",500,500,50,0.8,1,0.718,0.906,47.6348,53.7203,60.6491,0.758751,0.7991295,0.83964,1.00257217174928,1.00227677517753,15000,5000,20,500
"1881",500,500,50,0.8,1,0.65,0.898,44.1854,49.9747,56.2949,0.673994,0.7201155,0.761225,1.00039250064161,0.999998833869807,15000,5000,20,500
"1882",500,500,50,0.8,1,0.692,0.9,44.0491,49.4734,55.6713,0.723386,0.766024,0.807703,1.00329229257856,1.00016805114401,15000,5000,20,500
"1883",500,500,50,0.8,1,0.68,0.884,40.338,45.06905,51.2186,0.709416,0.7509475,0.793559,1.00169599247746,0.999582116002615,15000,5000,20,500
"1884",500,500,50,0.8,1,0.698,0.898,45.7702,51.8824,58.1138,0.731534,0.777225,0.817681,0.999555782216358,1.00269048108538,15000,5000,20,500
"1885",500,500,50,0.8,1,0.73,0.878,47.2316,53.3514,60.1071,0.778266,0.8194645,0.859571,1.00280077191957,0.999977988513195,15000,5000,20,500
"1886",500,500,50,0.8,1,0.642,0.884,47.6821,53.8773,60.732,0.68261,0.729544,0.778121,0.999635445103924,1.0014060207948,15000,5000,20,500
"1887",500,500,50,0.8,1,0.724,0.916,44.4136,49.50865,55.8634,0.762109,0.8004915,0.842075,0.999149124578406,1.00138002556231,15000,5000,20,500
"1888",500,500,50,0.8,1,0.69,0.9,43.6595,49.2266,55.0994,0.718271,0.7681205,0.806429,1.00205836083023,0.999792410838692,15000,5000,20,500
"1889",500,500,50,0.8,1,0.676,0.898,47.6253,54.5497,61.3611,0.714966,0.757761,0.803556,1.00210597984404,1.00112507225077,15000,5000,20,500
"1890",500,500,50,0.8,1,0.7,0.904,47.5784,53.8012,59.8748,0.74318,0.7869915,0.829067,1.00268222027541,1.00176467199475,15000,5000,20,500
"1891",500,500,50,0.8,1,0.654,0.896,46.8802,53.4107,59.9853,0.686279,0.7314595,0.776214,1.00327801782469,1.00208536402437,15000,5000,20,500
"1892",500,500,50,0.8,1,0.73,0.936,43.5205,49.51055,55.3229,0.758983,0.801249,0.841137,1.00034180679901,1.00255403531419,15000,5000,20,500
"1893",500,500,50,0.8,1,0.682,0.904,42.0693,47.07275,53.2981,0.711848,0.7549035,0.799734,1.00181724285689,0.999890619307642,15000,5000,20,500
"1894",500,500,50,0.8,1,0.656,0.908,44.9565,50.8938,57.6203,0.68152,0.725912,0.770355,1.00200415220935,0.999618557228151,15000,5000,20,500
"1895",500,500,50,0.8,1,0.7,0.9,40.4628,45.42785,51.1923,0.729296,0.7710475,0.81296,0.999716221043709,1.00040099108463,15000,5000,20,500
"1896",500,500,50,0.8,1,0.646,0.902,41.2637,46.9329,53.0707,0.670244,0.719483,0.763355,1.00171448752451,1.00157102110858,15000,5000,20,500
"1897",500,500,50,0.8,1,0.69,0.902,47.4672,53.25985,60.9712,0.720655,0.766368,0.808748,1.0009849123518,0.999394322554216,15000,5000,20,500
"1898",500,500,50,0.8,1,0.702,0.912,42.0707,47.78895,53.6452,0.720027,0.763244,0.804984,1.00581346642426,1.0019000054528,15000,5000,20,500
"1899",500,500,50,0.8,1,0.716,0.908,46.6938,52.1757,59.0198,0.741478,0.786913,0.826755,1.00237362305286,1.00244470550187,15000,5000,20,500
"1900",500,500,50,0.8,1,0.674,0.898,44.1799,49.71765,55.6994,0.700095,0.744142,0.784815,0.999755455923556,1.00009864027952,15000,5000,20,500
"1901",1000,500,50,0.8,1,0.682,0.889,45.5115,49.83475,53.6608,0.73071,0.764083,0.794858,1.00183217839977,1.00059878859231,15000,5000,20,500
"1902",1000,500,50,0.8,1,0.669,0.894,44.3656,48.3254,52.3032,0.715775,0.747281,0.77846,1.00184317085345,0.999488598136737,15000,5000,20,500
"1903",1000,500,50,0.8,1,0.688,0.903,49.2084,53.6486,58.3147,0.736392,0.7678215,0.798066,1.00113798104814,0.999863719009138,15000,5000,20,500
"1904",1000,500,50,0.8,1,0.697,0.905,50.0474,53.9875,59.1026,0.750469,0.781789,0.811208,1.00029849293741,0.999952418481616,15000,5000,20,500
"1905",1000,500,50,0.8,1,0.67,0.893,43.6592,47.47345,51.8434,0.705653,0.7370835,0.767671,1.00144019485953,1.00331003837459,15000,5000,20,500
"1906",1000,500,50,0.8,1,0.667,0.891,46.013,50.18895,54.4885,0.714621,0.746392,0.77976,1.00164029834255,0.999455707628442,15000,5000,20,500
"1907",1000,500,50,0.8,1,0.692,0.888,48.6583,53.0138,57.4562,0.741458,0.777293,0.804541,1.00284600760821,1.00422462013729,15000,5000,20,500
"1908",1000,500,50,0.8,1,0.678,0.876,46.8364,50.86015,55.5564,0.731504,0.7639525,0.792535,1.00085129508037,1.00006730057719,15000,5000,20,500
"1909",1000,500,50,0.8,1,0.712,0.899,47.3474,51.5078,55.9097,0.7687,0.796869,0.827961,0.999787642609112,0.999604031397534,15000,5000,20,500
"1910",1000,500,50,0.8,1,0.682,0.899,46.3945,50.3373,54.7275,0.728663,0.757746,0.791694,0.999638890841315,0.999749255654363,15000,5000,20,500
"1911",1000,500,50,0.8,1,0.684,0.899,44.8678,48.39395,52.9026,0.724952,0.756261,0.786842,1.00016945170443,1.00219447557285,15000,5000,20,500
"1912",1000,500,50,0.8,1,0.668,0.901,49.0739,53.71265,58.5174,0.71391,0.7450135,0.775921,1.00031734988736,0.999501649706719,15000,5000,20,500
"1913",1000,500,50,0.8,1,0.647,0.898,47.5641,51.84845,56.697,0.69605,0.7266905,0.759808,1.00137682045741,0.999831362763941,15000,5000,20,500
"1914",1000,500,50,0.8,1,0.689,0.9,45.4264,49.0588,53.632,0.733773,0.7624,0.794378,1.00140313723086,0.999571738523179,15000,5000,20,500
"1915",1000,500,50,0.8,1,0.692,0.908,45.328,49.4691,53.6347,0.742111,0.7716095,0.803132,1.00179643558642,1.00148306151436,15000,5000,20,500
"1916",1000,500,50,0.8,1,0.673,0.898,43.1205,46.86255,50.8913,0.719515,0.7475205,0.781286,1.00112377766321,1.00008625849482,15000,5000,20,500
"1917",1000,500,50,0.8,1,0.678,0.892,44.0704,47.82515,52.1998,0.72424,0.755788,0.785435,0.999562808942911,1.00191975905105,15000,5000,20,500
"1918",1000,500,50,0.8,1,0.713,0.903,46.3566,50.3159,54.7297,0.757224,0.7871975,0.815558,1.00459331391528,1.00028368643221,15000,5000,20,500
"1919",1000,500,50,0.8,1,0.675,0.893,42.8847,46.8985,50.9254,0.715192,0.7457815,0.776227,1.00115232484764,1.00154597742383,15000,5000,20,500
"1920",1000,500,50,0.8,1,0.676,0.892,46.023,50.22735,54.609,0.722043,0.7518285,0.781851,1.00009415778394,0.999532291563052,15000,5000,20,500
"1921",1000,500,50,0.8,1,0.707,0.91,44.2933,48.4201,52.2103,0.752145,0.781394,0.81245,1.00137173498043,1.00183010611191,15000,5000,20,500
"1922",1000,500,50,0.8,1,0.693,0.905,41.9076,45.61745,49.5132,0.731739,0.7657945,0.794228,1.00362224690495,0.99908421027558,15000,5000,20,500
"1923",1000,500,50,0.8,1,0.696,0.905,46.258,50.8153,54.9861,0.738955,0.771398,0.801079,1.00004286089005,1.00008030364637,15000,5000,20,500
"1924",1000,500,50,0.8,1,0.705,0.898,44.3158,48.44415,52.3472,0.749362,0.7829545,0.811282,0.999340573185525,1.00249245321679,15000,5000,20,500
"1925",1000,500,50,0.8,1,0.692,0.925,46.6677,51.09915,55.3783,0.726286,0.760064,0.79002,1.00204453612563,0.99953461141869,15000,5000,20,500
"1926",1000,500,50,0.8,1,0.699,0.904,44.1024,48.23125,52.183,0.731703,0.7626865,0.789763,1.00127457815902,1.00090708341224,15000,5000,20,500
"1927",1000,500,50,0.8,1,0.678,0.904,47.2099,51.14935,55.8917,0.722354,0.7530965,0.782844,0.99989837871762,1.00234830384335,15000,5000,20,500
"1928",1000,500,50,0.8,1,0.703,0.912,43.8971,47.6889,51.9986,0.74423,0.775402,0.803513,1.00052615308572,1.00189033322881,15000,5000,20,500
"1929",1000,500,50,0.8,1,0.703,0.899,44.3011,48.48005,52.5187,0.741591,0.7727495,0.802375,0.999647539058485,1.00027487689119,15000,5000,20,500
"1930",1000,500,50,0.8,1,0.675,0.886,45.8556,49.9642,54.2954,0.728381,0.76383,0.791652,1.00074891941364,1.00239788107943,15000,5000,20,500
"1931",1000,500,50,0.8,1,0.677,0.903,47.4096,51.9359,56.2555,0.730307,0.7619915,0.790989,1.00161079359671,1.00072512566863,15000,5000,20,500
"1932",1000,500,50,0.8,1,0.708,0.926,45.8205,49.59835,54.0025,0.747415,0.776429,0.807793,1.00083522883238,1.00267656646981,15000,5000,20,500
"1933",1000,500,50,0.8,1,0.69,0.907,45.8206,49.7829,54.1087,0.734354,0.7644825,0.79743,1.00068683368727,1.00083699932822,15000,5000,20,500
"1934",1000,500,50,0.8,1,0.693,0.907,43.6601,47.58945,52.0356,0.730462,0.764163,0.793027,1.00415620185188,1.00160816107407,15000,5000,20,500
"1935",1000,500,50,0.8,1,0.681,0.892,46.7695,51.189,55.5724,0.727461,0.759764,0.790317,0.999252970053578,1.00045745602863,15000,5000,20,500
"1936",1000,500,50,0.8,1,0.655,0.897,45.3502,49.4753,53.5564,0.691632,0.7266795,0.755211,1.00678116200908,1.00408800072509,15000,5000,20,500
"1937",1000,500,50,0.8,1,0.704,0.905,46.1182,50.1106,54.3452,0.758706,0.788409,0.818731,1.00057171631732,1.0010711196574,15000,5000,20,500
"1938",1000,500,50,0.8,1,0.691,0.893,42.2747,45.6819,49.6793,0.723664,0.7531045,0.783043,0.999713910118184,0.999508686189035,15000,5000,20,500
"1939",1000,500,50,0.8,1,0.67,0.897,46.6708,50.6167,55.2395,0.721031,0.7548435,0.785034,1.00281831747539,1.0021833045321,15000,5000,20,500
"1940",1000,500,50,0.8,1,0.664,0.887,47.308,51.26035,55.8268,0.715412,0.744709,0.777669,1.00559047587445,1.00085327860139,15000,5000,20,500
"1941",1000,500,50,0.8,1,0.688,0.91,48.9026,53.3333,58.126,0.730318,0.760621,0.792636,0.99995328556651,1.0010279484792,15000,5000,20,500
"1942",1000,500,50,0.8,1,0.66,0.901,41.3804,45.1374,49.1021,0.692271,0.721964,0.752934,0.999928088247885,1.00312759086973,15000,5000,20,500
"1943",1000,500,50,0.8,1,0.677,0.895,45.2652,49.18,53.4435,0.725685,0.7588195,0.789504,1.00272152363929,1.00089912318694,15000,5000,20,500
"1944",1000,500,50,0.8,1,0.697,0.904,46.659,50.9937,55.3876,0.747812,0.7772185,0.80901,1.00144070628316,1.00091737670147,15000,5000,20,500
"1945",1000,500,50,0.8,1,0.691,0.884,44.0282,48.065,52.2278,0.739717,0.768304,0.798749,1.00017581986749,1.00189793256537,15000,5000,20,500
"1946",1000,500,50,0.8,1,0.683,0.91,46.2547,50.52105,54.7619,0.728187,0.758999,0.79106,1.00007572043224,1.00097269943542,15000,5000,20,500
"1947",1000,500,50,0.8,1,0.673,0.901,45.4437,49.91335,54.1693,0.717955,0.7512535,0.781302,1.00192064916154,1.0000849626315,15000,5000,20,500
"1948",1000,500,50,0.8,1,0.686,0.891,44.3845,48.01175,52.1612,0.737015,0.767743,0.796765,1.00224085949183,1.00134488840274,15000,5000,20,500
"1949",1000,500,50,0.8,1,0.698,0.906,46.8795,51.0867,55.466,0.744041,0.7740465,0.805134,1.00051426999257,1.00163880645601,15000,5000,20,500
"1950",1000,500,50,0.8,1,0.68,0.904,44.2921,48.56295,52.4892,0.717783,0.750582,0.780075,1.00284769029845,1.00207738884501,15000,5000,20,500
"1951",100,1000,50,0.8,1,0.75,0.92,40.542,52.09205,65.7434,0.697219,0.7968425,0.874662,0.999164304632724,1.00184840739716,15000,5000,20,500
"1952",100,1000,50,0.8,1,0.68,0.96,50.7051,66.69425,87.1604,0.635755,0.7253365,0.818547,1.00223471216741,1.00048871290064,15000,5000,20,500
"1953",100,1000,50,0.8,1,0.71,0.97,36.5845,47.61675,60.4213,0.633058,0.72394,0.812722,0.999136038995043,1.00059857773002,15000,5000,20,500
"1954",100,1000,50,0.8,1,0.65,0.92,38.6352,50.6156,65.6662,0.594828,0.6895115,0.777451,0.999423092449255,1.00050114533676,15000,5000,20,500
"1955",100,1000,50,0.8,1,0.79,0.94,37.3769,48.1404,59.3531,0.746185,0.825272,0.898818,0.999709518652005,1.0010868353862,15000,5000,20,500
"1956",100,1000,50,0.8,1,0.75,0.96,39.6669,50.39585,63.4682,0.692744,0.7721775,0.855807,1.00176508604561,1.00275544803213,15000,5000,20,500
"1957",100,1000,50,0.8,1,0.73,0.96,38.4147,50.25125,63.661,0.666862,0.751202,0.839467,1.00317335291853,0.999786832693913,15000,5000,20,500
"1958",100,1000,50,0.8,1,0.73,0.93,38.4307,49.9117,62.609,0.676093,0.774385,0.850124,0.999276552839423,1.00000922590704,15000,5000,20,500
"1959",100,1000,50,0.8,1,0.7,0.92,46.5563,60.5956,76.5842,0.657889,0.754503,0.840022,1.00149927103301,0.999818064946176,15000,5000,20,500
"1960",100,1000,50,0.8,1,0.8,0.96,40.4586,50.39465,63.8647,0.747587,0.833686,0.898579,0.999246394144899,1.00126641213064,15000,5000,20,500
"1961",100,1000,50,0.8,1,0.78,0.95,41.6125,53.38625,66.9728,0.745921,0.8310275,0.908232,1.00062068659508,0.999964940333744,15000,5000,20,500
"1962",100,1000,50,0.8,1,0.69,0.93,40.3592,52.22045,67.146,0.629851,0.725295,0.812034,0.999176653507476,0.99969196597532,15000,5000,20,500
"1963",100,1000,50,0.8,1,0.67,0.93,45.3545,59.109,74.6249,0.613924,0.704703,0.799792,1.00012042976694,0.999670512408648,15000,5000,20,500
"1964",100,1000,50,0.8,1,0.75,0.98,38.1843,49.8548,63.6589,0.704012,0.7941335,0.873855,0.999270781395329,1.00440533497505,15000,5000,20,500
"1965",100,1000,50,0.8,1,0.68,0.94,42.9784,55.69105,70.9433,0.622774,0.714275,0.811744,0.999383131232439,1.00034445225535,15000,5000,20,500
"1966",100,1000,50,0.8,1,0.76,0.96,39.2901,50.55145,64.1377,0.704295,0.788084,0.868008,1.00064672290259,0.999965886001196,15000,5000,20,500
"1967",100,1000,50,0.8,1,0.68,0.94,38.9646,51.7435,65.0055,0.643068,0.741029,0.830121,0.999751551689776,0.999940770914091,15000,5000,20,500
"1968",100,1000,50,0.8,1,0.7,0.95,33.3263,43.8521,55.3652,0.646777,0.7438715,0.829053,1.000733812168,1.00277952725807,15000,5000,20,500
"1969",100,1000,50,0.8,1,0.71,0.91,36.6452,46.64755,58.5387,0.657639,0.751837,0.837504,1.00080701332381,1.00100812561841,15000,5000,20,500
"1970",100,1000,50,0.8,1,0.76,0.97,45.5553,57.1096,72.4152,0.713894,0.805838,0.879771,1.00515791824989,1.00293164268775,15000,5000,20,500
"1971",100,1000,50,0.8,1,0.76,0.95,39.7795,51.21975,64.213,0.709072,0.797522,0.876889,1.00152639574177,1.00476246889761,15000,5000,20,500
"1972",100,1000,50,0.8,1,0.68,0.97,40.6666,54.4096,67.9786,0.618128,0.7180635,0.801561,0.999675388897708,1.0022914521334,15000,5000,20,500
"1973",100,1000,50,0.8,1,0.67,0.95,35.2141,45.02295,58.4119,0.620066,0.7097125,0.80365,1.01121708886634,0.999708416876042,15000,5000,20,500
"1974",100,1000,50,0.8,1,0.74,0.96,32.4548,41.9337,52.7772,0.673467,0.764259,0.847777,1.00132114518695,0.999503469162078,15000,5000,20,500
"1975",100,1000,50,0.8,1,0.75,0.93,42.0434,53.0418,66.4448,0.715048,0.802128,0.884296,1.00058554727285,0.999967498537794,15000,5000,20,500
"1976",100,1000,50,0.8,1,0.7,0.95,42.1459,53.7411,67.7144,0.641186,0.7264795,0.822289,0.999944862458163,0.999400731524463,15000,5000,20,500
"1977",100,1000,50,0.8,1,0.7,0.96,34.2479,44.74545,55.5808,0.631304,0.7207325,0.815607,0.999431955519317,1.00154854770406,15000,5000,20,500
"1978",100,1000,50,0.8,1,0.79,0.93,41.0643,51.66125,65.0207,0.738962,0.834777,0.901142,0.999663272391018,0.999335055547543,15000,5000,20,500
"1979",100,1000,50,0.8,1,0.78,0.96,45.5951,59.39095,74.8555,0.729871,0.8151665,0.893154,1.0018250863483,1.00015193249594,15000,5000,20,500
"1980",100,1000,50,0.8,1,0.68,0.94,44.8312,57.56535,74.5239,0.636256,0.7310575,0.824613,1.0000326849325,1.00109461666707,15000,5000,20,500
"1981",100,1000,50,0.8,1,0.75,0.94,41.916,54.8548,68.8412,0.707371,0.798379,0.873064,1.00164302752133,1.00289483191736,15000,5000,20,500
"1982",100,1000,50,0.8,1,0.81,0.98,35.4346,45.58155,56.0494,0.753285,0.8402155,0.91233,1.00038091289207,1.00176409662592,15000,5000,20,500
"1983",100,1000,50,0.8,1,0.75,0.97,38.7829,49.02135,62.5275,0.702977,0.790866,0.869043,1.00038405993369,1.00400166988952,15000,5000,20,500
"1984",100,1000,50,0.8,1,0.66,0.94,37.1796,47.85815,60.4945,0.612655,0.707581,0.797518,1.000468315274,1.00041686785179,15000,5000,20,500
"1985",100,1000,50,0.8,1,0.71,0.94,44.6305,56.1481,72.6591,0.652853,0.750034,0.836038,1.00303060259099,1.00025949113113,15000,5000,20,500
"1986",100,1000,50,0.8,1,0.67,0.91,40.6736,52.43315,67.9927,0.636622,0.728424,0.825136,1.00022755931948,1.00234059981614,15000,5000,20,500
"1987",100,1000,50,0.8,1,0.77,0.96,41.1856,52.0728,65.4328,0.715074,0.8027445,0.873609,1.00176342631819,1.00037928591749,15000,5000,20,500
"1988",100,1000,50,0.8,1,0.67,0.94,35.0184,45.49065,57.0435,0.612062,0.710689,0.80004,1.00029580661259,1.00025670651282,15000,5000,20,500
"1989",100,1000,50,0.8,1,0.8,0.93,43.8916,55.3631,70.3851,0.766502,0.8425405,0.914533,0.999798166336127,0.99982366638655,15000,5000,20,500
"1990",100,1000,50,0.8,1,0.76,0.95,35.1744,45.60675,57.3754,0.704258,0.7895355,0.867318,1.00001370864939,1.00042405604831,15000,5000,20,500
"1991",100,1000,50,0.8,1,0.78,0.94,38.2529,47.59515,59.3161,0.740862,0.8196265,0.892125,0.999937155938129,1.00182575546395,15000,5000,20,500
"1992",100,1000,50,0.8,1,0.72,0.93,48.3851,61.46905,78.5113,0.67104,0.7693615,0.852083,1.00291275512513,1.00003522235716,15000,5000,20,500
"1993",100,1000,50,0.8,1,0.73,0.96,37.5957,47.32365,60.4116,0.650248,0.7511445,0.828608,1.00229234333103,1.00024831408405,15000,5000,20,500
"1994",100,1000,50,0.8,1,0.7,0.93,31.5216,39.994,51.5665,0.635287,0.7294525,0.814644,0.999234627873859,0.999431948245285,15000,5000,20,500
"1995",100,1000,50,0.8,1,0.69,0.97,32.771,42.7295,53.8513,0.622895,0.721152,0.802946,1.00066782609794,1.00495080058735,15000,5000,20,500
