"","N","LEN","DELTA","PHI","SIGMA.PHI","Pcap","Pstay","delta_lower","delta_med","delta_upper","R_hat_delta","MCMCiter","Burn_in","N_thin","N_sample"
"1",100,500,50,0.4,1,0.39,0.93,28.2408,40.6688,56.8986,0.999407545718201,15000,5000,20,500
"2",100,500,50,0.4,1,0.41,0.83,39.1083,58.06675,81.3819,1.00100759783398,15000,5000,20,500
"3",100,500,50,0.4,1,0.41,0.92,30.5374,44.75405,61.3104,1.00038273053951,15000,5000,20,500
"4",100,500,50,0.4,1,0.42,0.93,48.4805,74.4615,110.456,1.00138552772978,15000,5000,20,500
"5",100,500,50,0.4,1,0.32,0.86,32.9767,51.0513,74.3634,0.999061269166692,15000,5000,20,500
"6",100,500,50,0.4,1,0.36,0.94,34.819,52.32815,75.658,1.00011037240131,15000,5000,20,500
"7",100,500,50,0.4,1,0.34,0.85,33.7884,51.7102,75.9216,1.00071828304724,15000,5000,20,500
"8",100,500,50,0.4,1,0.38,0.88,25.4469,39.3673,54.098,1.0006230515783,15000,5000,20,500
"9",100,500,50,0.4,1,0.37,0.86,30.9783,44.6078,63.9018,1.00265697055022,15000,5000,20,500
"10",100,500,50,0.4,1,0.36,0.89,30.2471,45.83865,65.6488,1.00677234245072,15000,5000,20,500
"11",100,500,50,0.4,1,0.39,0.91,44.5057,68.138,100.55,0.999858671183537,15000,5000,20,500
"12",100,500,50,0.4,1,0.35,0.87,33.1037,49.01885,71.511,1.0014972643218,15000,5000,20,500
"13",100,500,50,0.4,1,0.38,0.89,30.8097,45.45645,63.6283,0.99960791691407,15000,5000,20,500
"14",100,500,50,0.4,1,0.41,0.94,30.0127,43.49015,61.0158,1.00052211399407,15000,5000,20,500
"15",100,500,50,0.4,1,0.37,0.93,32.2986,47.8881,69.0005,0.999533963945377,15000,5000,20,500
"16",100,500,50,0.4,1,0.35,0.87,22.6726,32.30145,45.9348,1.00065561583375,15000,5000,20,500
"17",100,500,50,0.4,1,0.35,0.86,36.1232,55.19365,81.1767,0.999729014332369,15000,5000,20,500
"18",100,500,50,0.4,1,0.4,0.91,43.7041,62.3197,90.0275,1.00060053918835,15000,5000,20,500
"19",100,500,50,0.4,1,0.37,0.9,39.6509,56.24385,84.9221,1.00318686328997,15000,5000,20,500
"20",100,500,50,0.4,1,0.37,0.93,29.4896,42.8277,61.579,1.00654978902393,15000,5000,20,500
"21",100,500,50,0.4,1,0.36,0.91,29.7611,44.73825,62.8281,0.999436527435087,15000,5000,20,500
"22",100,500,50,0.4,1,0.36,0.9,29.9107,46.63165,65.5152,1.00165055161094,15000,5000,20,500
"23",100,500,50,0.4,1,0.39,0.9,30.9519,44.926,64.0665,1.00231835856933,15000,5000,20,500
"24",100,500,50,0.4,1,0.43,0.93,48.4738,73.21505,103.16,1.00104569863669,15000,5000,20,500
"25",100,500,50,0.4,1,0.39,0.89,31.0603,46.103,65.486,1.00182967282324,15000,5000,20,500
"26",100,500,50,0.4,1,0.35,0.88,29.0959,43.7643,63.8059,1.00047288386617,15000,5000,20,500
"27",100,500,50,0.4,1,0.39,0.91,34.8753,50.80715,73.1526,1.00075707768288,15000,5000,20,500
"28",100,500,50,0.4,1,0.38,0.92,38.0925,55.20695,80.2597,1.0035335270365,15000,5000,20,500
"29",100,500,50,0.4,1,0.39,0.87,31.1731,46.5325,65.2524,1.00073863630137,15000,5000,20,500
"30",100,500,50,0.4,1,0.43,0.9,35.8279,53.42815,73.4047,0.999545077562558,15000,5000,20,500
"31",100,500,50,0.4,1,0.34,0.9,38.766,58.5167,88.0139,0.999495745974893,15000,5000,20,500
"32",100,500,50,0.4,1,0.43,0.92,30.1456,42.1568,58.6278,1.00054224654309,15000,5000,20,500
"33",100,500,50,0.4,1,0.39,0.86,30.4662,45.50305,63.8691,1.00285277294398,15000,5000,20,500
"34",100,500,50,0.4,1,0.49,0.88,36.4329,52.5395,70.8647,1.00032744171122,15000,5000,20,500
"35",100,500,50,0.4,1,0.28,0.87,27.4896,40.196,62.6457,1.00053897469976,15000,5000,20,500
"36",100,500,50,0.4,1,0.39,0.9,27.8179,40.94355,57.3582,0.999441414480503,15000,5000,20,500
"37",100,500,50,0.4,1,0.38,0.88,33.0657,51.3096,71.6951,1.00281106810637,15000,5000,20,500
"38",100,500,50,0.4,1,0.35,0.89,29.1146,43.37185,60.7152,1.0021695015108,15000,5000,20,500
"39",100,500,50,0.4,1,0.34,0.92,29.7441,44.79055,64.3311,1.00008166083909,15000,5000,20,500
"40",100,500,50,0.4,1,0.32,0.93,36.8807,55.73285,83.9013,0.999561678251933,15000,5000,20,500
"41",100,500,50,0.4,1,0.31,0.89,39.5727,62.4751,96.2686,1.00015325674956,15000,5000,20,500
"42",100,500,50,0.4,1,0.35,0.94,35.189,55.3351,80.4965,1.00107877421242,15000,5000,20,500
"43",100,500,50,0.4,1,0.37,0.86,28.7012,42.9785,60.1652,0.99992769278114,15000,5000,20,500
"44",100,500,50,0.4,1,0.43,0.91,44.1192,64.31605,90.7192,1.00129085546169,15000,5000,20,500
"45",100,500,50,0.4,1,0.36,0.89,22.3584,31.01535,44.0816,1.00271803027743,15000,5000,20,500
"46",100,500,50,0.4,1,0.45,0.92,34.7336,48.18685,67.3218,1.00114408110727,15000,5000,20,500
"47",100,500,50,0.4,1,0.33,0.81,37.8372,60.3951,87.8053,1.00098397382277,15000,5000,20,500
"48",100,500,50,0.4,1,0.32,0.86,30.5208,48.382,70.7938,1.00205809754494,15000,5000,20,500
"49",100,500,50,0.4,1,0.43,0.94,39.7002,59.7289,83.0226,0.999341464526162,15000,5000,20,500
"50",100,500,50,0.4,1,0.37,0.88,32.6472,49.5761,69.4465,1.00186664211303,15000,5000,20,500
"51",500,500,50,0.4,1,0.41,0.888,41.4455,48.46065,56.6336,0.999318277838167,15000,5000,20,500
"52",500,500,50,0.4,1,0.358,0.89,36.5573,43.45865,51.6571,1.00085908518738,15000,5000,20,500
"53",500,500,50,0.4,1,0.392,0.904,42.4907,49.83195,57.9069,1.00063174777502,15000,5000,20,500
"54",500,500,50,0.4,1,0.37,0.904,38.0368,44.71545,52.2272,1.00014235081696,15000,5000,20,500
"55",500,500,50,0.4,1,0.348,0.884,44.9928,54.1415,64.0003,1.00000125387409,15000,5000,20,500
"56",500,500,50,0.4,1,0.362,0.918,41.9243,50.0335,58.536,1.00076302280728,15000,5000,20,500
"57",500,500,50,0.4,1,0.432,0.908,39.7815,45.81735,53.3506,1.00120052035002,15000,5000,20,500
"58",500,500,50,0.4,1,0.404,0.896,38.4099,45.0176,52.6717,1.0014464302152,15000,5000,20,500
"59",500,500,50,0.4,1,0.37,0.918,44.4521,53.311,61.9655,1.00195248787908,15000,5000,20,500
"60",500,500,50,0.4,1,0.398,0.89,36.8481,43.01315,50.2234,1.00192241587752,15000,5000,20,500
"61",500,500,50,0.4,1,0.38,0.896,41.3224,49.0187,56.4009,1.00032842097158,15000,5000,20,500
"62",500,500,50,0.4,1,0.362,0.882,46.6163,55.36225,65.842,1.00186426284572,15000,5000,20,500
"63",500,500,50,0.4,1,0.366,0.902,42.2855,50.1475,58.5064,0.999573967579465,15000,5000,20,500
"64",500,500,50,0.4,1,0.352,0.896,51.0652,61.20365,72.2372,1.00045477096063,15000,5000,20,500
"65",500,500,50,0.4,1,0.342,0.874,37.0721,44.05145,51.6588,0.999587864883346,15000,5000,20,500
"66",500,500,50,0.4,1,0.412,0.922,43.038,51.0632,58.8832,0.999936287776874,15000,5000,20,500
"67",500,500,50,0.4,1,0.378,0.926,50.0184,58.61995,69.4573,1.00027533069783,15000,5000,20,500
"68",500,500,50,0.4,1,0.348,0.884,42.8026,51.1678,60.4443,1.00073761627977,15000,5000,20,500
"69",500,500,50,0.4,1,0.38,0.912,39.6113,46.1351,54.5047,0.999883677547548,15000,5000,20,500
"70",500,500,50,0.4,1,0.394,0.91,47.0244,54.77335,64.6416,1.00058440465804,15000,5000,20,500
"71",500,500,50,0.4,1,0.366,0.914,42.7298,50.7698,58.9746,1.00258926310126,15000,5000,20,500
"72",500,500,50,0.4,1,0.364,0.902,45.4239,53.483,62.8364,1.00053628751074,15000,5000,20,500
"73",500,500,50,0.4,1,0.38,0.892,43.6817,51.3791,59.9795,1.00190834946726,15000,5000,20,500
"74",500,500,50,0.4,1,0.354,0.906,41.1338,49.0114,57.2341,1.00133326306435,15000,5000,20,500
"75",500,500,50,0.4,1,0.366,0.894,47.3038,55.30795,66.3921,1.00037800993261,15000,5000,20,500
"76",500,500,50,0.4,1,0.368,0.906,41.3219,49.91975,57.9444,1.00250541913474,15000,5000,20,500
"77",500,500,50,0.4,1,0.366,0.896,50.9876,60.2359,72.4226,1.00209872967128,15000,5000,20,500
"78",500,500,50,0.4,1,0.362,0.916,40.7643,47.93695,55.6312,1.00095144598416,15000,5000,20,500
"79",500,500,50,0.4,1,0.378,0.904,46.5269,54.80975,64.4475,0.999767066329085,15000,5000,20,500
"80",500,500,50,0.4,1,0.386,0.894,40.4495,47.90595,55.6516,1.00199512540762,15000,5000,20,500
"81",500,500,50,0.4,1,0.332,0.87,35.6875,42.05745,49.445,1.00137946155622,15000,5000,20,500
"82",500,500,50,0.4,1,0.386,0.894,49.1109,57.87215,67.8061,0.999114218544144,15000,5000,20,500
"83",500,500,50,0.4,1,0.406,0.918,46.2198,53.42,63.4339,1.0017011059901,15000,5000,20,500
"84",500,500,50,0.4,1,0.38,0.902,37.8041,44.33955,51.9482,1.00382148624337,15000,5000,20,500
"85",500,500,50,0.4,1,0.382,0.912,36.7167,43.3849,50.7883,0.999129337176713,15000,5000,20,500
"86",500,500,50,0.4,1,0.42,0.912,40.6949,47.79645,55.4255,1.00028224352983,15000,5000,20,500
"87",500,500,50,0.4,1,0.374,0.898,38.4774,45.2454,52.5831,1.00053203081335,15000,5000,20,500
"88",500,500,50,0.4,1,0.356,0.896,41.5716,50.0796,58.8949,1.00036281937625,15000,5000,20,500
"89",500,500,50,0.4,1,0.406,0.9,45.6993,54.4585,63.06,1.00177227233428,15000,5000,20,500
"90",500,500,50,0.4,1,0.378,0.908,33.5649,39.0094,45.7649,1.00237497069286,15000,5000,20,500
"91",500,500,50,0.4,1,0.348,0.906,43.9572,52.7127,62.0805,0.999513710191264,15000,5000,20,500
"92",500,500,50,0.4,1,0.386,0.898,41.7718,49.9859,58.3726,1.0022731854529,15000,5000,20,500
"93",500,500,50,0.4,1,0.386,0.92,37.3484,43.8294,50.9747,1.00141365850437,15000,5000,20,500
"94",500,500,50,0.4,1,0.368,0.88,39.7156,46.7826,54.9304,1.00306988419884,15000,5000,20,500
"95",500,500,50,0.4,1,0.36,0.924,48.6769,57.05965,68.7126,1.00556069808408,15000,5000,20,500
"96",500,500,50,0.4,1,0.382,0.91,46.806,54.96655,64.6027,1.0018064210827,15000,5000,20,500
"97",500,500,50,0.4,1,0.394,0.9,42.7406,49.7157,58.4998,0.999674747591046,15000,5000,20,500
"98",500,500,50,0.4,1,0.394,0.892,44.4109,51.5578,60.6984,1.00420954073377,15000,5000,20,500
"99",500,500,50,0.4,1,0.386,0.888,47.7849,56.62235,66.84,1.00028971045119,15000,5000,20,500
"100",500,500,50,0.4,1,0.344,0.89,44.131,52.59615,62.8759,0.999179861739138,15000,5000,20,500
"101",1000,500,50,0.4,1,0.373,0.914,40.4103,44.97795,50.4702,1.00129706252675,15000,5000,20,500
"102",1000,500,50,0.4,1,0.344,0.9,42.5014,47.9984,53.9074,0.999355719502052,15000,5000,20,500
"103",1000,500,50,0.4,1,0.386,0.909,46.2269,52.8517,59.0422,1.00224866890874,15000,5000,20,500
"104",1000,500,50,0.4,1,0.357,0.901,46.2316,52.2193,58.9129,0.999409946388804,15000,5000,20,500
"105",1000,500,50,0.4,1,0.363,0.902,43.3293,48.5854,54.0866,1.00047085399654,15000,5000,20,500
"106",1000,500,50,0.4,1,0.383,0.901,46.255,51.68865,58.0826,1.00127098871077,15000,5000,20,500
"107",1000,500,50,0.4,1,0.342,0.898,41.9766,46.94115,52.944,0.999535632153889,15000,5000,20,500
"108",1000,500,50,0.4,1,0.355,0.892,47.9056,53.82265,60.8771,1.00002517948748,15000,5000,20,500
"109",1000,500,50,0.4,1,0.379,0.911,41.5539,46.83955,52.2343,0.999831980166969,15000,5000,20,500
"110",1000,500,50,0.4,1,0.38,0.919,43.5867,49.36635,54.9351,1.00081096357238,15000,5000,20,500
"111",1000,500,50,0.4,1,0.374,0.894,48.6286,54.9043,61.2214,1.00043005060223,15000,5000,20,500
"112",1000,500,50,0.4,1,0.376,0.89,42.6672,47.29455,53.469,1.00068636416226,15000,5000,20,500
"113",1000,500,50,0.4,1,0.381,0.897,45.1526,51.29405,57.1669,1.00409724021771,15000,5000,20,500
"114",1000,500,50,0.4,1,0.354,0.903,43.1137,48.34245,54.1354,1.00182767437942,15000,5000,20,500
"115",1000,500,50,0.4,1,0.388,0.908,40.8493,45.9392,51.1801,1.00686835651135,15000,5000,20,500
"116",1000,500,50,0.4,1,0.398,0.902,49.9288,55.78505,62.6567,1.0033554544889,15000,5000,20,500
"117",1000,500,50,0.4,1,0.359,0.903,45.3917,51.3639,57.4362,1.00040050862063,15000,5000,20,500
"118",1000,500,50,0.4,1,0.398,0.897,42.1441,47.01895,52.7725,1.00328207267852,15000,5000,20,500
"119",1000,500,50,0.4,1,0.397,0.909,47.0215,53.05235,59.1856,0.999433271695789,15000,5000,20,500
"120",1000,500,50,0.4,1,0.396,0.913,45.9928,51.4713,57.2623,0.999741860410742,15000,5000,20,500
"121",1000,500,50,0.4,1,0.377,0.902,42.8652,47.94155,53.7164,1.00026695690521,15000,5000,20,500
"122",1000,500,50,0.4,1,0.365,0.896,41.0538,46.67205,52.0071,1.00275352234279,15000,5000,20,500
"123",1000,500,50,0.4,1,0.376,0.895,43.8777,49.0081,54.6707,1.00081091025315,15000,5000,20,500
"124",1000,500,50,0.4,1,0.367,0.892,48.6649,54.44075,61.1786,1.00266438923279,15000,5000,20,500
"125",1000,500,50,0.4,1,0.375,0.904,45.155,50.64455,56.9363,0.999336667767476,15000,5000,20,500
"126",1000,500,50,0.4,1,0.384,0.898,44.0829,49.7088,55.4232,1.0014581708231,15000,5000,20,500
"127",1000,500,50,0.4,1,0.361,0.899,46.8212,52.4144,58.7725,1.00089084686405,15000,5000,20,500
"128",1000,500,50,0.4,1,0.347,0.886,45.0796,50.809,57.4023,0.999746425165025,15000,5000,20,500
"129",1000,500,50,0.4,1,0.409,0.914,48.2755,53.84255,59.9764,0.999797129822748,15000,5000,20,500
"130",1000,500,50,0.4,1,0.376,0.904,40.7819,45.8342,51.2816,1.00084656942085,15000,5000,20,500
"131",1000,500,50,0.4,1,0.373,0.897,45.8415,51.116,57.5974,1.00446973387119,15000,5000,20,500
"132",1000,500,50,0.4,1,0.385,0.899,44.5249,49.70205,56.0024,0.99940055994188,15000,5000,20,500
"133",1000,500,50,0.4,1,0.367,0.901,40.7274,45.78345,51.3339,1.00182916674171,15000,5000,20,500
"134",1000,500,50,0.4,1,0.393,0.92,43.0222,48.4488,53.8509,1.00215567188916,15000,5000,20,500
"135",1000,500,50,0.4,1,0.361,0.914,38.3109,42.8937,47.8854,1.00403752219465,15000,5000,20,500
"136",1000,500,50,0.4,1,0.364,0.908,43.2303,48.31525,54.1222,0.999210626056359,15000,5000,20,500
"137",1000,500,50,0.4,1,0.377,0.889,44.5407,49.92265,55.6949,1.00006258510505,15000,5000,20,500
"138",1000,500,50,0.4,1,0.375,0.898,46.8183,53.08285,59.2045,1.00236813148166,15000,5000,20,500
"139",1000,500,50,0.4,1,0.379,0.89,43.2313,48.44915,54.1069,0.999694874851606,15000,5000,20,500
"140",1000,500,50,0.4,1,0.374,0.903,40.7112,45.74805,51.011,1.00413048413242,15000,5000,20,500
"141",1000,500,50,0.4,1,0.382,0.907,44.1028,49.80605,55.483,1.00036373661397,15000,5000,20,500
"142",1000,500,50,0.4,1,0.398,0.896,43.6374,48.63355,54.3029,1.00116780533483,15000,5000,20,500
"143",1000,500,50,0.4,1,0.358,0.9,43.9235,49.7268,56.0641,0.999959768194037,15000,5000,20,500
"144",1000,500,50,0.4,1,0.366,0.896,44.8816,50.48165,56.6232,0.999419653950214,15000,5000,20,500
"145",1000,500,50,0.4,1,0.392,0.896,44.5415,49.75135,55.5172,0.999075571629962,15000,5000,20,500
"146",1000,500,50,0.4,1,0.387,0.905,45.2774,50.17205,56.2641,0.999704993727213,15000,5000,20,500
"147",1000,500,50,0.4,1,0.377,0.919,42.2513,47.4411,53.3074,1.00262872220995,15000,5000,20,500
"148",1000,500,50,0.4,1,0.395,0.897,43.5209,48.37455,54.1839,0.999374871468287,15000,5000,20,500
"149",1000,500,50,0.4,1,0.39,0.904,43.6456,49.1396,54.7792,1.0042163181665,15000,5000,20,500
"150",1000,500,50,0.4,1,0.372,0.903,45.8741,51.20195,57.5308,1.00206285735249,15000,5000,20,500
"151",100,1000,50,0.4,1,0.38,0.96,35.0387,49.8484,70.9672,1.00140654173029,15000,5000,20,500
"152",100,1000,50,0.4,1,0.38,0.98,39.126,58.70385,79.805,1.00207892094068,15000,5000,20,500
"153",100,1000,50,0.4,1,0.43,0.96,41.289,58.0129,77.1168,1.00007381944029,15000,5000,20,500
"154",100,1000,50,0.4,1,0.51,0.96,50.3292,67.7738,91.0467,1.00183739117784,15000,5000,20,500
"155",100,1000,50,0.4,1,0.43,0.96,37.7473,54.89715,73.6812,1.00211678706432,15000,5000,20,500
"156",100,1000,50,0.4,1,0.38,0.96,33.3495,50.515,69.7577,1.00230111898056,15000,5000,20,500
"157",100,1000,50,0.4,1,0.48,0.97,37.3147,53.36635,70.7952,1.00001683473034,15000,5000,20,500
"158",100,1000,50,0.4,1,0.38,0.95,33.323,45.97565,63.6888,1.00106933553364,15000,5000,20,500
"159",100,1000,50,0.4,1,0.42,0.95,26.7562,37.92565,50.909,1.00194853002339,15000,5000,20,500
"160",100,1000,50,0.4,1,0.4,0.93,33.9414,46.2024,63.1544,1.00122170812936,15000,5000,20,500
"161",100,1000,50,0.4,1,0.37,0.95,34.7265,50.57515,70.0009,1.00064261415484,15000,5000,20,500
"162",100,1000,50,0.4,1,0.42,0.94,40.9089,58.84845,78.9314,1.00246859877255,15000,5000,20,500
"163",100,1000,50,0.4,1,0.42,0.97,43.2772,62.20945,84.8176,1.00285053615368,15000,5000,20,500
"164",100,1000,50,0.4,1,0.31,0.91,32.7384,51.7601,73.5105,1.00104619575778,15000,5000,20,500
"165",100,1000,50,0.4,1,0.44,0.88,36.4696,51.2642,68.0601,1.00115402642389,15000,5000,20,500
"166",100,1000,50,0.4,1,0.38,0.93,31.5682,47.3365,63.9789,1.00193905180606,15000,5000,20,500
"167",100,1000,50,0.4,1,0.46,0.97,39.3677,55.69555,74.1303,1.00220086643377,15000,5000,20,500
"168",100,1000,50,0.4,1,0.39,0.97,29.9991,44.24985,59.3268,0.99919257144134,15000,5000,20,500
"169",100,1000,50,0.4,1,0.44,0.94,43.7343,59.6675,80.1584,1.00036243607294,15000,5000,20,500
"170",100,1000,50,0.4,1,0.34,0.94,26.6617,37.616,51.8552,1.00094425023642,15000,5000,20,500
"171",100,1000,50,0.4,1,0.37,0.97,39.4742,54.90565,76.6412,1.00090035790748,15000,5000,20,500
"172",100,1000,50,0.4,1,0.49,0.94,29.606,41.35035,54.4534,1.00006532291838,15000,5000,20,500
"173",100,1000,50,0.4,1,0.4,0.94,40.9611,57.3733,77.5094,1.00304111730898,15000,5000,20,500
"174",100,1000,50,0.4,1,0.37,0.93,36.1154,51.3925,70.7379,1.00001916080013,15000,5000,20,500
"175",100,1000,50,0.4,1,0.41,0.9,52.7415,74.59205,105.544,1.00060444031718,15000,5000,20,500
"176",100,1000,50,0.4,1,0.38,0.95,41.4361,62.35165,85.943,1.00064300167057,15000,5000,20,500
"177",100,1000,50,0.4,1,0.41,0.95,32.1733,44.5549,61.0141,1.00078045736917,15000,5000,20,500
"178",100,1000,50,0.4,1,0.29,0.92,31.1452,47.2397,68.8226,1.00060091648103,15000,5000,20,500
"179",100,1000,50,0.4,1,0.4,0.95,36.3642,51.5005,69.3978,1.00274027438779,15000,5000,20,500
"180",100,1000,50,0.4,1,0.48,0.96,27.3655,36.5038,48.8379,0.999984993517082,15000,5000,20,500
"181",100,1000,50,0.4,1,0.42,0.96,40.5615,59.2602,81.261,0.999520267973204,15000,5000,20,500
"182",100,1000,50,0.4,1,0.43,0.98,39.4974,54.79605,76.1234,1.00011912606008,15000,5000,20,500
"183",100,1000,50,0.4,1,0.41,0.97,28.8975,41.35525,55.9361,0.9994620575221,15000,5000,20,500
"184",100,1000,50,0.4,1,0.31,0.94,37.6782,58.6297,83.422,1.00032852483966,15000,5000,20,500
"185",100,1000,50,0.4,1,0.39,0.95,26.3058,37.21985,50.4464,1.00206472099249,15000,5000,20,500
"186",100,1000,50,0.4,1,0.34,0.97,31.091,42.80055,61.309,1.00153039504211,15000,5000,20,500
"187",100,1000,50,0.4,1,0.38,0.95,39.7229,56.6423,79.0291,1.01208234752039,15000,5000,20,500
"188",100,1000,50,0.4,1,0.41,0.93,37.715,53.68075,72.3035,1.00057047835744,15000,5000,20,500
"189",100,1000,50,0.4,1,0.37,0.98,52.6984,77.0223,108.969,1.00033267600472,15000,5000,20,500
"190",100,1000,50,0.4,1,0.37,0.93,41.4631,60.8901,85.8759,1.00231528104716,15000,5000,20,500
"191",100,1000,50,0.4,1,0.38,0.98,30.0177,42.43495,58.8508,1.00160848068895,15000,5000,20,500
"192",100,1000,50,0.4,1,0.41,0.96,39.4865,55.06065,76.379,0.999951188822821,15000,5000,20,500
"193",100,1000,50,0.4,1,0.44,0.96,31.0489,43.72805,58.173,0.99958516845253,15000,5000,20,500
"194",100,1000,50,0.4,1,0.37,0.98,35.8041,50.0889,69.8145,1.00298645312377,15000,5000,20,500
"195",100,1000,50,0.4,1,0.38,0.95,35.7463,49.9959,70.2481,1.00041891462203,15000,5000,20,500
"196",100,1000,50,0.4,1,0.38,0.9,34.7541,51.8616,69.9152,1.00611991975353,15000,5000,20,500
"197",100,1000,50,0.4,1,0.46,0.95,45.8786,62.88065,85.6546,1.00190287559875,15000,5000,20,500
"198",100,1000,50,0.4,1,0.39,0.96,31.6746,44.9866,60.3699,0.999899996623755,15000,5000,20,500
"199",100,1000,50,0.4,1,0.34,0.93,44.579,64.98585,91.2967,1.00418181596779,15000,5000,20,500
"200",100,1000,50,0.4,1,0.37,0.97,38.5159,54.9554,75.0175,0.999950372539663,15000,5000,20,500
"201",500,1000,50,0.4,1,0.4,0.954,41.7519,48.8774,55.958,1.00212076965975,15000,5000,20,500
"202",500,1000,50,0.4,1,0.412,0.952,42.2644,48.87705,56.3974,1.00112858429381,15000,5000,20,500
"203",500,1000,50,0.4,1,0.388,0.944,41.022,47.4617,55.2457,1.00079555041445,15000,5000,20,500
"204",500,1000,50,0.4,1,0.378,0.946,41.4432,49.218,56.4691,0.9998894775807,15000,5000,20,500
"205",500,1000,50,0.4,1,0.348,0.94,39.2221,46.90155,54.6818,0.999383412551378,15000,5000,20,500
"206",500,1000,50,0.4,1,0.428,0.968,52.4112,60.8853,70.3202,1.0007352631373,15000,5000,20,500
"207",500,1000,50,0.4,1,0.43,0.972,43.8469,51.0531,58.4334,0.999304314926471,15000,5000,20,500
"208",500,1000,50,0.4,1,0.38,0.928,37.8978,44.95605,51.6251,1.00309883907632,15000,5000,20,500
"209",500,1000,50,0.4,1,0.368,0.96,41.6124,47.9861,55.8837,1.00407457755308,15000,5000,20,500
"210",500,1000,50,0.4,1,0.404,0.956,37.1531,43.00665,49.6565,1.00240645219244,15000,5000,20,500
"211",500,1000,50,0.4,1,0.36,0.948,44.1455,51.9585,60.3666,1.00732677608894,15000,5000,20,500
"212",500,1000,50,0.4,1,0.382,0.942,44.2589,51.2538,59.3528,1.00178700679375,15000,5000,20,500
"213",500,1000,50,0.4,1,0.414,0.942,52.2962,60.28905,69.8002,1.00054692005746,15000,5000,20,500
"214",500,1000,50,0.4,1,0.4,0.956,40.1922,46.5468,53.6312,0.999815741890097,15000,5000,20,500
"215",500,1000,50,0.4,1,0.428,0.946,40.517,47.23065,54.0952,1.00170269943381,15000,5000,20,500
"216",500,1000,50,0.4,1,0.384,0.952,40.759,48.12385,55.2847,1.00077156856124,15000,5000,20,500
"217",500,1000,50,0.4,1,0.386,0.956,42.5477,49.62365,57.3318,1.00204476078791,15000,5000,20,500
"218",500,1000,50,0.4,1,0.398,0.96,41.0658,48.1311,54.9212,1.00082632004666,15000,5000,20,500
"219",500,1000,50,0.4,1,0.408,0.946,45.0855,52.2525,60.1446,1.00040647690984,15000,5000,20,500
"220",500,1000,50,0.4,1,0.386,0.956,43.864,50.7384,58.2464,1.00074267543714,15000,5000,20,500
"221",500,1000,50,0.4,1,0.394,0.96,40.7598,47.95925,54.5689,1.00408617692191,15000,5000,20,500
"222",500,1000,50,0.4,1,0.394,0.934,41.2332,49.2485,56.3201,0.999346067956846,15000,5000,20,500
"223",500,1000,50,0.4,1,0.4,0.954,35.6374,41.19845,47.8921,1.00315391775628,15000,5000,20,500
"224",500,1000,50,0.4,1,0.394,0.942,44.5967,51.37495,60.0117,0.999679611592625,15000,5000,20,500
"225",500,1000,50,0.4,1,0.372,0.944,39.6856,46.91505,53.4595,1.000696889336,15000,5000,20,500
"226",500,1000,50,0.4,1,0.362,0.962,46.8107,54.4787,63.452,0.9991405715037,15000,5000,20,500
"227",500,1000,50,0.4,1,0.398,0.936,45.188,52.7735,61.0507,1.00013207258345,15000,5000,20,500
"228",500,1000,50,0.4,1,0.43,0.962,42.9876,49.74165,56.7549,1.00032148960956,15000,5000,20,500
"229",500,1000,50,0.4,1,0.34,0.952,45.3164,53.0683,62.3714,0.99951380605276,15000,5000,20,500
"230",500,1000,50,0.4,1,0.42,0.964,36.8361,42.2242,48.6164,1.00378456555166,15000,5000,20,500
"231",500,1000,50,0.4,1,0.452,0.95,45.1158,52.52925,59.6104,1.00050622290927,15000,5000,20,500
"232",500,1000,50,0.4,1,0.376,0.938,44.6002,52.38625,60.155,1.00094985886187,15000,5000,20,500
"233",500,1000,50,0.4,1,0.39,0.948,38.0864,44.64215,51.0696,1.00139629149131,15000,5000,20,500
"234",500,1000,50,0.4,1,0.386,0.932,36.1189,42.00215,48.9882,0.999674673372683,15000,5000,20,500
"235",500,1000,50,0.4,1,0.396,0.948,48.1401,55.3597,64.3499,1.00081441590445,15000,5000,20,500
"236",500,1000,50,0.4,1,0.438,0.96,49.7718,57.9928,66.0902,0.999602718947581,15000,5000,20,500
"237",500,1000,50,0.4,1,0.348,0.942,49.1846,58.0603,67.6646,1.00131752369984,15000,5000,20,500
"238",500,1000,50,0.4,1,0.362,0.95,45.4527,53.37885,62.187,1.00330244961542,15000,5000,20,500
"239",500,1000,50,0.4,1,0.38,0.958,43.9793,52.02215,59.5432,1.00224973715669,15000,5000,20,500
"240",500,1000,50,0.4,1,0.38,0.95,43.8217,51.00755,59.519,1.00024652457388,15000,5000,20,500
"241",500,1000,50,0.4,1,0.402,0.952,41.4375,47.64115,55.2415,1.00150049087408,15000,5000,20,500
"242",500,1000,50,0.4,1,0.4,0.944,41.0602,47.9969,55.069,1.00083113815584,15000,5000,20,500
"243",500,1000,50,0.4,1,0.424,0.944,39.8321,45.2862,52.0477,1.0000697355062,15000,5000,20,500
"244",500,1000,50,0.4,1,0.386,0.944,41.2765,47.395,54.763,1.00074198493298,15000,5000,20,500
"245",500,1000,50,0.4,1,0.376,0.968,39.7795,46.60555,54.0124,1.00139185492985,15000,5000,20,500
"246",500,1000,50,0.4,1,0.39,0.946,45.5273,52.49915,61.2884,1.00297502878922,15000,5000,20,500
"247",500,1000,50,0.4,1,0.436,0.97,37.6065,42.90225,49.4444,1.0025271341223,15000,5000,20,500
